node.number,load.type,status,region,zone,active.power.MW,reactive.power.MVAR,active.power.const.current.MW,reactive.power.const.current.MVAR,active.power.const.admittance.MW,reactive.power.const.admittance.MVAR,owner.number
100098,1,0,1,10,2.957,1.75,0,0,0,0,59
100099,1,0,1,10,5.597,3.397,0,0,0,0,59
103072,1,0,1,10,12.636,8.023,0,0,0,0,59
103073,1,0,1,10,10.757,5.612,0,0,0,0,59
103074,1,0,1,10,11.786,7.483,0,0,0,0,59
106050,1,1,1,10,54.351,11.036,0,0,0,0,59
106054,1,1,1,10,68.214,13.851,0,0,0,0,59
106060,1,1,1,10,80.151,16.275,0,0,0,0,59
111006,1,1,1,11,69.613,14.135,0,0,0,0,58
111101,1,1,1,11,24.096,4.893,0,0,0,0,58
111102,1,1,1,11,10,4,0,0,0,0,58
111103,1,1,1,11,28.864,5.861,0,0,0,0,609
111104,1,0,1,11,7.411,0.79,0,0,0,0,58
111105,1,1,1,11,57.516,11.679,0,0,0,0,58
111106,1,1,1,11,129.408,26.277,0,0,0,0,58
111107,1,1,1,11,53.487,10.861,0,0,0,0,58
111108,1,1,1,11,156.52,31.783,0,0,0,0,58
111109,1,1,1,11,101.021,20.513,0,0,0,0,58
111110,1,1,1,11,34.803,7.067,0,0,0,0,58
111111,1,1,1,11,363.931,73.899,0,0,0,0,58
111112,1,1,1,11,43.296,8.792,0,0,0,0,58
111113,1,1,1,11,8.152,1.655,0,0,0,0,58
111114,1,1,1,11,8.152,1.655,0,0,0,0,58
111115,1,1,1,11,43.296,8.792,0,0,0,0,58
111116,1,1,1,11,36.077,7.326,0,0,0,0,58
111117,1,1,1,11,133.719,27.153,0,0,0,0,58
111118,1,1,1,11,128.369,26.066,0,0,0,0,58
111119,1,1,1,11,17.116,3.476,0,0,0,0,58
111120,1,1,1,11,66.146,13.432,0,0,0,0,58
111121,1,1,1,11,101.021,20.513,0,0,0,0,58
111122,1,1,1,11,57.728,11.722,0,0,0,0,58
111123,1,1,1,11,71.741,14.568,0,0,0,0,58
111126,1,1,1,11,5.348,1.086,0,0,0,0,58
111127,1,1,1,11,16.046,3.258,0,0,0,0,58
111128,1,1,1,11,102.696,20.853,0,0,0,0,58
111129,1,1,1,11,136.958,27.81,0,0,0,0,58
111130,1,1,1,11,28.864,5.861,0,0,0,0,58
111131,1,1,1,11,18.489,3.754,0,0,0,0,609
111132,1,1,1,11,38.478,7.813,0,0,0,0,58
111133,1,1,1,11,40.76,8.277,0,0,0,0,58
111134,1,1,1,11,53.801,10.925,0,0,0,0,58
111135,1,1,1,11,65.216,13.243,0,0,0,0,58
111136,1,1,1,11,44.019,8.938,0,0,0,0,58
111137,1,1,1,11,379.888,77.139,0,0,0,0,58
111138,1,1,1,11,42.789,8.689,0,0,0,0,58
111139,1,1,1,11,8.152,1.655,0,0,0,0,58
111140,1,1,1,11,216.845,44.032,0,0,0,0,58
111141,1,1,1,11,41.85,8.498,0,0,0,0,58
111142,1,0,1,11,7,5,0,0,0,0,58
111143,1,1,1,11,8.152,1.655,0,0,0,0,58
111144,1,1,1,11,8.152,1.655,0,0,0,0,58
111145,1,1,1,11,8.152,1.655,0,0,0,0,58
111146,1,1,1,11,8.561,1.738,0,0,0,0,58
112202,1,0,1,11,0,0,0,0,0,0,3
112233,1,0,1,11,4.536,1.137,0,0,0,0,58
112239,1,1,1,11,70.786,14.374,0,0,0,0,58
112240,1,1,1,11,32.175,6.533,0,0,0,0,58
121100,1,1,1,12,10.755,2.184,0,0,0,0,57
121102,1,1,1,12,86.037,17.471,0,0,0,0,57
121102,CR,0,1,12,0,0,0,0,0,14,57
121105,1,1,1,12,86.037,17.471,0,0,0,0,57
121105,CR,0,1,12,0,0,0,0,0,16.2,57
121107,1,1,1,12,30.017,6.095,0,0,0,0,57
121107,CR,0,1,12,0,0,0,0,0,6.2,57
121109,1,1,1,12,12.906,2.621,0,0,0,0,57
121109,CR,0,1,12,0,0,0,0,0,1.2,608
121110,1,1,1,12,99.294,20.163,0,0,0,0,57
121110,CR,0,1,12,0,0,0,0,0,20.18,57
121112,1,1,1,12,52.278,10.615,0,0,0,0,57
121112,CR,0,1,12,0,0,0,0,0,13,608
121113,1,1,1,12,139.179,28.262,0,0,0,0,57
121113,CR,0,1,12,0,0,0,0,0,74.19,57
121114,1,1,1,12,93.548,18.996,0,0,0,0,57
121114,CR,0,1,12,0,0,0,0,0,85.99,57
121115,1,1,1,12,53.773,10.919,0,0,0,0,57
121115,CR,0,1,12,0,0,0,0,0,16.4,57
121116,1,1,1,12,101.806,20.673,0,0,0,0,57
121116,CR,0,1,12,0,0,0,0,0,53.71,57
121117,1,1,1,12,43.018,8.735,0,0,0,0,57
121117,CR,0,1,12,0,0,0,0,0,8,57
121118,1,1,1,12,32.265,6.552,0,0,0,0,57
121118,CR,0,1,12,0,0,0,0,0,20.71,57
121119,1,1,1,12,5.377,1.092,0,0,0,0,608
121120,CR,0,1,12,0,0,0,0,0,11.64,57
121121,1,1,1,12,218.232,44.314,0,0,0,0,57
121122,1,1,1,12,125.064,25.395,0,0,0,0,57
121122,CR,0,1,12,0,0,0,0,0,31.87,57
121123,1,1,1,12,43.018,8.735,0,0,0,0,57
121123,CR,0,1,12,0,0,0,0,0,12.8,57
121124,CR,0,1,12,0,0,0,0,0,61.25,57
121126,1,0,1,12,70.091,27.143,0,0,0,0,57
121127,1,1,1,12,10.755,2.184,0,0,0,0,57
121129,1,1,1,12,43.018,8.735,0,0,0,0,57
121129,CR,0,1,12,0,0,0,0,0,9.8,57
121131,1,1,1,12,53.773,10.919,0,0,0,0,57
121131,CR,0,1,12,0,0,0,0,0,11.82,57
121135,1,1,1,12,43.018,8.735,0,0,0,0,57
121135,CR,0,1,12,0,0,0,0,0,17.93,57
121901,1,0,1,13,0,0,0,0,0,0,51
122206,1,1,1,12,27.835,5.652,0,0,0,0,57
122209,1,1,1,12,25.185,5.114,0,0,0,0,57
122920,1,0,1,13,15,5,0,0,0,0,57
122920,CR,0,1,12,0,0,0,0,0,5,57
123003,1,1,1,12,49.529,10.057,0,0,0,0,57
126001,1,1,1,12,90.797,18.437,0,0,0,0,57
126001,CR,0,1,12,0,0,0,0,0,39.8,57
126002,1,1,1,12,222.867,45.255,0,0,0,0,57
126002,CR,0,1,12,0,0,0,0,0,122.19,57
126004,1,1,1,12,107.305,21.789,0,0,0,0,57
131101,1,1,1,13,24.66,5.007,0,0,0,0,51
131102,1,1,1,13,22.484,4.565,0,0,0,0,51
131103,1,1,1,13,38.44,7.806,0,0,0,0,51
131105,1,1,1,13,2.176,0.442,0,0,0,0,51
131106,1,1,1,13,12.33,2.504,0,0,0,0,51
131107,1,1,1,13,25.385,5.155,0,0,0,0,51
131108,1,1,1,13,29.736,6.038,0,0,0,0,51
131109,1,1,1,13,24.66,5.007,0,0,0,0,51
131111,1,1,1,13,135.786,27.572,0,0,0,0,51
131112,1,1,1,13,11.605,2.356,0,0,0,0,51
131113,1,1,1,13,53.671,10.898,0,0,0,0,51
131114,1,1,1,13,3.626,0.736,0,0,0,0,51
131115,1,1,1,13,3.626,0.736,0,0,0,0,51
131116,1,1,1,13,18.857,3.829,0,0,0,0,51
131117,1,1,1,13,14.505,2.945,0,0,0,0,51
131118,1,0,1,13,60.646,23.003,0,0,0,0,51
131119,1,1,1,13,29.736,6.038,0,0,0,0,51
131120,1,0,1,13,52.575,19.942,0,0,0,0,51
131121,1,1,1,13,2.9,0.589,0,0,0,0,51
131122,1,1,1,13,13.781,2.798,0,0,0,0,51
131124,1,1,1,13,7.251,1.472,0,0,0,0,51
131125,1,1,1,13,15.231,3.093,0,0,0,0,51
131126,1,0,1,13,50,18.965,0,0,0,0,51
131128,1,1,1,13,4.352,0.884,0,0,0,0,51
131130,1,0,1,13,21.679,10.499,0,0,0,0,51
131131,1,1,1,13,7.978,1.62,0,0,0,0,51
131133,1,0,1,13,29.441,11.167,0,0,0,0,51
131133,R7,0,1,13,5.96,1,0,0,0,0,60
131134,1,1,1,13,34.088,6.922,0,0,0,0,51
131136,1,1,1,13,3.626,0.736,0,0,0,0,51
131137,1,1,1,13,3.626,0.736,0,0,0,0,51
131138,1,1,1,13,14.505,2.945,0,0,0,0,51
131139,1,1,1,13,1.45,0.294,0,0,0,0,51
131140,1,1,1,13,7.978,1.62,0,0,0,0,51
131141,1,1,1,13,3.626,0.736,0,0,0,0,51
131142,1,1,1,13,7.254,1.473,0,0,0,0,51
131143,1,1,1,13,18.857,3.829,0,0,0,0,51
131145,1,1,1,13,23.207,4.712,0,0,0,0,51
131146,1,1,1,13,15.231,3.093,0,0,0,0,51
131147,1,1,1,13,21.759,4.418,0,0,0,0,51
131148,1,1,1,13,42.066,8.542,0,0,0,0,51
131149,R6,0,1,13,4.97,0.5,0,0,0,0,60
131150,1,1,1,13,25.385,5.155,0,0,0,0,51
131151,1,1,1,13,69.659,14.145,0,0,0,0,51
131152,1,1,1,13,7.254,1.473,0,0,0,0,51
131153,1,1,1,13,5.077,1.031,0,0,0,0,51
131154,1,1,1,13,3.626,0.736,0,0,0,0,51
131155,1,1,1,13,29.736,6.038,0,0,0,0,51
131156,1,1,1,13,17.104,3.473,0,0,0,0,51
131157,1,1,1,13,13.055,2.651,0,0,0,0,51
131158,1,1,1,13,5.802,1.178,0,0,0,0,51
131159,1,1,1,13,7.978,1.62,0,0,0,0,51
131160,1,1,1,13,4.352,0.884,0,0,0,0,51
131161,1,1,1,13,23.934,4.86,0,0,0,0,51
131162,1,1,1,13,34.088,6.922,0,0,0,0,51
131163,1,1,1,13,3.626,0.736,0,0,0,0,51
131164,1,1,1,13,14.505,2.945,0,0,0,0,51
131165,1,1,1,13,37.715,7.658,0,0,0,0,51
131166,1,1,1,13,6.528,1.326,0,0,0,0,51
131167,1,1,1,13,26.835,5.449,0,0,0,0,51
131168,1,1,1,13,36.264,7.364,0,0,0,0,51
131169,1,1,1,13,13.055,2.651,0,0,0,0,51
131172,1,1,1,13,3.626,0.736,0,0,0,0,51
131173,1,1,1,13,9.427,1.914,0,0,0,0,51
131174,1,1,1,13,12.33,2.504,0,0,0,0,51
131175,1,1,1,13,1.45,0.294,0,0,0,0,51
131176,1,1,1,13,42.066,8.542,0,0,0,0,51
131177,1,1,1,13,7.978,1.62,0,0,0,0,51
131178,1,1,1,13,5.077,1.031,0,0,0,0,51
131179,1,1,1,13,4.352,0.884,0,0,0,0,51
131180,1,1,1,13,28.285,5.744,0,0,0,0,51
131181,1,1,1,13,31.912,6.48,0,0,0,0,51
131182,1,1,1,13,33.364,6.775,0,0,0,0,51
131183,1,1,1,13,12.33,2.504,0,0,0,0,51
131184,1,1,1,13,8.703,1.767,0,0,0,0,51
131185,1,1,1,13,7.978,1.62,0,0,0,0,51
131186,1,1,1,13,18.857,3.829,0,0,0,0,51
131187,1,1,1,13,36.264,7.364,0,0,0,0,51
131188,1,1,1,13,9.427,1.914,0,0,0,0,51
131191,1,1,1,13,5.077,1.031,0,0,0,0,51
131192,HP,1,1,12,21.508,4.367,0,0,0,0,57
131195,1,1,1,13,42.792,8.689,0,0,0,0,51
131196,1,1,1,13,10.879,2.209,0,0,0,0,51
131198,1,1,1,13,14.505,2.945,0,0,0,0,51
131199,1,1,1,13,4.352,0.884,0,0,0,0,51
131600,1,1,1,13,23.207,4.712,0,0,0,0,51
131602,1,1,1,13,15.231,3.093,0,0,0,0,51
131603,1,1,1,13,3.626,0.736,0,0,0,0,51
131605,1,1,1,13,25.385,5.155,0,0,0,0,51
131606,1,1,1,13,3.626,0.736,0,0,0,0,51
131607,1,1,1,13,44.968,9.131,0,0,0,0,51
131608,1,0,1,13,30,10,0,0,0,0,51
131610,1,1,1,13,21.759,4.418,0,0,0,0,51
131611,1,1,1,13,42.792,8.689,0,0,0,0,51
131612,1,1,1,13,42.792,8.689,0,0,0,0,51
131613,1,1,1,13,7.978,1.62,0,0,0,0,51
131614,1,1,1,13,3.626,0.736,0,0,0,0,51
131615,1,1,1,13,54.396,11.046,0,0,0,0,51
131680,1,1,1,13,34.018,6.908,0,0,0,0,51
132200,RB,0,1,13,8.33,2,0,0,0,0,60
132202,RC,0,1,13,10.16,3,0,0,0,0,60
132209,R5,0,1,13,5.3,0.5,0,0,0,0,60
132219,1,0,1,13,47.317,17.948,0,0,0,0,51
132220,1,1,1,13,0.363,0.074,0,0,0,0,51
132229,R9,0,1,13,17.249,4.085,0,0,0,0,60
132230,RA,0,1,13,8.21,2,0,0,0,0,60
132234,1,1,1,13,19.43,3.946,0,0,0,0,51
132283,1,1,1,13,47.137,9.572,0,0,0,0,51
136000,1,1,1,13,60.923,12.371,0,0,0,0,51
136001,1,1,1,13,63.826,12.96,0,0,0,0,51
136002,1,1,1,13,127.65,25.92,0,0,0,0,51
136003,1,1,1,13,76.88,15.611,0,0,0,0,51
136004,1,1,1,13,76.88,15.611,0,0,0,0,51
136005,1,1,1,13,25.385,5.155,0,0,0,0,51
136006,1,1,1,13,116.044,23.564,0,0,0,0,51
136007,1,1,1,13,85.251,21.366,0,0,0,0,51
136008,1,1,1,13,88.485,17.968,0,0,0,0,51
136009,1,1,1,13,98.639,20.03,0,0,0,0,51
136010,1,1,1,13,101.54,20.618,0,0,0,0,51
136011,1,1,1,13,42.066,8.542,0,0,0,0,51
136012,1,1,1,13,79.056,16.053,0,0,0,0,51
136013,1,1,1,13,79.781,16.2,0,0,0,0,51
136015,1,1,1,13,83.406,16.936,0,0,0,0,51
136016,1,1,1,13,141.089,28.649,0,0,0,0,51
136017,1,1,1,13,84.858,17.231,0,0,0,0,51
136018,1,1,1,13,55.121,11.193,0,0,0,0,51
136019,1,1,1,13,69.627,14.138,0,0,0,0,51
136020,1,1,1,13,32.638,6.627,0,0,0,0,51
136021,1,1,1,13,53.671,10.898,0,0,0,0,51
136023,1,1,1,13,102.274,20.768,0,0,0,0,51
136024,1,1,1,13,79.781,16.2,0,0,0,0,51
136025,1,1,1,13,79.781,16.2,0,0,0,0,51
136027,1,1,1,13,84.858,17.231,0,0,0,0,51
136028,1,1,1,13,145.056,29.455,0,0,0,0,51
136029,1,1,1,13,108.794,22.091,0,0,0,0,51
136030,1,1,1,13,75.43,15.317,0,0,0,0,51
136034,1,1,1,13,89.934,18.262,0,0,0,0,51
136036,1,1,1,13,128.375,26.068,0,0,0,0,51
136037,1,1,1,13,78.33,15.906,0,0,0,0,51
136038,1,1,1,13,62.374,12.665,0,0,0,0,51
136041,1,1,1,13,134.903,27.393,0,0,0,0,51
136042,1,1,1,13,108.794,22.091,0,0,0,0,51
136043,1,1,1,13,117.496,23.859,0,0,0,0,51
136044,1,1,1,13,34.813,7.069,0,0,0,0,51
136045,1,1,1,13,104.44,21.207,0,0,0,0,51
136046,1,1,1,13,129.101,26.215,0,0,0,0,51
136047,1,1,1,13,34.088,6.922,0,0,0,0,51
136048,1,1,1,13,39.166,7.953,0,0,0,0,51
136049,1,1,1,13,46.418,9.426,0,0,0,0,51
136050,1,1,1,13,119.956,24.358,0,0,0,0,51
136050,2,0,1,13,65.298,16.365,0,0,0,0,59
136051,1,1,1,13,16.681,3.387,0,0,0,0,51
136052,1,1,1,13,36.264,7.364,0,0,0,0,51
136053,1,1,1,13,7.978,1.62,0,0,0,0,51
136054,1,1,1,13,28.285,5.744,0,0,0,0,51
136056,1,1,1,10,34.813,7.069,0,0,0,0,51
136056,2,0,1,13,17.413,4.364,0,0,0,0,59
136057,1,1,1,13,87.034,17.673,0,0,0,0,51
136059,1,1,1,13,47.887,9.724,0,0,0,0,51
136060,1,1,1,13,42.626,10.683,0,0,0,0,51
136061,1,1,1,13,31.912,6.48,0,0,0,0,51
136062,1,1,1,13,28.285,5.744,0,0,0,0,51
136063,1,1,1,13,53.671,10.898,0,0,0,0,51
136064,1,1,1,13,44.243,8.984,0,0,0,0,51
136065,1,1,1,13,37.715,7.658,0,0,0,0,51
136066,1,1,1,13,39.166,7.953,0,0,0,0,51
136068,1,1,1,13,34.456,6.997,0,0,0,0,51
136069,1,1,1,13,11.605,2.356,0,0,0,0,51
136070,1,1,1,13,106,22,0,0,0,0,51
136071,1,1,1,13,24.994,5.075,0,0,0,0,51
136072,1,1,1,13,24.994,5.075,0,0,0,0,51
136073,1,1,1,13,53.671,10.898,0,0,0,0,51
136074,1,1,1,13,39.99,8.12,0,0,0,0,51
136075,1,1,1,13,7.942,1.613,0,0,0,0,51
136076,1,1,1,13,22.414,4.551,0,0,0,0,51
136077,1,1,1,13,21.261,4.317,0,0,0,0,51
136078,1,1,1,13,25.515,5.181,0,0,0,0,51
136079,1,1,1,13,22.414,4.551,0,0,0,0,51
136081,1,1,1,13,21.261,4.317,0,0,0,0,51
136082,1,1,1,13,38.434,7.804,0,0,0,0,51
136083,1,1,1,13,7.251,1.472,0,0,0,0,51
136084,1,1,1,13,6.527,1.325,0,0,0,0,51
136085,1,1,1,13,13.054,2.651,0,0,0,0,51
136086,1,1,1,13,21.755,4.418,0,0,0,0,51
136087,1,1,1,13,43.51,8.835,0,0,0,0,51
136104,1,1,1,13,98.639,20.03,0,0,0,0,51
136927,1,1,1,13,53.671,10.898,0,0,0,0,51
136928,1,1,1,13,27.561,5.597,0,0,0,0,51
140001,1,1,1,14,86.018,17.467,0,0,0,0,52
141100,1,1,1,14,10.288,2.089,0,0,0,0,52
141102,1,1,1,14,41.319,8.39,0,0,0,0,52
141103,1,1,1,14,70.506,14.317,0,0,0,0,52
141106,1,1,1,14,41.93,8.514,0,0,0,0,52
141108,1,1,1,14,10.871,2.207,0,0,0,0,52
141109,1,1,1,14,37.536,7.622,0,0,0,0,52
141110,1,1,1,14,84.182,17.094,0,0,0,0,52
141111,1,1,1,14,40.948,8.315,0,0,0,0,52
141112,1,1,1,14,9.635,1.956,0,0,0,0,52
141113,1,1,1,14,70.037,14.222,0,0,0,0,52
141114,1,1,1,14,36.843,7.481,0,0,0,0,52
141114,2,1,1,14,17.829,3.62,0,0,0,0,52
141115,1,1,1,14,0,0,0,0,0,0,52
141117,1,1,1,14,89.602,18.195,0,0,0,0,52
141118,1,1,1,14,55.263,11.222,0,0,0,0,52
141119,1,1,1,14,110.999,22.539,0,0,0,0,52
141120,1,1,1,14,46.922,9.528,0,0,0,0,52
141120,R4,0,1,14,28.82,5,0,0,0,0,60
141121,1,1,1,14,10.636,2.16,0,0,0,0,52
141122,1,1,1,14,39.1,7.94,0,0,0,0,52
141123,1,1,1,14,8.132,1.651,0,0,0,0,52
141123,2,1,1,14,12.199,2.477,0,0,0,0,52
141123,3,1,1,14,13.135,2.667,0,0,0,0,52
141124,1,1,1,14,37.536,7.622,0,0,0,0,52
141126,1,1,1,14,6.959,1.413,0,0,0,0,52
141128,1,1,1,14,6.57,1.334,0,0,0,0,52
141129,1,1,1,14,4.818,0.978,0,0,0,0,52
141130,1,1,1,14,20.332,4.129,0,0,0,0,52
141130,2,1,1,14,34.408,6.987,0,0,0,0,52
141131,1,1,1,14,79.261,16.095,0,0,0,0,52
141132,1,1,1,14,62.732,12.738,0,0,0,0,52
141133,1,1,1,14,3.13,0.636,0,0,0,0,52
141134,1,1,1,14,11.12,2.258,0,0,0,0,52
141137,1,1,1,14,2.812,0.571,0,0,0,0,52
141141,1,1,1,14,78.405,15.921,0,0,0,0,52
141142,1,1,1,14,0,0,0,0,0,0,52
141143,1,1,1,14,57.914,11.76,0,0,0,0,52
141144,1,1,1,14,5.475,1.112,0,0,0,0,52
141145,1,1,1,14,24.712,5.018,0,0,0,0,52
141146,1,1,1,14,13.649,2.772,0,0,0,0,52
141147,1,1,1,14,42.229,8.575,0,0,0,0,52
141148,1,1,1,14,12.946,2.629,0,0,0,0,52
141149,1,1,1,14,3.911,0.794,0,0,0,0,52
141150,1,1,1,14,11.466,2.328,0,0,0,0,52
141151,1,1,1,14,27.447,5.573,0,0,0,0,52
141152,1,1,1,14,13.135,2.667,0,0,0,0,52
141153,1,1,1,14,49.028,9.956,0,0,0,0,52
141154,1,1,1,14,22.008,4.469,0,0,0,0,52
141155,1,1,1,14,12.946,2.629,0,0,0,0,52
141157,1,1,1,14,43.713,8.876,0,0,0,0,52
141158,1,1,1,14,13.155,2.671,0,0,0,0,52
141159,1,1,1,14,39.1,7.94,0,0,0,0,52
141160,1,1,1,14,17.062,3.465,0,0,0,0,52
141161,1,1,1,14,41.226,8.371,0,0,0,0,52
141162,1,1,1,14,20.975,4.259,0,0,0,0,52
141163,1,1,1,14,51.19,10.395,0,0,0,0,52
141164,1,1,1,14,23.459,4.763,0,0,0,0,52
141165,1,1,1,14,73.571,14.939,0,0,0,0,52
141166,1,1,1,14,28.075,5.701,0,0,0,0,52
141167,1,1,1,14,15.64,3.176,0,0,0,0,52
141168,1,1,1,14,7.46,1.515,0,0,0,0,52
141169,1,1,1,14,0,0,0,0,0,0,52
141170,1,1,1,14,15.954,3.24,0,0,0,0,52
141171,1,1,1,14,19.284,3.916,0,0,0,0,52
141172,1,1,1,14,16.579,3.367,0,0,0,0,52
141173,1,1,1,14,17.376,3.528,0,0,0,0,52
141174,1,1,1,14,32.172,6.533,0,0,0,0,52
141175,1,1,1,14,51.469,10.451,0,0,0,0,52
141176,1,1,1,14,32.223,6.543,0,0,0,0,52
141177,1,1,1,14,14.075,2.858,0,0,0,0,52
141178,1,1,1,14,6.194,1.258,0,0,0,0,52
141179,1,1,1,14,23.459,4.763,0,0,0,0,52
141180,1,1,1,14,14.465,2.937,0,0,0,0,52
141181,1,1,1,14,13.549,2.751,0,0,0,0,52
141182,1,1,1,14,31.282,6.352,0,0,0,0,52
141183,1,1,1,14,33.38,6.778,0,0,0,0,52
141184,1,1,1,14,16.077,3.265,0,0,0,0,52
141185,1,1,1,14,71.491,14.517,0,0,0,0,52
141186,1,1,1,14,50.047,10.163,0,0,0,0,52
141187,1,1,1,14,41.867,8.502,0,0,0,0,52
141188,1,1,1,14,67.205,13.647,0,0,0,0,52
141189,1,1,1,14,8.867,1.801,0,0,0,0,52
141190,1,1,1,14,10.056,3.017,0,0,0,0,52
141191,1,1,1,14,14.189,2.881,0,0,0,0,52
141192,1,1,1,14,20.474,4.157,0,0,0,0,52
141193,1,1,1,14,6.586,1.337,0,0,0,0,52
141194,1,1,1,14,9.885,2.007,0,0,0,0,52
141195,1,1,1,14,5.784,1.174,0,0,0,0,52
141196,1,1,1,14,26.009,5.281,0,0,0,0,52
141197,1,1,1,14,6.256,1.27,0,0,0,0,52
141198,1,1,1,14,0.704,0.143,0,0,0,0,52
141199,1,1,1,14,13.649,2.772,0,0,0,0,52
141300,1,1,1,14,12.946,2.629,0,0,0,0,52
141301,1,1,1,14,12.946,2.629,0,0,0,0,52
141303,1,1,1,14,76.631,15.561,0,0,0,0,52
141304,1,1,1,14,12.946,2.629,0,0,0,0,52
141305,1,1,1,14,12.946,2.629,0,0,0,0,52
141306,1,1,1,14,12.946,2.629,0,0,0,0,52
141307,1,1,1,14,13.474,2.736,0,0,0,0,52
141308,1,1,1,14,13.474,2.736,0,0,0,0,52
141309,1,1,1,14,22.296,4.527,0,0,0,0,52
141310,1,1,1,14,12.387,2.515,0,0,0,0,52
141311,1,1,1,14,12.836,2.606,0,0,0,0,51
141312,1,1,1,14,26.124,5.305,0,0,0,0,52
141313,1,1,1,14,14.165,2.876,0,0,0,0,52
141314,1,1,1,14,30.531,6.199,0,0,0,0,51
141315,1,1,1,14,40.173,8.157,0,0,0,0,52
141317,1,1,1,14,17.416,3.537,0,0,0,0,52
141318,1,1,1,14,15.326,3.112,0,0,0,0,52
141600,1,1,1,14,21.145,4.294,0,0,0,0,52
141601,1,1,1,14,26.493,5.38,0,0,0,0,52
141602,1,1,1,14,24.289,4.932,0,0,0,0,52
141603,1,1,1,14,20.897,4.243,0,0,0,0,52
141604,1,1,1,14,20.051,4.072,0,0,0,0,52
141605,1,1,1,14,49.546,10.061,0,0,0,0,52
141606,1,1,1,14,13.649,2.772,0,0,0,0,52
141607,1,1,1,14,58.961,11.973,0,0,0,0,52
141608,1,1,1,14,46.464,9.435,0,0,0,0,52
141609,1,1,1,14,84.001,17.057,0,0,0,0,52
141610,1,1,1,14,0,0,0,0,0,0,52
141611,1,1,1,14,0,0,0,0,0,0,52
141612,1,1,1,14,42.229,8.575,0,0,0,0,52
141613,1,1,1,14,13.277,2.696,0,0,0,0,52
141614,1,1,1,14,13.277,2.696,0,0,0,0,52
141615,1,1,1,14,60.997,12.386,0,0,0,0,52
141616,1,1,1,14,69.131,14.038,0,0,0,0,52
141617,1,1,1,14,28.15,5.716,0,0,0,0,52
141618,1,1,1,14,40.665,8.257,0,0,0,0,52
141619,1,1,1,14,31.861,6.47,0,0,0,0,52
141620,1,1,1,14,12.946,2.629,0,0,0,0,52
141621,1,1,1,14,12.511,2.54,0,0,0,0,52
