node.number,node.name,kV,bus.type,region.number,zone.number,owner.number,voltage.mag.pu,voltage.angle.deg
111108,UDAMPUR1,132,2,1,11,609,0.9633,-32.6008
111109,ARAMGARH,132,1,1,11,58,0.88793,-44.6328
111110,MAHANPUR,132,1,1,11,58,0.99702,-32.5966
111111,AULSTENG,132,1,1,11,58,0.98934,-40.812
111112,MATTAN,132,1,1,11,58,0.945,-36.1514
111113,KATRA1,132,1,1,11,58,0.96539,-32.1394
111114,JOURIAN1,132,1,1,11,58,0.96476,-32.2158
111115,TETHAR,132,1,1,11,58,0.94623,-35.1813
111116,KULGAM,132,1,1,11,58,0.94642,-36.0274
111117,WANGANPURA1,132,1,1,11,58,0.93841,-39.2368
111118,BEMINA1,132,1,1,11,58,0.9397,-39.0043
111119,UPPERSIND,132,2,1,11,609,0.94364,-39.1219
111120,RAWALPURA1,132,1,1,11,58,0.94624,-38.2591
111121,AWANTIPURA,132,1,1,11,58,0.95056,-36.4865
111122,LASSIPORA,132,1,1,11,58,0.96552,-34.0799
111123,BARN1,132,1,1,11,58,0.96779,-31.8995
111126,SHOPIAN,132,1,1,11,58,0.96452,-34.1795
111127,KHANMOH,132,1,1,11,58,0.95038,-37.9109
111128,HABBAK,132,1,1,11,58,0.9359,-39.4595
111129,PAMPORE1,132,2,1,11,609,0.95855,-37.0211
111130,WANPOH1,132,1,1,11,58,0.95176,-35.6543
111131,KALAKOTE,132,1,1,11,58,0.93831,-41.3295
111132,JHAJJARKOTL1,132,1,1,11,58,0.95639,-33.1919
111133,JANIPUR1,132,1,1,11,58,0.96282,-32.5533
111134,NEWCANAL1,132,1,1,11,58,0.958,-33.0211
111135,MERANSAHIB,132,1,1,11,58,0.95304,-33.5479
111136,BARIBRAHMINA,132,1,1,11,58,0.95513,-33.4216
111137,GLADINI1,132,1,1,11,58,0.96198,-32.862
111138,BADAMPUR,132,1,1,11,58,0.9323,-39.962
111139,SAMBA,132,1,1,11,58,0.97727,-32.4428
111140,HERANAGAR1,132,1,1,11,58,0.99491,-31.7661
111141,RAJOURI1,132,1,1,11,58,0.939,-42.5617
111142,DRABA1,132,1,1,11,58,0.93795,-42.7781
111143,CHANDAK1,132,1,1,11,58,0.93545,-43.033
111144,BATOT1,132,1,1,11,58,0.96026,-32.9202
111145,SIDHRA1,132,1,1,11,58,0.96533,-32.2445
111146,MAGAM,132,1,1,11,58,0.90285,-43.0441
112200,ZAINKOTE2,220,1,1,11,58,0.96833,-31.1678
112201,WAGOORA,220,1,1,11,3,0.98061,-28.6531
112202,PAMPORE2,220,1,1,11,58,0.97587,-29.653
112203,RAMBAN,220,1,1,11,58,0.98463,-27.1027
112204,JAMMU2,220,1,1,11,58,0.97153,-27.1779
112205,ALESTENG,220,1,1,11,58,0.96742,-32.2702
112206,BISHNAH,220,1,1,11,58,0.98334,-24.6912
112208,KISHANNGA-GE,220,2,1,11,58,1,-27.2716
112209,SHITKARI-GEN,220,4,1,11,58,1,0
112224,BARN2,220,1,1,11,58,0.9826,-25.223
112233,BUDGAM,220,4,1,11,58,1,0
112234,AMARGARH,220,1,1,11,58,0.99083,-27.7278
112235,KISHENPUR,220,1,1,11,3,0.99734,-23.372
112236,HIRANAGAR2,220,1,1,11,58,0.98255,-23.9217
112237,UDAMPUR2,220,1,1,11,58,0.98865,-24.5592
112238,MIRBAZAR,220,1,1,11,58,0.97423,-30.0637
112239,DELINA,220,1,1,11,58,0.99083,-27.7278
112240,GLADNI,220,1,1,11,58,0.98485,-25.2948
112241,LASSIPORA,220,1,1,11,3,0.97383,-30.5285
112247,SAMBA,220,1,1,11,51,1.00514,-20.7269
114401,BAGLIHAR4,400,2,1,11,609,1.00695,-18.9453
121100,DARLAGHA,132,1,1,12,57,0.97569,-33.0604
121102,BAJAURA1,132,2,1,12,57,0.99421,-31.5507
121104,MALANA1,132,2,1,12,57,1,-31.176
121105,KANGRA1,132,2,1,12,57,0.94998,-34.4392
121106,CHHAUR,132,1,1,12,305,0.99764,-14.9377
121107,KUNIHAR1,132,1,1,12,57,0.96287,-35.479
121108,HAMIRP-2,132,1,1,12,57,0.99909,-27.6209
121109,BASSI1,132,2,1,12,608,1,-26.017
121110,HAMIRP-1,132,1,1,12,57,0.99863,-27.9063
121112,GIRI1,132,2,1,12,608,0.97807,-49.101
121113,BAROTIWA,132,1,1,12,57,0.94897,-38.1085
121114,KALAAMB1,132,1,1,12,57,0.97092,-53.736
121115,PALAMPUR,132,2,1,12,57,0.99053,-28.0391
121116,PAONTA1,132,1,1,12,57,0.96472,-51.6005
121117,AMB1,132,1,1,12,57,0.9637,-32.694
121118,UNA1,132,1,1,12,57,0.9582,-34.1899
121119,LARJI1,132,2,1,12,608,1,-30.4742
121120,JASSOR1,132,1,1,12,57,0.99429,-28.1027
121121,JUTOG1,132,1,1,12,57,0.93717,-37.6631
121122,SOLAN1,132,1,1,12,57,0.95101,-40.1848
121123,DEHRA1,132,1,1,12,57,0.97287,-31.2666
121124,KANGO1,132,1,1,12,57,1.00015,-29.5978
121125,ACC1,132,1,1,12,57,1.00015,-29.5978
121126,KNGO_SPL,132,1,1,12,57,1.00015,-29.5978
121127,BAGHA,132,1,1,12,57,0.98403,-31.7593
121128,CHANJU-1,220,2,1,12,57,1,-13.7869
121129,BATHRI1,132,1,1,12,57,0.9763,-30.2163
121131,BIJNI1,132,1,1,12,57,0.9918,-31.2748
121135,KANDRI1,132,1,1,12,57,0.98586,-29.4837
121140,UHL-3,132,2,1,12,608,1,-26.5295
121901,KANGR-PS,132,1,1,12,51,1.0047,-24.2634
122200,KOTLA2,220,1,1,12,57,0.99756,-21.385
122201,KANGOO2,220,1,1,12,57,0.99387,-21.621
122202,BUDHIL,220,2,1,12,310,1,-13.7204
122203,UPARNANG,220,1,1,12,57,1.00196,-20.8582
122205,CHHAUR,220,1,1,12,305,1.00419,-17.7887
122206,RAURIAMB,220,1,1,12,57,0.98957,-22.5648
122207,KASANG,220,2,1,12,608,1,-19.4692
122208,KUNIHAR2,220,1,1,12,57,0.98878,-22.7486
122209,FOZAL,220,1,1,12,57,1.00035,-17.954
122210,HAMIRPUR,220,1,1,12,57,1.01781,-19.3257
122211,TIDONG,220,2,1,12,608,1,-19.3713
122212,MAJRI2,220,1,1,12,57,0.97983,-40.6334
122226,BHABA2,220,2,1,12,608,1,-20.0026
122279,HAMIRPUR42,220,1,1,12,57,1.02278,-18.6018
122322,PNCHSEC33,220,1,1,10,57,0.99406,-21.9033
122902,BADDI2,220,1,1,12,57,0.9998,-21.6466
122920,JASSOR2,220,1,1,12,57,0.99393,-21.3499
123003,BADDI,33,1,1,12,57,0.96532,-35.907
124402,BASPA4,400,2,1,12,608,1,-11.6791
124403,SHANGTONG,400,2,1,12,608,1,-11.5556
124404,CHANGO-YANTG,400,2,1,12,608,1,-11.5309
124903,SAINJ,400,2,1,12,122,1.00028,-14.0602
124910,SAWRA-KUDDU,400,2,1,12,122,1,-12.5538
126001,KOTLA6,66,1,1,12,57,1.02689,-31.1061
126002,BADDI6,66,1,1,12,57,1.03413,-27.5938
126004,UPARNANG,66,1,1,12,57,0.98583,-24.7514
131100,UBDCPH-1,132,2,1,13,610,1,-21.4459
131101,GURDASPUR,132,1,1,13,51,1.00421,-22.6879
131102,DHARIWAL,132,1,1,13,51,1.00813,-22.9906
131103,SHRIHARGOBIN,132,1,1,13,51,1.00795,-22.6203
131105,PIMS,132,1,1,13,51,1.02249,-22.64
131106,ASRON,132,1,1,13,51,1.00289,-21.7556
131107,JADLA,132,1,1,13,51,1.0042,-22.3602
131108,BANGA,132,1,1,13,51,1.01507,-23.0033
131109,PHAGWARA,132,1,1,13,51,1.01772,-22.6928
131110,MUKERIAN-4,132,2,1,13,610,1.00149,-21.4511
131111,FEROZPUR21,132,1,1,13,51,1.01845,-24.9333
131112,CHAMKAUR,132,1,1,13,51,1.00668,-22.4465
131113,MAHILPUR21,132,1,1,13,51,1.01803,-22.3049
131114,GHULAL,132,1,1,13,51,1.01813,-22.7991
131115,GHOLIA,132,1,1,13,51,1.02067,-22.642
131116,CHOHAL,132,1,1,13,51,1.00039,-26.6556
131117,BHOGPUR,132,1,1,13,51,1.01406,-23.5541
131118,MUKERI-3,132,2,1,13,610,1.00056,-21.2752
131119,PATHANKOT,132,1,1,13,51,0.99919,-21.9623
131120,SARNA21,132,1,1,13,51,1.00075,-21.5607
131121,WADALAGRAN21,132,1,1,13,51,1.01496,-22.8738
131122,KHARAR,132,1,1,13,51,1.01013,-22.6624
131123,MEHMUDAN,132,1,1,13,51,1.01732,-23.3353
131124,VERPAL21,132,1,1,13,51,1.03001,-22.3522
131125,DORAHA,132,1,1,13,51,1.01689,-23.6015
131126,MOGA21,132,1,1,13,51,1.02288,-22.4319
131127,PATTI21,132,1,1,13,51,1.03313,-21.8191
131128,BILASPUR,132,1,1,13,51,1.01509,-24.0461
131129,JALANDHAR21,132,1,1,13,51,1.02415,-22.3564
131130,AMRITSAR21,132,1,1,13,51,1.0263,-23.0736
131131,SIHORA,132,1,1,13,51,1.01534,-23.9538
131133,ROPAR21,132,1,1,13,51,1.00637,-20.899
131134,GORAYA21,132,1,1,13,51,1.0199,-22.3823
131136,SEH,132,1,1,13,51,1.01673,-22.984
131137,SHAMSPUR,132,1,1,13,51,1.017,-22.9495
131138,MAUR,132,1,1,13,51,1.01331,-20.8422
131139,MUKATSAR21,132,1,1,13,51,1.02622,-20.7222
131140,SULTANPUR21,132,1,1,13,51,1.02969,-21.4248
131141,BALUANA,132,1,1,13,51,1.01227,-20.0304
131142,GIDDERBAH,132,1,1,13,51,1.0114,-20.9546
131143,BADAL,132,1,1,13,51,1.00876,-21.3239
131144,JAMALPUR21,132,1,1,13,51,1.02363,-22.3619
131145,MALOUT,132,1,1,13,51,1.01667,-21.0434
131146,ABOHAR,132,1,1,13,51,1.02232,-20.5218
131147,BHATINDA21,132,1,1,13,51,1.01288,-19.5039
131148,NAWANSHAHAR,132,1,1,13,51,1.0111,-22.9366
131149,ANANDGARH-2,132,2,1,13,610,1.00017,-21.2023
131150,JALALABAD,132,1,1,13,51,1.02086,-21.8406
131151,SADIQ,132,1,1,13,51,1.01974,-23.507
131152,SARAINANGAL,132,1,1,13,51,1.02368,-21.0006
131153,PANJGARY,132,1,1,13,51,1.02245,-21.1765
131154,KOTAKPUR,132,1,1,13,51,1.0272,-19.0068
131155,KOTAKPUR1,132,1,1,13,51,1.02439,-18.9182
131156,BAGHAPURANA,132,1,1,13,51,1.02017,-22.6759
131157,SAMADHBH,132,1,1,13,51,1.01886,-22.8053
131158,MOGA-II,132,1,1,13,51,1.02279,-22.4391
131159,FARIDKOT,132,1,1,13,51,1.01924,-23.697
131160,MANASING,132,1,1,13,51,1.01659,-25.5979
131161,FEROZSHAH,132,1,1,13,51,1.01535,-26.1694
131162,TALWANDI,132,1,1,13,51,1.01667,-23.4903
131163,SOSAN,132,1,1,13,51,1.01813,-23.2458
131164,BADNIKALAN,132,1,1,13,51,1.02042,-22.8458
131165,DHARAMKOT,132,1,1,13,51,1.00742,-24.573
131166,SWADIKALAN,132,1,1,13,51,1.02317,-22.7009
131167,NURMEHAL,132,1,1,13,51,1.02771,-21.2966
131168,NAKODAR,132,1,1,13,51,1.02802,-21.0157
131169,URBANEST,132,1,1,13,51,1.02449,-22.0092
131170,UBDCPH-3,132,2,1,13,610,1,-21.5599
131171,UBDCPH-2,132,2,1,13,610,1,-21.4918
131172,RCFACTORY,132,1,1,13,51,1.02179,-22.7514
131173,KHERAMAN,132,1,1,13,51,1.02597,-22.1353
131174,ALAWALPUR,132,1,1,13,51,1.01861,-23.0618
131175,BEAS,132,1,1,13,51,1.0279,-22.3359
131176,HOSHIARPUR,132,1,1,13,51,1.00239,-26.2162
131177,TANDA,132,1,1,13,51,1.01112,-23.2159
131178,JANDIALA,132,1,1,13,51,1.02183,-23.2913
131179,EKALGADA,132,1,1,13,51,1.02864,-22.4845
131180,TARANTAR,132,1,1,13,51,1.03086,-22.2273
131181,BHIKIWIND,132,1,1,13,51,1.03029,-22.6828
131182,NARAINANGAL,132,1,1,13,51,1.02782,-22.8588
131183,HAKIMAGARH,132,1,1,13,51,1.02954,-22.6474
131184,SAKTRIBAD,132,1,1,13,51,1.02947,-22.6703
131185,MALMANDI,132,1,1,13,51,1.02477,-23.1227
131186,GTROADAM,132,1,1,13,51,1.02465,-23.1475
131187,VERKA,132,1,1,13,51,1.02327,-23.2635
131188,POWERCOLONY,132,1,1,13,51,1.02473,-23.1846
131189,MUKERI-1,132,2,1,13,610,1,-21.1595
131190,MUKERI-2,132,2,1,13,610,1.00065,-21.2846
131191,MAMUN,132,1,1,13,51,0.99943,-22.2366
131192,JOGINDERNAGA,132,2,1,12,610,1,-25.6403
131195,SARNA,132,1,1,13,51,1,-21.5599
131196,TANGRA,132,1,1,13,51,1.02444,-23.0115
131197,ANANDGARH-1,132,2,1,13,610,1,-21.0814
131198,ANANDPUR,132,1,1,13,51,0.99978,-21.1358
131199,KAHANPUR,132,1,1,13,51,1.01648,-23.3018
131271,SHAPUR-KHAND,132,2,1,13,610,1,-21.1423
131600,BATALA,132,1,1,13,51,1.01438,-23.0289
131601,BUTARI21,132,1,1,13,51,1.02689,-22.6649
131602,CHILDERNPARK,132,1,1,13,51,1.02285,-22.5785
131603,DHILWAN,132,1,1,13,51,1.02677,-22.6618
131604,GOBI2-21,132,1,1,13,51,1.01676,-22.9847
131605,IGCBHATI,132,1,1,13,51,1.01279,-19.8041
131606,JAYANTI,132,1,1,13,51,1.01834,-23.1898
131607,KAPURTHALA,132,1,1,13,51,1.02202,-22.7297
131608,KARTARPUR21,132,1,1,13,51,1.02835,-21.9021
131609,KOTLIS21,132,1,1,13,51,1.01529,-22.881
131610,KATHUNAN,132,1,1,13,51,1.01836,-23.457
131611,MOGA-1,132,1,1,13,51,1.02159,-22.6703
131612,MUKATSAR,132,1,1,13,51,1.02469,-20.7633
131613,PHILLLOUR,132,1,1,13,51,1.02105,-22.458
131614,SCIENCE,132,1,1,13,51,1.0222,-22.6949
131615,ROPAR,132,1,1,13,51,1.00214,-21.9997
131680,TALWANDISABO,132,1,1,13,51,1.00464,-19.3563
132200,BUTARI,220,1,1,13,51,1.02371,-20.549
132201,DANDHAR1,220,1,1,13,51,1.01488,-20.5814
132202,SAHNEWAL,220,1,1,13,51,1.01628,-20.389
132203,GOBINDGARH-1,220,1,1,13,51,1.00587,-20.4506
132204,LEHRAMOHABBA,220,2,1,13,601,1,-16.4461
132205,DASUYA,220,1,1,13,51,1.01583,-20.1254
132206,BAHADURGARH,220,1,1,13,51,1.01388,-20.6787
132207,NAKODAR,220,1,1,13,51,1.02291,-19.7997
132208,KARTARPUR,220,1,1,13,51,1.02445,-19.5921
132209,DERABASSI,220,1,1,13,51,1.01476,-22.3428
132210,HUMBARAN,220,1,1,13,51,1.01521,-20.4642
132211,FEROZPUR,220,1,1,13,51,1.01387,-20.6408
132212,JAGRAON,220,1,1,13,51,1.01738,-21.3789
132213,MAHILPUR,220,1,1,13,51,1.01762,-19.8103
132214,NAKODARPG,220,1,1,13,51,1.02786,-18.7528
132215,MANSA,220,1,1,13,51,1.01692,-18.6032
132216,SUNAM,220,1,1,13,51,1.02397,-18.5335
132217,DHURI,220,1,1,13,51,1.02783,-17.1472
132218,FATEHGRCHUR,220,1,1,13,51,1.02787,-21.7238
132219,KHARAR,220,1,1,13,51,1.00174,-19.9761
132220,SARNA,220,1,1,13,51,1.00756,-21.4139
132221,RSD,220,2,1,13,610,1,-21.4446
132222,WADALAGRANTH,220,1,1,13,51,1.01958,-21.4713
132223,BOTIANWALA,220,1,1,13,51,1.00389,-19.0028
132224,VERPAL,220,1,1,13,51,1.02368,-19.6696
132225,KOHARA,220,1,1,13,51,1.00667,-20.9883
132226,MOGA-PS,220,1,1,13,51,1.02133,-18.5464
132227,PATTI,220,1,1,13,51,1.02113,-19.1725
132229,RAJPURA,220,1,1,13,51,1.01179,-20.9296
132230,JAMSHER,220,1,1,13,51,1.02072,-20.1502
132231,GORAYA,220,1,1,13,51,1.01884,-20.3237
132232,ROPAR,220,2,1,13,601,1,-18.1115
132233,CIVILINE,220,1,1,13,51,1.0273,-21.3272
132234,HIMMATPURA,220,1,1,13,51,0.99626,-17.2862
132235,GHUBAYA,220,1,1,13,51,1.01525,-18.8864
132236,GOBINDGARH-2,220,1,1,13,51,0.99649,-21.7031
132237,LALTONKA,220,1,1,13,51,1.0163,-20.0235
132238,BAJAKHANA,220,1,1,13,51,1.00458,-17.24
132239,MUKTSAR,220,1,1,13,51,1.01949,-18.1633
132240,SULTANPUR,220,1,1,13,51,1.02321,-19.414
132241,PATRAN,220,1,1,13,51,1.02247,-19.0266
132242,PATIALA-PS,220,1,1,13,51,1.01975,-19.4575
132243,MALERKOTL-PS,220,1,1,13,51,1.02302,-16.5329
132244,BADAL,220,1,1,13,1,1.00876,-21.3239
132245,RAJLA,220,1,1,13,51,1.01627,-20.7759
132246,BARNALA-PS,220,1,1,13,51,1.00728,-17.9849
132247,BATHINDA,220,2,1,13,601,1,-16.2828
132248,BAGHAPUR,220,1,1,13,51,1.02291,-18.8984
132249,KHASSA,220,1,1,13,51,1.02502,-19.8122
132250,MOHALI-1,220,1,1,10,51,1.00946,-21.1049
132251,MAJITHA,220,1,1,13,51,1.02818,-21.6253
132252,KOTLISURATMA,220,1,1,13,51,1.02518,-21.8281
132253,TIBBER,220,1,1,13,51,1.00923,-21.5853
132254,AJITWAL,220,1,1,13,51,1.01778,-21.6269
132256,MOHALI-2,220,1,1,13,51,1.01736,-22.5307
132257,DANDHARIKAL2,220,1,1,13,51,1.01472,-20.6003
132258,AMLOHROAD,220,1,1,13,51,0.99927,-21.4339
132259,SADIQ,220,1,1,13,51,1.01433,-19.6847
132260,TARANTARAN,220,1,1,13,51,1.02581,-19.1808
132261,MALOUT,220,1,1,13,51,1.00929,-17.4225
132262,PAKHOWAL,220,1,1,13,51,1.01893,-17.9905
132263,FP.NABHA,220,1,1,13,51,1.02467,-18.8073
132264,JHUNIR,220,1,1,13,51,1.01954,-18.7694
132265,LALRU,220,1,1,13,51,1.01264,-21.4085
132266,ALGAON,220,1,1,13,51,1.02498,-19.0497
132267,FEROZPUR_RD,220,1,1,13,51,1.01609,-20.3102
132268,KAPURTHALA,220,1,1,13,3,1.02031,-19.6012
132269,REHANAJATTAN,220,1,1,13,51,1.02455,-19.539
132270,GOINDWAL,220,2,1,13,51,1,-16.5529
132271,CHOLASHAHIB,220,1,1,13,51,1.01202,-18.1496
132272,MASTEWAL,220,1,1,13,51,1.00346,-19.0708
132273,MEHALKALAN,220,1,1,13,51,1.01337,-19.4031
132274,DORAHA,220,1,1,13,51,1.01572,-20.4634
132275,IKOLOHA,220,1,1,13,51,1.02291,-16.6726
132276,PASSIANA,220,1,1,13,51,1.01361,-20.7791
132277,GAUNSGARH,220,1,1,13,601,1.00477,-20.5458
132278,BASSIPATHNA,220,1,1,13,51,1.00334,-19.9828
132279,KAKRALA,220,1,1,13,51,1.02036,-19.5534
132280,TALWANDISABO,220,1,1,13,51,1.00916,-18.1547
132281,UDHOKE,220,1,1,13,51,1.02027,-21.038
132282,DHURI4,220,1,1,13,51,1.02847,-17.2371
132283,DEVIGARH,220,1,1,13,51,1.01212,-20.9495
132284,MAKHU,220,1,1,13,51,1.02757,-18.3524
132287,PAT-2,220,1,1,13,51,1.01258,-20.8854
132290,RAJPURA42,220,4,1,13,51,1,0
132291,DHANAULA,220,1,1,13,51,1.00935,-17.5519
132292,BADSHAHPUR,220,1,1,13,51,1.023,-19.8016
132293,BANGAN,220,1,1,13,51,1.02426,-18.6048
132294,CHOGAWAN,220,1,1,13,51,1.02525,-20.1174
132295,BANUR,220,1,1,13,51,1.00986,-21.2367
132297,ABOHAR,220,1,1,13,51,1.02006,-18.4643
132298,KOTKAPURA,220,1,1,13,51,1.02435,-18.9139
132299,NURMEHAL,220,1,1,13,51,1.02756,-18.8737
132927,SANGRUR,220,1,1,13,51,1.01286,-20.7429
134401,TALWANDISABO,400,2,1,13,601,1.02609,-12.6238
134402,DHURI,400,1,1,13,51,1.0291,-13.9758
134403,MAKHU,400,1,1,13,51,1.02454,-16.4242
134404,MUKATSAR,400,1,1,13,51,1.02525,-15.7403
134405,NAKODAR,400,1,1,13,51,1.02746,-16.3773
134406,RAJPURA_TH,400,2,1,13,601,1.02731,-13.1519
134407,RAJPURA,400,1,1,13,51,1.02739,-13.4013
136000,BUTARI,66,1,1,13,51,1.01356,-23.0729
136001,DANDHARIKAL1,66,1,1,13,51,1.00407,-23.2739
136002,SAHNEWAL,66,1,1,13,51,1.00134,-23.9848
136003,GOBINDGARH1,66,1,1,13,51,0.9996,-22.0937
136004,AMLOHROAD,66,1,1,13,51,0.98567,-24.7899
136005,VERPAL,66,1,1,13,51,1.01538,-21.769
136006,BAHADR,66,1,1,13,51,1.00044,-23.9579
136007,KOTLAJUNGAN,66,4,1,13,51,1,0
136008,KARTARPUR,66,1,1,13,51,1.00898,-23.2732
136009,DERABASSI,66,1,1,13,51,0.99698,-26.5362
136010,HUMBRAN1,66,1,1,13,51,1.00367,-23.3201
136011,CIVILINE,66,1,1,13,51,1.02055,-23.0517
136012,JAGRAON,66,1,1,13,51,1.00367,-24.7076
136013,GHUBAYA,66,1,1,13,51,1.00445,-21.5769
136015,MANSA,66,1,1,13,51,1.00233,-22.1217
136016,SUNAM,66,1,1,13,51,1.00735,-22.455
136017,DHURI,66,1,1,13,51,1.01853,-19.47
136018,FATEHGRCHUR,66,1,1,13,51,1.01883,-23.9862
136019,KHARAR,66,1,1,13,51,0.98963,-22.9956
136020,FEROZPUR_RD,66,1,1,13,51,1.01259,-21.2439
136021,BATLA,66,1,1,13,51,1.01072,-23.7099
136023,BOTIANWALA,66,1,1,13,51,0.98505,-23.4515
136024,JALANDHAR,66,1,1,13,51,1.00472,-23.8094
136025,KOHARA,66,1,1,13,51,0.99262,-24.4213
136027,SANGRUR,66,1,1,13,51,0.99595,-24.762
136028,JAMALPUR,66,1,1,13,51,1.00078,-23.8675
136029,RAJPURA,66,1,1,13,51,0.99173,-25.5938
136030,JAMSHER,66,1,1,13,51,1.00778,-23.3028
136034,HIMMATPURA,66,1,1,13,51,0.9799,-21.2481
136036,GOBINDGARH2,66,1,1,13,51,0.98105,-25.4677
136037,LALTONKA,66,1,1,13,51,1.00271,-23.3283
136038,BAZAKHANA,66,1,1,13,51,0.99392,-19.9254
136041,PATRAN,66,1,1,13,51,1.00666,-22.784
136042,ABLOWAL,66,1,1,13,51,0.99614,-24.7928
136043,MALERKOTLA,66,1,1,13,51,1.00955,-19.7937
136044,AMLOH,66,1,1,13,51,1.03362,-18.769
136045,RAJLA,66,1,1,13,51,0.99727,-25.2085
136046,BARNALA,66,1,1,13,51,0.99197,-21.689
136047,BHATINDA,66,1,1,13,51,0.98812,-19.2486
136048,BRAHPURANA,66,1,1,13,51,1.00939,-22.1598
