node.number,node.name,kV,bus.type,region.number,zone.number,owner.number,voltage.mag.pu,voltage.angle.deg
171394,JASALA,132,1,1,17,55,0.96425,-51.3394
171395,JASRANA,132,1,1,17,55,0.94759,-32.6393
171396,JAUNPUR1,132,1,1,17,55,1.02569,-31.0165
171397,JHANSI,132,1,1,17,55,0.95937,-22.0232
171398,JHINGANA,132,1,1,17,55,0.95716,-51.9306
171399,JHUSI,132,1,1,17,55,0.99747,-28.8547
171501,PURKAZI,132,1,1,17,55,0.94571,-45.5845
171502,RCGREEN,132,1,1,17,55,0.93273,-39.9116
171503,BINA,132,4,1,17,55,1,0
171504,RAEBAREL,132,1,1,17,55,0.96023,-24.3317
171505,RAJAPAKA,132,1,1,17,55,0.95335,-36.1288
171506,RAJAKATA,132,1,1,17,55,1.0013,-32.9236
171508,RAMPUR,132,1,1,17,55,0.98114,-43.6196
171509,RAMSENGH,132,1,1,17,55,0.94816,-39.2691
171510,RASRA,132,1,1,17,55,0.97651,-29.6225
171511,RATH,132,1,1,17,55,1.04165,-36.6844
171513,SADABAD,132,1,1,17,55,1.00566,-46.502
171514,SAIDPUR,132,1,1,17,55,0.99468,-36.9931
171515,SALEMPUR,132,1,1,17,55,0.94198,-35.0985
171516,SANDILA,132,1,1,17,55,1.00564,-39.4638
171517,SARAON,132,1,1,17,55,1.00025,-30.5622
171518,SARDHANA,132,1,1,17,55,1.00966,-52.7445
171519,SEFAI,132,1,1,17,55,0.95509,-31.5815
171520,SEMRIJAM,132,1,1,17,55,0.98032,-28.2931
171522,SHAHGANJ,132,1,1,17,55,0.99845,-32.5126
171523,SHAMSABA,132,1,1,17,55,1.01155,-38.7782
171524,SHANKARG,132,1,1,17,55,0.98062,-28.9255
171525,SHATRUGH,132,1,1,17,55,0.95934,-33.826
171526,SHIKARPU,132,1,1,17,55,0.95539,-41.3354
171527,SHIKOHAB,132,1,1,17,55,0.91962,-33.0635
171528,SIDHAULI,132,1,1,17,55,0.96998,-37.3479
171529,SIKNDARA,132,1,1,17,55,0.96949,-43.5447
171531,SIKANDRA,132,1,1,17,55,0.98067,-37.7824
171532,SIKANDAR,132,1,1,17,55,0.95233,-31.8034
171533,SINGHAVE,132,1,1,17,55,1.01184,-49.9558
171534,SIRATHU,132,1,1,17,55,0.97693,-29.2469
171535,SIYANA,132,1,1,17,55,0.96178,-42.7223
171536,SONEPUMP,132,1,1,17,55,1.0463,-27.9971
171537,SREAMBAL,132,1,1,19,55,0.9975,-50.1353
171538,SURAJPUR,132,1,1,17,55,0.94257,-39.5982
171539,TAJPUR,132,1,1,17,55,0.98076,-48.6931
171540,TANDA,132,1,1,17,55,0.98908,-44.9629
171541,TELCO,132,1,1,17,55,0.97579,-36.7854
171542,THAKURWA,132,1,1,17,55,0.99021,-41.9838
171543,THANABHA,132,1,1,17,55,0.96809,-49.8056
171544,TRIGLASS,132,1,1,17,55,0.98652,-28.3068
171545,TRT,132,1,1,17,55,0.98275,-36.5796
171546,KUNDANRO,132,1,1,17,55,1.01036,-42.0342
171547,SONIK,132,1,1,17,55,0.99644,-26.2833
171548,USWAN,132,1,1,17,55,1.04334,-45.0935
171549,VARANASI,132,1,1,17,55,1.00155,-31.7241
171550,VAISHALI,132,1,1,17,55,0.95703,-40.2517
171551,VRINDAVA,132,1,1,17,55,1.02847,-47.3601
171552,ZAMNIA,132,1,1,17,55,0.98153,-33.1834
171553,SAMBHAL,132,1,1,17,55,0.9595,-41.0837
171554,MATHURA2,132,1,1,17,55,1.0382,-46.8988
171555,LALGANJ,132,1,1,17,55,0.97552,-32.4524
171556,DADRI_13,132,1,1,17,55,0.97748,-36.0582
171557,RAEBRL_P,132,1,1,17,55,0.96477,-23.9399
171558,MATH_132,132,1,1,17,55,1.0318,-46.8028
171559,LEEDOPUR,132,1,1,17,55,1.00694,-28.9572
171560,YAMUNAPU,132,1,1,17,55,0.98069,-28.9271
171561,BABUGARH,132,1,1,17,55,0.98181,-42.235
171569,INDRAVAL,132,1,1,17,55,1.01447,-45.211
171585,RAIBAR-N,132,1,1,17,55,0.96215,-24.1651
171600,JIGNA,132,1,1,17,55,0.97559,-30.7736
171601,KADIPUR,132,1,1,17,55,0.98781,-32.3983
171602,KAYAMGAN,132,1,1,17,55,0.91001,-38.2719
171603,BITHOOR,132,1,1,17,55,0.99656,-25.3771
171604,KAMLAPUR,132,1,1,17,55,0.97676,-36.7774
171605,KANNAUJ,132,1,1,17,55,0.95757,-38.8721
171606,KANKANKH,132,1,1,17,55,0.98633,-50.4077
171607,KARCHANA,132,1,1,17,55,0.97875,-29.0255
171608,KARVI,132,1,1,17,55,0.97208,-31.5036
171609,KASGANJ,132,1,1,17,55,0.9741,-43.1296
171610,KHAMBAKH,132,2,1,17,309,1,-40.6029
171611,KASIA,132,1,1,17,55,0.96825,-34.7623
171612,KASIMABA,132,1,1,17,55,0.99364,-31.3086
171613,KAURIRAM,132,1,1,17,55,0.96631,-31.7276
171614,KAJARHAA,132,1,1,17,55,1.01443,-28.7102
171615,KERAKAT,132,1,1,17,55,1.02777,-31.0334
171616,KHAGA,132,1,1,17,55,0.97888,-26.5655
171617,KHAIR,132,1,1,17,55,0.90926,-39.4734
171618,KHALILAB,132,1,1,17,55,0.95765,-31.6214
171619,KHATOLI,132,1,1,17,55,0.97472,-48.5361
171620,KHARAD,132,1,1,17,55,0.96975,-50.8517
171621,KHURAMNA,132,1,1,17,55,0.94895,-39.1381
171622,KIRATPUR,132,1,1,17,55,0.99551,-48.6421
171623,KOLLSA,132,1,1,17,55,0.98816,-31.2162
171624,KOSIKALA,132,1,1,17,55,1.04926,-52.5184
171625,KRISHNAN,132,1,1,17,55,0.94113,-33.3403
171626,KUNDA,132,1,1,17,55,0.98623,-34.5105
171627,UTRAULA,132,2,1,17,309,1,-22.0609
171628,KUNDESHW,132,1,1,17,55,0.97973,-34.1738
171629,LAKHIMPU,132,1,1,17,55,0.99333,-40.8162
171630,LAKHAOTI,132,1,1,17,55,0.9777,-40.3658
171631,LALGANJ,132,1,1,17,55,1.01196,-36.278
171632,LALITPUR,132,1,1,17,55,0.93881,-20.9041
171633,LALUKHER,132,1,1,17,55,1.00139,-45.8102
171634,LML,132,1,1,17,55,0.9524,-32.315
171635,LONI,132,1,1,17,55,0.96069,-41.219
171636,SGPGI,132,1,1,17,55,0.98241,-36.9546
171637,MACHLISH,132,1,1,17,55,1.02212,-31.5097
171638,MAHOBA,132,1,1,17,55,1.00703,-36.0975
171639,MALWA,132,1,1,17,55,0.97456,-29.5399
171640,MANDUADI,132,1,1,17,55,1.01435,-31.7975
171641,MANJHANP,132,1,1,17,55,0.97924,-27.8804
171642,MANKAPUR,132,1,1,17,55,0.99181,-19.9824
171643,MANAURI,132,1,1,17,55,0.98182,-27.6075
171644,MARLAHU,132,1,1,17,55,1.01297,-31.5697
171645,MARTINPU,132,1,1,17,55,0.96666,-38.3517
171646,MATHURA,132,1,1,17,55,1.02242,-47.514
171647,MAU_NEW,132,1,1,17,55,0.98985,-28.682
171648,MAU_OLD,132,1,1,17,55,0.9894,-29.572
171649,MAU_RANI,132,1,1,17,55,0.96992,-21.6823
171650,MAWANA,132,1,1,17,55,0.99069,-49.7044
171651,MEDICALC,132,1,1,17,55,0.99827,-51.4811
171652,MEJAROAD,132,1,1,17,55,0.96869,-30.8779
171653,MAHARAJG,132,1,1,17,55,0.94231,-35.7483
171654,MILKIPUR,132,1,1,17,55,0.98214,-31.9646
171655,MINTOPAR,132,1,1,17,55,0.97337,-29.4548
171656,MIRZAPUR,132,1,1,17,55,1.00354,-28.8154
171657,MODISTEE,132,1,1,17,55,0.9766,-36.2493
171658,MOHADDIP,132,1,1,17,55,0.96834,-33.1975
171659,MOHAMMAD,132,1,1,17,55,0.98951,-30.2468
171660,MOHAMMAD,132,1,1,17,55,0.95156,-37.5538
171661,GULABARI,132,1,1,17,55,1.00642,-43.8745
171662,MURADABA,132,1,1,17,55,0.99841,-42.8956
171663,MAQSUDPR,132,2,1,17,309,1,-34.5205
171664,MOTH,132,1,1,17,55,0.94906,-25.0365
171665,MUZAFARN,132,1,1,17,55,0.94902,-45.2782
171666,BARKHER,132,2,1,17,309,0.98476,-46.0258
171667,NAGALIKI,132,1,1,17,55,0.96965,-43.2875
171668,KUNDARK,132,2,1,17,309,1,-18.6399
171669,NAINI,132,1,1,17,55,0.98879,-29.7384
171670,NAKUR,132,1,1,17,55,0.99833,-52.3235
171671,NANAUTA,132,1,1,17,55,0.96782,-49.2794
171672,NANAPARA,132,1,1,17,55,0.94898,-29.1279
171673,SHAHJAHA,132,1,1,17,55,0.97911,-35.1381
171674,NARAINPU,132,1,1,17,55,1.01443,-28.7101
171675,NASEERPU,132,1,1,17,55,0.91058,-33.9289
171676,NEBODPAR,132,1,1,17,55,0.96679,-37.2634
171677,NEWARIRO,132,1,1,17,55,0.97686,-36.23
171678,NIBKAROR,132,1,1,17,55,0.95061,-34.4014
171679,NIRPURA,132,1,1,17,55,1.04503,-51.6529
171680,NKN,132,1,1,17,55,0.96442,-37.6762
171681,NOIDA_II,132,1,1,17,55,0.94797,-41.3576
171682,NOIDA_IV,132,1,1,17,55,0.9446,-41.6673
171684,NOIDA_VI,132,1,1,17,55,0.95365,-39.8549
171685,NOIDA62,132,1,1,17,55,0.96198,-39.8031
171686,NOIDA62,132,1,1,17,55,0.97119,-38.8637
171688,ORAI_132,132,1,1,17,55,0.95425,-26.5452
171689,PALLIA,132,1,1,17,55,0.93101,-46.3804
171690,PARTAPGA,132,1,1,17,55,1.03443,-34.3856
171691,PARICHHA,132,1,1,17,55,0.98042,-20.5028
171692,PARTAPPU,132,1,1,17,55,0.9934,-50.275
171693,PATTI,132,1,1,17,55,1.00563,-29.4525
171694,PHOOLPUR,132,1,1,17,55,0.98961,-35.7342
171695,IFFCOPHU,132,1,1,17,55,0.99201,-29.1948
171696,PINHAT,132,1,1,17,55,0.93098,-27.6302
171698,PUVAYAN,132,1,1,17,55,0.99415,-34.7595
171699,PURKAYAN,132,1,1,17,55,0.9375,-30.5366
171700,AKBCHIN,132,4,1,17,614,1,0
171701,BALRCHIN,132,4,1,17,614,1,0
171702,DCM01,132,4,1,17,614,1,0
171703,HAIDER01,132,4,1,17,614,1,0
171704,LHSUGAR0,132,4,1,17,614,1,0
171705,MANCHIN,132,4,1,17,614,1,0
171706,RAUCHIN,132,4,1,17,614,1,0
171707,TRIVEN01,132,4,1,17,614,1,0
171708,TRIVEN02,132,4,1,17,614,1,0
171709,KUMBH,132,4,1,17,614,1,0
171710,GULARI01,132,4,1,17,614,1,0
171711,JKSUGAR,132,4,1,17,614,1,0
171712,MAWANA01,132,4,1,17,614,1,0
171713,MAWANA02,132,4,1,17,614,1,0
171714,MAWANA03,132,4,1,17,614,1,0
171715,SBECBIO,132,2,1,17,614,1.00857,-48.9595
171716,SIMBHO01,132,4,1,17,614,1,0
171717,SIMBHO02,132,4,1,17,614,1,0
171718,AUGASSI,132,1,1,17,55,1.02081,-33.1137
171719,OUDH,132,4,1,17,614,1,0
171720,DALMI01,132,4,1,17,614,1,0
171721,DALMI02,132,4,1,17,614,1,0
171722,DALMI03,132,4,1,17,614,1,0
171723,KMSAGA,132,4,1,17,614,1,0
171724,DWARIK01,132,4,1,17,614,1,0
171725,DWARIK02,132,4,1,17,614,1,0
171726,SUKHBI,132,4,1,17,614,1,0
171728,BAJAJ02,132,2,1,17,614,0.99724,-40.7001
171729,BAJAJ03,132,2,1,17,614,0.99837,-47.1392
171730,BAJAJ04,132,2,1,17,614,1.00181,-45.7026
171731,BDLAPUR,132,1,1,17,55,1.03163,-30.6974
171732,BAJAJ06,132,2,1,17,614,0.96422,-51.4397
171733,BAJAJ07,132,2,1,17,614,1,-19.5035
171734,BAJAJ08,132,2,1,17,614,1.02207,-54.6186
171735,BAJAJ09,132,2,1,17,614,0.99372,-40.804
171736,BAJAJ10,132,2,1,17,614,0.9877,-34.7299
171737,DCM02,132,4,1,17,614,1,0
171738,DCM03,132,4,1,17,614,1,0
171739,UTTAM01,132,4,1,17,614,1,0
171740,UTTAM02,132,4,1,17,614,1,0
171741,DHAMPU01,132,4,1,17,614,1,0
171742,DHAMPU02,132,4,1,17,614,1,0
171743,DHAMPU03,132,4,1,17,614,1,0
171744,UPPERG,132,4,1,17,614,1,0
171745,CHADA,132,4,1,17,614,1,0
171746,DAURAL,132,4,1,17,614,1,0
171747,PARLE01,132,4,1,17,614,1,0
171748,NEWIND,132,4,1,17,614,1,0
171749,PARLE02,132,4,1,17,614,1,0
171750,LHSUGAR0,132,4,1,17,614,1,0
171751,GULARI02,132,4,1,17,614,1,0
171752,HAIDER02,132,4,1,17,614,1,0
171753,DCM04,132,4,1,17,614,1,0
171754,BIDHUNA,132,1,1,17,55,0.90637,-35.5035
171755,BIGHAPU,132,1,1,17,55,0.99471,-26.4502
171756,CHAKALV,132,1,1,17,55,1.00331,-43.2295
171757,CHAKIA,132,1,1,17,55,1.02304,-28.6261
171758,CHANDAK,132,1,1,17,55,0.99563,-47.7065
171759,DALA1,132,1,1,17,55,1.02253,-22.506
171760,DALMAU,132,1,1,17,55,0.93857,-26.3055
171761,DHAURHRA,132,1,1,17,55,0.98766,-41.4103
171762,DYALBAGH,132,4,1,17,55,1,0
171763,GARWARA,132,1,1,17,55,1.01709,-33.1884
171764,HATHRS1,132,1,1,17,55,1.01023,-46.9442
171765,JALAUN1,132,1,1,17,55,0.95302,-26.6855
171766,JATTARI,132,1,1,17,55,0.97107,-40.1091
171767,JOLLYROD,132,1,1,17,55,0.948,-45.3781
171768,JWAHRPUR,132,1,1,17,55,0.96395,-31.9391
171769,KANHUPWN,132,1,1,17,55,0.95701,-41.3888
171770,KHEKRA,132,1,1,17,55,0.95357,-42.9888
171771,KHURJAII,132,1,1,17,55,0.97088,-40.0714
171772,MEHRBANS,132,1,1,17,55,0.96284,-31.9618
171773,MEHDAWAL,132,1,1,17,55,0.96957,-28.1872
171774,MEHNAGAR,132,1,1,17,55,0.98961,-31.1047
171775,NAUGARH,132,1,1,17,55,0.97976,-33.4033
171776,RHIMABAD,132,1,1,17,55,0.99893,-37.7468
171777,RAMPURMANIHA,132,1,1,17,55,0.96611,-49.5439
171778,SAHARACI,132,1,1,17,55,0.96673,-37.432
171779,SAIDNGLI,132,1,1,17,55,0.94849,-42.0704
171780,SALAWA,132,1,1,17,55,0.98695,-49.4481
171781,SASNI1,132,1,1,17,55,0.99999,-47.8464
171782,SHAHABAD,132,1,1,17,55,1.00403,-38.0781
171783,SINGHOLI,132,1,1,17,55,1.00158,-49.5662
171784,TANDARAM,132,1,1,17,55,0.99274,-42.7779
171785,TELIARGA,132,1,1,17,55,0.9857,-29.8045
171786,UJJHANI,132,1,1,17,55,1.04282,-45.1548
171787,UPSIDCMA,132,1,1,17,55,0.97428,-36.3582
171788,PILIBHI1,132,1,1,17,55,0.98233,-46.0866
172200,NOIDA-20,220,1,1,17,55,0.99031,-26.4522
172201,GOKUL,220,1,1,17,55,0.9983,-35.5469
172202,GNOIDA2,220,1,1,17,55,0.98214,-26.3511
172203,ATRAULI2,220,1,1,17,55,0.99191,-32.8447
172204,AGRAN2,220,1,1,17,55,0.99166,-29.5178
172205,MEERUT,220,1,1,17,3,0.99814,-30.4745
172206,NOIDA20S,220,1,1,17,55,0.99892,-24.9497
172207,UNNAO2,220,1,1,17,55,1.00353,-24.3968
172208,LUCKNOW,220,1,1,17,3,1.0075,-23.115
172209,BANDA2,220,1,1,17,55,1.0039,-25.419
172210,PHULPUR2,220,1,1,17,55,0.99631,-24.2466
172211,RPHKANPR,220,1,1,17,55,0.99428,-24.9808
172212,HATHRAS2,220,1,1,17,55,1.00674,-33.9472
172213,CHINHAT2,220,1,1,17,55,0.98319,-26.8804
172214,ETAH,220,1,1,17,55,0.99568,-29.5323
172215,GAJRAULA,220,1,1,17,55,0.99414,-37.596
172216,NOIDA-62,220,1,1,17,55,0.96666,-29.9344
172217,NOID62-S,220,1,1,17,55,0.96774,-29.6199
172218,SHAMSHAB,220,1,1,17,55,0.98945,-29.485
172219,SAHIBAD2,220,1,1,17,55,0.98548,-33.0387
172220,KANPU_SO,220,1,1,17,55,1.00252,-22.2916
172221,MANPURI2,220,1,1,17,3,1.01725,-22.1468
172222,NEHTOR2,220,1,1,17,55,0.9847,-37.9293
172223,SOHAWAL,220,4,1,17,55,1,0
172224,ALLAHABA,220,1,1,17,3,0.9962,-19.1794
172225,JAULJIVI,220,1,1,19,4,1.01808,-23.477
172227,ROSA-TP1,220,2,1,17,303,1,-26.382
172228,HARDOI2,220,1,1,17,55,0.99409,-29.9582
172229,SHJNP2,220,1,1,17,55,1.00131,-26.5219
172230,BITHOOR,220,1,1,17,605,1.00093,-24.3458
172231,GOMTINGR,220,1,1,17,55,0.98242,-27.2382
172232,BAKNTPR2,220,1,1,17,55,1.00593,-30.5808
172234,SITAPR2,220,1,1,17,55,0.9836,-29.4539
172235,HARDROAD,220,1,1,17,55,0.98099,-28.1091
172236,SAROJNI2,220,1,1,17,55,0.99415,-25.9811
172238,SAMBHAL,220,1,1,17,55,0.98818,-35.1019
172239,MURADBD2,220,1,1,17,55,1.00804,-33.7245
172240,SHATABDI,220,1,1,17,55,0.98005,-34.6504
172241,SIMBOLI2,220,1,1,17,55,0.9834,-34.7737
172243,MODIPRM2,220,1,1,17,55,0.98852,-32.5087
172244,MUZAFN2,220,1,1,17,55,0.98867,-32.3911
172245,MURADNG2,220,1,1,17,55,0.99916,-31.4532
172246,JAHANGRB,220,1,1,17,55,0.99357,-33.1528
172247,KHARA2,220,2,1,17,606,0.99645,-41.8278
172248,SHAMLI2,220,1,1,17,55,0.9844,-39.9041
172249,LONI2,220,1,1,17,55,0.98678,-33.3183
172250,SAHARNP2,220,1,1,17,55,0.9807,-43.3686
172251,NOIDA129,220,1,1,17,55,0.98176,-26.4165
172252,NARA2,220,1,1,17,55,0.98741,-33.4441
172254,SIKANBAD,220,1,1,17,55,0.98993,-33.6658
172255,KHURJA2,220,1,1,17,55,0.99339,-33.0805
172256,CHIBRMAU,220,1,1,17,55,0.98356,-27.2409
172257,HARDUGN2,220,2,1,17,605,1,-31.2437
172258,ORAI2,220,1,1,17,55,0.9969,-18.5502
172259,SIKANDR2,220,1,1,17,55,0.99027,-30.8692
172260,SAFAI2,220,1,1,17,55,0.97147,-26.7667
172261,FEROZBD2,220,1,1,17,55,0.99637,-21.9179
172262,MAINPUR2,220,1,1,17,55,1.00798,-23.914
172263,PARICHA2,220,2,1,17,605,1,-15.8769
172264,BHARTHNA,220,1,1,17,55,0.95185,-25.5995
172265,PANKI2,220,2,1,17,605,0.99928,-24.0837
172266,NAUBSTA2,220,1,1,17,55,0.98726,-23.4775
172267,MURADNG2,220,1,1,17,55,0.9968,-32.0887
172268,GORAKP2,220,1,1,17,55,0.99137,-22.585
172269,DEORIA,220,1,1,17,55,0.97424,-27.4664
172270,DOHANA2,220,1,1,17,55,1.00025,-31.638
172271,OBRA2,220,2,1,17,605,1,-17.7351
172274,ALAHBAD2,220,1,1,17,55,0.99466,-19.6853
172275,GHAZPR2,220,1,1,17,55,0.98406,-28.0523
172277,FATEHPR2,220,1,1,17,55,1.00274,-20.2958
172278,SAHUPU_N,220,1,1,17,55,0.99482,-22.7962
172279,SARNATH2,220,1,1,17,55,1.00038,-22.3257
172280,CBGANJ2,220,1,1,17,55,1.0029,-32.9757
172281,AZAMGAR2,220,1,1,17,55,1.00375,-22.0786
172282,BADAUN2,220,1,1,17,55,0.99947,-34.4722
172283,JAUNPUR2,220,1,1,17,55,1.00823,-25.897
172284,SULTANP2,220,1,1,17,55,0.99412,-17.9582
172285,GONDA2,220,1,1,17,55,1.00066,-12.1881
172286,TANDA2,220,2,1,17,112,1,-15.7232
172287,BASTI2,220,1,1,17,55,0.98649,-20.8038
172288,GORAKPR2,220,1,1,17,55,0.99409,-22.8596
172289,CANT_AL,220,1,1,17,55,0.99206,-20.5271
172294,JHUSI,220,1,1,17,3,0.99146,-22.9302
172295,GAJOKHA,220,1,1,17,55,1.00572,-25.1001
172296,MIRZAPU,220,1,1,17,55,0.99364,-21.1717
172297,JHANSI2,220,1,1,17,55,1.0011,-15.9924
172299,MATHURA,220,1,1,17,1,0.97078,-26.3901
172350,DASNA,220,1,1,17,55,1.01942,-24.4191
172500,RASRA,220,1,1,17,55,0.97582,-28.809
172507,AURAIYA,220,1,1,17,55,1.04851,-27.2262
172512,ALIGARH,220,1,1,17,605,1.02288,-29.9593
172521,KHAIR,220,1,1,17,605,1.01907,-32.3772
172530,RAMPUR,220,1,1,17,55,1.04233,-34.9778
172562,BAGHPAT,220,1,1,17,55,1.0185,-37.2491
172563,BAH,220,1,1,17,55,1.00278,-23.4308
172564,PRATPGARH,220,1,1,17,55,0.98812,-21.9621
172565,TANDA2,220,1,1,17,112,1.00099,-13.0481
172566,KURSIRD,220,1,1,17,55,1.00898,-23.1308
172567,BEHAT,220,1,1,17,55,0.97528,-44.3654
172568,BHELUPR,220,1,1,17,55,0.99371,-22.9607
172570,LALITPUR,220,1,1,17,55,1.03027,-14.2552
172590,ROBRSTGNJ,220,1,1,17,55,0.9413,-43.7186
172591,CHURK,220,1,1,17,55,0.94937,-44.0282
172800,PARTAPGA,220,4,1,17,55,1,0
172801,RCGREEN,220,4,1,17,55,1,0
172900,NANAUTA,220,1,1,17,55,0.97803,-40.9801
172904,BARAUT2,220,1,1,17,55,0.98452,-38.9923
172905,DADRIUP,220,1,1,17,55,0.9892,-33.3418
172999,GNOIDA,220,1,1,17,55,1.00359,-24.8578
173020,KANPU_SO,33,4,1,17,55,1,0
174000,MEJA,400,2,1,17,1,1.00005,-8.3441
174058,ORAI,400,1,1,17,2,1.00005,-14.9918
174262,MAINPURIUP,400,1,1,17,55,1.03281,-19.0239
174263,BARA,400,2,1,17,55,1.00025,-7.9611
174264,KARCHNA,400,2,1,17,55,1,-7.4778
174265,REWA,400,1,1,17,55,1.00185,-8.1255
174266,GNOIDAUP,400,1,1,17,55,1.03092,-19.7752
174267,HAPUR,400,1,1,17,55,1.03133,-21.4858
174268,GAZIABAD,400,1,1,17,55,1.02443,-21.8876
174285,GONDA,400,1,1,17,55,1.00226,-8.2148
174350,DASNA,400,1,1,17,55,1.0303,-21.7254
174400,AGRAUP4,400,1,1,17,55,0.99622,-18.8246
174401,UNNAO4,400,1,1,17,55,1.03777,-17.9922
174402,BARELI4,400,1,1,17,55,1.03244,-22.4993
174403,UNNAFSC1,400,1,1,17,55,1.00192,-14.5067
174404,UNNAFSC2,400,1,1,17,55,1.00192,-14.5067
174408,PARICHHA,400,2,1,17,605,1,-14.0094
174414,AGRANEW,400,1,1,17,1,1.00191,-17.3239
174416,AGRASTH,400,1,1,17,1,0.97762,-21.4098
174427,GORAK_UP,400,1,1,17,55,1.0261,-16.8608
174437,LUCKN_UP,400,1,1,17,55,1.0314,-18.6778
174440,MURADAB4,400,1,1,17,55,1.02796,-23.8017
174445,MUZAFRN4,400,1,1,17,55,1.01694,-22.0525
174446,MURADNG4,400,1,1,17,55,1.01515,-22.3644
174447,VISHNU4,400,2,1,19,606,1,-19.0403
174466,PANKI4,400,1,1,17,55,1.02302,-16.8716
174468,ANPARA4,400,2,1,17,605,1,-4.801
174469,ANPARA-D,400,1,1,17,55,1.0002,-4.5941
174470,ANPARAC,400,1,1,17,308,1.00007,-4.8091
174471,ROSA-TP2,400,2,1,17,303,1.01129,-21.4409
174472,OBRA4,400,2,1,17,605,1,-5.61
174479,VARANASI,400,1,1,17,55,1.01043,-12.1344
174480,SARNATH4,400,1,1,17,55,1.00894,-12.2877
174481,MURD_FSC,400,1,1,17,55,0.96914,-26.1413
174482,AZAMGAR4,400,1,1,17,55,1.01033,-15.9798
174485,SULTANP4,400,1,1,17,55,1.01555,-15.1414
174486,MAU4,400,1,1,17,55,1.00026,-15.098
174499,MATHURA,400,1,1,17,1,0.99732,-21.3002
174512,ALIGARH,400,1,1,17,605,1.02888,-22.5173
174565,TANDA2,400,2,1,17,112,1,-6.6307
177405,ANPARAC,765,2,1,17,308,1.00517,-5.2622
177406,ANPARA-D,765,2,1,17,55,1,-1.2854
177407,UNNAO7,765,1,1,17,55,1.04307,-15.8625
178262,MAINPURIUP,765,1,1,17,55,1.03746,-17.1268
178263,BARA,765,1,1,17,55,1.02183,-11.2073
178265,GNOIDAUP,765,1,1,17,55,1.03766,-18.7433
178266,HAPUR,765,1,1,17,55,1.04042,-19.5627
178710,LALITPUR,765,2,1,17,1,1.00895,-11.0734
178714,AGRAUP7,765,1,1,17,1,1.01059,-14.2294
181100,SEWA-II,132,2,1,11,122,1,-32.0945
181111,MALAN-II,132,2,1,12,305,1,-14.4564
181118,DEHAR1,132,1,1,12,171,1.00257,-29.1085
181126,GANGUWAL,132,2,1,13,171,1,-20.3086
181135,KOTLA,132,2,1,12,171,1,-20.6179
182200,PANIPAT,220,1,1,14,171,0.99761,-21.9155
182201,BAIRASIUL2,220,2,1,12,122,1,-19.4177
182202,ADHYDRO,220,2,1,12,304,1,-17.4339
182203,BASSI,220,1,1,16,3,0.99874,-27.7254
182204,SORANG,400,2,1,12,300,1.00204,-12.3798
182205,BARNALAB2,220,1,1,13,51,1.00692,-18.4018
182206,BHIWADI,220,1,1,16,3,0.99211,-23.9529
182207,BHIWANI,220,1,1,14,171,1.00932,-24.1234
182208,KURUKSHETRA,220,1,1,14,171,0.98233,-24.3049
182209,PITHORGA,220,1,1,19,1,1.01409,-23.9213
182210,CHARKHIDADRI,220,1,1,14,171,1.00784,-25.426
182211,RAEBAREI,220,1,1,17,1,0.9857,-19.6041
182212,DHULKOTE,220,1,1,14,171,1.00796,-22.2307
182213,ROORK-PG,220,1,1,19,1,1.00252,-29.0304
182214,PONG,220,2,1,12,171,1,-19.5673
182215,CHANDIGARH,220,1,1,15,4,1.00947,-18.821
182216,BHAKRA_L,220,2,1,12,171,1,-19.186
182217,BHAKRA_R,220,2,1,12,171,1.00447,-18.9991
182218,DEHAR,220,2,1,12,171,0.99592,-21.1064
182219,BALLABGARH,220,2,1,14,171,1.00178,-22.9071
182220,SAMAYPUR,220,1,1,14,171,1.00357,-22.6699
182221,HISAR-BB,220,1,1,14,171,1.00337,-22.1455
182223,KOTPU-PG,220,1,1,16,3,0.99238,-24.8445
182224,JALANDHAR-BB,220,1,1,13,171,1.01838,-20.4948
182225,SIKAR-PG,220,1,1,16,3,1.01167,-26.9758
182226,GANGUWAL,220,1,1,13,171,1.00313,-19.9673
182227,SALAL2,220,2,1,11,122,1,-23.3997
182228,JAMALPUR,220,1,1,13,171,1.01396,-20.6443
182229,TANAKPUR2,220,2,1,19,122,1,-34.5591
182230,JAGADHARI,220,1,1,13,171,0.9873,-23.8366
182231,NARELA_BB,220,1,1,15,171,0.98365,-24.3309
182234,AURYA2,220,2,1,17,112,1,-18.5694
182236,ANTA2,220,2,1,16,112,1,-25.5528
182237,DHAULI2,400,2,1,19,122,1,-20.9277
182238,DADRI_G2,220,2,1,17,112,1,-16.2143
182239,HISAR-PG,220,1,1,14,1,1.00752,-21.1203
182260,PANCHKU,220,1,1,10,1,1.00923,-18.8185
182262,RAPS_B2,220,2,1,16,182,1,-24.1849
182267,UNCHAHR2,220,2,1,17,112,1,-16.3247
182273,SITARGAN,220,1,1,19,1,0.99023,-35.897
182276,NEWWANPO,220,1,1,11,1,1.00142,-21.0628
182280,JINDPG,220,1,1,14,1,0.97165,-12.2708
182444,AMARGARH,220,1,1,11,1,0.99445,-26.9388
182901,KANPU-PG,220,1,1,17,1,1.00182,-22.1184
182904,NALLAGAR,220,1,1,12,3,1.00265,-20.7736
182907,DADRI_TH,220,2,1,17,112,1,-15.1229
182910,AMRIT-PG,220,1,1,13,3,1.02381,-19.5123
