Max Capacity,Status,Generator
140,1,GEN_432212_WARIA2_220_2
210,1,GEN_434001_BOKARO-B_400_1
210,1,GEN_434001_BOKARO-B_400_2
210,1,GEN_434001_BOKARO-B_400_3
500,1,GEN_434002_DTPS_400_1
500,1,GEN_434002_DTPS_400_2
500,1,GEN_434003_MEJIA-B_400_1
500,1,GEN_434003_MEJIA-B_400_2
500,1,GEN_434005_KODERMA_400_1
500,1,GEN_434005_KODERMA_400_2
600,1,GEN_434006_RAGHUNATH_400_1
600,1,GEN_434006_RAGHUNATH_400_2
660,1,GEN_434006_RAGHUNATH_400_3
660,1,GEN_434006_RAGHUNATH_400_4
500,1,GEN_434031_BOKARO-A_400_1
525,1,GEN_434035_MAITHON-RB_400_1
525,1,GEN_434035_MAITHON-RB_400_2
200,1,GEN_440001_FARAKG_21_1
200,1,GEN_440001_FARAKG_21_2
200,1,GEN_440001_FARAKG_21_3
500,1,GEN_440001_FARAKG_21_4
500,1,GEN_440001_FARAKG_21_5
500,1,GEN_440001_FARAKG_21_6
60,0,GEN_441001_BANDEL-TPS_132_1
60,0,GEN_441001_BANDEL-TPS_132_2
60,0,GEN_441001_BANDEL-TPS_132_3
82.5,0,GEN_441001_BANDEL-TPS_132_4
215,1,GEN_441001_BANDEL-TPS_132_5
30,1,GEN_441017_DPL_132_1
30,1,GEN_441017_DPL_132_2
75,0,GEN_441017_DPL_132_3
75,0,GEN_441017_DPL_132_4
75,0,GEN_441017_DPL_132_5
9,1,GEN_441032_JALDAKHA_132_1
9,1,GEN_441032_JALDAKHA_132_2
9,1,GEN_441032_JALDAKHA_132_3
9,1,GEN_441032_JALDAKHA_132_4
12.5,1,GEN_441032_JALDAKHA_132_5
12.5,0,GEN_441032_JALDAKHA_132_6
12.5,0,GEN_441032_JALDAKHA_132_7
12.5,0,GEN_441032_JALDAKHA_132_8
25,1,GEN_441061_RAMMAM-II_132_1
25,1,GEN_441061_RAMMAM-II_132_2
65,1,GEN_441119_SUBARNAKA_132_1
65,1,GEN_441119_SUBARNAKA_132_2
40,1,GEN_441563_BEL_132_1
120,1,GEN_441570_TATAPWRHALDI_132_1
22.5,1,GEN_441620_TCF-1_132_1
22.5,1,GEN_441627_TCF-2_132_1
22.5,1,GEN_441629_TCF-3_132_1
250,1,GEN_441641_BUDGEBUDGE_132_1
250,1,GEN_441641_BUDGEBUDGE_132_2
67.5,0,GEN_441644_SOUTH-TPS_132_1
67.5,0,GEN_441644_SOUTH-TPS_132_2
160,0,GEN_441649_NEWCOSSIPUR_132_1
60,0,GEN_441652_TITAGARH-CES_132_1
60,0,GEN_441652_TITAGARH-CES_132_2
60,0,GEN_441652_TITAGARH-CES_132_3
60,0,GEN_441652_TITAGARH-CES_132_4
40,1,GEN_441911_RAMMAM-III_132_1
40,1,GEN_441911_RAMMAM-III_132_2
40,1,GEN_441911_RAMMAM-III_132_3
210,1,GEN_442012_KTPS220_220_1
210,1,GEN_442012_KTPS220_220_2
210,1,GEN_442012_KTPS220_220_3
110,1,GEN_442017_DPL2_220_6
300,1,GEN_442017_DPL2_220_7
300,1,GEN_442017_DPL2_220_8
210,1,GEN_442023_BAKRESWAR_220_3
210,1,GEN_442023_BAKRESWAR_220_4
210,1,GEN_442023_BAKRESWAR_220_5
250,1,GEN_442028_SANTLDI_220_1
250,1,GEN_442028_SANTLDI_220_2
120,0,GEN_442028_SANTLDI_220_3
120,0,GEN_442028_SANTLDI_220_4
120,0,GEN_442028_SANTLDI_220_5
120,0,GEN_442028_SANTLDI_220_6
33,1,GEN_442090_TSTLD-3_220_1
33,1,GEN_442090_TSTLD-3_220_2
33,1,GEN_442090_TSTLD-3_220_3
33,1,GEN_442090_TSTLD-3_220_4
40,1,GEN_442091_TSTLD-4_220_1
40,1,GEN_442091_TSTLD-4_220_2
40,1,GEN_442091_TSTLD-4_220_3
40,1,GEN_442091_TSTLD-4_220_4
150,1,GEN_442624_IPCL-HALDIA_220_1
150,1,GEN_442624_IPCL-HALDIA_220_2
150,1,GEN_442624_IPCL-HALDIA_220_3
250,1,GEN_442657_BUDGEBU-TPS_220_1
270,0,GEN_442668_RAGHUNATHPR_220_1
270,0,GEN_442668_RAGHUNATHPR_220_2
300,1,GEN_444010_SAGARDIGHI_4_400_1
300,1,GEN_444010_SAGARDIGHI_4_400_2
500,1,GEN_444010_SAGARDIGHI_4_400_3
500,1,GEN_444010_SAGARDIGHI_4_400_4
500,1,GEN_444010_SAGARDIGHI_4_400_5
210,1,GEN_444012_KOLAGHAT_400_1
210,1,GEN_444012_KOLAGHAT_400_2
210,1,GEN_444012_KOLAGHAT_400_3
300,1,GEN_444013_HALDIA-TPS_400_1
300,1,GEN_444013_HALDIA-TPS_400_2
210,1,GEN_444023_BAKRASWR_400_1
210,1,GEN_444023_BAKRASWR_400_2
225,1,GEN_444075_PURULIAPS_400_1
225,1,GEN_444075_PURULIAPS_400_2
225,1,GEN_444075_PURULIAPS_400_3
225,1,GEN_444075_PURULIAPS_400_4
660,1,GEN_444112_KATWA-TPS_400_1
660,1,GEN_444112_KATWA-TPS_400_2
250,1,GEN_444113_TURGA_PSP_400_1
250,1,GEN_444113_TURGA_PSP_400_2
250,1,GEN_444113_TURGA_PSP_400_3
250,1,GEN_444113_TURGA_PSP_400_4
50,1,GEN_471112_PATRATU_132_1
50,1,GEN_471112_PATRATU_132_2
50,1,GEN_471112_PATRATU_132_3
50,1,GEN_471112_PATRATU_132_4
120,1,GEN_471526_JOJOBE_132_1
120,1,GEN_471526_JOJOBE_132_2
60,1,GEN_471526_JOJOBE_132_3
660,0,GEN_472012_PATRATU2_220_1
100,0,GEN_472012_PATRATU2_220_10
660,0,GEN_472012_PATRATU2_220_2
110,1,GEN_472012_PATRATU2_220_5
110,1,GEN_472012_PATRATU2_220_6
110,1,GEN_472012_PATRATU2_220_7
110,0,GEN_472012_PATRATU2_220_8
100,0,GEN_472012_PATRATU2_220_9
210,1,GEN_472214_TENUGHAT2_220_1
210,1,GEN_472214_TENUGHAT2_220_2
600,1,GEN_474022_ESSAR_400_1
600,1,GEN_474022_ESSAR_400_2
270,0,GEN_474023_CORPORATE-I_400_1
270,0,GEN_474023_CORPORATE-I_400_2
270,1,GEN_474024_ADHUNIK_400_1
270,1,GEN_474024_ADHUNIK_400_2
270,0,GEN_474036_CORPORAT-II_400_1
270,0,GEN_474036_CORPORAT-II_400_2
660,1,GEN_474050_NORTHKARNPRA_400_1
660,1,GEN_474050_NORTHKARNPRA_400_2
660,1,GEN_474050_NORTHKARNPRA_400_3
660,0,GEN_478025_TILAIYYA_765_1
660,0,GEN_478025_TILAIYYA_765_2
660,0,GEN_478025_TILAIYYA_765_3
660,0,GEN_478025_TILAIYYA_765_4
660,0,GEN_478025_TILAIYYA_765_5
660,1,GEN_478025_TILAIYYA_765_6
49.5,1,GEN_491004_CHUZACHEN_132_1
49.5,1,GEN_491004_CHUZACHEN_132_2
17,1,GEN_491006_BHASMEY_132_1
17,1,GEN_491006_BHASMEY_132_2
17,1,GEN_491006_BHASMEY_132_3
32,1,GEN_491035_DIKCHU_132_1
32,1,GEN_491035_DIKCHU_132_2
32,1,GEN_491035_DIKCHU_132_3
60,1,GEN_491060_RANGIT-3_132_1
40,1,GEN_492003_RANGIT4_220_1
40,1,GEN_492003_RANGIT4_220_2
40,1,GEN_492003_RANGIT4_220_3
48,1,GEN_492007_RONGNCHU_220_1
48,1,GEN_492007_RONGNCHU_220_2
48.5,1,GEN_492008_TASHIDIN_220_1
48.5,1,GEN_492008_TASHIDIN_220_2
48,1,GEN_492009_JORETHAN_220_1
48,1,GEN_492009_JORETHAN_220_2
200,1,GEN_494001_TEESTA3_400_1
200,1,GEN_494001_TEESTA3_400_2
200,1,GEN_494001_TEESTA3_400_3
200,1,GEN_494001_TEESTA3_400_4
200,1,GEN_494001_TEESTA3_400_5
200,1,GEN_494001_TEESTA3_400_6
260,0,GEN_494011_TEESTA-IV_400_1
260,0,GEN_494011_TEESTA-IV_400_2
75,1,GEN_494012_PANANHIMGRI_400_1
75,1,GEN_494012_PANANHIMGRI_400_2
75,1,GEN_494012_PANANHIMGRI_400_3
75,1,GEN_494012_PANANHIMGRI_400_4
170,1,GEN_494070_TEESTA-5_400_1
170,1,GEN_494070_TEESTA-5_400_2
170,1,GEN_494070_TEESTA-5_400_3
62.5,1,GEN_511001_RSTP_132_1
5,0,GEN_511079_KRPL_132_1
75,1,GEN_512001_RMGD_220_S
110,1,GEN_512003_NSAG_220_1
110,1,GEN_512003_NSAG_220_10
110,1,GEN_512003_NSAG_220_2
110,1,GEN_512003_NSAG_220_3
110,1,GEN_512003_NSAG_220_4
110,1,GEN_512003_NSAG_220_5
110,1,GEN_512003_NSAG_220_6
110,1,GEN_512003_NSAG_220_7
110,1,GEN_512003_NSAG_220_8
110,1,GEN_512003_NSAG_220_9
210,1,GEN_512005_VIJA_220_1
210,1,GEN_512005_VIJA_220_2
210,1,GEN_512005_VIJA_220_3
210,1,GEN_512005_VIJA_220_4
210,1,GEN_512005_VIJA_220_5
210,1,GEN_512005_VIJA_220_6
1000,0,GEN_512042_HINDUPUR_220_2
1000,0,GEN_512042_HINDUPUR_220_W
141,1,GEN_512043_JAGRPDU2_220_1
110,1,GEN_512043_JAGRPDU2_220_2
141,1,GEN_512044_KAKINADA_220_1
68,1,GEN_512044_KAKINADA_220_2
68,1,GEN_512044_KAKINADA_220_3
68,1,GEN_512044_KAKINADA_220_4
112,1,GEN_512044_KAKINADA_220_5
60,1,GEN_512049_KOTH_220_1
60,1,GEN_512049_KOTH_220_2
60,1,GEN_512049_KOTH_220_3
60,1,GEN_512049_KOTH_220_4
120,1,GEN_512049_KOTH_220_5
120,1,GEN_512049_KOTH_220_6
120,1,GEN_512049_KOTH_220_7
120,1,GEN_512049_KOTH_220_8
250,1,GEN_512049_KOTH_220_9
250,1,GEN_512049_KOTH_220_A
115,1,GEN_512050_LISLRU_220_1
115,1,GEN_512050_LISLRU_220_2
115,1,GEN_512050_LISLRU_220_3
115,1,GEN_512050_LISLRU_220_4
115,1,GEN_512050_LISLRU_220_5
210,1,GEN_512057_MUDN_220_1
210,1,GEN_512057_MUDN_220_2
210,1,GEN_512057_MUDN_220_3
210,1,GEN_512057_MUDN_220_4
210,1,GEN_512057_MUDN_220_5
110,1,GEN_512073_SRIS_220_1
110,1,GEN_512073_SRIS_220_2
110,1,GEN_512073_SRIS_220_3
110,1,GEN_512073_SRIS_220_4
110,1,GEN_512073_SRIS_220_5
110,1,GEN_512073_SRIS_220_6
110,1,GEN_512073_SRIS_220_7
60,1,GEN_512077_USILRU_220_1
60,1,GEN_512077_USILRU_220_2
60,1,GEN_512077_USILRU_220_3
60,1,GEN_512077_USILRU_220_4
200,0,GEN_512083_KNDP_220_1
200,0,GEN_512083_KNDP_220_2
200,0,GEN_512083_KNDP_220_3
60,1,GEN_512084_VIJES1_220_1
112,1,GEN_512084_VIJES1_220_2
112,1,GEN_512084_VIJES1_220_3
112,1,GEN_512084_VIJES1_220_5
33,1,GEN_512085_VIJES2_220_1
33,1,GEN_512085_VIJES2_220_2
33,1,GEN_512085_VIJES2_220_3
2000,0,GEN_512087_VEMAGIRI_220_1
500,0,GEN_512087_VEMAGIRI_220_2
500,1,GEN_512087_VEMAGIRI_220_3
140,1,GEN_512109_RAMAGIRI_220_1
1109,1,GEN_512132_KONDPRM-W_220_V1
570,1,GEN_512133_URVKND_220_V1
150,1,GEN_512135_ASPIRI_220_1
150,1,GEN_512135_ASPIRI_220_2
150,1,GEN_512135_ASPIRI_220_3
150,1,GEN_512135_ASPIRI_220_4
150,1,GEN_512135_ASPIRI_220_5
150,1,GEN_512135_ASPIRI_220_6
150,1,GEN_512135_ASPIRI_220_8
350,1,GEN_512135_ASPIRI_220_V1
650,1,GEN_512136_MOGULV2_220_V1
791,1,GEN_512137_BRMPLI_220_V1
200,1,GEN_514001_RSTP_400_1
800,1,GEN_514001_RSTP_400_10
200,0,GEN_514001_RSTP_400_11
200,1,GEN_514001_RSTP_400_2
200,1,GEN_514001_RSTP_400_3
500,1,GEN_514001_RSTP_400_4
500,1,GEN_514001_RSTP_400_5
500,1,GEN_514001_RSTP_400_6
500,1,GEN_514001_RSTP_400_7
800,1,GEN_514001_RSTP_400_9
2000,0,GEN_514007_CUDP_400_SF
150,1,GEN_514011_SSLBPH4_400_1
150,1,GEN_514011_SSLBPH4_400_2
150,1,GEN_514011_SSLBPH4_400_3
150,1,GEN_514011_SSLBPH4_400_4
150,1,GEN_514011_SSLBPH4_400_5
150,1,GEN_514011_SSLBPH4_400_6
2000,0,GEN_514013_KURNOOL4_400_SF
500,1,GEN_514014_SIMHADRI_400_1
500,1,GEN_514014_SIMHADRI_400_2
500,1,GEN_514015_SIMHD-II_400_1
500,1,GEN_514015_SIMHD-II_400_2
350,1,GEN_514017_VEMAGIR4_400_1
350,1,GEN_514017_VEMAGIR4_400_2
350,1,GEN_514017_VEMAGIR4_400_3
660,1,GEN_514018_TPCIL4_400_1
660,1,GEN_514018_TPCIL4_400_2
800,1,GEN_514027_KRISH-AP_400_1
800,1,GEN_514027_KRISH-AP_400_2
800,0,GEN_514027_KRISH-AP_400_3
500,1,GEN_514029_KAKTIYA_400_1
600,1,GEN_514029_KAKTIYA_400_2
800,1,GEN_514029_KAKTIYA_400_3
500,1,GEN_514030_VIJTP-IV_400_1
800,1,GEN_514030_VIJTP-IV_400_2
300,0,GEN_514031_SINGARENI_400_2
600,1,GEN_514031_SINGARENI_400_3
600,1,GEN_514031_SINGARENI_400_4
1000,0,GEN_514042_HINDPR40_400_2
1000,0,GEN_514042_HINDPR40_400_3
1000,0,GEN_514042_HINDPR40_400_W
500,1,GEN_514049_KOTH-IV_400_1
800,0,GEN_514049_KOTH-IV_400_2
2500,0,GEN_514050_NPKUNTA_400_S
600,1,GEN_514057_MUDN400_400_1
1000,1,GEN_514059_MEHBOOBSP_400_S
800,1,GEN_514080_KOTH-VII_400_1
115,1,GEN_514088_LANCO-OA_400_1
115,1,GEN_514088_LANCO-OA_400_2
125,1,GEN_514088_LANCO-OA_400_3
233,1,GEN_514088_LANCO-OA_400_4
133,1,GEN_514088_LANCO-OA_400_5
233,1,GEN_514088_LANCO-OA_400_6
133,1,GEN_514088_LANCO-OA_400_7
233,1,GEN_514088_LANCO-OA_400_8
133,1,GEN_514088_LANCO-OA_400_9
150,1,GEN_514089_SIMHP-OA_400_1
150,1,GEN_514089_SIMHP-OA_400_2
150,1,GEN_514089_SIMHP-OA_400_3
150,1,GEN_514089_SIMHP-OA_400_4
150,1,GEN_514090_MENAK-OA_400_1
150,1,GEN_514090_MENAK-OA_400_2
350,1,GEN_514090_MENAK-OA_400_3
350,1,GEN_514090_MENAK-OA_400_4
660,1,GEN_514091_EAST-OA_400_1
660,1,GEN_514091_EAST-OA_400_2
384,1,GEN_514092_VEMAG-II_400_1
384,1,GEN_514092_VEMAG-II_400_2
660,1,GEN_514094_NCCPPL_400_1
660,1,GEN_514094_NCCPPL_400_2
660,0,GEN_514094_NCCPPL_400_3
850,1,GEN_514096_GMR-OA_400_1
525,1,GEN_514098_HINDJ-OA_400_1
525,1,GEN_514098_HINDJ-OA_400_2
1000,0,GEN_514132_KONDPRM_400_1
1000,0,GEN_514132_KONDPRM_400_2
1000,0,GEN_514133_URVKND_400_1
1000,0,GEN_514133_URVKND_400_2
270,1,GEN_514134_MANUGURU_400_1
270,1,GEN_514134_MANUGURU_400_2
270,1,GEN_514134_MANUGURU_400_3
270,1,GEN_514134_MANUGURU_400_4
1000,1,GEN_514401_PUDIMADAKA4_400_1
1000,1,GEN_514401_PUDIMADAKA4_400_2
1000,1,GEN_514401_PUDIMADAKA4_400_3
1000,1,GEN_514401_PUDIMADAKA4_400_4
210,1,GEN_522003_RAIC_220_1
210,1,GEN_522003_RAIC_220_2
210,1,GEN_522003_RAIC_220_3
210,1,GEN_522003_RAIC_220_4
500,0,GEN_522004_GUTTUR_220_1
220,1,GEN_522012_KAIG_220_1
220,1,GEN_522012_KAIG_220_2
300,0,GEN_522019_INDI_220_1
300,0,GEN_522020_BIJAPUR_220_1
300,0,GEN_522021_BAGALKOT_220_1
350,0,GEN_522022_VAJRAMATTI_220_1
110,1,GEN_522022_VAJRAMATTI_220_W1
150,0,GEN_522023_KUDUCHI_220_1
70,1,GEN_522023_KUDUCHI_220_V1
500,0,GEN_522024_ATHANI_220_1
70,1,GEN_522024_ATHANI_220_V1
240,0,GEN_522024_ATHANI_220_W1
150,0,GEN_522025_SOUNDATI_220_1
20,1,GEN_522025_SOUNDATI_220_V1
280,0,GEN_522025_SOUNDATI_220_W1
300,0,GEN_522026_CHIKKODI_220_1
70,1,GEN_522026_CHIKKODI_220_V1
125,0,GEN_522026_CHIKKODI_220_W1
400,0,GEN_522027_GHATPRBH_220_1
70,1,GEN_522027_GHATPRBH_220_V1
35,0,GEN_522027_GHATPRBH_220_W1
20,1,GEN_522031_AMBD_220_V1
50,0,GEN_522033_BELG_220_1
70,1,GEN_522033_BELG_220_V1
35,0,GEN_522033_BELG_220_W1
500,0,GEN_522034_BGWD_220_1
500,0,GEN_522036_DAVA_220_1
30,1,GEN_522036_DAVA_220_V1
721,1,GEN_522036_DAVA_220_W1
250,0,GEN_522039_GADG_220_1
277,1,GEN_522039_GADG_220_V1
90,1,GEN_522039_GADG_220_W1
450,0,GEN_522041_HAVR_220_1
80,1,GEN_522041_HAVR_220_V1
250,0,GEN_522042_ITTAGI_220_1
37,1,GEN_522048_JURLPRKR_220_1
40,1,GEN_522048_JURLPRKR_220_10
40,1,GEN_522048_JURLPRKR_220_11
40,1,GEN_522048_JURLPRKR_220_12
39,0,GEN_522048_JURLPRKR_220_13
39,1,GEN_522048_JURLPRKR_220_2
39,1,GEN_522048_JURLPRKR_220_3
39,1,GEN_522048_JURLPRKR_220_4
39,1,GEN_522048_JURLPRKR_220_5
39,1,GEN_522048_JURLPRKR_220_6
40,1,GEN_522048_JURLPRKR_220_7
40,1,GEN_522048_JURLPRKR_220_8
40,1,GEN_522048_JURLPRKR_220_9
50,1,GEN_522049_KADR_220_1
50,1,GEN_522049_KADR_220_2
50,1,GEN_522049_KADR_220_3
40,1,GEN_522050_KDSL_220_1
40,1,GEN_522050_KDSL_220_2
40,1,GEN_522050_KDSL_220_3
135,1,GEN_522052_KLN2_220_1
135,1,GEN_522052_KLN2_220_2
135,1,GEN_522052_KLN2_220_3
135,1,GEN_522052_KLN2_220_4
135,1,GEN_522052_KLN2_220_5
135,1,GEN_522052_KLN2_220_6
135,1,GEN_522052_KLN2_220_7
380,0,GEN_522058_MLNG_220_1
70,1,GEN_522058_MLNG_220_V1
58,1,GEN_522068_SHIM_220_V1
37,0,GEN_522068_SHIM_220_W1
60,1,GEN_522070_SRVT_220_1
60,1,GEN_522070_SRVT_220_13
60,1,GEN_522070_SRVT_220_2
60,1,GEN_522070_SRVT_220_3
60,1,GEN_522070_SRVT_220_4
103,1,GEN_522071_SVT2_220_1
103,1,GEN_522071_SVT2_220_2
103,1,GEN_522071_SVT2_220_3
103,1,GEN_522071_SVT2_220_4
103,1,GEN_522071_SVT2_220_5
103,1,GEN_522071_SVT2_220_6
103,1,GEN_522071_SVT2_220_7
103,1,GEN_522071_SVT2_220_8
103,1,GEN_522071_SVT2_220_9
103,1,GEN_522071_SVT2_220_A
500,0,GEN_522072_TALLAK_220_1
200,1,GEN_522072_TALLAK_220_S1
250,1,GEN_522072_TALLAK_220_W1
115,1,GEN_522075_VARH_220_1
115,1,GEN_522075_VARH_220_2
115,1,GEN_522075_VARH_220_3
115,1,GEN_522075_VARH_220_4
130,1,GEN_522076_TORAN2_220_1
130,1,GEN_522076_TORAN2_220_2
210,1,GEN_522079_ALMATI_220_1
40,1,GEN_522079_ALMATI_220_2
40,1,GEN_522079_ALMATI_220_3
500,0,GEN_522104_CHITRDRG_220_1
456,1,GEN_522104_CHITRDRG_220_V1
163,1,GEN_522104_CHITRDRG_220_W1
170,1,GEN_522113_RANIBNNR_220_V1
140,1,GEN_522115_HONNALI_220_V1
250,0,GEN_522132_NILAGUNDA22_220_1
100,0,GEN_522133_KUDALGI22_220_1
70,0,GEN_522134_BMMISPAT_220_1
70,0,GEN_522134_BMMISPAT_220_2
70,0,GEN_522134_BMMISPAT_220_3
25,0,GEN_522134_BMMISPAT_220_4
587,1,GEN_522136_DHONI_220_V1
244,1,GEN_522137_HARTI2_220_V1
25,1,GEN_522143_KANABRGI_220_V1
61,1,GEN_522154_HASSAN-KAR_220_V1
100,1,GEN_522203_HOSUDURGA_220_V1
210,1,GEN_524003_RAIC_400_1
250,1,GEN_524003_RAIC_400_2
210,1,GEN_524003_RAIC_400_3
210,1,GEN_524003_RAIC_400_4
600,1,GEN_524008_UDUPI400_400_1
600,1,GEN_524008_UDUPI400_400_2
220,1,GEN_524012_KAIGA_400_1
220,1,GEN_524012_KAIGA_400_2
800,1,GEN_524034_KUDGI-NT_400_1
800,1,GEN_524034_KUDGI-NT_400_2
800,1,GEN_524034_KUDGI-NT_400_3
450,0,GEN_524048_DHONI4_400_1
300,1,GEN_524076_TORNGL4_400_1
300,1,GEN_524076_TORNGL4_400_2
300,1,GEN_524076_TORNGL4_400_3
300,1,GEN_524076_TORNGL4_400_4
660,1,GEN_524076_TORNGL4_400_5
500,1,GEN_524082_BELLARY_400_1
500,1,GEN_524082_BELLARY_400_2
700,1,GEN_524082_BELLARY_400_3
9999,0,GEN_524083_YERAMRS_400_1
800,1,GEN_524083_YERAMRS_400_2
800,1,GEN_524083_YERAMRS_400_3
800,1,GEN_524085_EDLAPUR_400_3
2000,0,GEN_524087_TUMKURSP_400_S
25,1,GEN_531022_KAKKAD1_110_1
25,1,GEN_531022_KAKKAD1_110_2
4,0,GEN_531022_KAKKAD1_110_3
7,1,GEN_531030_KUTHNGAL1_110_1
7,1,GEN_531030_KUTHNGAL1_110_2
7,0,GEN_531030_KUTHNGAL1_110_3
4,0,GEN_531036_MANIYAR1_110_1
4,0,GEN_531036_MANIYAR1_110_2
4,0,GEN_531036_MANIYAR1_110_3
4,0,GEN_531036_MANIYAR1_110_4
17.5,1,GEN_531042_NERMNGLM1_110_1
17.5,1,GEN_531042_NERMNGLM1_110_2
17.5,1,GEN_531042_NERMNGLM1_110_3
25,1,GEN_531042_NERMNGLM1_110_4
16.2,1,GEN_531047_PANNIYAR1_110_1
16.2,1,GEN_531047_PANNIYAR1_110_2
12.7,1,GEN_531054_SENGULAM1_110_1
12.7,1,GEN_531054_SENGULAM1_110_2
12.7,1,GEN_531054_SENGULAM1_110_3
12.7,1,GEN_531054_SENGULAM1_110_4
15,1,GEN_531072_KARIKYM1_110_1
24,1,GEN_531256_CHINNAR1_110_1
21,0,GEN_531314_BDPP1_110_1
21,0,GEN_531314_BDPP1_110_2
21.32,0,GEN_531314_BDPP1_110_3
21.32,0,GEN_531314_BDPP1_110_4
21.32,0,GEN_531314_BDPP1_110_5
37.5,1,GEN_531321_IDAMALYR1_110_1
37.5,1,GEN_531321_IDAMALYR1_110_2
18,1,GEN_531326_SHOLAYAR1_110_1
18,1,GEN_531326_SHOLAYAR1_110_2
18,1,GEN_531326_SHOLAYAR1_110_3
8,1,GEN_531347_PORINGAL1_110_1
8,1,GEN_531347_PORINGAL1_110_2
8,1,GEN_531347_PORINGAL1_110_3
8,1,GEN_531347_PORINGAL1_110_4
16,0,GEN_531347_PORINGAL1_110_5
25,0,GEN_531347_PORINGAL1_110_6
40.5,0,GEN_531368_BSES1_110_1
40.5,0,GEN_531368_BSES1_110_2
40.5,0,GEN_531368_BSES1_110_3
40.5,0,GEN_531368_BSES1_110_4
24,0,GEN_531552_BOHTANKET1_110_1
16,1,GEN_531615_KDPP1_110_1
16,1,GEN_531615_KDPP1_110_2
16,1,GEN_531615_KDPP1_110_3
16,1,GEN_531615_KDPP1_110_4
16,1,GEN_531615_KDPP1_110_5
16,1,GEN_531615_KDPP1_110_6
16,1,GEN_531615_KDPP1_110_7
16,1,GEN_531615_KDPP1_110_8
25,1,GEN_531621_KAKKAYAM1A_110_1
25,1,GEN_531621_KAKKAYAM1A_110_2
25,1,GEN_531621_KAKKAYAM1A_110_3
50,1,GEN_531622_KAKKAYAM1B_110_4
50,1,GEN_531622_KAKKAYAM1B_110_5
50,1,GEN_531622_KAKKAYAM1B_110_6
7.3,0,GEN_531641_KPCL1_110_1
7.3,0,GEN_531641_KPCL1_110_2
7.3,0,GEN_531641_KPCL1_110_3
130,1,GEN_532001_IDUKKI2A_220_3
130,1,GEN_532001_IDUKKI2A_220_4
130,1,GEN_532001_IDUKKI2A_220_5
130,1,GEN_532001_IDUKKI2A_220_6
130,1,GEN_532002_IDUKKI2B_220_1
130,1,GEN_532002_IDUKKI2B_220_2
126.7,0,GEN_532005_KAYMKULM2_220_1
126.7,0,GEN_532005_KAYMKULM2_220_2
144.5,0,GEN_532005_KAYMKULM2_220_3
60,1,GEN_532007_LOWRPRYR2A_220_1
60,1,GEN_532007_LOWRPRYR2A_220_2
60,1,GEN_532007_LOWRPRYR2A_220_3
55,1,GEN_532013_SABRGIRI2_220_1
55,1,GEN_532013_SABRGIRI2_220_2
55,1,GEN_532013_SABRGIRI2_220_3
55,1,GEN_532013_SABRGIRI2_220_4
55,1,GEN_532013_SABRGIRI2_220_5
60,1,GEN_532013_SABRGIRI2_220_6
40,0,GEN_532014_THOTTIAR2_220_1
60,0,GEN_532251_PALIVASL2_220_1
40,0,GEN_532252_MANKULAM2_220_1
24,1,GEN_532256_UPRSNGLM2_220_1
24,0,GEN_532256_UPRSNGLM2_220_2
80,0,GEN_532555_KOTATHRA2_220_1
4.5,0,GEN_536016_IRUTKANM6_66_1
7.5,1,GEN_536019_KALLADA6_66_1
7.5,1,GEN_536019_KALLADA6_66_2
3.5,0,GEN_536034_MALNKARA6_66_1
3.5,0,GEN_536034_MALNKARA6_66_2
3.5,0,GEN_536034_MALNKARA6_66_3
20,0,GEN_536036_NEDMKNDM6_66_1
50,0,GEN_536036_NEDMKNDM6_66_2
4.95,1,GEN_536051_PALIVASL6_66_1
4.95,1,GEN_536051_PALIVASL6_66_2
5,1,GEN_536051_PALIVASL6_66_3
8.39,1,GEN_536051_PALIVASL6_66_4
8.39,1,GEN_536051_PALIVASL6_66_5
8.39,1,GEN_536051_PALIVASL6_66_6
10,0,GEN_536251_WSTKALAR6_66_1
24,0,GEN_536361_BOHTANKET6_66_1
6.65,1,GEN_541001_PYKARA1_110_1
6.65,1,GEN_541001_PYKARA1_110_2
6.65,1,GEN_541001_PYKARA1_110_3
11,0,GEN_541001_PYKARA1_110_4
11,1,GEN_541001_PYKARA1_110_5
14,1,GEN_541001_PYKARA1_110_6
14,1,GEN_541001_PYKARA1_110_7
15,1,GEN_541006_UDMLPET1_110_W1
25,1,GEN_541018_KAYA-W2_110_W1
180,1,GEN_541020_PALADAM_110_W1
319,1,GEN_541026_KANARPATTY_110_W1
100,1,GEN_541027_KAYA-W110_110_V1
150,1,GEN_541027_KAYA-W110_110_V2
101,1,GEN_541044_KUTALAMGAS1_110_1
5,1,GEN_541045_SRPDUR_110_W1
50,0,GEN_541046_NEYVELITS1_110_1
50,0,GEN_541046_NEYVELITS1_110_2
50,0,GEN_541046_NEYVELITS1_110_3
50,0,GEN_541046_NEYVELITS1_110_4
50,0,GEN_541046_NEYVELITS1_110_5
50,0,GEN_541046_NEYVELITS1_110_6
513.75,1,GEN_541093_TAPPAKUN_110_W1
100,1,GEN_541094_ANIKADAV_110_W1
150,1,GEN_541097_RASIPALYAM1_110_W1
140,1,GEN_541102_KODIKURCHI-W_110_W1
50,1,GEN_541104_UDYTHR-W_110_W1
200,1,GEN_541105_RAMNDIPPGAS1_110_1
108,1,GEN_541106_KOVILKLPLGAS_110_1
