Node,node.number,Voltage,Region,Zone,Owner
368007_GWALIOR_765,368007,765,WEST,MP,INDIA
368012_SATNA_765,368012,765,WEST,MP,INDIA
368013_BINA-PG_765,368013,765,WEST,MP,INDIA
368014_SEONI7_765,368014,765,WEST,MP,INDIA
368024_SASAN_765,368024,765,WEST,MP,INDIA
368025_VIN-POOL_765,368025,765,WEST,MP,INDIA
368026_JABALPR-POOL_765,368026,765,WEST,MP,INDIA
371402_RAJPIMPARI_132,371402,132,WEST,MAHARASTRA,INDIA
371403_SANGOLA_132,371403,132,WEST,MAHARASTRA,INDIA
371404_MAYANI_132,371404,132,WEST,MAHARASTRA,INDIA
371405_DIGHANCHI_132,371405,132,WEST,MAHARASTRA,INDIA
371406_KAVATHEMHKL_132,371406,132,WEST,MAHARASTRA,INDIA
371407_JATH_132,371407,132,WEST,MAHARASTRA,INDIA
371408_KALE_132,371408,132,WEST,MAHARASTRA,INDIA
371409_BAMBARWADI_132,371409,132,WEST,MAHARASTRA,INDIA
371410_WARNA_132,371410,132,WEST,MAHARASTRA,INDIA
371411_AKOLE_132,371411,132,WEST,MAHARASTRA,INDIA
371412_CHAVANESHWAR_132,371412,132,WEST,MAHARASTRA,INDIA
371413_BHOSE_132,371413,132,WEST,MAHARASTRA,INDIA
372241_PARLIPG_220,372241,220,WEST,MAHARASTRA,INDIA
372243_AURANGABADPG_220,372243,220,WEST,MAHARASTRA,INDIA
372403_KHANDAKE_220,372403,220,WEST,MAHARASTRA,INDIA
372404_HIWARWADI_220,372404,220,WEST,MAHARASTRA,INDIA
372405_PANAMA_220,372405,220,WEST,MAHARASTRA,INDIA
372406_RATNAGIRI_220,372406,220,WEST,MAHARASTRA,INDIA
372407_KADEGAON_220,372407,220,WEST,MAHARASTRA,INDIA
372408_TULJAPUR_220,372408,220,WEST,MAHARASTRA,INDIA
372409_BHOSE_220,372409,220,WEST,MAHARASTRA,INDIA
372410_BHUD_220,372410,220,WEST,MAHARASTRA,INDIA
372411_KAUDGAON_220,372411,220,WEST,MAHARASTRA,INDIA
372940_SOLAPUR2-PG_220,372940,220,WEST,MAHARASTRA,INDIA
374007_BHADR4_400,374007,400,WEST,MAHARASTRA,INDIA
374018_BOIS4_400,374018,400,WEST,MAHARASTRA,INDIA
374019_WAR_FS1_400,374019,400,WEST,MAHARASTRA,INDIA
374020_WAR_FS2_400,374020,400,WEST,MAHARASTRA,INDIA
374021_WARD4_400,374021,400,WEST,MAHARASTRA,INDIA
374031_MAUDA_400,374031,400,WEST,MAHARASTRA,INDIA
374040_SHOLAPUR-PG_400,374040,400,WEST,MAHARASTRA,INDIA
374041_PARLI-PG_400,374041,400,WEST,MAHARASTRA,INDIA
374042_PUNE-PG-AIS_400,374042,400,WEST,MAHARASTRA,INDIA
374043_AURANGBD_400,374043,400,WEST,MAHARASTRA,INDIA
374045_PUNE-PG-GIS_400,374045,400,WEST,MAHARASTRA,INDIA
378021_WARDHA_765,378021,765,WEST,MAHARASTRA,INDIA
378040_SHOLAPUR-PG_765,378040,765,WEST,MAHARASTRA,INDIA
378043_AURANGABD-PG_765,378043,765,WEST,MAHARASTRA,INDIA
378045_PUNE-PG-GIS_765,378045,765,WEST,MAHARASTRA,INDIA
410001_KAHALG_15.75,410001,15.75,EAST,BIHAR,INDIA
411017_PURNEA-PG_132,411017,132,EAST,BIHAR,INDIA
411028_BARIPAHARI_132,411028,132,EAST,BIHAR,INDIA
411045_ARRAH_132,411045,132,EAST,BIHAR,INDIA
411046_ARRAH-PG_132,411046,132,EAST,BIHAR,INDIA
411058_DARBHANG-132_132,411058,132,EAST,BIHAR,INDIA
411064_LAKHISRA-PG_132,411064,132,EAST,BIHAR,INDIA
412002_PATNA_220,412002,220,EAST,BIHAR,INDIA
412008_GAYA-PG_220,412008,220,EAST,BIHAR,INDIA
412010_MUZAFARPR-PG_220,412010,220,EAST,BIHAR,INDIA
412011_BODHGAYA_220,412011,220,EAST,BIHAR,INDIA
412017_PURNEA-PG_220,412017,220,EAST,BIHAR,INDIA
412024_BIHTA_220,412024,220,EAST,BIHAR,INDIA
412026_SASARAM-PG_220,412026,220,EAST,BIHAR,INDIA
412045_ARRAH-PG_220,412045,220,EAST,BIHAR,INDIA
412071_PURNEA-NW-PG_220,412071,220,EAST,BIHAR,INDIA
414001_MUZAFARPUR_400,414001,400,EAST,BIHAR,INDIA
414005_BIHARSHARF-A_400,414005,400,EAST,BIHAR,INDIA
414006_PATNA_400,414006,400,EAST,BIHAR,INDIA
414008_GAYA-PG_400,414008,400,EAST,BIHAR,INDIA
414010_KAHALGAON-B_400,414010,400,EAST,BIHAR,INDIA
414052_BARH-I_400,414052,400,EAST,BIHAR,INDIA
414090_LAKHISARA-PG_400,414090,400,EAST,BIHAR,INDIA
414091_BANKA_400,414091,400,EAST,BIHAR,INDIA
414405_BIHARSHARF-B_400,414405,400,EAST,BIHAR,INDIA
414410_KAHALGAON-A_400,414410,400,EAST,BIHAR,INDIA
414471_PURNEA-NW-PG_400,414471,400,EAST,BIHAR,INDIA
414491_SASARAM-ER_400,414491,400,EAST,BIHAR,INDIA
414492_SASARAM-NR_400,414492,400,EAST,BIHAR,INDIA
418008_GAYA_765,418008,765,EAST,BIHAR,INDIA
418892_SASARAM_765,418892,765,EAST,BIHAR,INDIA
420001_TALCHRG_21,420001,21,EAST,ORISSA,INDIA
420002_TALCHRG_21,420002,21,EAST,ORISSA,INDIA
422611_BOLANGIR_220,422611,220,EAST,ORISSA,INDIA
422702_RENGLI-PG_220,422702,220,EAST,ORISSA,INDIA
422703_JEYPORE_220,422703,220,EAST,ORISSA,INDIA
422704_BARIPADA2_220,422704,220,EAST,ORISSA,INDIA
422706_KEONJHA2_220,422706,220,EAST,ORISSA,INDIA
424001_INDRVATI_400,424001,400,EAST,ORISSA,INDIA
424004_JEYPORE_400,424004,400,EAST,ORISSA,INDIA
424010_RENGALI_400,424010,400,EAST,ORISSA,INDIA
424012_ROURKELA_400,424012,400,EAST,ORISSA,INDIA
424015_JHARSUGUDA-A_400,424015,400,EAST,ORISSA,INDIA
424016_BOLANGIR_400,424016,400,EAST,ORISSA,INDIA
424018_ANGUL-A_400,424018,400,EAST,ORISSA,INDIA
424019_TALCHER_400,424019,400,EAST,ORISSA,INDIA
424032_KEONJHAR_400,424032,400,EAST,ORISSA,INDIA
424044_BARIPADA_400,424044,400,EAST,ORISSA,INDIA
424090_ANGUL-B_400,424090,400,EAST,ORISSA,INDIA
424091_JHARSUGUDA-B_400,424091,400,EAST,ORISSA,INDIA
424099_GAZ-ER_400,424099,400,EAST,ORISSA,INDIA
424199_ANGUL-LANCO_400,424199,400,EAST,ORISSA,INDIA
428014_ANGUL-A_765,428014,765,EAST,ORISSA,INDIA
428015_JHARSUGUDA-A_765,428015,765,EAST,ORISSA,INDIA
428090_ANGUL-B_765,428090,765,EAST,ORISSA,INDIA
428091_JHARSUGUDA-B_765,428091,765,EAST,ORISSA,INDIA
432027_DURGAPR-PG_220,432027,220,EAST,W.BENGAL,INDIA
434027_DURGAPUR-B_400,434027,400,EAST,W.BENGAL,INDIA
434427_DURGAPUR-A_400,434427,400,EAST,W.BENGAL,INDIA
440001_FARAKG_21,440001,21,EAST,W.BENGAL,INDIA
441021_SILIGURI-WB_132,441021,132,EAST,W.BENGAL,INDIA
441022_SILIGURI-PG_132,441022,132,EAST,W.BENGAL,INDIA
442022_SILIGURI-PG_220,442022,220,EAST,W.BENGAL,INDIA
442025_BIRPARA-PG_220,442025,220,EAST,W.BENGAL,INDIA
442026_DALKOLA-PG_220,442026,220,EAST,W.BENGAL,INDIA
442071_SILIGURI-PG_220,442071,220,EAST,W.BENGAL,INDIA
442090_TSTLD-3_220,442090,220,EAST,W.BENGAL,INDIA
444008_JEERAT_400,444008,400,EAST,W.BENGAL,INDIA
444009_SUBHASGRAM_400,444009,400,EAST,W.BENGAL,INDIA
444019_FARAKKA_400,444019,400,EAST,W.BENGAL,INDIA
444021_MALDA_400,444021,400,EAST,W.BENGAL,INDIA
444072_SILIGURI-PG_400,444072,400,EAST,W.BENGAL,INDIA
444101_BEHRAMPUR_400,444101,400,EAST,W.BENGAL,INDIA
434004_JAMSHEDPR-PG_400,434004,400,EAST,JHARKAND,INDIA
434011_MAITHON-A_400,434011,400,EAST,JHARKAND,INDIA
434411_MAITHON-B_400,434411,400,EAST,JHARKAND,INDIA
474046_RANCHI_400,474046,400,EAST,JHARKAND,INDIA
474047_RANCHNEW_400,474047,400,EAST,JHARKAND,INDIA
478046_RANCHI-NEW_765,478046,765,EAST,JHARKAND,INDIA
491005_RANGPO_132,491005,132,EAST,SIKKIM,INDIA
491065_KURSEONG_132,491065,132,EAST,SIKKIM,INDIA
492005_RANGPO_220,492005,220,EAST,SIKKIM,INDIA
494002_RANGPO_400,494002,400,EAST,SIKKIM,INDIA
512001_RMGD_220,512001,220,SOUTH,ANDHRA,INDIA
512005_VIJA_220,512005,220,SOUTH,ANDHRA,INDIA
512006_GAZNTP_220,512006,220,SOUTH,ANDHRA,INDIA
512007_CUDA_220,512007,220,SOUTH,ANDHRA,INDIA
512008_GOOT_220,512008,220,SOUTH,ANDHRA,INDIA
512013_KURN_220,512013,220,SOUTH,ANDHRA,INDIA
512016_VIZPOOL_220,512016,220,SOUTH,ANDHRA,INDIA
512017_RAJAH2_220,512017,220,SOUTH,ANDHRA,INDIA
512019_NELL_220,512019,220,SOUTH,ANDHRA,INDIA
512024_CHIT_220,512024,220,SOUTH,ANDHRA,INDIA
512025_RNGN_220,512025,220,SOUTH,ANDHRA,INDIA
512026_CHIT_NEW_220,512026,220,SOUTH,ANDHRA,INDIA
512031_ANTPUR_220,512031,220,SOUTH,ANDHRA,INDIA
512032_BHMD_220,512032,220,SOUTH,ANDHRA,INDIA
512034_BOMM_220,512034,220,SOUTH,ANDHRA,INDIA
512035_CHILAKAL_220,512035,220,SOUTH,ANDHRA,INDIA
512037_EXIMPARK_220,512037,220,SOUTH,ANDHRA,INDIA
512038_GANAD2_220,512038,220,SOUTH,ANDHRA,INDIA
512039_GARIVD_220,512039,220,SOUTH,ANDHRA,INDIA
512040_GAZV_220,512040,220,SOUTH,ANDHRA,INDIA
512041_GUNT_220,512041,220,SOUTH,ANDHRA,INDIA
512042_HINDUPUR_220,512042,220,SOUTH,ANDHRA,INDIA
512043_JAGRPDU2_220,512043,220,SOUTH,ANDHRA,INDIA
512044_KAKINADA_220,512044,220,SOUTH,ANDHRA,INDIA
512045_KALIK2_220,512045,220,SOUTH,ANDHRA,INDIA
512048_KODUR_220,512048,220,SOUTH,ANDHRA,INDIA
512050_LISLRU_220,512050,220,SOUTH,ANDHRA,INDIA
512057_MUDN_220,512057,220,SOUTH,ANDHRA,INDIA
512058_MYDUKUR_220,512058,220,SOUTH,ANDHRA,INDIA
512059_NANDYAL2_220,512059,220,SOUTH,ANDHRA,INDIA
512061_NDVL_220,512061,220,SOUTH,ANDHRA,INDIA
512063_ONGO_220,512063,220,SOUTH,ANDHRA,INDIA
512064_PARUCHUR_220,512064,220,SOUTH,ANDHRA,INDIA
512065_PARVADA_220,512065,220,SOUTH,ANDHRA,INDIA
512066_PENDTH_220,512066,220,SOUTH,ANDHRA,INDIA
512067_RAJAM2_220,512067,220,SOUTH,ANDHRA,INDIA
512071_SLRP_220,512071,220,SOUTH,ANDHRA,INDIA
512072_SMYJ_220,512072,220,SOUTH,ANDHRA,INDIA
512073_SRIS_220,512073,220,SOUTH,ANDHRA,INDIA
512074_STEELP_220,512074,220,SOUTH,ANDHRA,INDIA
512075_TADIPATR_220,512075,220,SOUTH,ANDHRA,INDIA
512076_TEKKALI_220,512076,220,SOUTH,ANDHRA,INDIA
512077_USILRU_220,512077,220,SOUTH,ANDHRA,INDIA
512080_YRGN_220,512080,220,SOUTH,ANDHRA,INDIA
512081_PODILI_220,512081,220,SOUTH,ANDHRA,INDIA
512083_KNDP_220,512083,220,SOUTH,ANDHRA,INDIA
512084_VIJES1_220,512084,220,SOUTH,ANDHRA,INDIA
512085_VIJES2_220,512085,220,SOUTH,ANDHRA,INDIA
512087_VEMAGIRI_220,512087,220,SOUTH,ANDHRA,INDIA
512097_PULIVNDL_220,512097,220,SOUTH,ANDHRA,INDIA
512101_MARKPR_220,512101,220,SOUTH,ANDHRA,INDIA
512103_BRAHMKTR_220,512103,220,SOUTH,ANDHRA,INDIA
512104_MALYALA_220,512104,220,SOUTH,ANDHRA,INDIA
512105_APCARBID_220,512105,220,SOUTH,ANDHRA,INDIA
512107_BSMUDRAM_220,512107,220,SOUTH,ANDHRA,INDIA
512108_KALYNDUR_220,512108,220,SOUTH,ANDHRA,INDIA
512109_RAMAGIRI_220,512109,220,SOUTH,ANDHRA,INDIA
512110_NARSRAOP_220,512110,220,SOUTH,ANDHRA,INDIA
512111_KVKOTA_220,512111,220,SOUTH,ANDHRA,INDIA
512112_RCVARAM_220,512112,220,SOUTH,ANDHRA,INDIA
512113_PDPURAM_220,512113,220,SOUTH,ANDHRA,INDIA
512114_BHIMAVAR_220,512114,220,SOUTH,ANDHRA,INDIA
512115_GUDIVDA_220,512115,220,SOUTH,ANDHRA,INDIA
512116_PARWADA_220,512116,220,SOUTH,ANDHRA,INDIA
512117_TEKKALI_220,512117,220,SOUTH,ANDHRA,INDIA
512130_KODUR_220,512130,220,SOUTH,ANDHRA,INDIA
512132_KONDPRM-W_220,512132,220,SOUTH,ANDHRA,INDIA
512133_URVKND_220,512133,220,SOUTH,ANDHRA,INDIA
512134_PDBHIMAV_220,512134,220,SOUTH,ANDHRA,INDIA
512135_ASPIRI_220,512135,220,SOUTH,ANDHRA,INDIA
512136_MOGULV2_220,512136,220,SOUTH,ANDHRA,INDIA
512137_BRMPLI_220,512137,220,SOUTH,ANDHRA,INDIA
514005_VIJW_400,514005,400,SOUTH,ANDHRA,INDIA
514006_GAZW_400,514006,400,SOUTH,ANDHRA,INDIA
514007_CUDP_400,514007,400,SOUTH,ANDHRA,INDIA
514008_GOOT_400,514008,400,SOUTH,ANDHRA,INDIA
514010_GAZU-SR_400,514010,400,SOUTH,ANDHRA,INDIA
514013_KURNOOL4_400,514013,400,SOUTH,ANDHRA,INDIA
514014_SIMHADRI_400,514014,400,SOUTH,ANDHRA,INDIA
514015_SIMHD-II_400,514015,400,SOUTH,ANDHRA,INDIA
514016_VIZPOOL_400,514016,400,SOUTH,ANDHRA,INDIA
514017_VEMAGIR4_400,514017,400,SOUTH,ANDHRA,INDIA
514018_TPCIL4_400,514018,400,SOUTH,ANDHRA,INDIA
514019_NELLORE4_400,514019,400,SOUTH,ANDHRA,INDIA
514024_CHITOR_400,514024,400,SOUTH,ANDHRA,INDIA
