Node,node.number,Voltage,Region,Zone,Owner
211280_MARIANI1_132,211280,132,NRTHEAST,ASSAM,ST-EXISTING
211330_JORHAT1_132,211330,132,NRTHEAST,ASSAM,ST-EXISTING
211340_PNCHGRM1_132,211340,132,NRTHEAST,ASSAM,ST-EXISTING
211350_PAILAPOL1_132,211350,132,NRTHEAST,ASSAM,ST-EXISTING
211355_BALIPARA1_132,211355,132,NRTHEAST,ASSAM,ST-EXISTING
211370_DULLAVCH1_132,211370,132,NRTHEAST,ASSAM,ST-EXISTING
211390_SANKARDNGR_132,211390,132,NRTHEAST,ASSAM,ST-EXISTING
211450_LTPS1_132,211450,132,NRTHEAST,ASSAM,ST-EXISTING
211460_NTPS1_132,211460,132,NRTHEAST,ASSAM,ST-EXISTING
211510_TINSUKIA1_132,211510,132,NRTHEAST,ASSAM,ST-EXISTING
211530_MARGHERITA_132,211530,132,NRTHEAST,ASSAM,ST-EXISTING
211540_DIBRUGARH1_132,211540,132,NRTHEAST,ASSAM,ST-EXISTING
211550_SALAKATI1_132,211550,132,NRTHEAST,ASSAM,ST-EXISTING
211590_UMRNGSHU1_132,211590,132,NRTHEAST,ASSAM,ST-EXISTING
211600_PAVOI1_132,211600,132,NRTHEAST,ASSAM,ST-EXISTING
211620_BOKO1_132,211620,132,NRTHEAST,ASSAM,ST-EXISTING
211630_NALBARI1_132,211630,132,NRTHEAST,ASSAM,ST-EXISTING
211640_BOKAJAN1_132,211640,132,NRTHEAST,ASSAM,ST-EXISTING
211650_GOLAGHAT1_132,211650,132,NRTHEAST,ASSAM,ST-EXISTING
211660_SIPAJHAR_132,211660,132,NRTHEAST,ASSAM,ST-EXISTING
211670_DIPHU1_132,211670,132,NRTHEAST,ASSAM,ST-EXISTING
211680_NARANGI1_132,211680,132,NRTHEAST,ASSAM,ST-EXISTING
211690_DISPUR1_132,211690,132,NRTHEAST,ASSAM,ST-EXISTING
211700_SRIKONA1_132,211700,132,NRTHEAST,ASSAM,ST-EXISTING
211740_MORAN1_132,211740,132,NRTHEAST,ASSAM,ST-EXISTING
211750_NAZIRA1_132,211750,132,NRTHEAST,ASSAM,ST-EXISTING
211760_MAJULI1_132,211760,132,NRTHEAST,ASSAM,ST-EXISTING
211770_BOKAKHAT1_132,211770,132,NRTHEAST,ASSAM,ST-EXISTING
211800_HAFLONG-A_132,211800,132,NRTHEAST,ASSAM,ST-EXISTING
211940_BRPL1_132,211940,132,NRTHEAST,ASSAM,ST-EXISTING
211950_SIBSAGAR1_132,211950,132,NRTHEAST,ASSAM,ST-EXISTING
211960_HPC-P1_132,211960,132,NRTHEAST,ASSAM,ST-EXISTING
211970_HPC-J1_132,211970,132,NRTHEAST,ASSAM,ST-EXISTING
212020_AGIA2_220,212020,220,NRTHEAST,ASSAM,ST-EXISTING
212040_SARUSAJAI2_220,212040,220,NRTHEAST,ASSAM,ST-EXISTING
212250_SAMAGURI2_220,212250,220,NRTHEAST,ASSAM,ST-EXISTING
212270_MARIANI2_220,212270,220,NRTHEAST,ASSAM,ST-EXISTING
212440_LANGPI1_220,212440,220,NRTHEAST,ASSAM,ST-EXISTING
212470_NTPS2_220,212470,220,NRTHEAST,ASSAM,ST-EXISTING
212500_TINSUKIA2_220,212500,220,NRTHEAST,ASSAM,ST-EXISTING
212610_BOKO2_220,212610,220,NRTHEAST,ASSAM,ST-EXISTING
216071_MARIANI6-LOA_66,216071,66,NRTHEAST,ASSAM,ST-EXISTING
216075_RUPAI-LOAD_66,216075,66,NRTHEAST,ASSAM,ST-EXISTING
216076_TINSUKIA6-LO_66,216076,66,NRTHEAST,ASSAM,ST-EXISTING
216080_BOKAJAN6-LOA_66,216080,66,NRTHEAST,ASSAM,ST-EXISTING
216090_DIPHU-LOAD_66,216090,66,NRTHEAST,ASSAM,ST-EXISTING
216091_NAZIRA-LOAD_66,216091,66,NRTHEAST,ASSAM,ST-EXISTING
216820_MARIANI6_66,216820,66,NRTHEAST,ASSAM,ST-EXISTING
216830_GOLAGHAT6_66,216830,66,NRTHEAST,ASSAM,ST-EXISTING
216840_BOKAJAN6_66,216840,66,NRTHEAST,ASSAM,ST-EXISTING
216850_RUPAI6_66,216850,66,NRTHEAST,ASSAM,ST-EXISTING
216860_TINSUKIA6_66,216860,66,NRTHEAST,ASSAM,ST-EXISTING
216890_DIPHU6_66,216890,66,NRTHEAST,ASSAM,ST-EXISTING
216900_NAZIRA6_66,216900,66,NRTHEAST,ASSAM,ST-EXISTING
216980_NTPS6_66,216980,66,NRTHEAST,ASSAM,ST-EXISTING
221010_DAPORIJO1_132,221010,132,NRTHEAST,ARPRADESH,ST-EXISTING
221020_ALONG1_132,221020,132,NRTHEAST,ARPRADESH,ST-EXISTING
221050_DEOMALI1_132,221050,132,NRTHEAST,ARPRADESH,ST-EXISTING
222030_DEOMALI2_220,222030,220,NRTHEAST,ARPRADESH,ST-EXISTING
231000_UMTRU1_132,231000,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231001_MAWLAI-LOAD_132,231001,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231002_NEHU-LOAD_132,231002,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231003_KHLIERIAT-LO_132,231003,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231004_CHERRA-LOAD_132,231004,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231005_NANGALB-LOAD_132,231005,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231006_TURA-LOAD_132,231006,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231007_MAWNGP-LOAD_132,231007,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231008_LUMSHNON-LOA_132,231008,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231009_NONGSTOIN-LD_132,231009,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231010_UMIAM1-1_132,231010,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231011_EPIP1-LOAD_132,231011,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231012_EPIP2-LOAD_132,231012,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231013_UMIAM-LOAD_132,231013,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231014_UMIAM3-LOAD_132,231014,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231015_NEGRIM-LOAD_132,231015,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231020_UMIAM2-1_132,231020,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231030_UMIAM3-1_132,231030,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231040_UMIAM4-1_132,231040,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231050_MAWLAI1_132,231050,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231060_NEHU1_132,231060,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231070_KHLIERIAT_132,231070,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231080_CHERRA1_132,231080,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231100_NANGALB1_132,231100,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231110_TURA1_132,231110,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231120_MAWNGAP1_132,231120,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231130_CMCL1_132,231130,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231140_MCL1_132,231140,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231150_ADHUNIK1_132,231150,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231160_HILLCEM1_132,231160,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231170_JUDCEM1_132,231170,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231180_GVILCEM1_132,231180,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231230_LUMSNON1_132,231230,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231240_NONGSTOIN_132,231240,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231250_NEIGRIM1_132,231250,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231260_EPIP1_132,231260,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231270_EPIP2_132,231270,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231280_LESHKA1_132,231280,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231300_UMIAM1_132,231300,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231301_UMIAM_132,231301,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231310_KILLING1_132,231310,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231340_TRISHUL1_132,231340,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231350_NALARI1_132,231350,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231360_SHYMCEN1_132,231360,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231370_MAITHAN1_132,231370,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231380_SAIPRKS1_132,231380,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231390_GREYSTN1_132,231390,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231400_MEGCARB1_132,231400,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231410_MPL_132,231410,132,NRTHEAST,MEGHALAYA,ST-EXISTING
231900_LESHKASPLT_132,231900,132,NRTHEAST,MEGHALAYA,ST-EXISTING
234020_BYRNIHAT_400,234020,400,NRTHEAST,MEGHALAYA,ST-EXISTING
241000_MELURI-LOAD_132,241000,132,NRTHEAST,NAGALAND,ST-EXISTING
241001_KHIPHRE-LOAD_132,241001,132,NRTHEAST,NAGALAND,ST-EXISTING
241005_MOKOKCHNG-LO_132,241005,132,NRTHEAST,NAGALAND,ST-EXISTING
241010_KOHIMA1_132,241010,132,NRTHEAST,NAGALAND,ST-EXISTING
241011_WOKHA-LOAD_132,241011,132,NRTHEAST,NAGALAND,ST-EXISTING
241012_DIMAPUR-LOAD_132,241012,132,NRTHEAST,NAGALAND,ST-EXISTING
241013_KOHIMA-LOAD_132,241013,132,NRTHEAST,NAGALAND,ST-EXISTING
241020_DIMAPUR1_132,241020,132,NRTHEAST,NAGALAND,ST-EXISTING
241030_WOKHA1_132,241030,132,NRTHEAST,NAGALAND,ST-EXISTING
241040_MOKOKCHUNG1_132,241040,132,NRTHEAST,NAGALAND,ST-EXISTING
241058_BAGHTY-LOAD_132,241058,132,NRTHEAST,NAGALAND,ST-EXISTING
241061_MELURI1_132,241061,132,NRTHEAST,NAGALAND,ST-EXISTING
241062_KHIPIRE1_132,241062,132,NRTHEAST,NAGALAND,ST-EXISTING
246002_KHIPHRE6-LOA_66,246002,66,NRTHEAST,NAGALAND,ST-EXISTING
246003_TUENSANG-LOA_66,246003,66,NRTHEAST,NAGALAND,ST-EXISTING
246004_MOKOKCHNG-LO_66,246004,66,NRTHEAST,NAGALAND,ST-EXISTING
246006_TULI-LOAD_66,246006,66,NRTHEAST,NAGALAND,ST-EXISTING
246007_NAGINMARA-LD_66,246007,66,NRTHEAST,NAGALAND,ST-EXISTING
246008_TIZIT-LOAD_66,246008,66,NRTHEAST,NAGALAND,ST-EXISTING
246009_MON-LOAD_66,246009,66,NRTHEAST,NAGALAND,ST-EXISTING
246010_ZUNHEBOTO-LO_66,246010,66,NRTHEAST,NAGALAND,ST-EXISTING
246100_LIKIMARO1_66,246100,66,NRTHEAST,NAGALAND,ST-EXISTING
246110_DIMAPUR6_66,246110,66,NRTHEAST,NAGALAND,ST-EXISTING
246120_CHUMUKD6_66,246120,66,NRTHEAST,NAGALAND,ST-EXISTING
246130_SNGRIJN6_66,246130,66,NRTHEAST,NAGALAND,ST-EXISTING
246140_GANESNAGA_66,246140,66,NRTHEAST,NAGALAND,ST-EXISTING
246180_KHIPIRE6_66,246180,66,NRTHEAST,NAGALAND,ST-EXISTING
246190_TUENSNG6_66,246190,66,NRTHEAST,NAGALAND,ST-EXISTING
246200_MOKOKCHUNG6_66,246200,66,NRTHEAST,NAGALAND,ST-EXISTING
246210_ZUNHEBOTO6_66,246210,66,NRTHEAST,NAGALAND,ST-EXISTING
246220_NAGINIMARA6_66,246220,66,NRTHEAST,NAGALAND,ST-EXISTING
246230_TULI6_66,246230,66,NRTHEAST,NAGALAND,ST-EXISTING
246240_TIZIT6_66,246240,66,NRTHEAST,NAGALAND,ST-EXISTING
246250_MON6_66,246250,66,NRTHEAST,NAGALAND,ST-EXISTING
251000_KARONG1_132,251000,132,NRTHEAST,MANIPUR,ST-EXISTING
251010_IMPHAL1_132,251010,132,NRTHEAST,MANIPUR,ST-EXISTING
251011_NINGTHOU_132,251011,132,NRTHEAST,MANIPUR,ST-EXISTING
251015_KARONG-LOAD_132,251015,132,NRTHEAST,MANIPUR,ST-EXISTING
251016_IMPHAL1-LOAD_132,251016,132,NRTHEAST,MANIPUR,ST-EXISTING
251017_NINGTHOU-LD_132,251017,132,NRTHEAST,MANIPUR,ST-EXISTING
251018_CHURA-LOAD_132,251018,132,NRTHEAST,MANIPUR,ST-EXISTING
251019_YINGANG-LOAD_132,251019,132,NRTHEAST,MANIPUR,ST-EXISTING
251020_KAKCHNG-LOAD_132,251020,132,NRTHEAST,MANIPUR,ST-EXISTING
251021_RENPANG-LOAD_132,251021,132,NRTHEAST,MANIPUR,ST-EXISTING
251022_KONGBA-LOAD_132,251022,132,NRTHEAST,MANIPUR,ST-EXISTING
251030_CHURACHANDRP_132,251030,132,NRTHEAST,MANIPUR,ST-EXISTING
251040_YINGANG1_132,251040,132,NRTHEAST,MANIPUR,ST-EXISTING
251050_KAKCHNG1_132,251050,132,NRTHEAST,MANIPUR,ST-EXISTING
251060_RENPANG1_132,251060,132,NRTHEAST,MANIPUR,ST-EXISTING
251071_KONGBA1_132,251071,132,NRTHEAST,MANIPUR,ST-EXISTING
251081_JIRIBAM-LOAD_132,251081,132,NRTHEAST,MANIPUR,ST-EXISTING
251091_JIRIBAM-MNPR_132,251091,132,NRTHEAST,MANIPUR,ST-EXISTING
261000_ZUANGTUI_132,261000,132,NRTHEAST,MIZORAM,ST-EXISTING
261010_SERCHIP1_132,261010,132,NRTHEAST,MIZORAM,ST-EXISTING
261020_KOLASIB1_132,261020,132,NRTHEAST,MIZORAM,ST-EXISTING
261030_ZUANGT-LOAD_132,261030,132,NRTHEAST,MIZORAM,ST-EXISTING
261031_SERCHIP-LOAD_132,261031,132,NRTHEAST,MIZORAM,ST-EXISTING
261032_KOLASIB-LOAD_132,261032,132,NRTHEAST,MIZORAM,ST-EXISTING
261033_LUNGEI-LOAD_132,261033,132,NRTHEAST,MIZORAM,ST-EXISTING
261034_SAITUL-LOAD_132,261034,132,NRTHEAST,MIZORAM,ST-EXISTING
261035_LONGMOL-LOAD_132,261035,132,NRTHEAST,MIZORAM,ST-EXISTING
261060_LUNGLEI1_132,261060,132,NRTHEAST,MIZORAM,ST-EXISTING
261070_SAITUL1_132,261070,132,NRTHEAST,MIZORAM,ST-EXISTING
261090_LONGMOL1_132,261090,132,NRTHEAST,MIZORAM,ST-EXISTING
271000_DHARAMNAGAR1_132,271000,132,NRTHEAST,TRIPURA,ST-EXISTING
271010_AMBASSA1_132,271010,132,NRTHEAST,TRIPURA,ST-EXISTING
271030_AGARTLA1_132,271030,132,NRTHEAST,TRIPURA,ST-EXISTING
271040_DHARAMNGR-LD_132,271040,132,NRTHEAST,TRIPURA,ST-EXISTING
271041_AMBASSA-LOAD_132,271041,132,NRTHEAST,TRIPURA,ST-EXISTING
271042_AGARTALA-LOA_132,271042,132,NRTHEAST,TRIPURA,ST-EXISTING
271043_BODJANNGR-LD_132,271043,132,NRTHEAST,TRIPURA,ST-EXISTING
271044_JIRANIA-LOAD_132,271044,132,NRTHEAST,TRIPURA,ST-EXISTING
271045_TELIMURA-LD_132,271045,132,NRTHEAST,TRIPURA,ST-EXISTING
271046_PKBARI-LOAD_132,271046,132,NRTHEAST,TRIPURA,ST-EXISTING
271047_UDAIPUR-LOAD_132,271047,132,NRTHEAST,TRIPURA,ST-EXISTING
271049_KHOWAI-LOAD_132,271049,132,NRTHEAST,TRIPURA,ST-EXISTING
271057_BODJANNAGAR1_132,271057,132,NRTHEAST,TRIPURA,ST-EXISTING
271059_KAMALPUR-LOA_132,271059,132,NRTHEAST,TRIPURA,ST-EXISTING
271060_JIRANIA1_132,271060,132,NRTHEAST,TRIPURA,ST-EXISTING
271061_KAILASH-LOA_132,271061,132,NRTHEAST,TRIPURA,ST-EXISTING
271070_BARAMURA1_132,271070,132,NRTHEAST,TRIPURA,ST-EXISTING
271080_TELIMURA1_132,271080,132,NRTHEAST,TRIPURA,ST-EXISTING
271090_PKBARI1_132,271090,132,NRTHEAST,TRIPURA,ST-EXISTING
271130_UDAIPUR1_132,271130,132,NRTHEAST,TRIPURA,ST-EXISTING
271140_SURAJMANGR1_132,271140,132,NRTHEAST,TRIPURA,ST-EXISTING
271210_KHOWAI1_132,271210,132,NRTHEAST,TRIPURA,ST-EXISTING
271221_KAMALPUR1_132,271221,132,NRTHEAST,TRIPURA,ST-EXISTING
271230_KAILASHAHAR1_132,271230,132,NRTHEAST,TRIPURA,ST-EXISTING
271340_ROKHIA1_132,271340,132,NRTHEAST,TRIPURA,ST-EXISTING
274001_PKBARI_400,274001,400,NRTHEAST,TRIPURA,ST-EXISTING
274002_SURAJMANNGR_400,274002,400,NRTHEAST,TRIPURA,ST-EXISTING
276052_SATCHND-LOAD_66,276052,66,NRTHEAST,TRIPURA,ST-EXISTING
276054_SABROOM-LOAD_66,276054,66,NRTHEAST,TRIPURA,ST-EXISTING
276055_BAGAFA-LOAD_66,276055,66,NRTHEAST,TRIPURA,ST-EXISTING
276056_UDAIPUR-LOAD_66,276056,66,NRTHEAST,TRIPURA,ST-EXISTING
276057_BELONIA-LOAD_66,276057,66,NRTHEAST,TRIPURA,ST-EXISTING
276059_GOKULNGR-LD_66,276059,66,NRTHEAST,TRIPURA,ST-EXISTING
276060_BADARGT-LOAD_66,276060,66,NRTHEAST,TRIPURA,ST-EXISTING
276061_AMARPUR-LOAD_66,276061,66,NRTHEAST,TRIPURA,ST-EXISTING
276062_TELIAMUR-LD_66,276062,66,NRTHEAST,TRIPURA,ST-EXISTING
276300_SATCHND6_66,276300,66,NRTHEAST,TRIPURA,ST-EXISTING
276310_SABROOM6_66,276310,66,NRTHEAST,TRIPURA,ST-EXISTING
276320_BAGAFA6_66,276320,66,NRTHEAST,TRIPURA,ST-EXISTING
276330_UDAIPUR6_66,276330,66,NRTHEAST,TRIPURA,ST-EXISTING
276340_BELONIA6_66,276340,66,NRTHEAST,TRIPURA,ST-EXISTING
276350_RNAGAR6_66,276350,66,NRTHEAST,TRIPURA,ST-EXISTING
276360_ROKHIA6_66,276360,66,NRTHEAST,TRIPURA,ST-EXISTING
276370_GOKULNAGAR6_66,276370,66,NRTHEAST,TRIPURA,ST-EXISTING
276380_BADARGHAT6_66,276380,66,NRTHEAST,TRIPURA,ST-EXISTING
276390_AGARTAL6_66,276390,66,NRTHEAST,TRIPURA,ST-EXISTING
276400_GUMTI6_66,276400,66,NRTHEAST,TRIPURA,ST-EXISTING
276410_AMARPUR6_66,276410,66,NRTHEAST,TRIPURA,ST-EXISTING
276420_TELIAMUR6_66,276420,66,NRTHEAST,TRIPURA,ST-EXISTING
276430_BARAMRA6_66,276430,66,NRTHEAST,TRIPURA,ST-EXISTING
311001_BHILA1_132,311001,132,WEST,CHATTISGARH,ST-EXISTING
311002_KORE1_132,311002,132,WEST,CHATTISGARH,ST-EXISTING
311003_THELKADH_132,311003,132,WEST,CHATTISGARH,ST-EXISTING
311004_HASDE1_132,311004,132,WEST,CHATTISGARH,ST-EXISTING
311005_MANENGRH_132,311005,132,WEST,CHATTISGARH,ST-EXISTING
311006_BISHRMPR_132,311006,132,WEST,CHATTISGARH,ST-EXISTING
311007_URLA_132,311007,132,WEST,CHATTISGARH,ST-EXISTING
311008_BARSOOR_132,311008,132,WEST,CHATTISGARH,ST-EXISTING
311009_BHATAPRA_132,311009,132,WEST,CHATTISGARH,ST-EXISTING
311010_GURUR_132,311010,132,WEST,CHATTISGARH,ST-EXISTING
311011_KOTMIKL_132,311011,132,WEST,CHATTISGARH,ST-EXISTING
311012_RAIGARH_132,311012,132,WEST,CHATTISGARH,ST-EXISTING
311013_MOPKA_132,311013,132,WEST,CHATTISGARH,ST-EXISTING
311014_SILTARA_132,311014,132,WEST,CHATTISGARH,ST-EXISTING
311015_PARASWNI_132,311015,132,WEST,CHATTISGARH,ST-EXISTING
311016_BANARI_132,311016,132,WEST,CHATTISGARH,ST-EXISTING
311017_BEMETRA_132,311017,132,WEST,CHATTISGARH,ST-EXISTING
311018_SUHELA_132,311018,132,WEST,CHATTISGARH,ST-EXISTING
311019_DOMA_132,311019,132,WEST,CHATTISGARH,ST-EXISTING
311020_UDALKCHR_132,311020,132,WEST,CHATTISGARH,ST-EXISTING
311021_BAIKUNTH_132,311021,132,WEST,CHATTISGARH,ST-EXISTING
311022_AMBIKAPR_132,311022,132,WEST,CHATTISGARH,ST-EXISTING
311023_PATHLGN_132,311023,132,WEST,CHATTISGARH,ST-EXISTING
311024_JASHPUR_132,311024,132,WEST,CHATTISGARH,ST-EXISTING
311025_GHARGHDA_132,311025,132,WEST,CHATTISGARH,ST-EXISTING
311026_KHARASIY_132,311026,132,WEST,CHATTISGARH,ST-EXISTING
311027_ADBHAR_132,311027,132,WEST,CHATTISGARH,ST-EXISTING
311028_SARAIPAL_132,311028,132,WEST,CHATTISGARH,ST-EXISTING
311029_SARANGRH_132,311029,132,WEST,CHATTISGARH,ST-EXISTING
311030_JHALAP_132,311030,132,WEST,CHATTISGARH,ST-EXISTING
311031_BARAMKLA_132,311031,132,WEST,CHATTISGARH,ST-EXISTING
311032_CHAMPA_132,311032,132,WEST,CHATTISGARH,ST-EXISTING
311033_AKALTARA_132,311033,132,WEST,CHATTISGARH,ST-EXISTING
311034_KVK_132,311034,132,WEST,CHATTISGARH,ST-EXISTING
311035_ARASMETA_132,311035,132,WEST,CHATTISGARH,ST-EXISTING
311036_BILASPUR_132,311036,132,WEST,CHATTISGARH,ST-EXISTING
311037_SILPAHRI_132,311037,132,WEST,CHATTISGARH,ST-EXISTING
311038_CHAKRBHT_132,311038,132,WEST,CHATTISGARH,ST-EXISTING
311039_SIMGA_132,311039,132,WEST,CHATTISGARH,ST-EXISTING
311040_KACHANA_132,311040,132,WEST,CHATTISGARH,ST-EXISTING
311041_MONNET_R_132,311041,132,WEST,CHATTISGARH,ST-EXISTING
311042_CENTURY_132,311042,132,WEST,CHATTISGARH,ST-EXISTING
311043_BORJHRA_132,311043,132,WEST,CHATTISGARH,ST-EXISTING
311044_BAGRANG_132,311044,132,WEST,CHATTISGARH,ST-EXISTING
311045_MAHA-ST_132,311045,132,WEST,CHATTISGARH,ST-EXISTING
311046_KAWARDH_132,311046,132,WEST,CHATTISGARH,ST-EXISTING
311047_TULSI_132,311047,132,WEST,CHATTISGARH,ST-EXISTING
311048_KANKER_132,311048,132,WEST,CHATTISGARH,ST-EXISTING
311049_KURUD_132,311049,132,WEST,CHATTISGARH,ST-EXISTING
311050_DALIRJH_132,311050,132,WEST,CHATTISGARH,ST-EXISTING
311051_DHAMDA_132,311051,132,WEST,CHATTISGARH,ST-EXISTING
311052_SAJA_132,311052,132,WEST,CHATTISGARH,ST-EXISTING
311053_DONGRGRH_132,311053,132,WEST,CHATTISGARH,ST-EXISTING
311054_RUABAND_132,311054,132,WEST,CHATTISGARH,ST-EXISTING
311055_GENDRDH_132,311055,132,WEST,CHATTISGARH,ST-EXISTING
311056_JPCEMENT_132,311056,132,WEST,CHATTISGARH,ST-EXISTING
311057_MAHA-CL_132,311057,132,WEST,CHATTISGARH,ST-EXISTING
311058_JAMNIPLI_132,311058,132,WEST,CHATTISGARH,ST-EXISTING
311059_BAGBAHRA_132,311059,132,WEST,CHATTISGARH,ST-EXISTING
311060_GEEDM-T_132,311060,132,WEST,CHATTISGARH,ST-EXISTING
311061_ADWL-TAP_132,311061,132,WEST,CHATTISGARH,ST-EXISTING
311062_ADWL_132,311062,132,WEST,CHATTISGARH,ST-EXISTING
311063_KAVARGN_132,311063,132,WEST,CHATTISGARH,ST-EXISTING
311064_DILMILI_132,311064,132,WEST,CHATTISGARH,ST-EXISTING
311065_DILMLI-T_132,311065,132,WEST,CHATTISGARH,ST-EXISTING
311066_TOKPL-T_132,311066,132,WEST,CHATTISGARH,ST-EXISTING
311067_TOKPAL_132,311067,132,WEST,CHATTISGARH,ST-EXISTING
311068_JAGDALPR_132,311068,132,WEST,CHATTISGARH,ST-EXISTING
311069_AMAGDA-T_132,311069,132,WEST,CHATTISGARH,ST-EXISTING
311070_GEEDAM_132,311070,132,WEST,CHATTISGARH,ST-EXISTING
311071_BHANSI_132,311071,132,WEST,CHATTISGARH,ST-EXISTING
311072_BHANSI-T_132,311072,132,WEST,CHATTISGARH,ST-EXISTING
311073_KIRANDUL_132,311073,132,WEST,CHATTISGARH,ST-EXISTING
311074_HGPL_132,311074,132,WEST,CHATTISGARH,ST-EXISTING
311075_NAWAGARH_132,311075,132,WEST,CHATTISGARH,ST-EXISTING
311076_MUNGELI_132,311076,132,WEST,CHATTISGARH,ST-EXISTING
311077_RAJIM_132,311077,132,WEST,CHATTISGARH,ST-EXISTING
311078_DHAMTARI_132,311078,132,WEST,CHATTISGARH,ST-EXISTING
311079_GURUR-TP_132,311079,132,WEST,CHATTISGARH,ST-EXISTING
311080_GRASIM_132,311080,132,WEST,CHATTISGARH,ST-EXISTING
311081_LANDT_132,311081,132,WEST,CHATTISGARH,ST-EXISTING
311082_BALD-BZR_132,311082,132,WEST,CHATTISGARH,ST-EXISTING
311083_LAFARGE_132,311083,132,WEST,CHATTISGARH,ST-EXISTING
311084_SKS_132,311084,132,WEST,CHATTISGARH,ST-EXISTING
311085_JAGDMBA_132,311085,132,WEST,CHATTISGARH,ST-EXISTING
311086_GODVRI-P_132,311086,132,WEST,CHATTISGARH,ST-EXISTING
311087_VANDANA_132,311087,132,WEST,CHATTISGARH,ST-EXISTING
311088_NAKODA_132,311088,132,WEST,CHATTISGARH,ST-EXISTING
311089_SHARD-EN_132,311089,132,WEST,CHATTISGARH,ST-EXISTING
311090_BIRGAON_132,311090,132,WEST,CHATTISGARH,ST-EXISTING
311091_GUDIYARI_132,311091,132,WEST,CHATTISGARH,ST-EXISTING
311092_HIRA-PL_132,311092,132,WEST,CHATTISGARH,ST-EXISTING
311093_BAJRNG-P_132,311093,132,WEST,CHATTISGARH,ST-EXISTING
311094_BELGHNA_132,311094,132,WEST,CHATTISGARH,ST-EXISTING
311095_ARYAN-CL_132,311095,132,WEST,CHATTISGARH,ST-EXISTING
311096_CSPL_132,311096,132,WEST,CHATTISGARH,ST-EXISTING
311097_PIL_132,311097,132,WEST,CHATTISGARH,ST-EXISTING
311098_BALOD_132,311098,132,WEST,CHATTISGARH,ST-EXISTING
311099_RAIGH-RL_132,311099,132,WEST,CHATTISGARH,ST-EXISTING
311100_AKALT-RL_132,311100,132,WEST,CHATTISGARH,ST-EXISTING
311101_BILSPR-R_132,311101,132,WEST,CHATTISGARH,ST-EXISTING
311102_VISRPR-R_132,311102,132,WEST,CHATTISGARH,ST-EXISTING
311103_MSP-STL_132,311103,132,WEST,CHATTISGARH,ST-EXISTING
311104_URLA-TL_132,311104,132,WEST,CHATTISGARH,ST-EXISTING
311105_RL-I-LTD_132,311105,132,WEST,CHATTISGARH,ST-EXISTING
311106_BHATP-TS_132,311106,132,WEST,CHATTISGARH,ST-EXISTING
311107_RAJNDGN_132,311107,132,WEST,CHATTISGARH,ST-EXISTING
311108_RAJNG-TL_132,311108,132,WEST,CHATTISGARH,ST-EXISTING
311109_MANA_132,311109,132,WEST,CHATTISGARH,ST-EXISTING
