Line,Node From,Node To,Type,Voltage,Max Flow,Min Flow,Resistance,Reactance,Status,Length
111117_111119_2_CKT,111117_WANGANPURA1_132,111119_UPPERSIND_132,AC,132,100,NA,0.0093,0.0222,1,NA
111118_111120_1_CKT,111118_BEMINA1_132,111120_RAWALPURA1_132,AC,132,100,NA,0.00838,0.01994,1,NA
111118_111120_2_CKT,111118_BEMINA1_132,111120_RAWALPURA1_132,AC,132,100,NA,0.00838,0.01994,1,NA
111121_111122_1_CKT,111121_AWANTIPURA_132,111122_LASSIPORA_132,AC,132,100,NA,0.01909,0.04543,1,NA
111113_111123_1_CKT,111113_KATRA1_132,111123_BARN1_132,AC,132,100,NA,0.0214,0.0509,1,NA
111114_111123_1_CKT,111114_JOURIAN1_132,111123_BARN1_132,AC,132,100,NA,0.0279,0.0665,1,NA
111122_111126_1_CKT,111122_LASSIPORA_132,111126_SHOPIAN_132,AC,132,100,NA,0.0135,0.03213,1,NA
111107_111127_1_CKT,111107_CHAMASHEHI_132,111127_KHANMOH_132,AC,132,100,NA,0.00605,0.0144,1,NA
111107_111128_1_CKT,111107_CHAMASHEHI_132,111128_HABBAK_132,AC,132,100,NA,0.0121,0.02881,1,NA
111107_111128_2_CKT,111107_CHAMASHEHI_132,111128_HABBAK_132,AC,132,100,NA,0.0121,0.02881,1,NA
111117_111128_1_CKT,111117_WANGANPURA1_132,111128_HABBAK_132,AC,132,100,NA,0.00512,0.01219,1,NA
111119_111128_1_CKT,111119_UPPERSIND_132,111128_HABBAK_132,AC,132,100,NA,0.02328,0.0554,0,NA
111119_111128_2_CKT,111119_UPPERSIND_132,111128_HABBAK_132,AC,132,100,NA,0.02328,0.0554,0,NA
111107_111129_1_CKT,111107_CHAMASHEHI_132,111129_PAMPORE1_132,AC,132,100,NA,0.013,0.031,1,NA
111120_111129_1_CKT,111120_RAWALPURA1_132,111129_PAMPORE1_132,AC,132,100,NA,0.00931,0.02216,1,NA
111120_111129_2_CKT,111120_RAWALPURA1_132,111129_PAMPORE1_132,AC,132,100,NA,0.00931,0.02216,1,NA
111121_111129_1_CKT,111121_AWANTIPURA_132,111129_PAMPORE1_132,AC,132,100,NA,0.02328,0.0554,1,NA
111121_111129_2_CKT,111121_AWANTIPURA_132,111129_PAMPORE1_132,AC,132,100,NA,0.02328,0.0554,1,NA
111127_111129_1_CKT,111127_KHANMOH_132,111129_PAMPORE1_132,AC,132,100,NA,0.00605,0.0144,1,NA
111101_111130_1_CKT,111101_MIRBAZAR_132,111130_WANPOH1_132,AC,132,100,NA,0.00372,0.00886,1,NA
111101_111130_2_CKT,111101_MIRBAZAR_132,111130_WANPOH1_132,AC,132,100,NA,0.00372,0.00886,1,NA
111121_111130_1_CKT,111121_AWANTIPURA_132,111130_WANPOH1_132,AC,132,100,NA,0.02793,0.06648,1,NA
111121_111130_2_CKT,111121_AWANTIPURA_132,111130_WANPOH1_132,AC,132,100,NA,0.02793,0.06648,1,NA
111108_111132_1_CKT,111108_UDAMPUR1_132,111132_JHAJJARKOTL1_132,AC,132,100,NA,0.0233,0.0554,1,NA
111123_111133_1_CKT,111123_BARN1_132,111133_JANIPUR1_132,AC,132,100,NA,0.0138,0.0329,1,NA
111132_111133_1_CKT,111132_JHAJJARKOTL1_132,111133_JANIPUR1_132,AC,132,100,NA,0.0233,0.0554,1,NA
111123_111134_1_CKT,111123_BARN1_132,111134_NEWCANAL1_132,AC,132,100,NA,0.01143,0.02721,1,NA
111133_111134_1_CKT,111133_JANIPUR1_132,111134_NEWCANAL1_132,AC,132,100,NA,0.0112,0.0266,1,NA
111134_111135_1_CKT,111134_NEWCANAL1_132,111135_MERANSAHIB_132,AC,132,100,NA,0.0149,0.0355,1,NA
111134_111135_2_CKT,111134_NEWCANAL1_132,111135_MERANSAHIB_132,AC,132,100,NA,0.0149,0.0355,1,NA
111135_111136_1_CKT,111135_MERANSAHIB_132,111136_BARIBRAHMINA_132,AC,132,100,NA,0.013,0.031,1,NA
111135_111136_2_CKT,111135_MERANSAHIB_132,111136_BARIBRAHMINA_132,AC,132,100,NA,0.013,0.031,1,NA
111131_111137_1_CKT,111131_KALAKOTE_132,111137_GLADINI1_132,AC,132,100,NA,0.0717,0.17,1,NA
111133_111137_1_CKT,111133_JANIPUR1_132,111137_GLADINI1_132,AC,132,100,NA,0.0072,0.0171,1,NA
111134_111137_1_CKT,111134_NEWCANAL1_132,111137_GLADINI1_132,AC,132,100,NA,0.06357,0.15131,1,NA
111134_111137_2_CKT,111134_NEWCANAL1_132,111137_GLADINI1_132,AC,132,100,NA,0.06357,0.15131,1,NA
111136_111137_1_CKT,111136_BARIBRAHMINA_132,111137_GLADINI1_132,AC,132,100,NA,0.01402,0.03337,1,NA
111136_111137_2_CKT,111136_BARIBRAHMINA_132,111137_GLADINI1_132,AC,132,100,NA,0.01402,0.03337,1,NA
111119_111138_1_CKT,111119_UPPERSIND_132,111138_BADAMPUR_132,AC,132,100,NA,0.02421,0.05762,1,NA
111128_111138_1_CKT,111128_HABBAK_132,111138_BADAMPUR_132,AC,132,100,NA,0.01871,0.04454,1,NA
111137_111139_1_CKT,111137_GLADINI1_132,111139_SAMBA_132,AC,132,100,NA,0.0242,0.0576,1,NA
111006_111140_1_CKT,111006_KATHUA1_132,111140_HERANAGAR1_132,AC,132,100,NA,0.03538,0.08421,1,NA
111006_111140_2_CKT,111006_KATHUA1_132,111140_HERANAGAR1_132,AC,132,100,NA,0.03538,0.08421,1,NA
111137_111140_1_CKT,111137_GLADINI1_132,111140_HERANAGAR1_132,AC,132,100,NA,0.0393,0.0936,1,NA
111137_111140_2_CKT,111137_GLADINI1_132,111140_HERANAGAR1_132,AC,132,100,NA,0.0393,0.0936,1,NA
111139_111140_1_CKT,111139_SAMBA_132,111140_HERANAGAR1_132,AC,132,100,NA,0.0242,0.0576,1,NA
111131_111141_1_CKT,111131_KALAKOTE_132,111141_RAJOURI1_132,AC,132,100,NA,0.0265,0.0632,1,NA
111131_111141_2_CKT,111131_KALAKOTE_132,111141_RAJOURI1_132,AC,132,100,NA,0.0265,0.0632,1,NA
111141_111142_1_CKT,111141_RAJOURI1_132,111142_DRABA1_132,AC,132,100,NA,0.0327,0.0778,1,NA
111141_111142_2_CKT,111141_RAJOURI1_132,111142_DRABA1_132,AC,132,100,NA,0.0327,0.0778,1,NA
111142_111143_1_CKT,111142_DRABA1_132,111143_CHANDAK1_132,AC,132,100,NA,0.0214,0.0509,1,NA
111108_111144_1_CKT,111108_UDAMPUR1_132,111144_BATOT1_132,AC,132,100,NA,0.0279,0.0665,1,NA
111129_111144_1_CKT,111129_PAMPORE1_132,111144_BATOT1_132,AC,132,100,NA,0.0978,0.2327,0,NA
111123_111145_1_CKT,111123_BARN1_132,111145_SIDHRA1_132,AC,132,100,NA,0.00507,0.01208,1,NA
111123_111145_2_CKT,111123_BARN1_132,111145_SIDHRA1_132,AC,132,100,NA,0.00507,0.01208,1,NA
111133_111145_1_CKT,111133_JANIPUR1_132,111145_SIDHRA1_132,AC,132,100,NA,0.00507,0.01208,1,NA
111133_111145_2_CKT,111133_JANIPUR1_132,111145_SIDHRA1_132,AC,132,100,NA,0.00507,0.01208,1,NA
111105_111146_1_CKT,111105_PATTAN1_132,111146_MAGAM_132,AC,132,100,NA,0.00657,0.01564,1,NA
111105_111146_2_CKT,111105_PATTAN1_132,111146_MAGAM_132,AC,132,100,NA,0.00657,0.01564,1,NA
112200_112201_1_CKT,112200_ZAINKOTE2_220,112201_WAGOORA_220,AC,220,229,NA,0.0043,0.0231,1,NA
112200_112201_2_CKT,112200_ZAINKOTE2_220,112201_WAGOORA_220,AC,220,229,NA,0.0043,0.0231,1,NA
112201_112202_1_CKT,112201_WAGOORA_220,112202_PAMPORE2_220,AC,220,290,NA,0.00063,0.00706,1,NA
112201_112202_2_CKT,112201_WAGOORA_220,112202_PAMPORE2_220,AC,220,290,NA,0.00063,0.00706,1,NA
112200_112205_1_CKT,112200_ZAINKOTE2_220,112205_ALESTENG_220,AC,220,200,NA,0.00263,0.01402,1,NA
112200_112205_2_CKT,112200_ZAINKOTE2_220,112205_ALESTENG_220,AC,220,200,NA,0.00263,0.01402,1,NA
112201_112208_1_CKT,112201_WAGOORA_220,112208_KISHANNGA-GE_220,AC,220,229,NA,0.01392,0.07424,1,NA
112201_112208_2_CKT,112201_WAGOORA_220,112208_KISHANNGA-GE_220,AC,220,229,NA,0.01392,0.07424,1,NA
112205_112208_1_CKT,112205_ALESTENG_220,112208_KISHANNGA-GE_220,AC,220,200,NA,0.00464,0.02475,0,NA
112205_112208_2_CKT,112205_ALESTENG_220,112208_KISHANNGA-GE_220,AC,220,200,NA,0.00464,0.02475,0,NA
112205_112209_1_CKT,112205_ALESTENG_220,112209_SHITKARI-GEN_220,AC,220,200,NA,0.00464,0.02475,0,NA
112205_112209_2_CKT,112205_ALESTENG_220,112209_SHITKARI-GEN_220,AC,220,200,NA,0.00464,0.02475,0,NA
112206_112224_1_CKT,112206_BISHNAH_220,112224_BARN2_220,AC,220,0,NA,0.00495,0.0264,1,NA
112206_112224_4_CKT,112206_BISHNAH_220,112224_BARN2_220,AC,220,0,NA,0.00495,0.0264,1,NA
112200_112233_1_CKT,112200_ZAINKOTE2_220,112233_BUDGAM_220,AC,220,229,NA,0.003868,0.020623,0,NA
112200_112233_2_CKT,112200_ZAINKOTE2_220,112233_BUDGAM_220,AC,220,229,NA,0.003868,0.020623,0,NA
112201_112233_1_CKT,112201_WAGOORA_220,112233_BUDGAM_220,AC,220,229,NA,0.004641,0.024747,0,NA
112201_112233_2_CKT,112201_WAGOORA_220,112233_BUDGAM_220,AC,220,229,NA,0.009282,0.049494,0,NA
112200_112234_1_CKT,112200_ZAINKOTE2_220,112234_AMARGARH_220,AC,220,200,NA,0.006962,0.037121,1,NA
112200_112234_2_CKT,112200_ZAINKOTE2_220,112234_AMARGARH_220,AC,220,200,NA,0.006962,0.037121,1,NA
112208_112234_1_CKT,112208_KISHANNGA-GE_220,112234_AMARGARH_220,AC,220,229,NA,0.00572,0.03052,1,NA
112208_112234_2_CKT,112208_KISHANNGA-GE_220,112234_AMARGARH_220,AC,220,229,NA,0.00572,0.03052,1,NA
112203_112235_1_CKT,112203_RAMBAN_220,112235_KISHENPUR_220,AC,220,229,NA,0.00936,0.05343,1,NA
112224_112235_1_CKT,112224_BARN2_220,112235_KISHENPUR_220,AC,220,229,NA,0.00572,0.0305,1,NA
112224_112235_2_CKT,112224_BARN2_220,112235_KISHENPUR_220,AC,220,229,NA,0.00572,0.03052,1,NA
112204_112236_1_CKT,112204_JAMMU2_220,112236_HIRANAGAR2_220,AC,220,229,NA,0.00711,0.03789,1,NA
112206_112236_3_CKT,112206_BISHNAH_220,112236_HIRANAGAR2_220,AC,220,0,NA,0.007,0.0371,1,NA
112206_112236_4_CKT,112206_BISHNAH_220,112236_HIRANAGAR2_220,AC,220,0,NA,0.007,0.0371,1,NA
112235_112237_1_CKT,112235_KISHENPUR_220,112237_UDAMPUR2_220,AC,220,229,NA,0.00341,0.01818,1,NA
112235_112237_2_CKT,112235_KISHENPUR_220,112237_UDAMPUR2_220,AC,220,229,NA,0.00341,0.01818,1,NA
112202_112238_1_CKT,112202_PAMPORE2_220,112238_MIRBAZAR_220,AC,220,229,NA,0.003945,0.021035,1,NA
112202_112238_2_CKT,112202_PAMPORE2_220,112238_MIRBAZAR_220,AC,220,229,NA,0.00789,0.04207,1,NA
112203_112238_1_CKT,112203_RAMBAN_220,112238_MIRBAZAR_220,AC,220,229,NA,0.007344,0.041922,1,NA
112205_112238_1_CKT,112205_ALESTENG_220,112238_MIRBAZAR_220,AC,220,229,NA,0.01191,0.06352,1,NA
112205_112238_2_CKT,112205_ALESTENG_220,112238_MIRBAZAR_220,AC,220,229,NA,0.01191,0.06352,1,NA
112235_112238_2_CKT,112235_KISHENPUR_220,112238_MIRBAZAR_220,AC,220,229,NA,0.018576,0.106038,1,NA
112208_112239_1_CKT,112208_KISHANNGA-GE_220,112239_DELINA_220,AC,220,200,NA,0.01547,0.08249,0,NA
112208_112239_2_CKT,112208_KISHANNGA-GE_220,112239_DELINA_220,AC,220,200,NA,0.01547,0.08249,0,NA
112234_112239_1_CKT,112234_AMARGARH_220,112239_DELINA_220,AC,220,0,NA,0,1e-04,1,NA
112237_112240_1_CKT,112237_UDAMPUR2_220,112240_GLADNI_220,AC,220,2000,NA,0.007426,0.039595,1,NA
112201_112241_1_CKT,112201_WAGOORA_220,112241_LASSIPORA_220,AC,220,200,NA,0.009127,0.048669,1,NA
112201_112241_2_CKT,112201_WAGOORA_220,112241_LASSIPORA_220,AC,220,200,NA,0.009127,0.048669,1,NA
112238_112241_1_CKT,112238_MIRBAZAR_220,112241_LASSIPORA_220,AC,220,200,NA,0.014851,0.07919,1,NA
112238_112241_2_CKT,112238_MIRBAZAR_220,112241_LASSIPORA_220,AC,220,200,NA,0.014851,0.07919,1,NA
112236_112247_1_CKT,112236_HIRANAGAR2_220,112247_SAMBA_220,AC,220,229,NA,0.003505,0.01868,1,NA
121102_121104_1_CKT,121102_BAJAURA1_132,121104_MALANA1_132,AC,132,80,NA,0.0187,0.0442,1,NA
121102_121104_2_CKT,121102_BAJAURA1_132,121104_MALANA1_132,AC,132,80,NA,0.0187,0.0442,1,NA
121100_121107_1_CKT,121100_DARLAGHA_132,121107_KUNIHAR1_132,AC,132,80,NA,0.021,0.0497,1,NA
121108_121109_1_CKT,121108_HAMIRP-2_132,121109_BASSI1_132,AC,132,80,NA,0.0463,0.1095,1,NA
121108_121110_1_CKT,121108_HAMIRP-2_132,121110_HAMIRP-1_132,AC,132,80,NA,0.0046,0.0108,1,NA
121108_121110_2_CKT,121108_HAMIRP-2_132,121110_HAMIRP-1_132,AC,132,80,NA,0.0046,0.0108,1,NA
121107_121113_1_CKT,121107_KUNIHAR1_132,121113_BAROTIWA_132,AC,132,80,NA,0.0242,0.0573,1,NA
121107_121113_2_CKT,121107_KUNIHAR1_132,121113_BAROTIWA_132,AC,132,100,NA,0.0242,0.0576,1,NA
121112_121114_1_CKT,121112_GIRI1_132,121114_KALAAMB1_132,AC,132,80,NA,0.03,0.0711,1,NA
121109_121115_1_CKT,121109_BASSI1_132,121115_PALAMPUR_132,AC,132,80,NA,0.0298,0.0704,1,NA
121112_121116_1_CKT,121112_GIRI1_132,121116_PAONTA1_132,AC,132,80,NA,0.0163,0.0385,1,NA
121117_121118_1_CKT,121117_AMB1_132,121118_UNA1_132,AC,132,80,NA,0.0291,0.0689,1,NA
121102_121119_1_CKT,121102_BAJAURA1_132,121119_LARJI1_132,AC,132,80,NA,0.0233,0.055,1,NA
121107_121121_1_CKT,121107_KUNIHAR1_132,121121_JUTOG1_132,AC,132,80,NA,0.0143,0.0337,1,NA
121107_121121_2_CKT,121107_KUNIHAR1_132,121121_JUTOG1_132,AC,132,80,NA,0.0149,0.0352,1,NA
121107_121122_1_CKT,121107_KUNIHAR1_132,121122_SOLAN1_132,AC,132,80,NA,0.0205,0.0484,1,NA
121107_121122_2_CKT,121107_KUNIHAR1_132,121122_SOLAN1_132,AC,132,80,NA,0.0186,0.044,1,NA
121112_121122_1_CKT,121112_GIRI1_132,121122_SOLAN1_132,AC,132,80,NA,0.0595,0.1408,1,NA
121112_121122_2_CKT,121112_GIRI1_132,121122_SOLAN1_132,AC,132,80,NA,0.0611,0.1447,1,NA
121105_121123_1_CKT,121105_KANGRA1_132,121123_DEHRA1_132,AC,132,80,NA,0.0278,0.0658,1,NA
121110_121123_1_CKT,121110_HAMIRP-1_132,121123_DEHRA1_132,AC,132,80,NA,0.0401,0.0948,1,NA
121110_121123_2_CKT,121110_HAMIRP-1_132,121123_DEHRA1_132,AC,132,80,NA,0.0401,0.0948,1,NA
121117_121123_1_CKT,121117_AMB1_132,121123_DEHRA1_132,AC,132,80,NA,0.0256,0.0605,1,NA
121117_121123_2_CKT,121117_AMB1_132,121123_DEHRA1_132,AC,132,80,NA,0.0256,0.0605,1,NA
121120_121123_1_CKT,121120_JASSOR1_132,121123_DEHRA1_132,AC,132,80,NA,0.0561,0.1328,1,NA
121120_121123_2_CKT,121120_JASSOR1_132,121123_DEHRA1_132,AC,132,80,NA,0.0561,0.1328,1,NA
121102_121124_1_CKT,121102_BAJAURA1_132,121124_KANGO1_132,AC,132,80,NA,0.0671,0.1587,1,NA
121107_121124_1_CKT,121107_KUNIHAR1_132,121124_KANGO1_132,AC,132,80,NA,0.0443,0.1048,1,NA
121107_121124_2_CKT,121107_KUNIHAR1_132,121124_KANGO1_132,AC,132,80,NA,0.0443,0.1048,1,NA
121110_121124_1_CKT,121110_HAMIRP-1_132,121124_KANGO1_132,AC,132,80,NA,0.0392,0.0928,1,NA
121110_121124_2_CKT,121110_HAMIRP-1_132,121124_KANGO1_132,AC,132,80,NA,0.0392,0.0928,1,NA
121119_121124_1_CKT,121119_LARJI1_132,121124_KANGO1_132,AC,132,80,NA,0.0519,0.1228,1,NA
121119_121124_2_CKT,121119_LARJI1_132,121124_KANGO1_132,AC,132,80,NA,0.0519,0.1228,1,NA
121124_121125_1_CKT,121124_KANGO1_132,121125_ACC1_132,AC,132,80,NA,0.0015,0.0036,1,NA
121124_121125_2_CKT,121124_KANGO1_132,121125_ACC1_132,AC,132,80,NA,0.0015,0.0036,1,NA
121124_121126_1_CKT,121124_KANGO1_132,121126_KNGO_SPL_132,AC,132,100,NA,0,1e-04,1,NA
121100_121127_1_CKT,121100_DARLAGHA_132,121127_BAGHA_132,AC,132,100,NA,0.010185,0.02424,1,NA
121124_121127_1_CKT,121124_KANGO1_132,121127_BAGHA_132,AC,132,80,NA,0.01558,0.0371,1,NA
121120_121129_1_CKT,121120_JASSOR1_132,121129_BATHRI1_132,AC,132,80,NA,0.0358,0.0847,1,NA
121119_121131_1_CKT,121119_LARJI1_132,121131_BIJNI1_132,AC,132,80,NA,0.0186,0.044,1,NA
121124_121131_1_CKT,121124_KANGO1_132,121131_BIJNI1_132,AC,132,80,NA,0.0566,0.1339,1,NA
121120_121135_1_CKT,121120_JASSOR1_132,121135_KANDRI1_132,AC,132,80,NA,0.0225,0.0533,1,NA
