Line,Node From,Node To,Type,Voltage,Max Flow,Min Flow,Resistance,Reactance,Status,Length
161005_161882_1_CKT,161005_AMET_132,161882_BAMANTUKDA_132,AC,132,80,NA,0.01862,0.04432,1,NA
161165_161882_1_CKT,161165_KANKR-21_132,161882_BAMANTUKDA_132,AC,132,80,NA,0.021413,0.050968,1,NA
161714_161882_1_CKT,161714_MOKHMPUR_132,161882_BAMANTUKDA_132,AC,132,80,NA,0.010241,0.024376,1,NA
161811_161882_1_CKT,161811_SAPOL_132,161882_BAMANTUKDA_132,AC,132,80,NA,0.013034,0.031024,1,NA
161020_161883_1_CKT,161020_BADNU1_132,161883_MOONDSAR_132,AC,132,80,NA,0.0139565,0.03324,0,NA
161724_161883_1_CKT,161724_NAPASAR_132,161883_MOONDSAR_132,AC,132,80,NA,0.0139565,0.03324,0,NA
161118_161884_1_CKT,161118_BEAWAR1_132,161884_MASUDA_132,AC,132,80,NA,0.029792,0.070912,0,NA
161177_161884_1_CKT,161177_GULABPUR_132,161884_MASUDA_132,AC,132,80,NA,0.029792,0.070912,0,NA
161114_161885_1_CKT,161114_AJMER1_132,161885_SUBHASNAGAR_132,AC,132,80,NA,0.004655,0.01108,0,NA
161812_161885_1_CKT,161812_SARADHNA_132,161885_SUBHASNAGAR_132,AC,132,80,NA,0.004655,0.01108,0,NA
161023_161886_1_CKT,161023_BAGIDRA_132,161886_KUSHALGARH_132,AC,132,80,NA,0.041895,0.09972,0,NA
161127_161887_1_CKT,161127_NIMBHER1_132,161887_BIJAIPUR_132,AC,132,80,NA,0.03724,0.08864,0,NA
161016_161888_1_CKT,161016_BABAI1_132,161888_MEHARA_132,AC,132,80,NA,0.019551,0.046536,0,NA
161113_161888_1_CKT,161113_KHETRI1_132,161888_MEHARA_132,AC,132,80,NA,0.019551,0.046536,0,NA
162007_162209_1_CKT,162007_DAUSA_220,162209_ALWAR_220,AC,220,229,NA,0.0147,0.0785,1,NA
162205_162209_1_CKT,162205_KUKAS_220,162209_ALWAR_220,AC,220,229,NA,0.0161,0.0858,1,NA
162208_162213_1_CKT,162208_RATANGAR_220,162213_KHETRI_220,AC,220,229,NA,0.0206,0.1097,1,NA
162208_162213_2_CKT,162208_RATANGAR_220,162213_KHETRI_220,AC,220,229,NA,0.0206,0.1097,1,NA
162211_162213_1_CKT,162211_HIRAPURA_220,162213_KHETRI_220,AC,220,229,NA,0.0223,0.1188,1,NA
162212_162213_1_CKT,162212_REENGUS_220,162213_KHETRI_220,AC,220,229,NA,0.0155,0.0825,1,NA
162211_162215_1_CKT,162211_HIRAPURA_220,162215_PHULERA_220,AC,220,229,NA,0.0087,0.0465,1,NA
162206_162217_1_CKT,162206_KANKR-PG_220,162217_BHILWA-2_220,AC,220,229,NA,0.0127,0.0675,1,NA
162216_162218_1_CKT,162216_BARMER_220,162218_GIRALTPS_220,AC,220,229,NA,0.0051,0.0272,1,NA
162216_162218_2_CKT,162216_BARMER_220,162218_GIRALTPS_220,AC,220,229,NA,0.0051,0.0272,1,NA
162216_162218_3_CKT,162216_BARMER_220,162218_GIRALTPS_220,AC,220,229,NA,0.0051,0.0272,1,NA
162214_162219_1_CKT,162214_AJMER_220,162219_BEAWAR_220,AC,220,229,NA,0.0092,0.0489,1,NA
162217_162219_1_CKT,162217_BHILWA-2_220,162219_BEAWAR_220,AC,220,229,NA,0.0144,0.0767,1,NA
162207_162220_1_CKT,162207_HINDAU-4_220,162220_DHOLPU-4_220,AC,220,229,NA,0.00616,0.0686,1,NA
162210_162220_1_CKT,162210_BHTRATPU_220,162220_DHOLPU-4_220,AC,220,229,NA,0.0116,0.0618,1,NA
162204_162221_1_CKT,162204_RAPS_A2_220,162221_SAKATPUR_220,AC,220,229,NA,0.0065,0.0346,1,NA
162204_162221_2_CKT,162204_RAPS_A2_220,162221_SAKATPUR_220,AC,220,229,NA,0.0065,0.0346,1,NA
162217_162221_1_CKT,162217_BHILWA-2_220,162221_SAKATPUR_220,AC,220,229,NA,0.0209,0.1114,1,NA
162213_162223_1_CKT,162213_KHETRI_220,162223_JHUNJHUN_220,AC,220,229,NA,0.0043,0.0231,1,NA
162209_162224_1_CKT,162209_ALWAR_220,162224_KOTPU-RS_220,AC,220,229,NA,0.0128,0.068,1,NA
162211_162224_1_CKT,162211_HIRAPURA_220,162224_KOTPU-RS_220,AC,220,229,NA,0.0224,0.1196,1,NA
162217_162228_1_CKT,162217_BHILWA-2_220,162228_CHITTAUR_220,AC,220,229,NA,0.0075,0.0401,1,NA
162209_162229_1_CKT,162209_ALWAR_220,162229_KUSHKHER_220,AC,220,229,NA,0.0116,0.0619,1,NA
162216_162231_1_CKT,162216_BARMER_220,162231_BALOTRA_220,AC,220,229,NA,0.0147,0.0784,1,NA
162218_162231_1_CKT,162218_GIRALTPS_220,162231_BALOTRA_220,AC,220,229,NA,0.0186,0.099,1,NA
162211_162234_1_CKT,162211_HIRAPURA_220,162234_SANGANER_220,AC,220,233,NA,0.00186,0.0099,1,NA
162233_162235_1_CKT,162233_JODHPU-2_220,162235_PALI_220,AC,220,229,NA,0.0132,0.0701,1,NA
162233_162235_2_CKT,162233_JODHPU-2_220,162235_PALI_220,AC,220,229,NA,0.013,0.07,0,NA
162224_162236_1_CKT,162224_KOTPU-RS_220,162236_NEEMR-RS_220,AC,220,229,NA,0.0077,0.0412,1,NA
162224_162236_2_CKT,162224_KOTPU-RS_220,162236_NEEMR-RS_220,AC,220,229,NA,0.0077,0.0412,1,NA
162229_162236_1_CKT,162229_KUSHKHER_220,162236_NEEMR-RS_220,AC,220,229,NA,0.0087,0.0462,1,NA
162226_162237_1_CKT,162226_MADA-SUZ_220,162237_AMARSAGAR-W_220,AC,220,229,NA,0.0053,0.0281,1,NA
162233_162238_1_CKT,162233_JODHPU-2_220,162238_TINWARI-WS_220,AC,220,229,NA,0.005,0.028,0,NA
162233_162238_2_CKT,162233_JODHPU-2_220,162238_TINWARI-WS_220,AC,220,229,NA,0.007,0.036,0,NA
162237_162239_1_CKT,162237_AMARSAGAR-W_220,162239_PHALODI_220,AC,220,229,NA,0.0279,0.1485,1,NA
162238_162239_1_CKT,162238_TINWARI-WS_220,162239_PHALODI_220,AC,220,229,NA,0.0139,0.0742,1,NA
162200_162240_1_CKT,162200_MERTA-42_220,162240_BHOPALGA_220,AC,220,229,NA,0.0088,0.0469,1,NA
162240_162241_1_CKT,162240_BHOPALGA_220,162241_KHINVSAR_220,AC,220,229,NA,0.0062,0.033,1,NA
162202_162242_1_CKT,162202_NAGAUR-S_220,162242_BARSINGS_220,AC,220,229,NA,0.0132,0.0701,1,NA
162239_162242_1_CKT,162239_PHALODI_220,162242_BARSINGS_220,AC,220,229,NA,0.022,0.119,1,NA
162241_162242_1_CKT,162241_KHINVSAR_220,162242_BARSINGS_220,AC,220,229,NA,0.0155,0.0825,1,NA
162216_162243_1_CKT,162216_BARMER_220,162243_DHAURIMA_220,AC,220,229,NA,0.0124,0.066,1,NA
162230_162244_1_CKT,162230_SIROHI_220,162244_JALORE_220,AC,220,229,NA,0.0116,0.0619,1,NA
162231_162244_1_CKT,162231_BALOTRA_220,162244_JALORE_220,AC,220,229,NA,0.0116,0.0619,1,NA
162203_162245_1_CKT,162203_JK-LAXMI_220,162245_PINDWARA_220,AC,220,229,NA,0.00309,0.01645,0,NA
162208_162246_1_CKT,162208_RATANGAR_220,162246_SUJANGAR_220,AC,220,229,NA,0.0074,0.0397,1,NA
162007_162247_1_CKT,162007_DAUSA_220,162247_MANDAWAR_220,AC,220,229,NA,0.0127,0.0676,1,NA
162207_162247_1_CKT,162207_HINDAU-4_220,162247_MANDAWAR_220,AC,220,229,NA,0.0101,0.0536,0,NA
162210_162247_1_CKT,162210_BHTRATPU_220,162247_MANDAWAR_220,AC,220,229,NA,0.0127,0.0676,1,NA
162200_162248_1_CKT,162200_MERTA-42_220,162248_MAKRANA_220,AC,220,229,NA,0.0139,0.0742,1,NA
162215_162248_1_CKT,162215_PHULERA_220,162248_MAKRANA_220,AC,220,229,NA,0.0101,0.0536,1,NA
162222_162248_1_CKT,162222_KUCHAMAN_220,162248_MAKRANA_220,AC,220,229,NA,0.0039,0.0206,1,NA
162232_162249_1_CKT,162232_MODAK_220,162249_JHALAWAR_220,AC,220,229,NA,0.0044,0.0235,1,NA
162214_162250_1_CKT,162214_AJMER_220,162250_KISHANGA_220,AC,220,229,NA,0.0054,0.0289,0,NA
162215_162250_1_CKT,162215_PHULERA_220,162250_KISHANGA_220,AC,220,229,NA,0.0077,0.0412,1,NA
162221_162251_1_CKT,162221_SAKATPUR_220,162251_DAHRA_220,AC,220,229,NA,0.0046,0.0248,1,NA
162007_162252_1_CKT,162007_DAUSA_220,162252_SAWAIMAD_220,AC,220,229,NA,0.01846,0.09841,1,NA
162208_162254_1_CKT,162208_RATANGAR_220,162254_SRIDUNGA_220,AC,220,229,NA,0.0093,0.0495,1,NA
162253_162254_1_CKT,162253_BIKANE-4_220,162254_SRIDUNGA_220,AC,220,229,NA,0.0116,0.0619,1,NA
162212_162255_1_CKT,162212_REENGUS_220,162255_SIKAR-RS_220,AC,220,229,NA,0.008,0.0429,1,NA
162212_162255_2_CKT,162212_REENGUS_220,162255_SIKAR-RS_220,AC,220,229,NA,0.008,0.0429,1,NA
162242_162256_1_CKT,162242_BARSINGS_220,162256_BIKANE-2_220,AC,220,229,NA,0.0048,0.0256,1,NA
162253_162256_1_CKT,162253_BIKANE-4_220,162256_BIKANE-2_220,AC,220,229,NA,0.0015,0.0082,1,NA
162253_162256_2_CKT,162253_BIKANE-4_220,162256_BIKANE-2_220,AC,220,229,NA,0.0015,0.0082,1,NA
162256_162257_1_CKT,162256_BIKANE-2_220,162257_SURATGARH-42_220,AC,220,229,NA,0.0248,0.132,1,NA
162258_162259_1_CKT,162258_UDYOGVIH_220,162259_HANUMANG_220,AC,220,229,NA,0.0093,0.0495,1,NA
162225_162260_1_CKT,162225_MADRI_220,162260_BANSWARA-W_220,AC,220,229,NA,0.0257,0.1369,1,NA
162211_162261_1_CKT,162211_HIRAPURA_220,162261_KTPS_220,AC,220,229,NA,0.0299,0.1592,1,NA
162221_162261_1_CKT,162221_SAKATPUR_220,162261_KTPS_220,AC,220,229,NA,2e-04,8e-04,1,NA
162221_162261_2_CKT,162221_SAKATPUR_220,162261_KTPS_220,AC,220,229,NA,2e-04,8e-04,1,NA
162221_162261_3_CKT,162221_SAKATPUR_220,162261_KTPS_220,AC,220,229,NA,2e-04,8e-04,1,NA
162221_162261_4_CKT,162221_SAKATPUR_220,162261_KTPS_220,AC,220,229,NA,2e-04,8e-04,1,NA
162232_162261_1_CKT,162232_MODAK_220,162261_KTPS_220,AC,220,229,NA,0.0096,0.0511,1,NA
162234_162261_1_CKT,162234_SANGANER_220,162261_KTPS_220,AC,220,229,NA,0.0294,0.1567,1,NA
162000_162262_1_CKT,162000_AAU-SW_220,162262_BADISID-S_220,AC,220,0,NA,0.007735,0.041245,1,NA
162000_162262_2_CKT,162000_AAU-SW_220,162262_BADISID-S_220,AC,220,0,NA,0.007735,0.041245,1,NA
162211_162263_1_CKT,162211_HIRAPURA_220,162263_CHOMU_220,AC,220,229,NA,0.0051,0.0272,1,NA
162212_162263_1_CKT,162212_REENGUS_220,162263_CHOMU_220,AC,220,229,NA,0.0054,0.0289,1,NA
162219_162264_1_CKT,162219_BEAWAR_220,162264_BILARA_220,AC,220,229,NA,0.0114,0.0605,1,NA
162233_162264_1_CKT,162233_JODHPU-2_220,162264_BILARA_220,AC,220,229,NA,0.01085,0.05775,0,NA
162206_162265_1_CKT,162206_KANKR-PG_220,162265_KANKR-RS_220,AC,220,229,NA,8e-04,0.0041,1,NA
162206_162265_2_CKT,162206_KANKR-PG_220,162265_KANKR-RS_220,AC,220,229,NA,8e-04,0.0041,1,NA
162230_162266_1_CKT,162230_SIROHI_220,162266_BALI_220,AC,220,229,NA,0.0108,0.0577,1,NA
162230_162266_2_CKT,162230_SIROHI_220,162266_BALI_220,AC,220,229,NA,0.0108,0.0577,1,NA
162245_162266_1_CKT,162245_PINDWARA_220,162266_BALI_220,AC,220,229,NA,0.0078,0.0417,1,NA
162251_162267_2_CKT,162251_DAHRA_220,162267_BARAN2_220,AC,220,229,NA,0.0077,0.0408,1,NA
162210_162268_1_CKT,162210_BHTRATPU_220,162268_DHOLPU-2_220,AC,220,229,NA,0.0116,0.0618,1,NA
162220_162268_1_CKT,162220_DHOLPU-4_220,162268_DHOLPU-2_220,AC,220,229,NA,0.0011,0.0058,1,NA
162211_162269_1_CKT,162211_HIRAPURA_220,162269_RENWAL_220,AC,220,229,NA,0.0093,0.0495,1,NA
162212_162269_1_CKT,162212_REENGUS_220,162269_RENWAL_220,AC,220,229,NA,0.0093,0.0495,1,NA
162205_162270_1_CKT,162205_KUKAS_220,162270_VKIA_220,AC,220,229,NA,0.0063,0.0338,1,NA
162211_162270_1_CKT,162211_HIRAPURA_220,162270_VKIA_220,AC,220,229,NA,0.0031,0.0165,1,NA
162249_162271_1_CKT,162249_JHALAWAR_220,162271_CHABRA-2_220,AC,220,229,NA,0.0183,0.0973,1,NA
162267_162272_2_CKT,162267_BARAN2_220,162272_KAWAI_220,AC,220,229,NA,0.0072,0.0384,1,NA
162271_162272_1_CKT,162271_CHABRA-2_220,162272_KAWAI_220,AC,220,229,NA,0.0065,0.0347,1,NA
162207_162273_1_CKT,162207_HINDAU-4_220,162273_HINDAU-2_220,AC,220,229,NA,0.0015,0.0082,0,NA
162207_162273_2_CKT,162207_HINDAU-4_220,162273_HINDAU-2_220,AC,220,229,NA,0.0015,0.0082,0,NA
162222_162274_1_CKT,162222_KUCHAMAN_220,162274_DHOD_220,AC,220,229,NA,0.0077,0.0412,1,NA
162255_162274_1_CKT,162255_SIKAR-RS_220,162274_DHOD_220,AC,220,229,NA,0.0043,0.0231,1,NA
162269_162274_1_CKT,162269_RENWAL_220,162274_DHOD_220,AC,220,229,NA,0.00504,0.02877,0,NA
162231_162275_1_CKT,162231_BALOTRA_220,162275_BORANADA_220,AC,220,229,NA,0.0139,0.0742,1,NA
162233_162275_1_CKT,162233_JODHPU-2_220,162275_BORANADA_220,AC,220,229,NA,0.0025,0.0132,1,NA
162215_162276_1_CKT,162215_PHULERA_220,162276_BAGRU_220,AC,220,229,NA,0.0062,0.033,1,NA
162219_162277_1_CKT,162219_BEAWAR_220,162277_GULABPUR_220,AC,220,229,NA,0.0101,0.0536,1,NA
162261_162277_1_CKT,162261_KTPS_220,162277_GULABPUR_220,AC,220,229,NA,0.0255,0.1361,1,NA
162216_162278_1_CKT,162216_BARMER_220,162278_RAJWEST_220,AC,220,229,NA,0.0042,0.0223,1,NA
162216_162278_2_CKT,162216_BARMER_220,162278_RAJWEST_220,AC,220,229,NA,0.0042,0.0223,1,NA
162243_162278_1_CKT,162243_DHAURIMA_220,162278_RAJWEST_220,AC,220,229,NA,0.0139,0.0742,1,NA
162231_162279_1_CKT,162231_BALOTRA_220,162279_BAITOO_220,AC,220,229,NA,0.00743,0.03959,0,NA
162216_162280_1_CKT,162216_BARMER_220,162280_AKAL-2_220,AC,220,229,NA,0.0217,0.1155,1,NA
162218_162280_1_CKT,162218_GIRALTPS_220,162280_AKAL-2_220,AC,220,229,NA,0.0176,0.094,1,NA
162218_162280_3_CKT,162218_GIRALTPS_220,162280_AKAL-2_220,AC,220,229,NA,0.0176,0.094,1,NA
162226_162280_1_CKT,162226_MADA-SUZ_220,162280_AKAL-2_220,AC,220,229,NA,0.0011,0.0058,1,NA
162237_162280_1_CKT,162237_AMARSAGAR-W_220,162280_AKAL-2_220,AC,220,250,NA,0.0035,0.01855,1,NA
162260_162281_1_CKT,162260_BANSWARA-W_220,162281_ASPUR_220,AC,220,229,NA,0.0132,0.0701,1,NA
162239_162282_1_CKT,162239_PHALODI_220,162282_BAP_2_220,AC,220,229,NA,0.0046,0.0248,1,NA
162242_162282_1_CKT,162242_BARSINGS_220,162282_BAP_2_220,AC,220,229,NA,0.0224,0.1196,1,NA
162262_162282_1_CKT,162262_BADISID-S_220,162282_BAP_2_220,AC,220,200,NA,0.002321,0.012374,1,NA
162237_162283_1_CKT,162237_AMARSAGAR-W_220,162283_BHU-ENER_220,AC,220,229,NA,0.0035,0.01855,0,NA
162280_162283_1_CKT,162280_AKAL-2_220,162283_BHU-ENER_220,AC,220,229,NA,0.0035,0.01855,0,NA
162233_162284_1_CKT,162233_JODHPU-2_220,162284_BARLI_2_220,AC,220,229,NA,0.0023,0.0124,1,NA
162262_162285_1_CKT,162262_BADISID-S_220,162285_BHADLA-S_220,AC,220,200,NA,0.01547,0.08249,1,NA
162282_162285_1_CKT,162282_BAP_2_220,162285_BHADLA-S_220,AC,220,229,NA,0.01392,0.07424,0,NA
162282_162285_2_CKT,162282_BAP_2_220,162285_BHADLA-S_220,AC,220,229,NA,0.01392,0.07424,1,NA
162257_162286_1_CKT,162257_SURATGARH-42_220,162286_BHADRA_220,AC,220,229,NA,0.0176,0.094,1,NA
162217_162288_1_CKT,162217_BHILWA-2_220,162288_BHILWA-4_220,AC,220,229,NA,8e-04,0.0041,1,NA
162217_162288_2_CKT,162217_BHILWA-2_220,162288_BHILWA-4_220,AC,220,229,NA,8e-04,0.0041,1,NA
162235_162288_1_CKT,162235_PALI_220,162288_BHILWA-4_220,AC,220,229,NA,0.0232,0.1237,1,NA
162266_162288_1_CKT,162266_BALI_220,162288_BHILWA-4_220,AC,220,229,NA,0.0217,0.1155,1,NA
162243_162289_1_CKT,162243_DHAURIMA_220,162289_BHINM-RS_220,AC,220,229,NA,0.0147,0.0784,1,NA
162219_162290_1_CKT,162219_BEAWAR_220,162290_BUNDI_220,AC,220,229,NA,0.022,0.1171,1,NA
162261_162290_1_CKT,162261_KTPS_220,162290_BUNDI_220,AC,220,229,NA,0.0093,0.0495,1,NA
162213_162291_1_CKT,162213_KHETRI_220,162291_CHIRAWA_220,AC,220,229,NA,0.0062,0.033,1,NA
162286_162291_1_CKT,162286_BHADRA_220,162291_CHIRAWA_220,AC,220,229,NA,0.0193,0.1031,1,NA
162204_162292_1_CKT,162204_RAPS_A2_220,162292_DEBARI_220,AC,220,229,NA,0.0297,0.1584,1,NA
162206_162292_1_CKT,162206_KANKR-PG_220,162292_DEBARI_220,AC,220,229,NA,0.0116,0.0619,1,NA
162225_162292_1_CKT,162225_MADRI_220,162292_DEBARI_220,AC,220,229,NA,0.0031,0.0165,1,NA
162228_162292_1_CKT,162228_CHITTAUR_220,162292_DEBARI_220,AC,220,229,NA,0.0139,0.0742,1,NA
162281_162292_1_CKT,162281_ASPUR_220,162292_DEBARI_220,AC,220,229,NA,0.0119,0.0635,1,NA
162238_162293_1_CKT,162238_TINWARI-WS_220,162293_DECHU_220,AC,220,229,NA,0.0124,0.066,1,NA
162239_162293_1_CKT,162239_PHALODI_220,162293_DECHU_220,AC,220,229,NA,0.0054919,0.029384,1,NA
162239_162293_2_CKT,162239_PHALODI_220,162293_DECHU_220,AC,220,229,NA,0.0054919,0.029284,1,NA
162253_162295_1_CKT,162253_BIKANE-4_220,162295_GAJNER_220,AC,220,229,NA,0.0077,0.0412,1,NA
162253_162295_2_CKT,162253_BIKANE-4_220,162295_GAJNER_220,AC,220,229,NA,0.0077,0.0412,1,NA
162207_162296_1_CKT,162207_HINDAU-4_220,162296_GANGAPUR_220,AC,220,229,NA,0.0077,0.044,1,NA
162207_162296_2_CKT,162207_HINDAU-4_220,162296_GANGAPUR_220,AC,220,229,NA,0.0077,0.044,1,NA
162211_162297_1_CKT,162211_HIRAPURA_220,162297_INDIRAGN_220,AC,220,229,NA,0.0034,0.0182,1,NA
162233_162298_1_CKT,162233_JODHPU-2_220,162298_JALAMAND_220,AC,220,229,NA,0.0023,0.0124,0,NA
162233_162299_1_CKT,162233_JODHPU-2_220,162299_JODHPU-4_220,AC,220,229,NA,0.0039,0.0206,1,NA
162233_162299_2_CKT,162233_JODHPU-2_220,162299_JODHPU-4_220,AC,220,229,NA,0.0039,0.0206,1,NA
162238_162299_1_CKT,162238_TINWARI-WS_220,162299_JODHPU-4_220,AC,220,229,NA,0.0077,0.0412,1,NA
162238_162299_2_CKT,162238_TINWARI-WS_220,162299_JODHPU-4_220,AC,220,229,NA,0.0077,0.0412,0,NA
162240_162299_1_CKT,162240_BHOPALGA_220,162299_JODHPU-4_220,AC,220,200,NA,0.001547,0.008249,1,NA
162264_162299_1_CKT,162264_BILARA_220,162299_JODHPU-4_220,AC,220,229,NA,0.0108,0.0577,1,NA
162284_162299_1_CKT,162284_BARLI_2_220,162299_JODHPU-4_220,AC,220,229,NA,0.0023,0.0124,1,NA
162287_162299_1_CKT,162287_BHADWASI_220,162299_JODHPU-4_220,AC,220,229,NA,0.0023,0.0124,0,NA
162287_162299_2_CKT,162287_BHADWASI_220,162299_JODHPU-4_220,AC,220,229,NA,0.0023,0.0124,0,NA
162298_162299_1_CKT,162298_JALAMAND_220,162299_JODHPU-4_220,AC,220,229,NA,0.0023,0.0124,0,NA
162249_162300_1_CKT,162249_JHALAWAR_220,162300_KALISIND_220,AC,220,229,NA,0.0015,0.0082,1,NA
162249_162300_2_CKT,162249_JHALAWAR_220,162300_KALISIND_220,AC,220,229,NA,0.0015,0.0082,1,NA
162240_162301_1_CKT,162240_BHOPALGA_220,162301_KARWAR_220,AC,220,229,NA,0.0054,0.0289,1,NA
162240_162301_2_CKT,162240_BHOPALGA_220,162301_KARWAR_220,AC,220,229,NA,0.0054,0.0289,1,NA
162299_162301_1_CKT,162299_JODHPU-4_220,162301_KARWAR_220,AC,220,229,NA,0.0054,0.0289,0,NA
162299_162301_2_CKT,162299_JODHPU-4_220,162301_KARWAR_220,AC,220,229,NA,0.0054,0.0289,0,NA
162238_162302_1_CKT,162238_TINWARI-WS_220,162302_KETUKALA_220,AC,220,229,NA,0.0062,0.033,0,NA
162238_162302_2_CKT,162238_TINWARI-WS_220,162302_KETUKALA_220,AC,220,229,NA,0.0062,0.033,0,NA
162201_162303_1_CKT,162201_BHIWA-RS_220,162303_KISH-BAS_220,AC,220,229,NA,0.0085,0.0454,1,NA
162209_162303_1_CKT,162209_ALWAR_220,162303_KISH-BAS_220,AC,220,229,NA,0.0057,0.0305,1,NA
162200_162304_1_CKT,162200_MERTA-42_220,162304_KUCHERA_220,AC,220,229,NA,0.0071,0.038,1,NA
162202_162304_1_CKT,162202_NAGAUR-S_220,162304_KUCHERA_220,AC,220,229,NA,0.0071,0.038,1,NA
162205_162305_1_CKT,162205_KUKAS_220,162305_KUNDAKID_220,AC,220,229,NA,0.0034,0.0182,1,NA
162205_162305_2_CKT,162205_KUKAS_220,162305_KUNDAKID_220,AC,220,229,NA,0.0034,0.0182,1,NA
162224_162306_1_CKT,162224_KOTPU-RS_220,162306_MANOHARP_220,AC,220,229,NA,0.0093,0.0495,1,NA
162224_162306_2_CKT,162224_KOTPU-RS_220,162306_MANOHARP_220,AC,220,229,NA,0.0093,0.0495,1,NA
162211_162307_1_CKT,162211_HIRAPURA_220,162307_MANSAROV_220,AC,220,229,NA,0.00031,0.00165,1,NA
162234_162307_2_CKT,162234_SANGANER_220,162307_MANSAROV_220,AC,220,229,NA,0.0014,0.0074,1,NA
162209_162308_1_CKT,162209_ALWAR_220,162308_MIA-ALWA_220,AC,220,229,NA,0.0016,0.0083,1,NA
162247_162308_1_CKT,162247_MANDAWAR_220,162308_MIA-ALWA_220,AC,220,229,NA,0.0087,0.0462,1,NA
162223_162309_1_CKT,162223_JHUNJHUN_220,162309_NAWALGAR_220,AC,220,229,NA,0.0062,0.033,0,NA
162202_162310_1_CKT,162202_NAGAUR-S_220,162310_NOKHA_220,AC,220,229,NA,0.007,0.0371,1,NA
162253_162310_1_CKT,162253_BIKANE-4_220,162310_NOKHA_220,AC,220,229,NA,0.0116,0.0619,1,NA
162211_162311_1_CKT,162211_HIRAPURA_220,162311_NPH_220,AC,220,229,NA,7e-04,0.00371,1,NA
162211_162311_2_CKT,162211_HIRAPURA_220,162311_NPH_220,AC,220,229,NA,7e-04,0.00371,1,NA
162258_162312_1_CKT,162258_UDYOGVIH_220,162312_PADAMPUR_220,AC,220,229,NA,0.0062,0.033,0,NA
162285_162313_1_CKT,162285_BHADLA-S_220,162313_PS_2_220,AC,220,229,NA,0.0031,0.0165,0,NA
162285_162313_2_CKT,162285_BHADLA-S_220,162313_PS_2_220,AC,220,229,NA,0.0031,0.0165,0,NA
162237_162314_1_CKT,162237_AMARSAGAR-W_220,162314_RAMGARH_220,AC,220,229,NA,0.0108,0.0577,1,NA
162293_162314_1_CKT,162293_DECHU_220,162314_RAMGARH_220,AC,220,229,NA,0.0325,0.1732,1,NA
162293_162314_2_CKT,162293_DECHU_220,162314_RAMGARH_220,AC,220,229,NA,0.0325,0.1732,1,NA
162200_162315_1_CKT,162200_MERTA-42_220,162315_RAS_2_220,AC,220,229,NA,0.0082,0.0437,1,NA
162219_162315_1_CKT,162219_BEAWAR_220,162315_RAS_2_220,AC,220,229,NA,0.0057,0.0305,1,NA
162208_162316_1_CKT,162208_RATANGAR_220,162316_RATANGAR_220,AC,220,229,NA,0.0019,0.0099,1,NA
162208_162316_2_CKT,162208_RATANGAR_220,162316_RATANGAR_220,AC,220,229,NA,0.0019,0.0099,1,NA
162212_162316_1_CKT,162212_REENGUS_220,162316_RATANGAR_220,AC,220,229,NA,0.0178,0.0949,1,NA
162223_162316_1_CKT,162223_JHUNJHUN_220,162316_RATANGAR_220,AC,220,229,NA,0.0162,0.0866,1,NA
162257_162316_1_CKT,162257_SURATGARH-42_220,162316_RATANGAR_220,AC,220,229,NA,0.0263,0.1402,1,NA
162257_162316_2_CKT,162257_SURATGARH-42_220,162316_RATANGAR_220,AC,220,229,NA,0.0263,0.1402,1,NA
162243_162317_1_CKT,162243_DHAURIMA_220,162317_SANCHORE_220,AC,220,229,NA,0.0108,0.0577,1,NA
162227_162318_1_CKT,162227_NIMBHERA_220,162318_SAWA_220,AC,220,229,NA,0.005,0.0265,1,NA
162228_162318_1_CKT,162228_CHITTAUR_220,162318_SAWA_220,AC,220,229,NA,0.0016,0.0083,1,NA
162234_162319_1_CKT,162234_SANGANER_220,162319_SITAPURA_220,AC,220,229,NA,0.0012,0.0066,0,NA
162257_162320_1_CKT,162257_SURATGARH-42_220,162320_SURATGAR_220,AC,220,229,NA,0.0039,0.0206,1,NA
162257_162320_2_CKT,162257_SURATGARH-42_220,162320_SURATGAR_220,AC,220,229,NA,0.0039,0.0206,1,NA
162258_162320_1_CKT,162258_UDYOGVIH_220,162320_SURATGAR_220,AC,220,229,NA,0.0093,0.0498,1,NA
162259_162320_1_CKT,162259_HANUMANG_220,162320_SURATGAR_220,AC,220,229,NA,0.0093,0.0495,1,NA
162312_162320_1_CKT,162312_PADAMPUR_220,162320_SURATGAR_220,AC,220,229,NA,0.0085,0.0454,0,NA
162256_162321_1_CKT,162256_BIKANE-2_220,162321_VSLP_220,AC,220,229,NA,0.0093,0.0495,1,NA
162211_162322_1_CKT,162211_HIRAPURA_220,162322_SEZJAIP_220,AC,220,229,NA,0.0025,0.0132,1,NA
162294_162322_1_CKT,162294_DUNI_220,162322_SEZJAIP_220,AC,220,229,NA,0.017,0.0907,0,NA
162007_162323_1_CKT,162007_DAUSA_220,162323_SIKRAI_220,AC,220,229,NA,0.00665,0.03545,1,NA
162273_162323_1_CKT,162273_HINDAU-2_220,162323_SIKRAI_220,AC,220,229,NA,0.00665,0.03545,1,NA
162208_162324_1_CKT,162208_RATANGAR_220,162324_BADNU_220,AC,220,229,NA,0.01368,0.07809,1,NA
162256_162324_1_CKT,162256_BIKANE-2_220,162324_BADNU_220,AC,220,229,NA,0.01368,0.07809,1,NA
