Node,Voltage,Region,Zone,Owner
106097_SEC1SPT_66,66,NORTH,CHANDIGARH,CHND_STU
111006_KATHUA1_132,132,NORTH,J&K,QD-MOOSE
111101_MIRBAZAR_132,132,NORTH,J&K,QD-MOOSE
111102_RAMBAN_132,132,NORTH,J&K,QD-MOOSE
111103_SHREE_132,132,NORTH,J&K,QD-MOOSE
111104_LOWERJHELUM1_132,132,NORTH,J&K,J&K_HYD
111105_PATTAN1_132,132,NORTH,J&K,QD-MOOSE
111106_ZAINAKOT_132,132,NORTH,J&K,QD-MOOSE
111107_CHAMASHEHI_132,132,NORTH,J&K,QD-MOOSE
111108_UDAMPUR1_132,132,NORTH,J&K,J&K_HYD
111109_ARAMGARH_132,132,NORTH,J&K,QD-MOOSE
111110_MAHANPUR_132,132,NORTH,J&K,QD-MOOSE
111111_AULSTENG_132,132,NORTH,J&K,QD-MOOSE
111112_MATTAN_132,132,NORTH,J&K,QD-MOOSE
111113_KATRA1_132,132,NORTH,J&K,QD-MOOSE
111114_JOURIAN1_132,132,NORTH,J&K,QD-MOOSE
111115_TETHAR_132,132,NORTH,J&K,QD-MOOSE
111116_KULGAM_132,132,NORTH,J&K,QD-MOOSE
111117_WANGANPURA1_132,132,NORTH,J&K,QD-MOOSE
111118_BEMINA1_132,132,NORTH,J&K,QD-MOOSE
111119_UPPERSIND_132,132,NORTH,J&K,J&K_HYD
111120_RAWALPURA1_132,132,NORTH,J&K,QD-MOOSE
111121_AWANTIPURA_132,132,NORTH,J&K,QD-MOOSE
111122_LASSIPORA_132,132,NORTH,J&K,QD-MOOSE
111123_BARN1_132,132,NORTH,J&K,QD-MOOSE
111126_SHOPIAN_132,132,NORTH,J&K,QD-MOOSE
111127_KHANMOH_132,132,NORTH,J&K,QD-MOOSE
111128_HABBAK_132,132,NORTH,J&K,QD-MOOSE
111129_PAMPORE1_132,132,NORTH,J&K,J&K_HYD
111130_WANPOH1_132,132,NORTH,J&K,QD-MOOSE
111131_KALAKOTE_132,132,NORTH,J&K,QD-MOOSE
111132_JHAJJARKOTL1_132,132,NORTH,J&K,QD-MOOSE
111133_JANIPUR1_132,132,NORTH,J&K,QD-MOOSE
111134_NEWCANAL1_132,132,NORTH,J&K,QD-MOOSE
111135_MERANSAHIB_132,132,NORTH,J&K,QD-MOOSE
111136_BARIBRAHMINA_132,132,NORTH,J&K,QD-MOOSE
111137_GLADINI1_132,132,NORTH,J&K,QD-MOOSE
111138_BADAMPUR_132,132,NORTH,J&K,QD-MOOSE
111139_SAMBA_132,132,NORTH,J&K,QD-MOOSE
111140_HERANAGAR1_132,132,NORTH,J&K,QD-MOOSE
111141_RAJOURI1_132,132,NORTH,J&K,QD-MOOSE
111142_DRABA1_132,132,NORTH,J&K,QD-MOOSE
111143_CHANDAK1_132,132,NORTH,J&K,QD-MOOSE
111144_BATOT1_132,132,NORTH,J&K,QD-MOOSE
111145_SIDHRA1_132,132,NORTH,J&K,QD-MOOSE
111146_MAGAM_132,132,NORTH,J&K,QD-MOOSE
112200_ZAINKOTE2_220,220,NORTH,J&K,QD-MOOSE
112201_WAGOORA_220,220,NORTH,J&K,PVT-EXISTING
112202_PAMPORE2_220,220,NORTH,J&K,QD-MOOSE
112203_RAMBAN_220,220,NORTH,J&K,QD-MOOSE
112204_JAMMU2_220,220,NORTH,J&K,QD-MOOSE
112205_ALESTENG_220,220,NORTH,J&K,QD-MOOSE
112206_BISHNAH_220,220,NORTH,J&K,QD-MOOSE
112208_KISHANNGA-GE_220,220,NORTH,J&K,QD-MOOSE
112209_SHITKARI-GEN_220,220,NORTH,J&K,QD-MOOSE
112224_BARN2_220,220,NORTH,J&K,QD-MOOSE
112233_BUDGAM_220,220,NORTH,J&K,QD-MOOSE
112234_AMARGARH_220,220,NORTH,J&K,QD-MOOSE
112235_KISHENPUR_220,220,NORTH,J&K,PVT-EXISTING
112236_HIRANAGAR2_220,220,NORTH,J&K,QD-MOOSE
112237_UDAMPUR2_220,220,NORTH,J&K,QD-MOOSE
112238_MIRBAZAR_220,220,NORTH,J&K,QD-MOOSE
112239_DELINA_220,220,NORTH,J&K,QD-MOOSE
112240_GLADNI_220,220,NORTH,J&K,QD-MOOSE
112241_LASSIPORA_220,220,NORTH,J&K,PVT-EXISTING
112247_SAMBA_220,220,NORTH,J&K,SIN-PANTHER
114401_BAGLIHAR4_400,400,NORTH,J&K,J&K_HYD
121100_DARLAGHA_132,132,NORTH,HIMACHAL,TW-MOOSE
121102_BAJAURA1_132,132,NORTH,HIMACHAL,TW-MOOSE
121104_MALANA1_132,132,NORTH,HIMACHAL,TW-MOOSE
121105_KANGRA1_132,132,NORTH,HIMACHAL,TW-MOOSE
121106_CHHAUR_132,132,NORTH,HIMACHAL,EVEREST
121107_KUNIHAR1_132,132,NORTH,HIMACHAL,TW-MOOSE
121108_HAMIRP-2_132,132,NORTH,HIMACHAL,TW-MOOSE
121109_BASSI1_132,132,NORTH,HIMACHAL,HP_HYD
121110_HAMIRP-1_132,132,NORTH,HIMACHAL,TW-MOOSE
121112_GIRI1_132,132,NORTH,HIMACHAL,HP_HYD
121113_BAROTIWA_132,132,NORTH,HIMACHAL,TW-MOOSE
121114_KALAAMB1_132,132,NORTH,HIMACHAL,TW-MOOSE
121115_PALAMPUR_132,132,NORTH,HIMACHAL,TW-MOOSE
121116_PAONTA1_132,132,NORTH,HIMACHAL,TW-MOOSE
121117_AMB1_132,132,NORTH,HIMACHAL,TW-MOOSE
121118_UNA1_132,132,NORTH,HIMACHAL,TW-MOOSE
121119_LARJI1_132,132,NORTH,HIMACHAL,HP_HYD
121120_JASSOR1_132,132,NORTH,HIMACHAL,TW-MOOSE
121121_JUTOG1_132,132,NORTH,HIMACHAL,TW-MOOSE
121122_SOLAN1_132,132,NORTH,HIMACHAL,TW-MOOSE
121123_DEHRA1_132,132,NORTH,HIMACHAL,TW-MOOSE
121124_KANGO1_132,132,NORTH,HIMACHAL,TW-MOOSE
121125_ACC1_132,132,NORTH,HIMACHAL,TW-MOOSE
121126_KNGO_SPL_132,132,NORTH,HIMACHAL,TW-MOOSE
121127_BAGHA_132,132,NORTH,HIMACHAL,TW-MOOSE
121128_CHANJU-1_220,220,NORTH,HIMACHAL,TW-MOOSE
121129_BATHRI1_132,132,NORTH,HIMACHAL,TW-MOOSE
121131_BIJNI1_132,132,NORTH,HIMACHAL,TW-MOOSE
121135_KANDRI1_132,132,NORTH,HIMACHAL,TW-MOOSE
121140_UHL-3_132,132,NORTH,HIMACHAL,HP_HYD
121901_KANGR-PS_132,132,NORTH,HIMACHAL,SIN-PANTHER
122200_KOTLA2_220,220,NORTH,HIMACHAL,TW-MOOSE
122201_KANGOO2_220,220,NORTH,HIMACHAL,TW-MOOSE
122202_BUDHIL_220,220,NORTH,HIMACHAL,LANCO_IPP
122203_UPARNANG_220,220,NORTH,HIMACHAL,TW-MOOSE
122205_CHHAUR_220,220,NORTH,HIMACHAL,EVEREST
122206_RAURIAMB_220,220,NORTH,HIMACHAL,TW-MOOSE
122207_KASANG_220,220,NORTH,HIMACHAL,HP_HYD
122208_KUNIHAR2_220,220,NORTH,HIMACHAL,TW-MOOSE
122209_FOZAL_220,220,NORTH,HIMACHAL,TW-MOOSE
122210_HAMIRPUR_220,220,NORTH,HIMACHAL,TW-MOOSE
122211_TIDONG_220,220,NORTH,HIMACHAL,HP_HYD
122212_MAJRI2_220,220,NORTH,HIMACHAL,TW-MOOSE
122226_BHABA2_220,220,NORTH,HIMACHAL,HP_HYD
122279_HAMIRPUR42_220,220,NORTH,HIMACHAL,TW-MOOSE
122322_PNCHSEC33_220,220,NORTH,CHANDIGARH,TW-MOOSE
122902_BADDI2_220,220,NORTH,HIMACHAL,TW-MOOSE
122920_JASSOR2_220,220,NORTH,HIMACHAL,TW-MOOSE
123003_BADDI_33,33,NORTH,HIMACHAL,TW-MOOSE
124402_BASPA4_400,400,NORTH,HIMACHAL,HP_HYD
124403_SHANGTONG_400,400,NORTH,HIMACHAL,HP_HYD
124404_CHANGO-YANTG_400,400,NORTH,HIMACHAL,HP_HYD
124903_SAINJ_400,400,NORTH,HIMACHAL,NHPC-NR
124910_SAWRA-KUDDU_400,400,NORTH,HIMACHAL,NHPC-NR
126001_KOTLA6_66,66,NORTH,HIMACHAL,TW-MOOSE
126002_BADDI6_66,66,NORTH,HIMACHAL,TW-MOOSE
126004_UPARNANG_66,66,NORTH,HIMACHAL,TW-MOOSE
13099_MOHALSPLT_66,66,NORTH,CHANDIGARH,SIN-PANTHER
131100_UBDCPH-1_132,132,NORTH,PUNJAB,PUNJ_HYD
131101_GURDASPUR_132,132,NORTH,PUNJAB,SIN-PANTHER
131102_DHARIWAL_132,132,NORTH,PUNJAB,SIN-PANTHER
131103_SHRIHARGOBIN_132,132,NORTH,PUNJAB,SIN-PANTHER
131105_PIMS_132,132,NORTH,PUNJAB,SIN-PANTHER
131106_ASRON_132,132,NORTH,PUNJAB,SIN-PANTHER
131107_JADLA_132,132,NORTH,PUNJAB,SIN-PANTHER
131108_BANGA_132,132,NORTH,PUNJAB,SIN-PANTHER
131109_PHAGWARA_132,132,NORTH,PUNJAB,SIN-PANTHER
131110_MUKERIAN-4_132,132,NORTH,PUNJAB,PUNJ_HYD
131111_FEROZPUR21_132,132,NORTH,PUNJAB,SIN-PANTHER
131112_CHAMKAUR_132,132,NORTH,PUNJAB,SIN-PANTHER
131113_MAHILPUR21_132,132,NORTH,PUNJAB,SIN-PANTHER
131114_GHULAL_132,132,NORTH,PUNJAB,SIN-PANTHER
131115_GHOLIA_132,132,NORTH,PUNJAB,SIN-PANTHER
131116_CHOHAL_132,132,NORTH,PUNJAB,SIN-PANTHER
131117_BHOGPUR_132,132,NORTH,PUNJAB,SIN-PANTHER
131118_MUKERI-3_132,132,NORTH,PUNJAB,PUNJ_HYD
131119_PATHANKOT_132,132,NORTH,PUNJAB,SIN-PANTHER
131120_SARNA21_132,132,NORTH,PUNJAB,SIN-PANTHER
131121_WADALAGRAN21_132,132,NORTH,PUNJAB,SIN-PANTHER
131122_KHARAR_132,132,NORTH,PUNJAB,SIN-PANTHER
131123_MEHMUDAN_132,132,NORTH,PUNJAB,SIN-PANTHER
131124_VERPAL21_132,132,NORTH,PUNJAB,SIN-PANTHER
131125_DORAHA_132,132,NORTH,PUNJAB,SIN-PANTHER
131126_MOGA21_132,132,NORTH,PUNJAB,SIN-PANTHER
131127_PATTI21_132,132,NORTH,PUNJAB,SIN-PANTHER
131128_BILASPUR_132,132,NORTH,PUNJAB,SIN-PANTHER
131129_JALANDHAR21_132,132,NORTH,PUNJAB,SIN-PANTHER
131130_AMRITSAR21_132,132,NORTH,PUNJAB,SIN-PANTHER
131131_SIHORA_132,132,NORTH,PUNJAB,SIN-PANTHER
131133_ROPAR21_132,132,NORTH,PUNJAB,SIN-PANTHER
131134_GORAYA21_132,132,NORTH,PUNJAB,SIN-PANTHER
131136_SEH_132,132,NORTH,PUNJAB,SIN-PANTHER
131137_SHAMSPUR_132,132,NORTH,PUNJAB,SIN-PANTHER
131138_MAUR_132,132,NORTH,PUNJAB,SIN-PANTHER
131139_MUKATSAR21_132,132,NORTH,PUNJAB,SIN-PANTHER
131140_SULTANPUR21_132,132,NORTH,PUNJAB,SIN-PANTHER
131141_BALUANA_132,132,NORTH,PUNJAB,SIN-PANTHER
131142_GIDDERBAH_132,132,NORTH,PUNJAB,SIN-PANTHER
131143_BADAL_132,132,NORTH,PUNJAB,SIN-PANTHER
131144_JAMALPUR21_132,132,NORTH,PUNJAB,SIN-PANTHER
131145_MALOUT_132,132,NORTH,PUNJAB,SIN-PANTHER
131146_ABOHAR_132,132,NORTH,PUNJAB,SIN-PANTHER
131147_BHATINDA21_132,132,NORTH,PUNJAB,SIN-PANTHER
131148_NAWANSHAHAR_132,132,NORTH,PUNJAB,SIN-PANTHER
131149_ANANDGARH-2_132,132,NORTH,PUNJAB,PUNJ_HYD
131150_JALALABAD_132,132,NORTH,PUNJAB,SIN-PANTHER
131151_SADIQ_132,132,NORTH,PUNJAB,SIN-PANTHER
131152_SARAINANGAL_132,132,NORTH,PUNJAB,SIN-PANTHER
131153_PANJGARY_132,132,NORTH,PUNJAB,SIN-PANTHER
131154_KOTAKPUR_132,132,NORTH,PUNJAB,SIN-PANTHER
131155_KOTAKPUR1_132,132,NORTH,PUNJAB,SIN-PANTHER
131156_BAGHAPURANA_132,132,NORTH,PUNJAB,SIN-PANTHER
131157_SAMADHBH_132,132,NORTH,PUNJAB,SIN-PANTHER
131158_MOGA-II_132,132,NORTH,PUNJAB,SIN-PANTHER
131159_FARIDKOT_132,132,NORTH,PUNJAB,SIN-PANTHER
131160_MANASING_132,132,NORTH,PUNJAB,SIN-PANTHER
131161_FEROZSHAH_132,132,NORTH,PUNJAB,SIN-PANTHER
131162_TALWANDI_132,132,NORTH,PUNJAB,SIN-PANTHER
131163_SOSAN_132,132,NORTH,PUNJAB,SIN-PANTHER
131164_BADNIKALAN_132,132,NORTH,PUNJAB,SIN-PANTHER
131165_DHARAMKOT_132,132,NORTH,PUNJAB,SIN-PANTHER
131166_SWADIKALAN_132,132,NORTH,PUNJAB,SIN-PANTHER
131167_NURMEHAL_132,132,NORTH,PUNJAB,SIN-PANTHER
131168_NAKODAR_132,132,NORTH,PUNJAB,SIN-PANTHER
131169_URBANEST_132,132,NORTH,PUNJAB,SIN-PANTHER
131170_UBDCPH-3_132,132,NORTH,PUNJAB,PUNJ_HYD
131171_UBDCPH-2_132,132,NORTH,PUNJAB,PUNJ_HYD
131172_RCFACTORY_132,132,NORTH,PUNJAB,SIN-PANTHER
131173_KHERAMAN_132,132,NORTH,PUNJAB,SIN-PANTHER
131174_ALAWALPUR_132,132,NORTH,PUNJAB,SIN-PANTHER
131175_BEAS_132,132,NORTH,PUNJAB,SIN-PANTHER
131176_HOSHIARPUR_132,132,NORTH,PUNJAB,SIN-PANTHER
131177_TANDA_132,132,NORTH,PUNJAB,SIN-PANTHER
131178_JANDIALA_132,132,NORTH,PUNJAB,SIN-PANTHER
131179_EKALGADA_132,132,NORTH,PUNJAB,SIN-PANTHER
131180_TARANTAR_132,132,NORTH,PUNJAB,SIN-PANTHER
131181_BHIKIWIND_132,132,NORTH,PUNJAB,SIN-PANTHER
131182_NARAINANGAL_132,132,NORTH,PUNJAB,SIN-PANTHER
131183_HAKIMAGARH_132,132,NORTH,PUNJAB,SIN-PANTHER
131184_SAKTRIBAD_132,132,NORTH,PUNJAB,SIN-PANTHER
131185_MALMANDI_132,132,NORTH,PUNJAB,SIN-PANTHER
131186_GTROADAM_132,132,NORTH,PUNJAB,SIN-PANTHER
131187_VERKA_132,132,NORTH,PUNJAB,SIN-PANTHER
131188_POWERCOLONY_132,132,NORTH,PUNJAB,SIN-PANTHER
131189_MUKERI-1_132,132,NORTH,PUNJAB,PUNJ_HYD
131190_MUKERI-2_132,132,NORTH,PUNJAB,PUNJ_HYD
131191_MAMUN_132,132,NORTH,PUNJAB,SIN-PANTHER
131192_JOGINDERNAGA_132,132,NORTH,HIMACHAL,PUNJ_HYD
131195_SARNA_132,132,NORTH,PUNJAB,SIN-PANTHER
131196_TANGRA_132,132,NORTH,PUNJAB,SIN-PANTHER
131197_ANANDGARH-1_132,132,NORTH,PUNJAB,PUNJ_HYD
131198_ANANDPUR_132,132,NORTH,PUNJAB,SIN-PANTHER
131199_KAHANPUR_132,132,NORTH,PUNJAB,SIN-PANTHER
131271_SHAPUR-KHAND_132,132,NORTH,PUNJAB,PUNJ_HYD
131600_BATALA_132,132,NORTH,PUNJAB,SIN-PANTHER
131601_BUTARI21_132,132,NORTH,PUNJAB,SIN-PANTHER
131602_CHILDERNPARK_132,132,NORTH,PUNJAB,SIN-PANTHER
131603_DHILWAN_132,132,NORTH,PUNJAB,SIN-PANTHER
131604_GOBI2-21_132,132,NORTH,PUNJAB,SIN-PANTHER
131605_IGCBHATI_132,132,NORTH,PUNJAB,SIN-PANTHER
131606_JAYANTI_132,132,NORTH,PUNJAB,SIN-PANTHER
131607_KAPURTHALA_132,132,NORTH,PUNJAB,SIN-PANTHER
131608_KARTARPUR21_132,132,NORTH,PUNJAB,SIN-PANTHER
131609_KOTLIS21_132,132,NORTH,PUNJAB,SIN-PANTHER
131610_KATHUNAN_132,132,NORTH,PUNJAB,SIN-PANTHER
131611_MOGA-1_132,132,NORTH,PUNJAB,SIN-PANTHER
131612_MUKATSAR_132,132,NORTH,PUNJAB,SIN-PANTHER
131613_PHILLLOUR_132,132,NORTH,PUNJAB,SIN-PANTHER
131614_SCIENCE_132,132,NORTH,PUNJAB,SIN-PANTHER
131615_ROPAR_132,132,NORTH,PUNJAB,SIN-PANTHER
131680_TALWANDISABO_132,132,NORTH,PUNJAB,SIN-PANTHER
132200_BUTARI_220,220,NORTH,PUNJAB,SIN-PANTHER
132201_DANDHAR1_220,220,NORTH,PUNJAB,SIN-PANTHER
132202_SAHNEWAL_220,220,NORTH,PUNJAB,SIN-PANTHER
132203_GOBINDGARH-1_220,220,NORTH,PUNJAB,SIN-PANTHER
132204_LEHRAMOHABBA_220,220,NORTH,PUNJAB,PUNJ_TH
132205_DASUYA_220,220,NORTH,PUNJAB,SIN-PANTHER
132206_BAHADURGARH_220,220,NORTH,PUNJAB,SIN-PANTHER
132207_NAKODAR_220,220,NORTH,PUNJAB,SIN-PANTHER
132208_KARTARPUR_220,220,NORTH,PUNJAB,SIN-PANTHER
132209_DERABASSI_220,220,NORTH,PUNJAB,SIN-PANTHER
132210_HUMBARAN_220,220,NORTH,PUNJAB,SIN-PANTHER
132211_FEROZPUR_220,220,NORTH,PUNJAB,SIN-PANTHER
132212_JAGRAON_220,220,NORTH,PUNJAB,SIN-PANTHER
132213_MAHILPUR_220,220,NORTH,PUNJAB,SIN-PANTHER
132214_NAKODARPG_220,220,NORTH,PUNJAB,SIN-PANTHER
132215_MANSA_220,220,NORTH,PUNJAB,SIN-PANTHER
132216_SUNAM_220,220,NORTH,PUNJAB,SIN-PANTHER
132217_DHURI_220,220,NORTH,PUNJAB,SIN-PANTHER
132218_FATEHGRCHUR_220,220,NORTH,PUNJAB,SIN-PANTHER
132219_KHARAR_220,220,NORTH,PUNJAB,SIN-PANTHER
132220_SARNA_220,220,NORTH,PUNJAB,SIN-PANTHER
132221_RSD_220,220,NORTH,PUNJAB,PUNJ_HYD
132222_WADALAGRANTH_220,220,NORTH,PUNJAB,SIN-PANTHER
132223_BOTIANWALA_220,220,NORTH,PUNJAB,SIN-PANTHER
132224_VERPAL_220,220,NORTH,PUNJAB,SIN-PANTHER
132225_KOHARA_220,220,NORTH,PUNJAB,SIN-PANTHER
132226_MOGA-PS_220,220,NORTH,PUNJAB,SIN-PANTHER
132227_PATTI_220,220,NORTH,PUNJAB,SIN-PANTHER
132229_RAJPURA_220,220,NORTH,PUNJAB,SIN-PANTHER
132230_JAMSHER_220,220,NORTH,PUNJAB,SIN-PANTHER
132231_GORAYA_220,220,NORTH,PUNJAB,SIN-PANTHER
132232_ROPAR_220,220,NORTH,PUNJAB,PUNJ_TH
132233_CIVILINE_220,220,NORTH,PUNJAB,SIN-PANTHER
132234_HIMMATPURA_220,220,NORTH,PUNJAB,SIN-PANTHER
132235_GHUBAYA_220,220,NORTH,PUNJAB,SIN-PANTHER
132236_GOBINDGARH-2_220,220,NORTH,PUNJAB,SIN-PANTHER
132237_LALTONKA_220,220,NORTH,PUNJAB,SIN-PANTHER
132238_BAJAKHANA_220,220,NORTH,PUNJAB,SIN-PANTHER
132239_MUKTSAR_220,220,NORTH,PUNJAB,SIN-PANTHER
132240_SULTANPUR_220,220,NORTH,PUNJAB,SIN-PANTHER
132241_PATRAN_220,220,NORTH,PUNJAB,SIN-PANTHER
132242_PATIALA-PS_220,220,NORTH,PUNJAB,SIN-PANTHER
132243_MALERKOTL-PS_220,220,NORTH,PUNJAB,SIN-PANTHER
132244_BADAL_220,220,NORTH,PUNJAB,INDIA
132245_RAJLA_220,220,NORTH,PUNJAB,SIN-PANTHER
132246_BARNALA-PS_220,220,NORTH,PUNJAB,SIN-PANTHER
132247_BATHINDA_220,220,NORTH,PUNJAB,PUNJ_TH
132248_BAGHAPUR_220,220,NORTH,PUNJAB,SIN-PANTHER
132249_KHASSA_220,220,NORTH,PUNJAB,SIN-PANTHER
132250_MOHALI-1_220,220,NORTH,CHANDIGARH,SIN-PANTHER
132251_MAJITHA_220,220,NORTH,PUNJAB,SIN-PANTHER
132252_KOTLISURATMA_220,220,NORTH,PUNJAB,SIN-PANTHER
132253_TIBBER_220,220,NORTH,PUNJAB,SIN-PANTHER
132254_AJITWAL_220,220,NORTH,PUNJAB,SIN-PANTHER
132256_MOHALI-2_220,220,NORTH,PUNJAB,SIN-PANTHER
132257_DANDHARIKAL2_220,220,NORTH,PUNJAB,SIN-PANTHER
132258_AMLOHROAD_220,220,NORTH,PUNJAB,SIN-PANTHER
132259_SADIQ_220,220,NORTH,PUNJAB,SIN-PANTHER
132260_TARANTARAN_220,220,NORTH,PUNJAB,SIN-PANTHER
132261_MALOUT_220,220,NORTH,PUNJAB,SIN-PANTHER
132262_PAKHOWAL_220,220,NORTH,PUNJAB,SIN-PANTHER
132263_FP.NABHA_220,220,NORTH,PUNJAB,SIN-PANTHER
132264_JHUNIR_220,220,NORTH,PUNJAB,SIN-PANTHER
132265_LALRU_220,220,NORTH,PUNJAB,SIN-PANTHER
132266_ALGAON_220,220,NORTH,PUNJAB,SIN-PANTHER
132267_FEROZPUR_RD_220,220,NORTH,PUNJAB,SIN-PANTHER
132268_KAPURTHALA_220,220,NORTH,PUNJAB,PVT-EXISTING
132269_REHANAJATTAN_220,220,NORTH,PUNJAB,SIN-PANTHER
132270_GOINDWAL_220,220,NORTH,PUNJAB,SIN-PANTHER
132271_CHOLASHAHIB_220,220,NORTH,PUNJAB,SIN-PANTHER
132272_MASTEWAL_220,220,NORTH,PUNJAB,SIN-PANTHER
132273_MEHALKALAN_220,220,NORTH,PUNJAB,SIN-PANTHER
132274_DORAHA_220,220,NORTH,PUNJAB,SIN-PANTHER
132275_IKOLOHA_220,220,NORTH,PUNJAB,SIN-PANTHER
132276_PASSIANA_220,220,NORTH,PUNJAB,SIN-PANTHER
132277_GAUNSGARH_220,220,NORTH,PUNJAB,PUNJ_TH
132278_BASSIPATHNA_220,220,NORTH,PUNJAB,SIN-PANTHER
