Node,Region,Zone
111128_HABBAK_132,JAMMU & KASHMIR,NR
111129_PAMPORE1_132,JAMMU & KASHMIR,NR
111130_WANPOH1_132,JAMMU & KASHMIR,NR
111131_KALAKOTE_132,JAMMU & KASHMIR,NR
111132_JHAJJARKOTL1_132,JAMMU & KASHMIR,NR
111133_JANIPUR1_132,JAMMU & KASHMIR,NR
111134_NEWCANAL1_132,JAMMU & KASHMIR,NR
111135_MERANSAHIB_132,JAMMU & KASHMIR,NR
111136_BARIBRAHMINA_132,JAMMU & KASHMIR,NR
111137_GLADINI1_132,JAMMU & KASHMIR,NR
111138_BADAMPUR_132,JAMMU & KASHMIR,NR
111139_SAMBA_132,JAMMU & KASHMIR,NR
111140_HERANAGAR1_132,JAMMU & KASHMIR,NR
111141_RAJOURI1_132,JAMMU & KASHMIR,NR
111142_DRABA1_132,JAMMU & KASHMIR,NR
111143_CHANDAK1_132,JAMMU & KASHMIR,NR
111144_BATOT1_132,JAMMU & KASHMIR,NR
111145_SIDHRA1_132,JAMMU & KASHMIR,NR
111146_MAGAM_132,JAMMU & KASHMIR,NR
112200_ZAINKOTE2_220,JAMMU & KASHMIR,NR
112201_WAGOORA_220,JAMMU & KASHMIR,NR
112202_PAMPORE2_220,JAMMU & KASHMIR,NR
112203_RAMBAN_220,JAMMU & KASHMIR,NR
112204_JAMMU2_220,JAMMU & KASHMIR,NR
112205_ALESTENG_220,JAMMU & KASHMIR,NR
112206_BISHNAH_220,JAMMU & KASHMIR,NR
112208_KISHANNGA-GE_220,JAMMU & KASHMIR,NR
112209_SHITKARI-GEN_220,JAMMU & KASHMIR,NR
112224_BARN2_220,JAMMU & KASHMIR,NR
112233_BUDGAM_220,JAMMU & KASHMIR,NR
112234_AMARGARH_220,JAMMU & KASHMIR,NR
112235_KISHENPUR_220,JAMMU & KASHMIR,NR
112236_HIRANAGAR2_220,JAMMU & KASHMIR,NR
112237_UDAMPUR2_220,JAMMU & KASHMIR,NR
112238_MIRBAZAR_220,JAMMU & KASHMIR,NR
112239_DELINA_220,JAMMU & KASHMIR,NR
112240_GLADNI_220,JAMMU & KASHMIR,NR
112241_LASSIPORA_220,JAMMU & KASHMIR,NR
112247_SAMBA_220,JAMMU & KASHMIR,NR
114401_BAGLIHAR4_400,JAMMU & KASHMIR,NR
121100_DARLAGHA_132,HIMACHAL PRADESH,NR
121102_BAJAURA1_132,HIMACHAL PRADESH,NR
121104_MALANA1_132,HIMACHAL PRADESH,NR
121105_KANGRA1_132,HIMACHAL PRADESH,NR
121106_CHHAUR_132,HIMACHAL PRADESH,NR
121107_KUNIHAR1_132,HIMACHAL PRADESH,NR
121108_HAMIRP-2_132,HIMACHAL PRADESH,NR
121109_BASSI1_132,HIMACHAL PRADESH,NR
121110_HAMIRP-1_132,HIMACHAL PRADESH,NR
121112_GIRI1_132,HIMACHAL PRADESH,NR
121113_BAROTIWA_132,HIMACHAL PRADESH,NR
121114_KALAAMB1_132,HIMACHAL PRADESH,NR
121115_PALAMPUR_132,HIMACHAL PRADESH,NR
121116_PAONTA1_132,HIMACHAL PRADESH,NR
121117_AMB1_132,HIMACHAL PRADESH,NR
121118_UNA1_132,HIMACHAL PRADESH,NR
121119_LARJI1_132,HIMACHAL PRADESH,NR
121120_JASSOR1_132,HIMACHAL PRADESH,NR
121121_JUTOG1_132,HIMACHAL PRADESH,NR
121122_SOLAN1_132,HIMACHAL PRADESH,NR
121123_DEHRA1_132,HIMACHAL PRADESH,NR
121124_KANGO1_132,HIMACHAL PRADESH,NR
121125_ACC1_132,HIMACHAL PRADESH,NR
121126_KNGO_SPL_132,HIMACHAL PRADESH,NR
121127_BAGHA_132,HIMACHAL PRADESH,NR
121128_CHANJU-1_220,HIMACHAL PRADESH,NR
121129_BATHRI1_132,HIMACHAL PRADESH,NR
121131_BIJNI1_132,HIMACHAL PRADESH,NR
121135_KANDRI1_132,HIMACHAL PRADESH,NR
121140_UHL-3_132,HIMACHAL PRADESH,NR
121901_KANGR-PS_132,HIMACHAL PRADESH,NR
122200_KOTLA2_220,HIMACHAL PRADESH,NR
122201_KANGOO2_220,HIMACHAL PRADESH,NR
122202_BUDHIL_220,HIMACHAL PRADESH,NR
122203_UPARNANG_220,HIMACHAL PRADESH,NR
122205_CHHAUR_220,HIMACHAL PRADESH,NR
122206_RAURIAMB_220,HIMACHAL PRADESH,NR
122207_KASANG_220,HIMACHAL PRADESH,NR
122208_KUNIHAR2_220,HIMACHAL PRADESH,NR
122209_FOZAL_220,HIMACHAL PRADESH,NR
122210_HAMIRPUR_220,HIMACHAL PRADESH,NR
122211_TIDONG_220,HIMACHAL PRADESH,NR
122212_MAJRI2_220,HIMACHAL PRADESH,NR
122226_BHABA2_220,HIMACHAL PRADESH,NR
122279_HAMIRPUR42_220,HIMACHAL PRADESH,NR
122322_PNCHSEC33_220,HARYANA,NR
122902_BADDI2_220,HIMACHAL PRADESH,NR
122920_JASSOR2_220,HIMACHAL PRADESH,NR
123003_BADDI_33,HIMACHAL PRADESH,NR
124402_BASPA4_400,HIMACHAL PRADESH,NR
124403_SHANGTONG_400,HIMACHAL PRADESH,NR
124404_CHANGO-YANTG_400,HIMACHAL PRADESH,NR
124903_SAINJ_400,HIMACHAL PRADESH,NR
124910_SAWRA-KUDDU_400,HIMACHAL PRADESH,NR
126001_KOTLA6_66,HIMACHAL PRADESH,NR
126002_BADDI6_66,HIMACHAL PRADESH,NR
126004_UPARNANG_66,HIMACHAL PRADESH,NR
13099_MOHALSPLT_66,PUNJAB,NR
131100_UBDCPH-1_132,PUNJAB,NR
131101_GURDASPUR_132,PUNJAB,NR
131102_DHARIWAL_132,PUNJAB,NR
131103_SHRIHARGOBIN_132,PUNJAB,NR
131105_PIMS_132,PUNJAB,NR
131106_ASRON_132,PUNJAB,NR
131107_JADLA_132,PUNJAB,NR
131108_BANGA_132,PUNJAB,NR
131109_PHAGWARA_132,PUNJAB,NR
131110_MUKERIAN-4_132,PUNJAB,NR
131111_FEROZPUR21_132,PUNJAB,NR
131112_CHAMKAUR_132,PUNJAB,NR
131113_MAHILPUR21_132,PUNJAB,NR
131114_GHULAL_132,PUNJAB,NR
131115_GHOLIA_132,PUNJAB,NR
131116_CHOHAL_132,PUNJAB,NR
131117_BHOGPUR_132,PUNJAB,NR
131118_MUKERI-3_132,PUNJAB,NR
131119_PATHANKOT_132,PUNJAB,NR
131120_SARNA21_132,PUNJAB,NR
131121_WADALAGRAN21_132,PUNJAB,NR
131122_KHARAR_132,PUNJAB,NR
131123_MEHMUDAN_132,PUNJAB,NR
131124_VERPAL21_132,PUNJAB,NR
131125_DORAHA_132,PUNJAB,NR
131126_MOGA21_132,PUNJAB,NR
131127_PATTI21_132,PUNJAB,NR
131128_BILASPUR_132,PUNJAB,NR
131129_JALANDHAR21_132,PUNJAB,NR
131130_AMRITSAR21_132,PUNJAB,NR
131131_SIHORA_132,PUNJAB,NR
131133_ROPAR21_132,PUNJAB,NR
131134_GORAYA21_132,PUNJAB,NR
131136_SEH_132,PUNJAB,NR
131137_SHAMSPUR_132,PUNJAB,NR
131138_MAUR_132,PUNJAB,NR
131139_MUKATSAR21_132,PUNJAB,NR
131140_SULTANPUR21_132,PUNJAB,NR
131141_BALUANA_132,PUNJAB,NR
131142_GIDDERBAH_132,PUNJAB,NR
131143_BADAL_132,PUNJAB,NR
131144_JAMALPUR21_132,PUNJAB,NR
131145_MALOUT_132,PUNJAB,NR
131146_ABOHAR_132,PUNJAB,NR
131147_BHATINDA21_132,PUNJAB,NR
131148_NAWANSHAHAR_132,PUNJAB,NR
131149_ANANDGARH-2_132,PUNJAB,NR
131150_JALALABAD_132,PUNJAB,NR
131151_SADIQ_132,PUNJAB,NR
131152_SARAINANGAL_132,PUNJAB,NR
131153_PANJGARY_132,PUNJAB,NR
131154_KOTAKPUR_132,PUNJAB,NR
131155_KOTAKPUR1_132,PUNJAB,NR
131156_BAGHAPURANA_132,PUNJAB,NR
131157_SAMADHBH_132,PUNJAB,NR
131158_MOGA-II_132,PUNJAB,NR
131159_FARIDKOT_132,PUNJAB,NR
131160_MANASING_132,PUNJAB,NR
131161_FEROZSHAH_132,PUNJAB,NR
131162_TALWANDI_132,PUNJAB,NR
131163_SOSAN_132,PUNJAB,NR
131164_BADNIKALAN_132,PUNJAB,NR
131165_DHARAMKOT_132,PUNJAB,NR
131166_SWADIKALAN_132,PUNJAB,NR
131167_NURMEHAL_132,PUNJAB,NR
131168_NAKODAR_132,PUNJAB,NR
131169_URBANEST_132,PUNJAB,NR
131170_UBDCPH-3_132,PUNJAB,NR
131171_UBDCPH-2_132,PUNJAB,NR
131172_RCFACTORY_132,PUNJAB,NR
131173_KHERAMAN_132,PUNJAB,NR
131174_ALAWALPUR_132,PUNJAB,NR
131175_BEAS_132,PUNJAB,NR
131176_HOSHIARPUR_132,PUNJAB,NR
131177_TANDA_132,PUNJAB,NR
131178_JANDIALA_132,PUNJAB,NR
131179_EKALGADA_132,PUNJAB,NR
131180_TARANTAR_132,PUNJAB,NR
131181_BHIKIWIND_132,PUNJAB,NR
131182_NARAINANGAL_132,PUNJAB,NR
131183_HAKIMAGARH_132,PUNJAB,NR
131184_SAKTRIBAD_132,PUNJAB,NR
131185_MALMANDI_132,PUNJAB,NR
131186_GTROADAM_132,PUNJAB,NR
131187_VERKA_132,PUNJAB,NR
131188_POWERCOLONY_132,PUNJAB,NR
131189_MUKERI-1_132,PUNJAB,NR
131190_MUKERI-2_132,PUNJAB,NR
131191_MAMUN_132,PUNJAB,NR
131192_JOGINDERNAGA_132,PUNJAB,NR
131195_SARNA_132,PUNJAB,NR
131196_TANGRA_132,PUNJAB,NR
131197_ANANDGARH-1_132,PUNJAB,NR
131198_ANANDPUR_132,PUNJAB,NR
131199_KAHANPUR_132,PUNJAB,NR
131271_SHAPUR-KHAND_132,PUNJAB,NR
131600_BATALA_132,PUNJAB,NR
131601_BUTARI21_132,PUNJAB,NR
131602_CHILDERNPARK_132,PUNJAB,NR
131603_DHILWAN_132,PUNJAB,NR
131604_GOBI2-21_132,PUNJAB,NR
131605_IGCBHATI_132,PUNJAB,NR
131606_JAYANTI_132,PUNJAB,NR
131607_KAPURTHALA_132,PUNJAB,NR
131608_KARTARPUR21_132,PUNJAB,NR
131609_KOTLIS21_132,PUNJAB,NR
131610_KATHUNAN_132,PUNJAB,NR
131611_MOGA-1_132,PUNJAB,NR
131612_MUKATSAR_132,PUNJAB,NR
131613_PHILLLOUR_132,PUNJAB,NR
131614_SCIENCE_132,PUNJAB,NR
131615_ROPAR_132,PUNJAB,NR
131680_TALWANDISABO_132,PUNJAB,NR
132200_BUTARI_220,PUNJAB,NR
132201_DANDHAR1_220,PUNJAB,NR
132202_SAHNEWAL_220,PUNJAB,NR
132203_GOBINDGARH-1_220,PUNJAB,NR
132204_LEHRAMOHABBA_220,PUNJAB,NR
132205_DASUYA_220,PUNJAB,NR
132206_BAHADURGARH_220,PUNJAB,NR
132207_NAKODAR_220,PUNJAB,NR
132208_KARTARPUR_220,PUNJAB,NR
132209_DERABASSI_220,PUNJAB,NR
132210_HUMBARAN_220,PUNJAB,NR
132211_FEROZPUR_220,PUNJAB,NR
132212_JAGRAON_220,PUNJAB,NR
132213_MAHILPUR_220,PUNJAB,NR
132214_NAKODARPG_220,PUNJAB,NR
132215_MANSA_220,PUNJAB,NR
132216_SUNAM_220,PUNJAB,NR
132217_DHURI_220,PUNJAB,NR
132218_FATEHGRCHUR_220,PUNJAB,NR
132219_KHARAR_220,PUNJAB,NR
132220_SARNA_220,PUNJAB,NR
132221_RSD_220,PUNJAB,NR
132222_WADALAGRANTH_220,PUNJAB,NR
132223_BOTIANWALA_220,PUNJAB,NR
132224_VERPAL_220,PUNJAB,NR
132225_KOHARA_220,PUNJAB,NR
132226_MOGA-PS_220,PUNJAB,NR
132227_PATTI_220,PUNJAB,NR
132229_RAJPURA_220,PUNJAB,NR
132230_JAMSHER_220,PUNJAB,NR
132231_GORAYA_220,PUNJAB,NR
132232_ROPAR_220,PUNJAB,NR
132233_CIVILINE_220,PUNJAB,NR
132234_HIMMATPURA_220,PUNJAB,NR
132235_GHUBAYA_220,PUNJAB,NR
132236_GOBINDGARH-2_220,PUNJAB,NR
132237_LALTONKA_220,PUNJAB,NR
132238_BAJAKHANA_220,PUNJAB,NR
132239_MUKTSAR_220,PUNJAB,NR
132240_SULTANPUR_220,PUNJAB,NR
132241_PATRAN_220,PUNJAB,NR
132242_PATIALA-PS_220,PUNJAB,NR
132243_MALERKOTL-PS_220,PUNJAB,NR
132244_BADAL_220,PUNJAB,NR
132245_RAJLA_220,PUNJAB,NR
132246_BARNALA-PS_220,PUNJAB,NR
132247_BATHINDA_220,PUNJAB,NR
132248_BAGHAPUR_220,PUNJAB,NR
132249_KHASSA_220,PUNJAB,NR
132250_MOHALI-1_220,PUNJAB,NR
132251_MAJITHA_220,PUNJAB,NR
132252_KOTLISURATMA_220,PUNJAB,NR
132253_TIBBER_220,PUNJAB,NR
132254_AJITWAL_220,PUNJAB,NR
132256_MOHALI-2_220,PUNJAB,NR
132257_DANDHARIKAL2_220,PUNJAB,NR
132258_AMLOHROAD_220,PUNJAB,NR
132259_SADIQ_220,PUNJAB,NR
132260_TARANTARAN_220,PUNJAB,NR
132261_MALOUT_220,PUNJAB,NR
132262_PAKHOWAL_220,PUNJAB,NR
132263_FP.NABHA_220,PUNJAB,NR
132264_JHUNIR_220,PUNJAB,NR
132265_LALRU_220,PUNJAB,NR
132266_ALGAON_220,PUNJAB,NR
132267_FEROZPUR_RD_220,PUNJAB,NR
132268_KAPURTHALA_220,PUNJAB,NR
132269_REHANAJATTAN_220,PUNJAB,NR
132270_GOINDWAL_220,PUNJAB,NR
132271_CHOLASHAHIB_220,PUNJAB,NR
132272_MASTEWAL_220,PUNJAB,NR
132273_MEHALKALAN_220,PUNJAB,NR
132274_DORAHA_220,PUNJAB,NR
132275_IKOLOHA_220,PUNJAB,NR
132276_PASSIANA_220,PUNJAB,NR
132277_GAUNSGARH_220,PUNJAB,NR
132278_BASSIPATHNA_220,PUNJAB,NR
132279_KAKRALA_220,PUNJAB,NR
132280_TALWANDISABO_220,PUNJAB,NR
132281_UDHOKE_220,PUNJAB,NR
132282_DHURI4_220,PUNJAB,NR
132283_DEVIGARH_220,PUNJAB,NR
132284_MAKHU_220,PUNJAB,NR
132287_PAT-2_220,PUNJAB,NR
132290_RAJPURA42_220,PUNJAB,NR
132291_DHANAULA_220,PUNJAB,NR
132292_BADSHAHPUR_220,PUNJAB,NR
132293_BANGAN_220,PUNJAB,NR
132294_CHOGAWAN_220,PUNJAB,NR
132295_BANUR_220,PUNJAB,NR
132297_ABOHAR_220,PUNJAB,NR
132298_KOTKAPURA_220,PUNJAB,NR
132299_NURMEHAL_220,PUNJAB,NR
13244_AMLOH_220,PUNJAB,NR
132927_SANGRUR_220,PUNJAB,NR
134401_TALWANDISABO_400,PUNJAB,NR
134402_DHURI_400,PUNJAB,NR
134403_MAKHU_400,PUNJAB,NR
134404_MUKATSAR_400,PUNJAB,NR
134405_NAKODAR_400,PUNJAB,NR
134406_RAJPURA_TH_400,PUNJAB,NR
134407_RAJPURA_400,PUNJAB,NR
136000_BUTARI_66,PUNJAB,NR
136001_DANDHARIKAL1_66,PUNJAB,NR
136002_SAHNEWAL_66,PUNJAB,NR
136003_GOBINDGARH1_66,PUNJAB,NR
136004_AMLOHROAD_66,PUNJAB,NR
136005_VERPAL_66,PUNJAB,NR
136006_BAHADR_66,PUNJAB,NR
136007_KOTLAJUNGAN_66,PUNJAB,NR
136008_KARTARPUR_66,PUNJAB,NR
136009_DERABASSI_66,PUNJAB,NR
136010_HUMBRAN1_66,PUNJAB,NR
136011_CIVILINE_66,PUNJAB,NR
136012_JAGRAON_66,PUNJAB,NR
136013_GHUBAYA_66,PUNJAB,NR
136015_MANSA_66,PUNJAB,NR
136016_SUNAM_66,PUNJAB,NR
136017_DHURI_66,PUNJAB,NR
136018_FATEHGRCHUR_66,PUNJAB,NR
136019_KHARAR_66,PUNJAB,NR
136020_FEROZPUR_RD_66,PUNJAB,NR
136021_BATLA_66,PUNJAB,NR
136023_BOTIANWALA_66,PUNJAB,NR
136024_JALANDHAR_66,PUNJAB,NR
136025_KOHARA_66,PUNJAB,NR
136027_SANGRUR_66,PUNJAB,NR
136028_JAMALPUR_66,PUNJAB,NR
136029_RAJPURA_66,PUNJAB,NR
136030_JAMSHER_66,PUNJAB,NR
136034_HIMMATPURA_66,PUNJAB,NR
136036_GOBINDGARH2_66,PUNJAB,NR
136037_LALTONKA_66,PUNJAB,NR
136038_BAZAKHANA_66,PUNJAB,NR
136041_PATRAN_66,PUNJAB,NR
136042_ABLOWAL_66,PUNJAB,NR
136043_MALERKOTLA_66,PUNJAB,NR
136044_AMLOH_66,PUNJAB,NR
136045_RAJLA_66,PUNJAB,NR
136046_BARNALA_66,PUNJAB,NR
136047_BHATINDA_66,PUNJAB,NR
136048_BRAHPURANA_66,PUNJAB,NR
136049_KHASA_66,PUNJAB,NR
136050_MOHLI_66,PUNJAB,NR
136051_MAJITHA6_66,PUNJAB,NR
136052_K.S.MAL_66,PUNJAB,NR
136053_TIBBER_66,PUNJAB,NR
136054_AJITWAL_66,PUNJAB,NR
136056_MOHALI-II_66,PUNJAB,NR
136057_DHANDARIKAL2_66,PUNJAB,NR
136059_SADIQ_66,PUNJAB,NR
136060_RASHIANA_66,PUNJAB,NR
136061_MALOUT_66,PUNJAB,NR
136062_PAKHOWAL_66,PUNJAB,NR
136063_NABHA_66,PUNJAB,NR
136064_JHUNIR_66,PUNJAB,NR
136065_LALRU_66,PUNJAB,NR
136066_ALGAON_66,PUNJAB,NR
136068_KAPURTHALA_66,PUNJAB,NR
136069_REHANAJATTAN_66,PUNJAB,NR
136070_GOBINDGARH-3_66,PUNJAB,NR
136071_CHOLASAHIB_66,PUNJAB,NR
136072_MASTEWAL_66,PUNJAB,NR
136073_MEHALKALAN_66,PUNJAB,NR
136074_DORAHA_66,PUNJAB,NR
136075_IKOLAHA_66,PUNJAB,NR
136076_PASSIANA_66,PUNJAB,NR
136077_GAUNSGARH_66,PUNJAB,NR
136078_BASSIPATHNA_66,PUNJAB,NR
136079_KAKRALA_66,PUNJAB,NR
136081_UDHOKE_66,PUNJAB,NR
136082_GHULAL66_66,PUNJAB,NR
136083_DHANAULA_66,PUNJAB,NR
136084_BADSHAHPUR_66,PUNJAB,NR
136085_BANGAN_66,PUNJAB,NR
136086_CHOGAWAN_66,PUNJAB,NR
136087_BANUR_66,PUNJAB,NR
136104_LEHRAMOHABBT_66,PUNJAB,NR
136927_PATTI_66,PUNJAB,NR
136928_DASUYA_66,PUNJAB,NR
140001_BAHADURG_132,HARYANA,NR
141001_KAIRU_132,HARYANA,NR
141031_NARELA_BB_132,DELHI,NR
141100_JIND_132,HARYANA,NR
141102_SAFIDON_132,HARYANA,NR
141103_SAMALKHA_132,HARYANA,NR
141106_NISSING_132,HARYANA,NR
141107_ABDULLAPUR1_132,HARYANA,NR
141108_BHUNNA_132,HARYANA,NR
141109_SONEPAT_132,HARYANA,NR
141110_KURUKSHETRA1_132,HARYANA,NR
141111_KIRORI_132,HARYANA,NR
141112_ISHRANA_132,HARYANA,NR
141113_REWARI_132,HARYANA,NR
141114_NARNAUL_132,HARYANA,NR
141115_NARWANA_132,HARYANA,NR
141116_SEWAH_132,HARYANA,NR
141117_HANSI_132,HARYANA,NR
141118_MOHINDERGARH_132,HARYANA,NR
141119_PANIPAT_132,HARYANA,NR
141120_DIWANA_132,HARYANA,NR
141121_HISAR_132,HARYANA,NR
141122_IA-BHIWANI_132,HARYANA,NR
141123_SIRSA_132,HARYANA,NR
141124_BAPORA_132,HARYANA,NR
141125_JINDALSTEEL_132,HARYANA,NR
141126_FATEHABAD21_132,HARYANA,NR
141128_RANIA_132,HARYANA,NR
141129_PTPS_132,HARYANA,NR
141130_ROHTAK_132,HARYANA,NR
141131_KARNAL_132,HARYANA,NR
141132_PINJORE_132,HARYANA,NR
141133_ADHOUN_132,HARYANA,NR
141134_IA-HISAR_132,HARYANA,NR
141137_UNISPUR_132,HARYANA,NR
141140_LUKHI_132,HARYANA,NR
141141_PEHOWA_132,HARYANA,NR
141142_CHEEKA21_132,HARYANA,NR
141143_KAITHAL_132,HARYANA,NR
141144_KIRMICH_132,HARYANA,NR
141145_ISHERWAL_132,HARYANA,NR
141146_MASUDPUR_132,HARYANA,NR
141147_BHIWANI1_132,HARYANA,NR
141148_NAUTCH_132,HARYANA,NR
141149_BODHNI_132,HARYANA,NR
141150_DHAND_132,HARYANA,NR
141151_ISMAILABAD_132,HARYANA,NR
141152_MALIKPUR_132,HARYANA,NR
141153_BHORE_132,HARYANA,NR
141154_NARWANA-OLD_132,HARYANA,NR
141155_KURUNGWALI_132,HARYANA,NR
141156_BASTARA_132,HARYANA,NR
141157_INDRI_132,HARYANA,NR
141158_AMIN_132,HARYANA,NR
141159_SAGGA_132,HARYANA,NR
141160_JUNDLA_132,HARYANA,NR
141161_ASSANDH_132,HARYANA,NR
141162_JALMANA_132,HARYANA,NR
141163_MUNAK_132,HARYANA,NR
141164_GHARAUND_132,HARYANA,NR
141165_MADHUBAN_132,HARYANA,NR
141166_NEWAL_132,HARYANA,NR
141167_BHADSON_132,HARYANA,NR
141168_NAGLAMEGHA_132,HARYANA,NR
141169_NIDANA_132,HARYANA,NR
141170_RAJOUND_132,HARYANA,NR
141171_PAI_132,HARYANA,NR
141172_RASINA_132,HARYANA,NR
141173_KAUL_132,HARYANA,NR
141174_PADLA_132,HARYANA,NR
141175_PUNDRI_132,HARYANA,NR
141176_SAMALKHA21_132,HARYANA,NR
141177_BHAGAL_132,HARYANA,NR
141178_CHAKULAD_132,HARYANA,NR
141179_KHERI-GU_132,HARYANA,NR
141180_THANA_132,HARYANA,NR
141181_KABULPUR_132,HARYANA,NR
141182_HABRI_132,HARYANA,NR
141183_MOHANA_132,HARYANA,NR
141184_HSIIDC-R_132,HARYANA,NR
141185_RAI_132,HARYANA,NR
141186_KUNDLI_132,HARYANA,NR
141187_MURTHAL_132,HARYANA,NR
141188_GANNUAR_132,HARYANA,NR
141189_HARSANA_132,HARYANA,NR
141190_DEEPALPUR_132,HARYANA,NR
141191_KHARKHOD_132,HARYANA,NR
141192_NARWANA-NEW_132,HARYANA,NR
141193_DHAMTAAN_132,HARYANA,NR
141194_GARHI_132,HARYANA,NR
141195_DHANOURI_132,HARYANA,NR
