Node,Region,Zone
171559_LEEDOPUR_132,UTTAR PRADESH,NR
171560_YAMUNAPU_132,UTTAR PRADESH,NR
171561_BABUGARH_132,UTTAR PRADESH,NR
171569_INDRAVAL_132,UTTAR PRADESH,NR
171585_RAIBAR-N_132,UTTAR PRADESH,NR
171600_JIGNA_132,UTTAR PRADESH,NR
171601_KADIPUR_132,UTTAR PRADESH,NR
171602_KAYAMGAN_132,UTTAR PRADESH,NR
171603_BITHOOR_132,UTTAR PRADESH,NR
171604_KAMLAPUR_132,UTTAR PRADESH,NR
171605_KANNAUJ_132,UTTAR PRADESH,NR
171606_KANKANKH_132,UTTAR PRADESH,NR
171607_KARCHANA_132,UTTAR PRADESH,NR
171608_KARVI_132,UTTAR PRADESH,NR
171609_KASGANJ_132,UTTAR PRADESH,NR
171610_KHAMBAKH_132,UTTAR PRADESH,NR
171611_KASIA_132,UTTAR PRADESH,NR
171612_KASIMABA_132,UTTAR PRADESH,NR
171613_KAURIRAM_132,UTTAR PRADESH,NR
171614_KAJARHAA_132,UTTAR PRADESH,NR
171615_KERAKAT_132,UTTAR PRADESH,NR
171616_KHAGA_132,UTTAR PRADESH,NR
171617_KHAIR_132,UTTAR PRADESH,NR
171618_KHALILAB_132,UTTAR PRADESH,NR
171619_KHATOLI_132,UTTAR PRADESH,NR
171620_KHARAD_132,UTTAR PRADESH,NR
171621_KHURAMNA_132,UTTAR PRADESH,NR
171622_KIRATPUR_132,UTTAR PRADESH,NR
171623_KOLLSA_132,UTTAR PRADESH,NR
171624_KOSIKALA_132,UTTAR PRADESH,NR
171625_KRISHNAN_132,UTTAR PRADESH,NR
171626_KUNDA_132,UTTAR PRADESH,NR
171627_UTRAULA_132,UTTAR PRADESH,NR
171628_KUNDESHW_132,UTTAR PRADESH,NR
171629_LAKHIMPU_132,UTTAR PRADESH,NR
171630_LAKHAOTI_132,UTTAR PRADESH,NR
171631_LALGANJ_132,UTTAR PRADESH,NR
171632_LALITPUR_132,UTTAR PRADESH,NR
171633_LALUKHER_132,UTTAR PRADESH,NR
171634_LML_132,UTTAR PRADESH,NR
171635_LONI_132,UTTAR PRADESH,NR
171636_SGPGI_132,UTTAR PRADESH,NR
171637_MACHLISH_132,UTTAR PRADESH,NR
171638_MAHOBA_132,UTTAR PRADESH,NR
171639_MALWA_132,UTTAR PRADESH,NR
171640_MANDUADI_132,UTTAR PRADESH,NR
171641_MANJHANP_132,UTTAR PRADESH,NR
171642_MANKAPUR_132,UTTAR PRADESH,NR
171643_MANAURI_132,UTTAR PRADESH,NR
171644_MARLAHU_132,UTTAR PRADESH,NR
171645_MARTINPU_132,UTTAR PRADESH,NR
171646_MATHURA_132,UTTAR PRADESH,NR
171647_MAU_NEW_132,UTTAR PRADESH,NR
171648_MAU_OLD_132,UTTAR PRADESH,NR
171649_MAU_RANI_132,UTTAR PRADESH,NR
171650_MAWANA_132,UTTAR PRADESH,NR
171651_MEDICALC_132,UTTAR PRADESH,NR
171652_MEJAROAD_132,UTTAR PRADESH,NR
171653_MAHARAJG_132,UTTAR PRADESH,NR
171654_MILKIPUR_132,UTTAR PRADESH,NR
171655_MINTOPAR_132,UTTAR PRADESH,NR
171656_MIRZAPUR_132,UTTAR PRADESH,NR
171657_MODISTEE_132,UTTAR PRADESH,NR
171658_MOHADDIP_132,UTTAR PRADESH,NR
171659_MOHAMMAD_132,UTTAR PRADESH,NR
171660_MOHAMMAD_132,UTTAR PRADESH,NR
171661_GULABARI_132,UTTAR PRADESH,NR
171662_MURADABA_132,UTTAR PRADESH,NR
171663_MAQSUDPR_132,UTTAR PRADESH,NR
171664_MOTH_132,UTTAR PRADESH,NR
171665_MUZAFARN_132,UTTAR PRADESH,NR
171666_BARKHER_132,UTTAR PRADESH,NR
171667_NAGALIKI_132,UTTAR PRADESH,NR
171668_KUNDARK_132,UTTAR PRADESH,NR
171669_NAINI_132,UTTAR PRADESH,NR
171670_NAKUR_132,UTTAR PRADESH,NR
171671_NANAUTA_132,UTTAR PRADESH,NR
171672_NANAPARA_132,UTTAR PRADESH,NR
171673_SHAHJAHA_132,UTTAR PRADESH,NR
171674_NARAINPU_132,UTTAR PRADESH,NR
171675_NASEERPU_132,UTTAR PRADESH,NR
171676_NEBODPAR_132,UTTAR PRADESH,NR
171677_NEWARIRO_132,UTTAR PRADESH,NR
171678_NIBKAROR_132,UTTAR PRADESH,NR
171679_NIRPURA_132,UTTAR PRADESH,NR
171680_NKN_132,UTTAR PRADESH,NR
171681_NOIDA_II_132,UTTAR PRADESH,NR
171682_NOIDA_IV_132,UTTAR PRADESH,NR
171684_NOIDA_VI_132,UTTAR PRADESH,NR
171685_NOIDA62_132,UTTAR PRADESH,NR
171686_NOIDA62_132,UTTAR PRADESH,NR
171688_ORAI_132_132,UTTAR PRADESH,NR
171689_PALLIA_132,UTTAR PRADESH,NR
171690_PARTAPGA_132,UTTAR PRADESH,NR
171691_PARICHHA_132,UTTAR PRADESH,NR
171692_PARTAPPU_132,UTTAR PRADESH,NR
171693_PATTI_132,UTTAR PRADESH,NR
171694_PHOOLPUR_132,UTTAR PRADESH,NR
171695_IFFCOPHU_132,UTTAR PRADESH,NR
171696_PINHAT_132,UTTAR PRADESH,NR
171698_PUVAYAN_132,UTTAR PRADESH,NR
171699_PURKAYAN_132,UTTAR PRADESH,NR
171700_AKBCHIN_132,UTTAR PRADESH,NR
171701_BALRCHIN_132,UTTAR PRADESH,NR
171702_DCM01_132,UTTAR PRADESH,NR
171703_HAIDER01_132,UTTAR PRADESH,NR
171704_LHSUGAR0_132,UTTAR PRADESH,NR
171705_MANCHIN_132,UTTAR PRADESH,NR
171706_RAUCHIN_132,UTTAR PRADESH,NR
171707_TRIVEN01_132,UTTAR PRADESH,NR
171708_TRIVEN02_132,UTTAR PRADESH,NR
171709_KUMBH_132,UTTAR PRADESH,NR
171710_GULARI01_132,UTTAR PRADESH,NR
171711_JKSUGAR_132,UTTAR PRADESH,NR
171712_MAWANA01_132,UTTAR PRADESH,NR
171713_MAWANA02_132,UTTAR PRADESH,NR
171714_MAWANA03_132,UTTAR PRADESH,NR
171715_SBECBIO_132,UTTAR PRADESH,NR
171716_SIMBHO01_132,UTTAR PRADESH,NR
171717_SIMBHO02_132,UTTAR PRADESH,NR
171718_AUGASSI_132,UTTAR PRADESH,NR
171719_OUDH_132,UTTAR PRADESH,NR
171720_DALMI01_132,UTTAR PRADESH,NR
171721_DALMI02_132,UTTAR PRADESH,NR
171722_DALMI03_132,UTTAR PRADESH,NR
171723_KMSAGA_132,UTTAR PRADESH,NR
171724_DWARIK01_132,UTTAR PRADESH,NR
171725_DWARIK02_132,UTTAR PRADESH,NR
171726_SUKHBI_132,UTTAR PRADESH,NR
171728_BAJAJ02_132,UTTAR PRADESH,NR
171729_BAJAJ03_132,UTTAR PRADESH,NR
171730_BAJAJ04_132,UTTAR PRADESH,NR
171731_BDLAPUR_132,UTTAR PRADESH,NR
171732_BAJAJ06_132,UTTAR PRADESH,NR
171733_BAJAJ07_132,UTTAR PRADESH,NR
171734_BAJAJ08_132,UTTAR PRADESH,NR
171735_BAJAJ09_132,UTTAR PRADESH,NR
171736_BAJAJ10_132,UTTAR PRADESH,NR
171737_DCM02_132,UTTAR PRADESH,NR
171738_DCM03_132,UTTAR PRADESH,NR
171739_UTTAM01_132,UTTAR PRADESH,NR
171740_UTTAM02_132,UTTAR PRADESH,NR
171741_DHAMPU01_132,UTTAR PRADESH,NR
171742_DHAMPU02_132,UTTAR PRADESH,NR
171743_DHAMPU03_132,UTTAR PRADESH,NR
171744_UPPERG_132,UTTAR PRADESH,NR
171745_CHADA_132,UTTAR PRADESH,NR
171746_DAURAL_132,UTTAR PRADESH,NR
171747_PARLE01_132,UTTAR PRADESH,NR
171748_NEWIND_132,UTTAR PRADESH,NR
171749_PARLE02_132,UTTAR PRADESH,NR
171750_LHSUGAR0_132,UTTAR PRADESH,NR
171751_GULARI02_132,UTTAR PRADESH,NR
171752_HAIDER02_132,UTTAR PRADESH,NR
171753_DCM04_132,UTTAR PRADESH,NR
171754_BIDHUNA_132,UTTAR PRADESH,NR
171755_BIGHAPU_132,UTTAR PRADESH,NR
171756_CHAKALV_132,UTTAR PRADESH,NR
171757_CHAKIA_132,UTTAR PRADESH,NR
171758_CHANDAK_132,UTTAR PRADESH,NR
171759_DALA1_132,UTTAR PRADESH,NR
171760_DALMAU_132,UTTAR PRADESH,NR
171761_DHAURHRA_132,UTTAR PRADESH,NR
171762_DYALBAGH_132,UTTAR PRADESH,NR
171763_GARWARA_132,UTTAR PRADESH,NR
171764_HATHRS1_132,UTTAR PRADESH,NR
171765_JALAUN1_132,UTTAR PRADESH,NR
171766_JATTARI_132,UTTAR PRADESH,NR
171767_JOLLYROD_132,UTTAR PRADESH,NR
171768_JWAHRPUR_132,UTTAR PRADESH,NR
171769_KANHUPWN_132,UTTAR PRADESH,NR
171770_KHEKRA_132,UTTAR PRADESH,NR
171771_KHURJAII_132,UTTAR PRADESH,NR
171772_MEHRBANS_132,UTTAR PRADESH,NR
171773_MEHDAWAL_132,UTTAR PRADESH,NR
171774_MEHNAGAR_132,UTTAR PRADESH,NR
171775_NAUGARH_132,UTTAR PRADESH,NR
171776_RHIMABAD_132,UTTAR PRADESH,NR
171777_RAMPURMANIHA_132,UTTAR PRADESH,NR
171778_SAHARACI_132,UTTAR PRADESH,NR
171779_SAIDNGLI_132,UTTAR PRADESH,NR
171780_SALAWA_132,UTTAR PRADESH,NR
171781_SASNI1_132,UTTAR PRADESH,NR
171782_SHAHABAD_132,UTTAR PRADESH,NR
171783_SINGHOLI_132,UTTAR PRADESH,NR
171784_TANDARAM_132,UTTAR PRADESH,NR
171785_TELIARGA_132,UTTAR PRADESH,NR
171786_UJJHANI_132,UTTAR PRADESH,NR
171787_UPSIDCMA_132,UTTAR PRADESH,NR
171788_PILIBHI1_132,UTTAR PRADESH,NR
172200_NOIDA-20_220,UTTAR PRADESH,NR
172201_GOKUL_220,UTTAR PRADESH,NR
172202_GNOIDA2_220,UTTAR PRADESH,NR
172203_ATRAULI2_220,UTTAR PRADESH,NR
172204_AGRAN2_220,UTTAR PRADESH,NR
172205_MEERUT_220,UTTAR PRADESH,NR
172206_NOIDA20S_220,UTTAR PRADESH,NR
172207_UNNAO2_220,UTTAR PRADESH,NR
172208_LUCKNOW_220,UTTAR PRADESH,NR
172209_BANDA2_220,UTTAR PRADESH,NR
172210_PHULPUR2_220,UTTAR PRADESH,NR
172211_RPHKANPR_220,UTTAR PRADESH,NR
172212_HATHRAS2_220,UTTAR PRADESH,NR
172213_CHINHAT2_220,UTTAR PRADESH,NR
172214_ETAH_220,UTTAR PRADESH,NR
172215_GAJRAULA_220,UTTAR PRADESH,NR
172216_NOIDA-62_220,UTTAR PRADESH,NR
172217_NOID62-S_220,UTTAR PRADESH,NR
172218_SHAMSHAB_220,UTTAR PRADESH,NR
172219_SAHIBAD2_220,UTTAR PRADESH,NR
172220_KANPU_SO_220,UTTAR PRADESH,NR
172221_MANPURI2_220,UTTAR PRADESH,NR
172222_NEHTOR2_220,UTTAR PRADESH,NR
172223_SOHAWAL_220,UTTAR PRADESH,NR
172224_ALLAHABA_220,UTTAR PRADESH,NR
172225_JAULJIVI_220,UTTARAKHAND,NR
172227_ROSA-TP1_220,UTTAR PRADESH,NR
172228_HARDOI2_220,UTTAR PRADESH,NR
172229_SHJNP2_220,UTTAR PRADESH,NR
172230_BITHOOR_220,UTTAR PRADESH,NR
172231_GOMTINGR_220,UTTAR PRADESH,NR
172232_BAKNTPR2_220,UTTAR PRADESH,NR
172234_SITAPR2_220,UTTAR PRADESH,NR
172235_HARDROAD_220,UTTAR PRADESH,NR
172236_SAROJNI2_220,UTTAR PRADESH,NR
172238_SAMBHAL_220,UTTAR PRADESH,NR
172239_MURADBD2_220,UTTAR PRADESH,NR
172240_SHATABDI_220,UTTAR PRADESH,NR
172241_SIMBOLI2_220,UTTAR PRADESH,NR
172243_MODIPRM2_220,UTTAR PRADESH,NR
172244_MUZAFN2_220,UTTAR PRADESH,NR
172245_MURADNG2_220,UTTAR PRADESH,NR
172246_JAHANGRB_220,UTTAR PRADESH,NR
172247_KHARA2_220,UTTAR PRADESH,NR
172248_SHAMLI2_220,UTTAR PRADESH,NR
172249_LONI2_220,UTTAR PRADESH,NR
172250_SAHARNP2_220,UTTAR PRADESH,NR
172251_NOIDA129_220,UTTAR PRADESH,NR
172252_NARA2_220,UTTAR PRADESH,NR
172254_SIKANBAD_220,UTTAR PRADESH,NR
172255_KHURJA2_220,UTTAR PRADESH,NR
172256_CHIBRMAU_220,UTTAR PRADESH,NR
172257_HARDUGN2_220,UTTAR PRADESH,NR
172258_ORAI2_220,UTTAR PRADESH,NR
172259_SIKANDR2_220,UTTAR PRADESH,NR
172260_SAFAI2_220,UTTAR PRADESH,NR
172261_FEROZBD2_220,UTTAR PRADESH,NR
172262_MAINPUR2_220,UTTAR PRADESH,NR
172263_PARICHA2_220,UTTAR PRADESH,NR
172264_BHARTHNA_220,UTTAR PRADESH,NR
172265_PANKI2_220,UTTAR PRADESH,NR
172266_NAUBSTA2_220,UTTAR PRADESH,NR
172267_MURADNG2_220,UTTAR PRADESH,NR
172268_GORAKP2_220,UTTAR PRADESH,NR
172269_DEORIA_220,UTTAR PRADESH,NR
172270_DOHANA2_220,UTTAR PRADESH,NR
172271_OBRA2_220,UTTAR PRADESH,NR
172274_ALAHBAD2_220,UTTAR PRADESH,NR
172275_GHAZPR2_220,UTTAR PRADESH,NR
172277_FATEHPR2_220,UTTAR PRADESH,NR
172278_SAHUPU_N_220,UTTAR PRADESH,NR
172279_SARNATH2_220,UTTAR PRADESH,NR
172280_CBGANJ2_220,UTTAR PRADESH,NR
172281_AZAMGAR2_220,UTTAR PRADESH,NR
172282_BADAUN2_220,UTTAR PRADESH,NR
172283_JAUNPUR2_220,UTTAR PRADESH,NR
172284_SULTANP2_220,UTTAR PRADESH,NR
172285_GONDA2_220,UTTAR PRADESH,NR
172286_TANDA2_220,UTTAR PRADESH,NR
172287_BASTI2_220,UTTAR PRADESH,NR
172288_GORAKPR2_220,UTTAR PRADESH,NR
172289_CANT_AL_220,UTTAR PRADESH,NR
172294_JHUSI_220,UTTAR PRADESH,NR
172295_GAJOKHA_220,UTTAR PRADESH,NR
172296_MIRZAPU_220,UTTAR PRADESH,NR
172297_JHANSI2_220,UTTAR PRADESH,NR
172299_MATHURA_220,UTTAR PRADESH,NR
172350_DASNA_220,UTTAR PRADESH,NR
172500_RASRA_220,UTTAR PRADESH,NR
172507_AURAIYA_220,UTTAR PRADESH,NR
172512_ALIGARH_220,UTTAR PRADESH,NR
172521_KHAIR_220,UTTAR PRADESH,NR
172530_RAMPUR_220,UTTAR PRADESH,NR
172562_BAGHPAT_220,UTTAR PRADESH,NR
172563_BAH_220,UTTAR PRADESH,NR
172564_PRATPGARH_220,UTTAR PRADESH,NR
172565_TANDA2_220,UTTAR PRADESH,NR
172566_KURSIRD_220,UTTAR PRADESH,NR
172567_BEHAT_220,UTTAR PRADESH,NR
172568_BHELUPR_220,UTTAR PRADESH,NR
172570_LALITPUR_220,UTTAR PRADESH,NR
172590_ROBRSTGNJ_220,UTTAR PRADESH,NR
172591_CHURK_220,UTTAR PRADESH,NR
172800_PARTAPGA_220,UTTAR PRADESH,NR
172801_RCGREEN_220,UTTAR PRADESH,NR
172900_NANAUTA_220,UTTAR PRADESH,NR
172904_BARAUT2_220,UTTAR PRADESH,NR
172905_DADRIUP_220,UTTAR PRADESH,NR
172999_GNOIDA_220,UTTAR PRADESH,NR
173020_KANPU_SO_33,UTTAR PRADESH,NR
174000_MEJA_400,UTTAR PRADESH,NR
174058_ORAI_400,UTTAR PRADESH,NR
174262_MAINPURIUP_400,UTTAR PRADESH,NR
174263_BARA_400,UTTAR PRADESH,NR
174264_KARCHNA_400,UTTAR PRADESH,NR
174265_REWA_400,UTTAR PRADESH,NR
174266_GNOIDAUP_400,UTTAR PRADESH,NR
174267_HAPUR_400,UTTAR PRADESH,NR
174268_GAZIABAD_400,UTTAR PRADESH,NR
174285_GONDA_400,UTTAR PRADESH,NR
174350_DASNA_400,UTTAR PRADESH,NR
174400_AGRAUP4_400,UTTAR PRADESH,NR
174401_UNNAO4_400,UTTAR PRADESH,NR
174402_BARELI4_400,UTTAR PRADESH,NR
174403_UNNAFSC1_400,UTTAR PRADESH,NR
174404_UNNAFSC2_400,UTTAR PRADESH,NR
174408_PARICHHA_400,UTTAR PRADESH,NR
174414_AGRANEW_400,UTTAR PRADESH,NR
174416_AGRASTH_400,UTTAR PRADESH,NR
174427_GORAK_UP_400,UTTAR PRADESH,NR
174437_LUCKN_UP_400,UTTAR PRADESH,NR
174440_MURADAB4_400,UTTAR PRADESH,NR
174445_MUZAFRN4_400,UTTAR PRADESH,NR
174446_MURADNG4_400,UTTAR PRADESH,NR
174447_VISHNU4_400,UTTARAKHAND,NR
174466_PANKI4_400,UTTAR PRADESH,NR
174468_ANPARA4_400,UTTAR PRADESH,NR
174469_ANPARA-D_400,UTTAR PRADESH,NR
174470_ANPARAC_400,UTTAR PRADESH,NR
174471_ROSA-TP2_400,UTTAR PRADESH,NR
174472_OBRA4_400,UTTAR PRADESH,NR
174479_VARANASI_400,UTTAR PRADESH,NR
174480_SARNATH4_400,UTTAR PRADESH,NR
174481_MURD_FSC_400,UTTAR PRADESH,NR
174482_AZAMGAR4_400,UTTAR PRADESH,NR
174485_SULTANP4_400,UTTAR PRADESH,NR
174486_MAU4_400,UTTAR PRADESH,NR
174499_MATHURA_400,UTTAR PRADESH,NR
174512_ALIGARH_400,UTTAR PRADESH,NR
174565_TANDA2_400,UTTAR PRADESH,NR
17471_PAKISTANDC_400,PAKISTAN,PAKISTAN
177405_ANPARAC_765,UTTAR PRADESH,NR
177406_ANPARA-D_765,UTTAR PRADESH,NR
177407_UNNAO7_765,UTTAR PRADESH,NR
178262_MAINPURIUP_765,UTTAR PRADESH,NR
178263_BARA_765,UTTAR PRADESH,NR
178265_GNOIDAUP_765,UTTAR PRADESH,NR
178266_HAPUR_765,UTTAR PRADESH,NR
178710_LALITPUR_765,UTTAR PRADESH,NR
178714_AGRAUP7_765,UTTAR PRADESH,NR
181100_SEWA-II_132,JAMMU & KASHMIR,NR
181111_MALAN-II_132,HIMACHAL PRADESH,NR
181118_DEHAR1_132,HIMACHAL PRADESH,NR
181126_GANGUWAL_132,PUNJAB,NR
181135_KOTLA_132,PUNJAB,NR
182200_PANIPAT_220,HARYANA,NR
182201_BAIRASIUL2_220,HIMACHAL PRADESH,NR
182202_ADHYDRO_220,HIMACHAL PRADESH,NR
182203_BASSI_220,RAJASTHAN,NR
182204_SORANG_400,HIMACHAL PRADESH,NR
182205_BARNALAB2_220,PUNJAB,NR
182206_BHIWADI_220,RAJASTHAN,NR
182207_BHIWANI_220,HARYANA,NR
182208_KURUKSHETRA_220,HARYANA,NR
182209_PITHORGA_220,UTTARAKHAND,NR
182210_CHARKHIDADRI_220,HARYANA,NR
182211_RAEBAREI_220,UTTAR PRADESH,NR
182212_DHULKOTE_220,HARYANA,NR
182213_ROORK-PG_220,UTTARAKHAND,NR
182214_PONG_220,HIMACHAL PRADESH,NR
182215_CHANDIGARH_220,DELHI,NR
182216_BHAKRA_L_220,PUNJAB,NR
182217_BHAKRA_R_220,PUNJAB,NR
182218_DEHAR_220,HIMACHAL PRADESH,NR
182219_BALLABGARH_220,HARYANA,NR
182220_SAMAYPUR_220,HARYANA,NR
182221_HISAR-BB_220,HARYANA,NR
182223_KOTPU-PG_220,RAJASTHAN,NR
182224_JALANDHAR-BB_220,PUNJAB,NR
182225_SIKAR-PG_220,RAJASTHAN,NR
182226_GANGUWAL_220,PUNJAB,NR
182227_SALAL2_220,JAMMU & KASHMIR,NR
182228_JAMALPUR_220,PUNJAB,NR
182229_TANAKPUR2_220,UTTARAKHAND,NR
182230_JAGADHARI_220,PUNJAB,NR
182231_NARELA_BB_220,DELHI,NR
182234_AURYA2_220,UTTAR PRADESH,NR
182236_ANTA2_220,RAJASTHAN,NR
182237_DHAULI2_400,UTTARAKHAND,NR
182238_DADRI_G2_220,UTTAR PRADESH,NR
182239_HISAR-PG_220,HARYANA,NR
182260_PANCHKU_220,HARYANA,NR
182262_RAPS_B2_220,RAJASTHAN,NR
182267_UNCHAHR2_220,UTTAR PRADESH,NR
182273_SITARGAN_220,UTTARAKHAND,NR
182276_NEWWANPO_220,JAMMU & KASHMIR,NR
182280_JINDPG_220,HARYANA,NR
182444_AMARGARH_220,JAMMU & KASHMIR,NR
182901_KANPU-PG_220,UTTAR PRADESH,NR
182904_NALLAGAR_220,HIMACHAL PRADESH,NR
182907_DADRI_TH_220,UTTAR PRADESH,NR
182910_AMRIT-PG_220,PUNJAB,NR
182911_MALER-PG_220,PUNJAB,NR
182912_MOGA-PG_220,PUNJAB,NR
182913_LUDHIANA_220,PUNJAB,NR
182914_BHINM-PG_220,RAJASTHAN,NR
182915_FATEH-PG_220,UTTAR PRADESH,NR
182916_KAITH-PG_220,HARYANA,NR
182918_JALAN-PG_220,PUNJAB,NR
182919_KOTA_220,RAJASTHAN,NR
182921_BADARPR2_220,DELHI,NR
182922_FARIDAB2_220,HARYANA,NR
182924_NEEMR-PG_220,RAJASTHAN,NR
182926_CHAM-POL_220,HIMACHAL PRADESH,NR
182927_NAPP2_220,UTTAR PRADESH,NR
182928_CHAMER-3_220,HIMACHAL PRADESH,NR
182929_KUTEHR_220,HIMACHAL PRADESH,NR
182930_LAHOL-VALLY_220,HIMACHAL PRADESH,NR
182942_PATIA-PG_220,PUNJAB,NR
182943_SONEP-PG_220,HARYANA,NR
182973_JAIPUR_PG_220,RAJASTHAN,NR
182988_GORAK-PG_220,UTTAR PRADESH,NR
184000_BAGPAT_400,UTTAR PRADESH,NR
184001_SAHARANPUR_400,UTTARAKHAND,NR
184067_UNCHAHAAR_400,UTTAR PRADESH,NR
184258_ORAI_400,UTTAR PRADESH,NR
184267_KALAAMB_220,HIMACHAL PRADESH,NR
184400_JHAJJAR4_400,HARYANA,NR
184401_CHAMERA-2_400,HIMACHAL PRADESH,NR
184402_NALLAGAR_400,HIMACHAL PRADESH,NR
184403_BHINMAL_400,RAJASTHAN,NR
184404_KANKROLI_400,RAJASTHAN,NR
184405_RAPS_C4_400,RAJASTHAN,NR
184406_BAREL-PG_400,UTTAR PRADESH,NR
184407_KOTA_400,RAJASTHAN,NR
184408_AMRITSAR_400,PUNJAB,NR
184409_PANIPAT_400,HARYANA,NR
184410_BAREFSC1_400,UTTAR PRADESH,NR
184411_CHAMERA-1_400,HIMACHAL PRADESH,NR
184412_LU-GKFC1_400,UTTAR PRADESH,NR
184413_LU-GKFC2_400,UTTAR PRADESH,NR
184414_URIG-1_400,JAMMU & KASHMIR,NR
184415_MAINFSC2_400,UTTAR PRADESH,NR
184416_RIHAND-G_400,UTTAR PRADESH,NR
184417_FATEHABAD_400,HARYANA,NR
184418_DULHASTI_400,JAMMU & KASHMIR,NR
184419_DEHAR_400,HIMACHAL PRADESH,NR
184420_BHIWANI_400,HARYANA,NR
184421_HISSAR_400,HARYANA,NR
184422_KISHENPUR_400,JAMMU & KASHMIR,NR
184423_MOGA_400,PUNJAB,NR
184424_DADR-NCR_400,UTTAR PRADESH,NR
184425_ROORKEE_400,UTTARAKHAND,NR
184426_AURYA4_400,UTTAR PRADESH,NR
184427_BAWANA4_400,DELHI,NR
184428_BAMNOLI14_400,DELHI,NR
184429_BALB_FSC_400,HARYANA,NR
184430_BASSI_400,RAJASTHAN,NR
184431_KANPUR_400,UTTAR PRADESH,NR
184432_VINDHYBT_400,UTTAR PRADESH,NR
184433_RIHAN-HV_400,UTTAR PRADESH,NR
184434_BAHADURG_400,HARYANA,NR
184435_MANDOLA_400,DELHI,NR
184436_GNOIDA4_400,UTTAR PRADESH,NR
184437_LUCK4-PG_400,UTTAR PRADESH,NR
184438_LUCK_FC1_400,UTTAR PRADESH,NR
184439_LUCK_FC2_400,UTTAR PRADESH,NR
184440_KOLDAM_400,HIMACHAL PRADESH,NR
184441_GURGAON_400,HARYANA,NR
184442_PATIALA_400,PUNJAB,NR
184443_SONEP-PG_400,HARYANA,NR
184444_AMARGARH_400,JAMMU & KASHMIR,NR
184445_NEEMR-PG_400,RAJASTHAN,NR
184446_RIHNDEXT_400,UTTAR PRADESH,NR
184447_SAMBA_400,JAMMU & KASHMIR,NR
184448_CHAM-POL_400,HIMACHAL PRADESH,NR
184449_KOTESH-POL_400,UTTARAKHAND,NR
184450_MANESAR_400,HARYANA,NR
184451_LUCK74-P_400,UTTAR PRADESH,NR
184452_KOTESHWA_400,UTTARAKHAND,NR
184453_URIG-2_400,JAMMU & KASHMIR,NR
184454_DADR-HVD_400,UTTAR PRADESH,NR
184455_MUNDKA_400,DELHI,NR
184456_KARCHAMW_400,HIMACHAL PRADESH,NR
184457_K-B-FSC2_400,HARYANA,NR
184458_SHRECEM_400,RAJASTHAN,NR
184459_MAHIN_HV_400,HARYANA,NR
184460_PANCH-PG_400,HARYANA,NR
184461_ANTA-4_400,RAJASTHAN,NR
184462_MAINPURI_400,UTTAR PRADESH,NR
184463_JHATI-PG_400,DELHI,NR
184464_SOHAW-PG_400,UTTAR PRADESH,NR
184465_FATEH-PG_400,UTTAR PRADESH,NR
184466_SHAHJ-PG_400,UTTAR PRADESH,NR
184467_KALAAMB_400,HIMACHAL PRADESH,NR
184468_KALAAMBFSC_400,HIMACHAL PRADESH,NR
184469_BHIWN-PG_400,HARYANA,NR
184470_PARBT-II_400,HIMACHAL PRADESH,NR
184471_PARBTI-3_400,HIMACHAL PRADESH,NR
184472_PARBT-PO_400,HIMACHAL PRADESH,NR
184473_JAIPUR_PG_400,RAJASTHAN,NR
184474_ALLAHABA_400,UTTAR PRADESH,NR
184475_BAL74-PG_400,UTTAR PRADESH,NR
184476_NEWWANPO_400,JAMMU & KASHMIR,NR
184477_JHATIK_S_400,DELHI,NR
184478_RAMPUR_400,HIMACHAL PRADESH,NR
184479_HAMIRPUR_400,HIMACHAL PRADESH,NR
184480_JINDPG_400,HARYANA,NR
184481_BARELINEW_400,UTTAR PRADESH,NR
184482_KANPRNEW_400,UTTAR PRADESH,NR
184483_KURUKSHETR_400,HARYANA,NR
184484_PATRAN_400,PUNJAB,NR
184485_BAJOLIHOLI_400,HIMACHAL PRADESH,NR
184486_GVAHP-NPCIL_400,HARYANA,NR
184487_MANDOLASPLI_400,DELHI,NR
184488_MANDOLASP2_400,DELHI,NR
184489_MANDOLASP3_400,DELHI,NR
184490_RAJGHAT_400,DELHI,NR
184491_JAULJIVI_400,UTTARAKHAND,NR
184499_TEHRI4_400,UTTARAKHAND,NR
184540_RATLE_400,JAMMU & KASHMIR,NR
184541_KISTAWAR_400,JAMMU & KASHMIR,NR
184542_PAKALDUL_400,JAMMU & KASHMIR,NR
184572_TANGU-ROMAI1_400,HIMACHAL PRADESH,NR
184579_MIYAR_400,HIMACHAL PRADESH,NR
184900_WAGOORA_400,JAMMU & KASHMIR,NR
184901_ABDULLAP_400,HARYANA,NR
184903_NATHPA4_400,HIMACHAL PRADESH,NR
184904_KAITHAL_400,HARYANA,NR
184905_MEERUT_400,UTTAR PRADESH,NR
184907_GORTCSC1_400,UTTAR PRADESH,NR
184909_GORTCSC2_400,UTTAR PRADESH,NR
184911_BAREFSC2_400,UTTAR PRADESH,NR
184914_MAINFSC1_400,UTTAR PRADESH,NR
184917_LUDHIANA_400,PUNJAB,NR
184918_JALANDHA_400,PUNJAB,NR
184919_BALLABHG_400,HARYANA,NR
184920_BADARPUR4_400,DELHI,NR
184921_BHIWADI_400,RAJASTHAN,NR
184922_AGRA_400,UTTAR PRADESH,NR
