BusNumber,ZoneName
311006,WR
311007,WR
311008,WR
311009,WR
311010,WR
311011,WR
311012,WR
311013,WR
311014,WR
311015,WR
311016,WR
311017,WR
311018,WR
311019,WR
311020,WR
311021,WR
311022,WR
311023,WR
311024,WR
311025,WR
311026,WR
311027,WR
311028,WR
311029,WR
311030,WR
311031,WR
311032,WR
311033,WR
311034,WR
311035,WR
311036,WR
311037,WR
311038,WR
311039,WR
311040,WR
311041,WR
311042,WR
311043,WR
311044,WR
311045,WR
311046,WR
311047,WR
311048,WR
311049,WR
311050,WR
311051,WR
311052,WR
311053,WR
311054,WR
311055,WR
311056,WR
311057,WR
311058,WR
311059,WR
311060,WR
311061,WR
311062,WR
311063,WR
311064,WR
311065,WR
311066,WR
311067,WR
311068,WR
311069,WR
311070,WR
311071,WR
311072,WR
311073,WR
311074,WR
311075,WR
311076,WR
311077,WR
311078,WR
311079,WR
311080,WR
311081,WR
311082,WR
311083,WR
311084,WR
311085,WR
311086,WR
311087,WR
311088,WR
311089,WR
311090,WR
311091,WR
311092,WR
311093,WR
311094,WR
311095,WR
311096,WR
311097,WR
311098,WR
311099,WR
311100,WR
311101,WR
311102,WR
311103,WR
311104,WR
311105,WR
311106,WR
311107,WR
311108,WR
311109,WR
311110,WR
311111,WR
311112,WR
311113,WR
311114,WR
311115,WR
312001,WR
312002,WR
312003,WR
312004,WR
312005,WR
312006,WR
312007,WR
312008,WR
312009,WR
312010,WR
312011,WR
312012,WR
312013,WR
312014,WR
312015,WR
312016,WR
312017,WR
312018,WR
312019,WR
312020,WR
312021,WR
312022,WR
312023,WR
312024,WR
312025,WR
312026,WR
312027,WR
312028,WR
312029,WR
312030,WR
312031,WR
312032,WR
312033,WR
312034,WR
312035,WR
312036,WR
312037,WR
312049,WR
312050,WR
312051,WR
314001,WR
314002,WR
314003,WR
314004,WR
314005,WR
314006,WR
314007,WR
314008,WR
314009,WR
314010,WR
314012,WR
314013,WR
314014,WR
314015,WR
314016,WR
314018,WR
314019,WR
314020,WR
314021,WR
314022,WR
314023,WR
314024,WR
314025,WR
314026,WR
314027,WR
314028,WR
314029,WR
314030,WR
314031,WR
314032,WR
314033,WR
314034,WR
314035,WR
314038,WR
314039,WR
314040,WR
314041,WR
314042,WR
314043,WR
314044,WR
314045,WR
314046,WR
314047,WR
314049,WR
314050,WR
314051,WR
314099,WR
318007,WR
318028,WR
318029,WR
318030,WR
318031,WR
318032,WR
318033,WR
318035,WR
318038,WR
322001,WR
322002,WR
324002,WR
326001,WR
326002,WR
326003,WR
326004,WR
326005,WR
326006,WR
326007,WR
141031,NR
152200,NR
152201,NR
152202,NR
152203,NR
152204,NR
152205,NR
152206,NR
152207,NR
152208,NR
152209,NR
152210,NR
152211,NR
152213,NR
152214,NR
152215,NR
152216,NR
152217,NR
152218,NR
152219,NR
152220,NR
152221,NR
152222,NR
152223,NR
152224,NR
152225,NR
152226,NR
152227,NR
152228,NR
152229,NR
152230,NR
152232,NR
152233,NR
152234,NR
152235,NR
152236,NR
152237,NR
152238,NR
152239,NR
152240,NR
152242,NR
152243,NR
152255,NR
153000,NR
153006,NR
153012,NR
153013,NR
153015,NR
153016,NR
153021,NR
153023,NR
153024,NR
153026,NR
153029,NR
153030,NR
153032,NR
153035,NR
153036,NR
153037,NR
154426,NR
156001,NR
156002,NR
156004,NR
156005,NR
156007,NR
156008,NR
156009,NR
156010,NR
156011,NR
156014,NR
156017,NR
156018,NR
156019,NR
156020,NR
156022,NR
156025,NR
156027,NR
156028,NR
156033,NR
156034,NR
156038,NR
156055,NR
182215,NR
182231,NR
182921,NR
184427,NR
184428,NR
184455,NR
184463,NR
184477,NR
184490,NR
184920,NR
184928,NR
187708,NR
332001,WR
332002,WR
332003,WR
334003,WR
336001,WR
336002,WR
336003,WR
336004,WR
336005,WR
336006,WR
336007,WR
336008,WR
336009,WR
336010,WR
336011,WR
336012,WR
336013,WR
336014,WR
336015,WR
336016,WR
336017,WR
336018,WR
336019,WR
336020,WR
341001,WR
341002,WR
341003,WR
341004,WR
341005,WR
341006,WR
341007,WR
342001,WR
342002,WR
342003,WR
342004,WR
342005,WR
342006,WR
344001,WR
351001,WR
351002,WR
351003,WR
351004,WR
351005,WR
351006,WR
351007,WR
351008,WR
351009,WR
351010,WR
351011,WR
351012,WR
351013,WR
351014,WR
351015,WR
351016,WR
351017,WR
351018,WR
351019,WR
351020,WR
351021,WR
351022,WR
351023,WR
351024,WR
351025,WR
351026,WR
351027,WR
351028,WR
351029,WR
351030,WR
351031,WR
351032,WR
351033,WR
351034,WR
351035,WR
351036,WR
351037,WR
351038,WR
351039,WR
351040,WR
351041,WR
351042,WR
351043,WR
351044,WR
351045,WR
351046,WR
351047,WR
351048,WR
351049,WR
351050,WR
351051,WR
351052,WR
351053,WR
351054,WR
351055,WR
351056,WR
351057,WR
351058,WR
351059,WR
351060,WR
351061,WR
351062,WR
351063,WR
351064,WR
351065,WR
351066,WR
351067,WR
351068,WR
351069,WR
351070,WR
351071,WR
351072,WR
351073,WR
351074,WR
351075,WR
351076,WR
351077,WR
351078,WR
351079,WR
351080,WR
351081,WR
351082,WR
351083,WR
351084,WR
352001,WR
352002,WR
352003,WR
352004,WR
352005,WR
352006,WR
352007,WR
352008,WR
352009,WR
352010,WR
352011,WR
352012,WR
352013,WR
352014,WR
352015,WR
352016,WR
352017,WR
352018,WR
352019,WR
352020,WR
352021,WR
352022,WR
352023,WR
352024,WR
352025,WR
352026,WR
352027,WR
352028,WR
352029,WR
352030,WR
352031,WR
352032,WR
352033,WR
352034,WR
352035,WR
352036,WR
352037,WR
352038,WR
352039,WR
352040,WR
352041,WR
352042,WR
352043,WR
352044,WR
352045,WR
352046,WR
352047,WR
352048,WR
352049,WR
352050,WR
352051,WR
352052,WR
352053,WR
352054,WR
352055,WR
352056,WR
352057,WR
352058,WR
352059,WR
352060,WR
352061,WR
352062,WR
352063,WR
352064,WR
352065,WR
352066,WR
352067,WR
352068,WR
352069,WR
352070,WR
352071,WR
352072,WR
352073,WR
352074,WR
352075,WR
352076,WR
352077,WR
352078,WR
352079,WR
352080,WR
352081,WR
352082,WR
352083,WR
352084,WR
352085,WR
352086,WR
352087,WR
352088,WR
352089,WR
352090,WR
352091,WR
352092,WR
352093,WR
352094,WR
352095,WR
352096,WR
352097,WR
352098,WR
352099,WR
352100,WR
352101,WR
352102,WR
352103,WR
352104,WR
352105,WR
352106,WR
352107,WR
352108,WR
352109,WR
352110,WR
352111,WR
352112,WR
352113,WR
352114,WR
352115,WR
352116,WR
352117,WR
352118,WR
352119,WR
352120,WR
352121,WR
352122,WR
352123,WR
352124,WR
352125,WR
352126,WR
352127,WR
352128,WR
352129,WR
352130,WR
352131,WR
352132,WR
352133,WR
352134,WR
352135,WR
352136,WR
352137,WR
352138,WR
352139,WR
352140,WR
352201,WR
354001,WR
354002,WR
354003,WR
354004,WR
354005,WR
354006,WR
354007,WR
354008,WR
354009,WR
354010,WR
354011,WR
354012,WR
354013,WR
354014,WR
354015,WR
354016,WR
354017,WR
354018,WR
354019,WR
354020,WR
354021,WR
354022,WR
354023,WR
354024,WR
354025,WR
354026,WR
354027,WR
354028,WR
354029,WR
354030,WR
354031,WR
354032,WR
354033,WR
354034,WR
354035,WR
354036,WR
354038,WR
354039,WR
354078,WR
354135,WR
354136,WR
354137,WR
354138,WR
354140,WR
356001,WR
356002,WR
358035,WR
358135,WR
358136,WR
140001,NR
141001,NR
141100,NR
141102,NR
141103,NR
141106,NR
141107,NR
141108,NR
141109,NR
141110,NR
141111,NR
141112,NR
141113,NR
141114,NR
141115,NR
141116,NR
141117,NR
141118,NR
141119,NR
141120,NR
141121,NR
141122,NR
141123,NR
141124,NR
141125,NR
141126,NR
141128,NR
141129,NR
141130,NR
141131,NR
141132,NR
141133,NR
141134,NR
141137,NR
141140,NR
141141,NR
141142,NR
141143,NR
141144,NR
141145,NR
141146,NR
141147,NR
141148,NR
141149,NR
141150,NR
141151,NR
141152,NR
141153,NR
141154,NR
141155,NR
141156,NR
141157,NR
141158,NR
141159,NR
141160,NR
141161,NR
141162,NR
141163,NR
141164,NR
141165,NR
141166,NR
141167,NR
141168,NR
141169,NR
141170,NR
141171,NR
141172,NR
141173,NR
141174,NR
141175,NR
141176,NR
141177,NR
141178,NR
141179,NR
141180,NR
141181,NR
141182,NR
141183,NR
141184,NR
141185,NR
141186,NR
141187,NR
141188,NR
141189,NR
141190,NR
141191,NR
141192,NR
141193,NR
141194,NR
141195,NR
141196,NR
141197,NR
141198,NR
141199,NR
141300,NR
141301,NR
141302,NR
141303,NR
141304,NR
141305,NR
141306,NR
141307,NR
141308,NR
141309,NR
141310,NR
141311,NR
141312,NR
141313,NR
141314,NR
141315,NR
141316,NR
141317,NR
141318,NR
141600,NR
141601,NR
141602,NR
141603,NR
141604,NR
141605,NR
141606,NR
141607,NR
141608,NR
141609,NR
141610,NR
141611,NR
141612,NR
141613,NR
141614,NR
141615,NR
141616,NR
141617,NR
141618,NR
141619,NR
141620,NR
141621,NR
141622,NR
141623,NR
141624,NR
141625,NR
141626,NR
141627,NR
141628,NR
141629,NR
141630,NR
141631,NR
141632,NR
141633,NR
141634,NR
141635,NR
141636,NR
141637,NR
141638,NR
141639,NR
141640,NR
141641,NR
141642,NR
141643,NR
141644,NR
141645,NR
141646,NR
141647,NR
141648,NR
141649,NR
141650,NR
141651,NR
141652,NR
141653,NR
141654,NR
141655,NR
141656,NR
141657,NR
141658,NR
141659,NR
141660,NR
141661,NR
141662,NR
141663,NR
141664,NR
141665,NR
141666,NR
141667,NR
141668,NR
141669,NR
141670,NR
141671,NR
141672,NR
141673,NR
141674,NR
141675,NR
141676,NR
141677,NR
141678,NR
141679,NR
141680,NR
141681,NR
141682,NR
141683,NR
141684,NR
141685,NR
141686,NR
141687,NR
141688,NR
141689,NR
141690,NR
141691,NR
141692,NR
141693,NR
141694,NR
141695,NR
141696,NR
141697,NR
141698,NR
141699,NR
141932,NR
142200,NR
142201,NR
142202,NR
142203,NR
142204,NR
142205,NR
142206,NR
142207,NR
142208,NR
142209,NR
142210,NR
142211,NR
142212,NR
142213,NR
142214,NR
142215,NR
142216,NR
142217,NR
142218,NR
142220,NR
142222,NR
142223,NR
142225,NR
142226,NR
142227,NR
142228,NR
142229,NR
142230,NR
142231,NR
142232,NR
142233,NR
142234,NR
142235,NR
142236,NR
142237,NR
142238,NR
142239,NR
142240,NR
142241,NR
142242,NR
142243,NR
142244,NR
142245,NR
142246,NR
142247,NR
142248,NR
142249,NR
142250,NR
142251,NR
142252,NR
142253,NR
142254,NR
142255,NR
142256,NR
142257,NR
142258,NR
142259,NR
142260,NR
142261,NR
142262,NR
142263,NR
142264,NR
142265,NR
142266,NR
142267,NR
142268,NR
142269,NR
142270,NR
142271,NR
142272,NR
142273,NR
142298,NR
142299,NR
142319,NR
142320,NR
142321,NR
142322,NR
142323,NR
142324,NR
142325,NR
142326,NR
142327,NR
142328,NR
142329,NR
142330,NR
142929,NR
143021,NR
143045,NR
143046,NR
143050,NR
143054,NR
143057,NR
143060,NR
143061,NR
143062,NR
143063,NR
143064,NR
143068,NR
143069,NR
143072,NR
144001,NR
144004,NR
144005,NR
144006,NR
144035,NR
144401,NR
144402,NR
144403,NR
144404,NR
144406,NR
144407,NR
144408,NR
144410,NR
146003,NR
146012,NR
146019,NR
146020,NR
146022,NR
146023,NR
146025,NR
146030,NR
146043,NR
146044,NR
146055,NR
146067,NR
146070,NR
146071,NR
146101,NR
146104,NR
146105,NR
146127,NR
146135,NR
146136,NR
146138,NR
146139,NR
182200,NR
182207,NR
182208,NR
182210,NR
182212,NR
182219,NR
182220,NR
182221,NR
182239,NR
182280,NR
182916,NR
182922,NR
182943,NR
184400,NR
184409,NR
184417,NR
184420,NR
184421,NR
184429,NR
184434,NR
184441,NR
184443,NR
184450,NR
184457,NR
184459,NR
184469,NR
184480,NR
184483,NR
184486,NR
184901,NR
184904,NR
184919,NR
184958,NR
187704,NR
188283,NR
121100,NR
121102,NR
121104,NR
121105,NR
121106,NR
121107,NR
121108,NR
121109,NR
121110,NR
121112,NR
121113,NR
121114,NR
121115,NR
121116,NR
121117,NR
121118,NR
121119,NR
121120,NR
121121,NR
121122,NR
121123,NR
121124,NR
121125,NR
121126,NR
121127,NR
121128,NR
121129,NR
121131,NR
121135,NR
121140,NR
121901,NR
122200,NR
122201,NR
122202,NR
122203,NR
122205,NR
122206,NR
122207,NR
122208,NR
122209,NR
122210,NR
122211,NR
122212,NR
122226,NR
122279,NR
122902,NR
122920,NR
123003,NR
124402,NR
124403,NR
124404,NR
124903,NR
124910,NR
126001,NR
126002,NR
126004,NR
131192,NR
181111,NR
181118,NR
181135,NR
182201,NR
182202,NR
182204,NR
182214,NR
182216,NR
182217,NR
182218,NR
182904,NR
182926,NR
182928,NR
182929,NR
182930,NR
184267,NR
184401,NR
184402,NR
184411,NR
184419,NR
184440,NR
184448,NR
184456,NR
184467,NR
184468,NR
184470,NR
184471,NR
184472,NR
184478,NR
184479,NR
184485,NR
184572,NR
184579,NR
184903,NR
184930,NR
186014,NR
186015,NR
111006,NR
111101,NR
111102,NR
111103,NR
111104,NR
111105,NR
111106,NR
111107,NR
111108,NR
111109,NR
111110,NR
111111,NR
111112,NR
111113,NR
111114,NR
111115,NR
111116,NR
111117,NR
111118,NR
111119,NR
111120,NR
111121,NR
111122,NR
111123,NR
111126,NR
111127,NR
111128,NR
111129,NR
111130,NR
111131,NR
111132,NR
111133,NR
111134,NR
111135,NR
111136,NR
111137,NR
111138,NR
111139,NR
111140,NR
111141,NR
111142,NR
111143,NR
111144,NR
111145,NR
111146,NR
112200,NR
112201,NR
112202,NR
112203,NR
112204,NR
112205,NR
112206,NR
112208,NR
112209,NR
112224,NR
112233,NR
112234,NR
112235,NR
112236,NR
112237,NR
112238,NR
112239,NR
112240,NR
112241,NR
112247,NR
114401,NR
181100,NR
182227,NR
182276,NR
182444,NR
184414,NR
184418,NR
184422,NR
184444,NR
184447,NR
184453,NR
184476,NR
184540,NR
184541,NR
184542,NR
184900,NR
188706,NR
411229,ER
431001,ER
431008,ER
431009,ER
431011,ER
431020,ER
431021,ER
431025,ER
431026,ER
431028,ER
431029,ER
431030,ER
431045,ER
431046,ER
431047,ER
431048,ER
431049,ER
431050,ER
431052,ER
431053,ER
431054,ER
431056,ER
431058,ER
431059,ER
431101,ER
431512,ER
431534,ER
431536,ER
432001,ER
432004,ER
432006,ER
432010,ER
432033,ER
432034,ER
432035,ER
432038,ER
432040,ER
432060,ER
432064,ER
432501,ER
432511,ER
432630,ER
434001,ER
434004,ER
434005,ER
434011,ER
434031,ER
434035,ER
434050,ER
434411,ER
441119,ER
471000,ER
471001,ER
471002,ER
471003,ER
471004,ER
471005,ER
471006,ER
471007,ER
471008,ER
471009,ER
471010,ER
471011,ER
471111,ER
471112,ER
471119,ER
471188,ER
471228,ER
471502,ER
471503,ER
471504,ER
471508,ER
471510,ER
471513,ER
471514,ER
471515,ER
471516,ER
471521,ER
471522,ER
471523,ER
471526,ER
471531,ER
471535,ER
471538,ER
471539,ER
471540,ER
472000,ER
472001,ER
472002,ER
472003,ER
472006,ER
472011,ER
472012,ER
472014,ER
472017,ER
472033,ER
472034,ER
472214,ER
472228,ER
474000,ER
474012,ER
474014,ER
474022,ER
474023,ER
474024,ER
474027,ER
474028,ER
474033,ER
474036,ER
474046,ER
474047,ER
474050,ER
474062,ER
478025,ER
478046,ER
522001,SR
522002,SR
522003,SR
522004,SR
522005,SR
522006,SR
522007,SR
522008,SR
522009,SR
522010,SR
522011,SR
522012,SR
522015,SR
522016,SR
522017,SR
522018,SR
522019,SR
522020,SR
522021,SR
522022,SR
522023,SR
522024,SR
522025,SR
522026,SR
522027,SR
522028,SR
522029,SR
522030,SR
522031,SR
522032,SR
522033,SR
522034,SR
522035,SR
522036,SR
522037,SR
522038,SR
522039,SR
522040,SR
522041,SR
522042,SR
522043,SR
522044,SR
522045,SR
522046,SR
522047,SR
522049,SR
522050,SR
522051,SR
522052,SR
522053,SR
522054,SR
522055,SR
522056,SR
522057,SR
522058,SR
522059,SR
522060,SR
522061,SR
522062,SR
522063,SR
522064,SR
522065,SR
522066,SR
522067,SR
522068,SR
522069,SR
522070,SR
522071,SR
522072,SR
522073,SR
522074,SR
522075,SR
522076,SR
522077,SR
522078,SR
522079,SR
522080,SR
522082,SR
522083,SR
522084,SR
522085,SR
522086,SR
522087,SR
522088,SR
522089,SR
522090,SR
522091,SR
522092,SR
522093,SR
522094,SR
522095,SR
522096,SR
522097,SR
522098,SR
522101,SR
522102,SR
522103,SR
522104,SR
522105,SR
522106,SR
522107,SR
522108,SR
522109,SR
522110,SR
522111,SR
522112,SR
522113,SR
522114,SR
522115,SR
522116,SR
522117,SR
522118,SR
522119,SR
522120,SR
522121,SR
522122,SR
522123,SR
522124,SR
522125,SR
522126,SR
522127,SR
522128,SR
522129,SR
522130,SR
522131,SR
522132,SR
522133,SR
522134,SR
522135,SR
522136,SR
522137,SR
522138,SR
522139,SR
522140,SR
522141,SR
522142,SR
522143,SR
522144,SR
522145,SR
522146,SR
522147,SR
522148,SR
522149,SR
522150,SR
522151,SR
522152,SR
522153,SR
522154,SR
522155,SR
522156,SR
522157,SR
522158,SR
522177,SR
522203,SR
523025,SR
524001,SR
524002,SR
524003,SR
524004,SR
524005,SR
524006,SR
524007,SR
524008,SR
524009,SR
524010,SR
524011,SR
524012,SR
524013,SR
524014,SR
524015,SR
524016,SR
524025,SR
524034,SR
524035,SR
524044,SR
524047,SR
524048,SR
524049,SR
524050,SR
524076,SR
524077,SR
524081,SR
524082,SR
524083,SR
524084,SR
524085,SR
524086,SR
524087,SR
524097,SR
524098,SR
524099,SR
528003,SR
528015,SR
528034,SR
528047,SR
528083,SR
528098,SR
528099,SR
534006,SR
544011,SR
518029,WR
531001,SR
531002,SR
531003,SR
531004,SR
531005,SR
531006,SR
531007,SR
531008,SR
531009,SR
531010,SR
531011,SR
531012,SR
531013,SR
531014,SR
531015,SR
531016,SR
531017,SR
531018,SR
531019,SR
531020,SR
531021,SR
531022,SR
531023,SR
531024,SR
531025,SR
531026,SR
531027,SR
531028,SR
531029,SR
531030,SR
531031,SR
531032,SR
531033,SR
531034,SR
531035,SR
531036,SR
531037,SR
531038,SR
531039,SR
531040,SR
531041,SR
531042,SR
531043,SR
531044,SR
531045,SR
531046,SR
531047,SR
531048,SR
531049,SR
531050,SR
531051,SR
531052,SR
531053,SR
531054,SR
531055,SR
531056,SR
531057,SR
531058,SR
531059,SR
531060,SR
531061,SR
531062,SR
531063,SR
531064,SR
531065,SR
531066,SR
531067,SR
531068,SR
531069,SR
531070,SR
531071,SR
531072,SR
531073,SR
531074,SR
531075,SR
531076,SR
531077,SR
531078,SR
531079,SR
531251,SR
531252,SR
531253,SR
531254,SR
531255,SR
531256,SR
531257,SR
531258,SR
531259,SR
531260,SR
531261,SR
531262,SR
531301,SR
531303,SR
531305,SR
531307,SR
531308,SR
531309,SR
531310,SR
531311,SR
531312,SR
531313,SR
531314,SR
531315,SR
531316,SR
531317,SR
531318,SR
531319,SR
531320,SR
531321,SR
531322,SR
531323,SR
