Transformer,Node From,Node To,kV.From,kV.To,Rating,Resistance,Reactance,Status
421549_422043_1_tfmr,421549_CUTTACK_132,422043_CUTTACK_220,132,220,100,0,0.125,1
421549_422043_2_tfmr,421549_CUTTACK_132,422043_CUTTACK_220,132,220,100,0,0.125,1
421553_422044_1_tfmr,421553_PURI_132,422044_PURI2_220,132,220,100,0,0.125,1
421553_422044_2_tfmr,421553_PURI_132,422044_PURI2_220,132,220,100,0,0.125,1
421045_422045_1_tfmr,421045_PRATAPSASAN1_132,422045_PRATAPSASAN2_220,132,220,100,0,0.125,1
421045_422045_2_tfmr,421045_PRATAPSASAN1_132,422045_PRATAPSASAN2_220,132,220,100,0,0.125,1
424051_422051_1_tfmr,424051_KUARMUNDA_400,422051_KUARMUNDA_220,400,220,630,0,0.01984,1
424014_422540_1_tfmr,424014_DUBURI_400,422540_DUBURI_220,400,220,315,0,0.125,1
424014_422540_2_tfmr,424014_DUBURI_400,422540_DUBURI_220,400,220,315,0,0.125,1
424040_422584_1_tfmr,424040_MERAMUNDLI_400,422584_MERAMUNDLI_220,400,220,315,0,0.125,1
424040_422584_2_tfmr,424040_MERAMUNDLI_400,422584_MERAMUNDLI_220,400,220,315,0,0.125,1
421542_422611_1_tfmr,421542_BOLANGIR_132,422611_BOLANGIR_220,132,220,100,0,0.125,1
421542_422611_2_tfmr,421542_BOLANGIR_132,422611_BOLANGIR_220,132,220,100,0,0.125,1
424012_422700_1_tfmr,424012_ROURKELA_400,422700_ROURKELA_220,400,220,500,0,0.125,1
424012_422700_2_tfmr,424012_ROURKELA_400,422700_ROURKELA_220,400,220,500,0,0.125,1
424019_422701_1_tfmr,424019_TALCHER_400,422701_TSTPP2_220,400,220,315,0,0.125,1
424019_422701_2_tfmr,424019_TALCHER_400,422701_TSTPP2_220,400,220,315,0,0.125,1
424010_422702_1_tfmr,424010_RENGALI_400,422702_RENGLI-PG_220,400,220,315,0,0.125,1
424010_422702_2_tfmr,424010_RENGALI_400,422702_RENGLI-PG_220,400,220,315,0,0.125,1
424004_422703_1_tfmr,424004_JEYPORE_400,422703_JEYPORE_220,400,220,500,0,0.125,1
424004_422703_2_tfmr,424004_JEYPORE_400,422703_JEYPORE_220,400,220,500,0,0.125,1
424044_422704_1_tfmr,424044_BARIPADA_400,422704_BARIPADA2_220,400,220,315,0,0.125,1
424044_422704_2_tfmr,424044_BARIPADA_400,422704_BARIPADA2_220,400,220,315,0,0.125,1
424044_422704_3_tfmr,424044_BARIPADA_400,422704_BARIPADA2_220,400,220,500,0,0.125,1
424032_422706_1_tfmr,424032_KEONJHAR_400,422706_KEONJHA2_220,400,220,315,0,0.125,0
424032_422706_2_tfmr,424032_KEONJHAR_400,422706_KEONJHA2_220,400,220,315,0,0.125,0
434411_432006_1_tfmr,434411_MAITHON-B_400,432006_MAITHON-PG_220,400,220,315,0,0.125,1
434411_432006_2_tfmr,434411_MAITHON-B_400,432006_MAITHON-PG_220,400,220,315,0,0.125,1
444019_432019_1_tfmr,444019_FARAKKA_400,432019_FARAKKA_220,400,220,315,0,0.125,0
431027_432027_1_tfmr,431027_DURGAPR1_132,432027_DURGAPR-PG_220,132,220,200,0,0.125,1
431027_432027_2_tfmr,431027_DURGAPR1_132,432027_DURGAPR-PG_220,132,220,200,0,0.125,1
431027_432027_3_tfmr,431027_DURGAPR1_132,432027_DURGAPR-PG_220,132,220,200,0,0.125,1
434027_432027_1_tfmr,434027_DURGAPUR-B_400,432027_DURGAPR-PG_220,400,220,315,0,0.125,1
434027_432027_2_tfmr,434027_DURGAPUR-B_400,432027_DURGAPR-PG_220,400,220,315,0,0.125,1
434427_432027_2_tfmr,434427_DURGAPUR-A_400,432027_DURGAPR-PG_220,400,220,315,0,0.125,1
434005_432035_1_tfmr,434005_KODERMA_400,432035_KODEMA_2_220,400,220,315,0,0.125,0
434005_432035_2_tfmr,434005_KODERMA_400,432035_KODEMA_2_220,400,220,315,0,0.125,0
434050_432038_1_tfmr,434050_JMSDPR-DVC_400,432038_JAM_DV2_220,400,220,315,0,0.125,1
474046_432064_1_tfmr,474046_RANCHI_400,432064_RANCHI2_220,400,220,315,0,0.125,1
474046_432064_2_tfmr,474046_RANCHI_400,432064_RANCHI2_220,400,220,315,0,0.125,1
434004_432511_1_tfmr,434004_JAMSHEDPR-PG_400,432511_JAMSDPR-PG_220,400,220,315,0,0.125,1
434004_432511_2_tfmr,434004_JAMSHEDPR-PG_400,432511_JAMSDPR-PG_220,400,220,315,0,0.125,1
444008_432524_1_tfmr,444008_JEERAT_400,432524_JEERAT_220,400,220,315,0,0.125,1
444008_432524_2_tfmr,444008_JEERAT_400,432524_JEERAT_220,400,220,315,0,0.125,1
444008_432524_3_tfmr,444008_JEERAT_400,432524_JEERAT_220,400,220,315,0,0.125,1
444008_432524_4_tfmr,444008_JEERAT_400,432524_JEERAT_220,400,220,315,0,0.125,1
434016_432527_1_tfmr,434016_BIDHANNGR_400,432527_BDNNGR2_220,400,220,315,0,0.125,1
444030_432548_1_tfmr,444030_ARAMBAGH_400,432548_ARAMBAG_220,400,220,315,0,0.125,1
444030_432548_2_tfmr,444030_ARAMBAGH_400,432548_ARAMBAG_220,400,220,315,0,0.125,1
444030_432548_3_tfmr,444030_ARAMBAGH_400,432548_ARAMBAG_220,400,220,315,0,0.125,1
444030_432548_4_tfmr,444030_ARAMBAGH_400,432548_ARAMBAG_220,400,220,315,0,0.125,1
441605_442002_1_tfmr,441605_ALIPURDUAR1_132,442002_ALIPURDUR_WB_220,132,220,160,0,0.125,1
441605_442002_2_tfmr,441605_ALIPURDUAR1_132,442002_ALIPURDUR_WB_220,132,220,160,0,0.125,1
444007_442007_2_tfmr,444007_RAJARHAT_400,442007_RAJARHAT_220,400,220,500,0,0.025,1
443011_442010_1_tfmr,443011_SAGARDIGH_N3_33,442010_SAGARDIGHI_2_220,33,220,50,0,0.125,0
444010_442010_1_tfmr,444010_SAGARDIGHI_4_400,442010_SAGARDIGHI_2_220,400,220,315,0,0.125,1
441011_442011_1_tfmr,441011_SAGARDIGH_N1_132,442011_SAGARDIGH_N2_220,132,220,160,0,0.125,1
441011_442011_2_tfmr,441011_SAGARDIGH_N1_132,442011_SAGARDIGH_N2_220,132,220,160,0,0.125,1
443011_442011_1_tfmr,443011_SAGARDIGH_N3_33,442011_SAGARDIGH_N2_220,33,220,50,0,0.125,1
443011_442011_2_tfmr,443011_SAGARDIGH_N3_33,442011_SAGARDIGH_N2_220,33,220,50,0,0.125,1
444012_442012_1_tfmr,444012_KOLAGHAT_400,442012_KTPS220_220,400,220,315,0,0.125,1
444012_442012_2_tfmr,444012_KOLAGHAT_400,442012_KTPS220_220,400,220,315,0,0.125,1
441116_442016_1_tfmr,441116_SINGUR_132,442016_SINGUR_220,132,220,160,0,0.125,1
441116_442016_2_tfmr,441116_SINGUR_132,442016_SINGUR_220,132,220,160,0,0.125,1
444020_442020_1_tfmr,444020_NHALDIA-NIZ_400,442020_NHALDIA-NIZ_220,400,220,315,0,0.125,1
444020_442020_2_tfmr,444020_NHALDIA-NIZ_400,442020_NHALDIA-NIZ_220,400,220,315,0,0.125,1
443030_442030_1_tfmr,443030_JKNAGAR_3_33,442030_JKNAGAR_2_220,33,220,50,0,0.125,0
443030_442030_2_tfmr,443030_JKNAGAR_3_33,442030_JKNAGAR_2_220,33,220,50,0,0.125,0
443030_442030_3_tfmr,443030_JKNAGAR_3_33,442030_JKNAGAR_2_220,33,220,50,0,0.125,0
443030_442030_4_tfmr,443030_JKNAGAR_3_33,442030_JKNAGAR_2_220,33,220,50,0,0.125,0
441050_442050_1_tfmr,441050_REJINAGAR_N1_132,442050_REJINAGAR_N2_220,132,220,160,0,0.125,1
441050_442050_2_tfmr,441050_REJINAGAR_N1_132,442050_REJINAGAR_N2_220,132,220,160,0,0.125,1
441050_442050_3_tfmr,441050_REJINAGAR_N1_132,442050_REJINAGAR_N2_220,132,220,160,0,0.125,1
444072_442071_1_tfmr,444072_SILIGURI-PG_400,442071_SILIGURI-PG_220,400,220,315,0,0.125,1
444072_442071_2_tfmr,444072_SILIGURI-PG_400,442071_SILIGURI-PG_220,400,220,315,0,0.125,1
444072_442071_3_tfmr,444072_SILIGURI-PG_400,442071_SILIGURI-PG_220,400,220,315,0,0.125,1
444009_442076_1_tfmr,444009_SUBHASGRAM_400,442076_SUBHAS-PG_220,400,220,315,0,0.125,1
444009_442076_2_tfmr,444009_SUBHASGRAM_400,442076_SUBHAS-PG_220,400,220,315,0,0.125,1
444009_442076_3_tfmr,444009_SUBHASGRAM_400,442076_SUBHAS-PG_220,400,220,315,0,0.125,1
444009_442076_4_tfmr,444009_SUBHASGRAM_400,442076_SUBHAS-PG_220,400,220,315,0,0.125,1
441092_442092_1_tfmr,441092_FOUNDRYPARK_132,442092_FOUNDRYPARK_220,132,220,160,0,0.125,1
441092_442092_2_tfmr,441092_FOUNDRYPARK_132,442092_FOUNDRYPARK_220,132,220,160,0,0.125,1
441092_442092_3_tfmr,441092_FOUNDRYPARK_132,442092_FOUNDRYPARK_220,132,220,160,0,0.125,1
441093_442093_1_tfmr,441093_HURA_132,442093_HURA_220,132,220,160,0,0.125,1
441093_442093_2_tfmr,441093_HURA_132,442093_HURA_220,132,220,160,0,0.125,1
441099_442099_1_tfmr,441099_BURDWAN_132,442099_BURDWAN_220,132,220,160,0,0.125,1
441099_442099_2_tfmr,441099_BURDWAN_132,442099_BURDWAN_220,132,220,160,0,0.125,1
441100_442100_1_tfmr,441100_NARAYANGARH_132,442100_NARAYANGARH_220,132,220,160,0,0.125,0
441100_442100_2_tfmr,441100_NARAYANGARH_132,442100_NARAYANGARH_220,132,220,160,0,0.125,0
441101_442101_1_tfmr,441101_VIDYASGRPRK_132,442101_VIDYASGRPRK_220,132,220,160,0,0.125,1
441101_442101_2_tfmr,441101_VIDYASGRPRK_132,442101_VIDYASGRPRK_220,132,220,160,0,0.125,1
441101_442101_3_tfmr,441101_VIDYASGRPRK_132,442101_VIDYASGRPRK_220,132,220,160,0,0.125,1
441111_442111_1_tfmr,441111_KATWANEW_132,442111_NEWKATWA_220,132,220,160,0,0.125,0
441111_442111_2_tfmr,441111_KATWANEW_132,442111_NEWKATWA_220,132,220,160,0,0.125,0
441200_442200_1_tfmr,441200_MOYURESWAR_132,442200_MOYURESWAR_220,132,220,160,0,0.125,1
441200_442200_2_tfmr,441200_MOYURESWAR_132,442200_MOYURESWAR_220,132,220,160,0,0.125,1
444021_442415_1_tfmr,444021_MALDA_400,442415_MALDA2_220,400,220,500,0,0.125,1
444021_442415_2_tfmr,444021_MALDA_400,442415_MALDA2_220,400,220,500,0,0.125,1
441514_442514_1_tfmr,441514_DHARAMPUR_132,442514_DHARAMPUR_220,132,220,160,0,0.125,1
441514_442514_2_tfmr,441514_DHARAMPUR_132,442514_DHARAMPUR_220,132,220,160,0,0.125,1
441514_442514_3_tfmr,441514_DHARAMPUR_132,442514_DHARAMPUR_220,132,220,160,0,0.125,1
441530_442530_1_tfmr,441530_ANDAL_132,442530_ANDAL_220,132,220,160,0,0.125,0
441530_442530_2_tfmr,441530_ANDAL_132,442530_ANDAL_220,132,220,160,0,0.125,0
444024_442566_1_tfmr,444024_GOKARNA_400,442566_GOKARNA_220,400,220,315,0,0.125,1
444024_442566_2_tfmr,444024_GOKARNA_400,442566_GOKARNA_220,400,220,315,0,0.125,1
444024_442566_3_tfmr,444024_GOKARNA_400,442566_GOKARNA_220,400,220,315,0,0.125,1
441568_442568_1_tfmr,441568_SUBHASGRAM_132,442568_SUBHAS-WB_220,132,220,160,0,0.125,1
441568_442568_2_tfmr,441568_SUBHASGRAM_132,442568_SUBHAS-WB_220,132,220,160,0,0.125,1
441568_442568_3_tfmr,441568_SUBHASGRAM_132,442568_SUBHAS-WB_220,132,220,160,0,0.125,1
441602_442602_1_tfmr,441602_SADAIPUR_132,442602_SADAIPUR_220,132,220,160,0,0.125,1
441602_442602_2_tfmr,441602_SADAIPUR_132,442602_SADAIPUR_220,132,220,160,0,0.125,1
441602_442602_3_tfmr,441602_SADAIPUR_132,442602_SADAIPUR_220,132,220,160,0,0.125,1
441610_442610_1_tfmr,441610_BARUIPUR_132,442610_BARUIPUR_220,132,220,160,0,0.125,1
441610_442610_2_tfmr,441610_BARUIPUR_132,442610_BARUIPUR_220,132,220,160,0,0.125,1
441610_442610_3_tfmr,441610_BARUIPUR_132,442610_BARUIPUR_220,132,220,160,0,0.125,1
441537_442625_1_tfmr,441537_RAGHUNATHGNJ_132,442625_RAGHUNTGNJ-N_220,132,220,160,0,0.125,0
441537_442625_2_tfmr,441537_RAGHUNATHGNJ_132,442625_RAGHUNTGNJ-N_220,132,220,160,0,0.125,0
443633_442633_1_tfmr,443633_NEWTOWN-AA3_33,442633_NEWTOWN-AA3_220,33,220,120,0,0.125,0
443633_442633_2_tfmr,443633_NEWTOWN-AA3_33,442633_NEWTOWN-AA3_220,33,220,120,0,0.125,0
441641_442657_1_tfmr,441641_BUDGEBUDGE_132,442657_BUDGEBU-TPS_220,132,220,160,0,0.125,1
441641_442657_2_tfmr,441641_BUDGEBUDGE_132,442657_BUDGEBU-TPS_220,132,220,160,0,0.125,1
441670_442670_1_tfmr,441670_CKROAD1_132,442670_CKROAD2_220,132,220,160,0,0.125,1
441670_442670_2_tfmr,441670_CKROAD1_132,442670_CKROAD2_220,132,220,160,0,0.125,1
471002_472002_1_tfmr,471002_LOHARDAGA-NE_132,472002_LOHARDAGA-NE_220,132,220,150,0,0.125,1
471002_472002_2_tfmr,471002_LOHARDAGA-NE_132,472002_LOHARDAGA-NE_220,132,220,150,0,0.125,1
474062_472006_1_tfmr,474062_CHAIBASA_400,472006_CHAIBASA2_220,400,220,315,0,0.125,1
474062_472006_2_tfmr,474062_CHAIBASA_400,472006_CHAIBASA2_220,400,220,315,0,0.125,1
471011_472011_1_tfmr,471011_CHATRA_132,472011_CHATRA_220,132,220,150,0,0.125,1
471011_472011_2_tfmr,471011_CHATRA_132,472011_CHATRA_220,132,220,150,0,0.125,1
474012_472012_1_tfmr,474012_PATRATU_400,472012_PATRATU2_220,400,220,630,0,0.019,1
474033_472033_1_tfmr,474033_DHANBAD_4_400,472033_DHANBAD_2_220,400,220,500,0,0.125,1
474033_472033_2_tfmr,474033_DHANBAD_4_400,472033_DHANBAD_2_220,400,220,500,0,0.125,1
474014_472214_1_tfmr,474014_TENUGHAT_400,472214_TENUGHAT2_220,400,220,315,0,0.125,1
474014_472214_2_tfmr,474014_TENUGHAT_400,472214_TENUGHAT2_220,400,220,315,0,0.125,1
471228_472228_1_tfmr,471228_DALTONGANJ_1_132,472228_DALTONGANJ_2_220,132,220,160,0,0.125,1
471228_472228_2_tfmr,471228_DALTONGANJ_1_132,472228_DALTONGANJ_2_220,132,220,160,0,0.125,1
474028_472228_1_tfmr,474028_DALTONGANJ_400,472228_DALTONGANJ_2_220,400,220,315,0,0.125,1
474028_472228_2_tfmr,474028_DALTONGANJ_400,472228_DALTONGANJ_2_220,400,220,315,0,0.125,1
494002_492005_1_tfmr,494002_RANGPO_400,492005_RANGPO_220,400,220,315,0,0.0125,1
494002_492005_2_tfmr,494002_RANGPO_400,492005_RANGPO_220,400,220,315,0,0.0125,1
494002_492005_3_tfmr,494002_RANGPO_400,492005_RANGPO_220,400,220,315,0,0.0125,1
494002_492005_4_tfmr,494002_RANGPO_400,492005_RANGPO_220,400,220,315,0,0.0125,1
494002_492005_5_tfmr,494002_RANGPO_400,492005_RANGPO_220,400,220,315,0,0.0125,1
514001_512001_1_tfmr,514001_RSTP_400,512001_RMGD_220,400,220,815,0,0.01534,1
514002_512002_1_tfmr,514002_HYDR_400,512002_HYDR_220,400,220,1445,0,0.00865,1
514003_512003_1_tfmr,514003_NSAG_400,512003_NSAG_220,400,220,945,0,0.0132,1
514004_512004_1_tfmr,514004_KHAM_400,512004_KHAM_220,400,220,1130,0,0.011062,1
514005_512005_1_tfmr,514005_VIJW_400,512005_VIJA_220,400,220,1130,0,0.011062,1
514006_512006_1_tfmr,514006_GAZW_400,512006_GAZNTP_220,400,220,630,0,0.01984,1
514007_512007_1_tfmr,514007_CUDP_400,512007_CUDA_220,400,220,1130,0,0.011062,1
514008_512008_1_tfmr,514008_GOOT_400,512008_GOOT_220,400,220,1130,0,0.011062,1
514012_512012_1_tfmr,514012_HYDR-AP4_400,512012_HYDAP2_220,400,220,1260,0,0.00992064,1
514013_512013_1_tfmr,514013_KURNOOL4_400,512013_KURN_220,400,220,945,0,0.0132275,1
514016_512016_1_tfmr,514016_VIZPOOL_400,512016_VIZPOOL_220,400,220,945,0,0.0132275,1
514017_512017_1_tfmr,514017_VEMAGIR4_400,512017_RAJAH2_220,400,220,630,0,0.01984,1
514017_512017_2_tfmr,514017_VEMAGIR4_400,512017_RAJAH2_220,400,220,630,0,0.01984,1
514103_512019_1_tfmr,514103_NELLORE-AP_400,512019_NELL_220,400,220,630,0,0.01984,1
514023_512023_1_tfmr,514023_MAHABUB4_400,512023_MEHBOBNG_220,400,220,630,0,0.0198413,1
514024_512026_1_tfmr,514024_CHITOR_400,512026_CHIT_NEW_220,400,220,630,0,0.0198413,1
514039_512039_1_tfmr,514039_GARIVIDI_400,512039_GARIVD_220,400,220,630,0,0.01984,1
514042_512042_1_tfmr,514042_HINDPR40_400,512042_HINDUPUR_220,400,220,630,0,0.01984,1
514051_512051_1_tfmr,514051_MAILARM4_400,512051_MAILRM_220,400,220,945,0,0.0132275,1
514052_512052_1_tfmr,514052_MALKARM4_400,512052_MALKARAM_220,400,220,945,0,0.0132275,1
514060_512060_1_tfmr,514060_SURYPET4_400,512060_NARKET_220,400,220,630,0,0.01984,1
514062_512062_1_tfmr,514062_NIRMAL_400,512062_NIRMAL_220,400,220,630,0,0.01984,1
514079_512079_1_tfmr,514079_WARN4_400,512079_WRNG_220,400,220,1130,0,0.0110619,1
514081_512081_1_tfmr,514081_PODLI_400,512081_PODILI_220,400,220,1000,0,0.0125,1
514017_512087_1_tfmr,514017_VEMAGIR4_400,512087_VEMAGIRI_220,400,220,2000,0,0.00625,1
514095_512095_1_tfmr,514095_BOMMANAPALLY_400,512095_BOMMANAPALLY_220,400,220,315,0,0.03968,1
514095_512095_2_tfmr,514095_BOMMANAPALLY_400,512095_BOMMANAPALLY_220,400,220,315,0,0.03968,1
514111_512111_1_tfmr,514111_KVKOTA40_400,512111_KVKOTA_220,400,220,630,0,0.01984,1
514026_512130_1_tfmr,514026_VIJ-AP_400,512130_KODUR_220,400,220,630,0,0.01984,1
514165_512165_1_tfmr,514165_JANAGAON_400,512165_JANGAON_220,400,220,500,0,0.025,1
514165_512165_2_tfmr,514165_JANAGAON_400,512165_JANGAON_220,400,220,500,0,0.025,1
514165_512165_3_tfmr,514165_JANAGAON_400,512165_JANGAON_220,400,220,500,0,0.025,1
511214_512224_1_tfmr,511214_GDWD2_132,512224_GUDIWADA220_220,132,220,60,0,0.1,1
511214_512224_2_tfmr,511214_GDWD2_132,512224_GUDIWADA220_220,132,220,60,0,0.1,1
514403_512224_1_tfmr,514403_GUDIVADA_400,512224_GUDIWADA220_220,400,220,500,0,0.025,1
514403_512224_2_tfmr,514403_GUDIVADA_400,512224_GUDIWADA220_220,400,220,500,0,0.025,1
511079_512235_1_tfmr,511079_KRPL_132,512235_KORUPROLU_220,132,220,60,0,0.1,1
511079_512235_2_tfmr,511079_KRPL_132,512235_KORUPROLU_220,132,220,60,0,0.1,1
511079_512235_3_tfmr,511079_KRPL_132,512235_KORUPROLU_220,132,220,60,0,0.1,1
514203_512235_1_tfmr,514203_KORUPROLU_400,512235_KORUPROLU_220,400,220,500,0,0.025,1
514203_512235_2_tfmr,514203_KORUPROLU_400,512235_KORUPROLU_220,400,220,500,0,0.025,1
514203_512235_3_tfmr,514203_KORUPROLU_400,512235_KORUPROLU_220,400,220,500,0,0.025,1
524001_522001_1_tfmr,524001_SMNH_400,522001_SMNH_220,400,220,1500,0,0.008333,1
524001_522001_2_tfmr,524001_SMNH_400,522001_SMNH_220,400,220,501,0,0.025,0
524001_522001_3_tfmr,524001_SMNH_400,522001_SMNH_220,400,220,501,0,0.025,0
524002_522002_1_tfmr,524002_MNRB_400,522002_MNRN_220,400,220,630,0,0.01984,1
524003_522003_1_tfmr,524003_RAIC_400,522003_RAIC_220,400,220,630,0,0.01984,1
524004_522004_1_tfmr,524004_DAVAN4_400,522004_GUTTUR_220,400,220,630,0,0.01984,1
524004_522004_2_tfmr,524004_DAVAN4_400,522004_GUTTUR_220,400,220,315,0,0.0396,0
524005_522005_1_tfmr,524005_HOODI4_400,522005_HOOD_220,400,220,1130,0,0.0110619,1
524005_522005_2_tfmr,524005_HOODI4_400,522005_HOOD_220,400,220,501,0,0.025,0
524006_522006_1_tfmr,524006_TALAGUP4_400,522006_TLGP_220,400,220,630,0,0.01984,1
524006_522006_2_tfmr,524006_TALAGUP4_400,522006_TLGP_220,400,220,315,0,0.03968,0
524007_522007_1_tfmr,524007_NELMANG4_400,522007_NELMANG2_220,400,220,1130,0,0.0110619,1
524008_522008_1_tfmr,524008_UDUPI400_400,522008_UDUPI220_220,400,220,630,0,0.01984,1
524008_522008_2_tfmr,524008_UDUPI400_400,522008_UDUPI220_220,400,220,315,0,0.03968,0
524009_522009_1_tfmr,524009_HASSAN4_400,522009_HASS_220,400,220,630,0,0.01984,1
524009_522009_2_tfmr,524009_HASSAN4_400,522009_HASS_220,400,220,315,0,0.03968,0
524010_522010_1_tfmr,524010_MYSORE4_400,522010_MYSORE2_220,400,220,1130,0,0.011062,1
524010_522010_2_tfmr,524010_MYSORE4_400,522010_MYSORE2_220,400,220,315,0,0.03968,0
524011_522011_1_tfmr,524011_KOLAR_400,522011_KOLR_220,400,220,1000,0,0.0125,1
524012_522012_1_tfmr,524012_KAIGA_400,522012_KAIG_220,400,220,630,0,0.01984,1
524016_522016_1_tfmr,524016_GULBRG_400,522016_KAPNOOR_220,400,220,630,0,0.01984,1
524015_522034_1_tfmr,524015_NARDR-NW_400,522034_BGWD_220,400,220,1000,0,0.0125,0
524035_522035_1_tfmr,524035_ECITY_400,522035_BMSN_220,400,220,630,0,0.01984,1
524035_522035_2_tfmr,524035_ECITY_400,522035_BMSN_220,400,220,630,0,0.01984,1
524044_522044_1_tfmr,524044_HIRY_400,522044_HIRY_220,400,220,630,0,0.01984,1
524047_522047_1_tfmr,524047_NAREND-4_400,522047_NARENDRA_220,400,220,1000,0,0.0125,1
524076_522076_1_tfmr,524076_TORNGL4_400,522076_TORAN2_220,400,220,630,0,0.01984,1
524077_522077_1_tfmr,524077_BIDADI_400,522077_BIDADI_220,400,220,1000,0,0.0125,1
524082_522082_1_tfmr,524082_BELLARY_400,522082_KUDITINI_220,400,220,630,0,0.01984,1
524084_522084_1_tfmr,524084_YELAHNKA_400,522084_YELAH220_220,400,220,1000,0,0.0125,1
524098_522098_1_tfmr,524098_MADHUGI4_400,522098_MADHUGIR_220,400,220,1000,0,0.0125,1
524048_522136_2_tfmr,524048_DHONI4_400,522136_DHONI_220,400,220,630,0,0.01984,1
524034_522144_1_tfmr,524034_KUDGI-NT_400,522144_KUDGI-NTPC_220,400,220,630,0,0.01984,1
524049_522157_2_tfmr,524049_MUGHALKOD4_400,522157_MUGHALKOD2_220,400,220,1000,0,0.0125,1
524050_522158_2_tfmr,524050_JAGALUR4_400,522158_JAGALUR2_220,400,220,1000,0,0.0125,1
534952_532003_1_tfmr,534952_EDAMAN4_400,532003_EDAMON2_220,400,220,315,0.00198,0.0397,1
534952_532003_2_tfmr,534952_EDAMAN4_400,532003_EDAMON2_220,400,220,315,0.00198,0.0397,1
534251_532006_1_tfmr,534251_KUNDARA4_400,532006_KUNDARA2_220,400,220,315,0.002,0.03968,1
534251_532006_2_tfmr,534251_KUNDARA4_400,532006_KUNDARA2_220,400,220,315,0.002,0.03968,1
531054_532256_1_tfmr,531054_SENGULAM1_110,532256_UPRSNGLM2_220,110,220,100,0.00525,0.10497,0
534259_532259_2_tfmr,534259_KOTTAYAM4_400,532259_KOTTAYAM2_220,400,220,315,0.002,0.03968,1
534301_532302_2_tfmr,534301_MADKTHRA4A_400,532302_MADKTHRA2B_220,400,220,315,0.002,0.03968,1
534858_532601_1_tfmr,534858_KANIAMPT4_400,532601_KANIAMPT2_220,400,220,315,0.00194,0.03887,0
534859_532610_1_tfmr,534859_KANHIROD4_400,532610_KANHIROD2A_220,400,220,315,0.0028,0.03968,0
534859_532610_2_tfmr,534859_KANHIROD4_400,532610_KANHIROD2A_220,400,220,315,0.0028,0.03968,0
534951_532951_1_tfmr,534951_TRIVNDRM4_400,532951_TRIVDRUM2_220,400,220,315,0.002,0.03968,1
534951_532951_2_tfmr,534951_TRIVNDRM4_400,532951_TRIVDRUM2_220,400,220,315,0.002,0.03968,1
534951_532951_3_tfmr,534951_TRIVNDRM4_400,532951_TRIVDRUM2_220,400,220,315,0.002,0.03968,1
534953_532953_1_tfmr,534953_COCHIN4_400,532953_COCHIN2_220,400,220,315,0.002,0.0397,1
534953_532953_2_tfmr,534953_COCHIN4_400,532953_COCHIN2_220,400,220,315,0.002,0.0397,1
534954_532954_1_tfmr,534954_ELAPULY4_400,532954_ELAPPULY2_220,400,220,315,0.002,0.019841,1
534954_532954_2_tfmr,534954_ELAPULY4_400,532954_ELAPPULY2_220,400,220,315,0.002,0.019841,1
534954_532954_3_tfmr,534954_ELAPULY4_400,532954_ELAPPULY2_220,400,220,315,0.002,0.019841,1
534955_532955_1_tfmr,534955_KOZIKODE4_400,532955_KOZHIKOD2_220,400,220,315,0.002,0.03968,1
534955_532955_2_tfmr,534955_KOZIKODE4_400,532955_KOZHIKOD2_220,400,220,315,0.002,0.03968,1
534955_532955_3_tfmr,534955_KOZIKODE4_400,532955_KOZHIKOD2_220,400,220,315,0.002,0.03968,1
534956_532956_1_tfmr,534956_KASRGODE4_400,532956_KASRGODE2_220,400,220,500,0.00198,0.0397,1
534956_532956_2_tfmr,534956_KASRGODE4_400,532956_KASRGODE2_220,400,220,315,0.00198,0.0397,1
544001_542001_1_tfmr,544001_NYVL_400,542001_NEYVELTS2_230,400,230,630,0,0.01984,1
544001_542001_2_tfmr,544001_NYVL_400,542001_NEYVELTS2_230,400,230,315,0,0.03968,0
544002_542002_1_tfmr,544002_MADR_400,542002_SPBUDR2_230,400,230,315,0,0.03968,1
544003_542003_1_tfmr,544003_SALE_400,542003_SALEM2_230,400,230,315,0,0.03968,1
544004_542004_1_tfmr,544004_TRIC_400,542004_ALUNDUR2_230,400,230,630,0,0.01984,1
544004_542004_2_tfmr,544004_TRIC_400,542004_ALUNDUR2_230,400,230,315,0,0.03968,0
544005_542005_1_tfmr,544005_MADURAI4_400,542005_MADURAI2_230,400,230,630,0,0.01984,1
544005_542005_2_tfmr,544005_MADURAI4_400,542005_MADURAI2_230,400,230,315,0,0.03968,0
544005_542005_3_tfmr,544005_MADURAI4_400,542005_MADURAI2_230,400,230,500,0,0.025,1
541006_542006_1_tfmr,541006_UDMLPET1_110,542006_UDMLPET2_230,110,230,400,0,0.025,1
544006_542006_1_tfmr,544006_UDMP_400,542006_UDMLPET2_230,400,230,630,0,0.01984,1
544006_542006_2_tfmr,544006_UDMP_400,542006_UDMLPET2_230,400,230,315,0,0.03968,0
544007_542007_1_tfmr,544007_HOSUR4_400,542007_HOSUR2_230,400,230,630,0,0.01984,1
544008_542008_1_tfmr,544008_NMADRAS4_400,542008_NCTPS2_230,400,230,630,0,0.01984,0
544012_542012_1_tfmr,544012_NAGAPTNM4_400,542012_CUDALUR2_230,400,230,630,0,0.01984,0
544012_542012_2_tfmr,544012_NAGAPTNM4_400,542012_CUDALUR2_230,400,230,315,0,0.03968,0
