Generator,Node,Max Capacity,Min Stable Level,Status
GEN_171703_HAIDER01_132_1,171703_HAIDER01_132,20.25,0,0
GEN_171704_LHSUGAR0_132_1,171704_LHSUGAR0_132,22,0,0
GEN_171705_MANCHIN_132_1,171705_MANCHIN_132,25,0,0
GEN_171706_RAUCHIN_132_1,171706_RAUCHIN_132,25,0,0
GEN_171707_TRIVEN01_132_1,171707_TRIVEN01_132,20,0,0
GEN_171708_TRIVEN02_132_1,171708_TRIVEN02_132,25,0,0
GEN_171709_KUMBH_132_1,171709_KUMBH_132,13,0,0
GEN_171710_GULARI01_132_1,171710_GULARI01_132,21.2,0,0
GEN_171711_JKSUGAR_132_1,171711_JKSUGAR_132,13,0,0
GEN_171712_MAWANA01_132_1,171712_MAWANA01_132,20,0,0
GEN_171713_MAWANA02_132_1,171713_MAWANA02_132,13,0,0
GEN_171714_MAWANA03_132_1,171714_MAWANA03_132,13,0,0
GEN_171715_SBECBIO_132_1,171715_SBECBIO_132,12.45,0,0
GEN_171716_SIMBHO01_132_1,171716_SIMBHO01_132,20,0,0
GEN_171717_SIMBHO02_132_1,171717_SIMBHO02_132,20,0,0
GEN_171719_OUDH_132_1,171719_OUDH_132,10,0,0
GEN_171720_DALMI01_132_1,171720_DALMI01_132,26,0,0
GEN_171721_DALMI02_132_1,171721_DALMI02_132,26.15,0,0
GEN_171722_DALMI03_132_1,171722_DALMI03_132,25,0,0
GEN_171723_KMSAGA_132_1,171723_KMSAGA_132,20,0,0
GEN_171724_DWARIK01_132_1,171724_DWARIK01_132,25,0,0
GEN_171725_DWARIK02_132_1,171725_DWARIK02_132,25,0,0
GEN_171726_SUKHBI_132_1,171726_SUKHBI_132,15,0,0
GEN_171728_BAJAJ02_132_1,171728_BAJAJ02_132,13,0,1
GEN_171729_BAJAJ03_132_1,171729_BAJAJ03_132,10,0,1
GEN_171730_BAJAJ04_132_1,171730_BAJAJ04_132,10,0,1
GEN_171732_BAJAJ06_132_1,171732_BAJAJ06_132,20,0,1
GEN_171733_BAJAJ07_132_1,171733_BAJAJ07_132,13,0,1
GEN_171734_BAJAJ08_132_1,171734_BAJAJ08_132,10,0,1
GEN_171735_BAJAJ09_132_1,171735_BAJAJ09_132,13,0,1
GEN_171736_BAJAJ10_132_1,171736_BAJAJ10_132,13,0,1
GEN_171737_DCM02_132_1,171737_DCM02_132,13,0,0
GEN_171738_DCM03_132_1,171738_DCM03_132,13,0,0
GEN_171739_UTTAM01_132_1,171739_UTTAM01_132,13,0,0
GEN_171740_UTTAM02_132_1,171740_UTTAM02_132,10,0,0
GEN_171741_DHAMPU01_132_1,171741_DHAMPU01_132,25,0,0
GEN_171742_DHAMPU02_132_1,171742_DHAMPU02_132,25,0,0
GEN_171743_DHAMPU03_132_1,171743_DHAMPU03_132,20,0,0
GEN_171744_UPPERG_132_1,171744_UPPERG_132,25.3,0,0
GEN_171745_CHADA_132_1,171745_CHADA_132,25,0,0
GEN_171746_DAURAL_132_1,171746_DAURAL_132,20,0,0
GEN_171747_PARLE01_132_1,171747_PARLE01_132,10,0,0
GEN_171748_NEWIND_132_1,171748_NEWIND_132,20,0,0
GEN_171749_PARLE02_132_1,171749_PARLE02_132,8.23,0,0
GEN_171750_LHSUGAR0_132_1,171750_LHSUGAR0_132,6,0,0
GEN_171751_GULARI02_132_1,171751_GULARI02_132,10,0,0
GEN_171752_HAIDER02_132_1,171752_HAIDER02_132,3,0,0
GEN_171753_DCM04_132_1,171753_DCM04_132,7.5,0,0
GEN_172227_ROSA-TP1_220_1,172227_ROSA-TP1_220,300,0,1
GEN_172227_ROSA-TP1_220_2,172227_ROSA-TP1_220,300,0,1
GEN_172247_KHARA2_220_1,172247_KHARA2_220,24,0,1
GEN_172247_KHARA2_220_2,172247_KHARA2_220,24,0,1
GEN_172247_KHARA2_220_3,172247_KHARA2_220,24,0,1
GEN_172257_HARDUGN2_220_5,172257_HARDUGN2_220,60,0,1
GEN_172257_HARDUGN2_220_7,172257_HARDUGN2_220,105,0,1
GEN_172257_HARDUGN2_220_8,172257_HARDUGN2_220,250,0,1
GEN_172257_HARDUGN2_220_9,172257_HARDUGN2_220,250,0,1
GEN_172263_PARICHA2_220_1,172263_PARICHA2_220,110,0,1
GEN_172263_PARICHA2_220_2,172263_PARICHA2_220,110,0,1
GEN_172263_PARICHA2_220_3,172263_PARICHA2_220,210,0,1
GEN_172263_PARICHA2_220_4,172263_PARICHA2_220,210,0,1
GEN_172265_PANKI2_220_1,172265_PANKI2_220,105,0,1
GEN_172265_PANKI2_220_2,172265_PANKI2_220,105,0,1
GEN_172271_OBRA2_220_1,172271_OBRA2_220,94,0,1
GEN_172271_OBRA2_220_2,172271_OBRA2_220,94,0,1
GEN_172271_OBRA2_220_3,172271_OBRA2_220,50,0,1
GEN_172271_OBRA2_220_4,172271_OBRA2_220,40,0,1
GEN_172286_TANDA2_220_1,172286_TANDA2_220,110,0,1
GEN_172286_TANDA2_220_2,172286_TANDA2_220,110,0,1
GEN_172286_TANDA2_220_3,172286_TANDA2_220,110,0,1
GEN_172286_TANDA2_220_4,172286_TANDA2_220,110,0,1
GEN_174000_MEJA_400_1,174000_MEJA_400,660,-9999,1
GEN_174000_MEJA_400_2,174000_MEJA_400,600,-9999,1
GEN_174263_BARA_400_1,174263_BARA_400,660,0,1
GEN_174263_BARA_400_2,174263_BARA_400,660,0,1
GEN_174263_BARA_400_3,174263_BARA_400,660,0,1
GEN_174264_KARCHNA_400_1,174264_KARCHNA_400,600,0,1
GEN_174264_KARCHNA_400_2,174264_KARCHNA_400,600,0,1
GEN_174408_PARICHHA_400_5,174408_PARICHHA_400,250,0,1
GEN_174408_PARICHHA_400_6,174408_PARICHHA_400,250,0,1
GEN_174447_VISHNU4_400_1,174447_VISHNU4_400,111,0,1
GEN_174447_VISHNU4_400_2,174447_VISHNU4_400,111,0,1
GEN_174447_VISHNU4_400_3,174447_VISHNU4_400,111,0,1
GEN_174447_VISHNU4_400_4,174447_VISHNU4_400,111,0,1
GEN_174468_ANPARA4_400_1,174468_ANPARA4_400,210,0,1
GEN_174468_ANPARA4_400_2,174468_ANPARA4_400,210,0,1
GEN_174468_ANPARA4_400_3,174468_ANPARA4_400,210,0,1
GEN_174468_ANPARA4_400_4,174468_ANPARA4_400,500,0,1
GEN_174468_ANPARA4_400_5,174468_ANPARA4_400,500,0,1
GEN_174471_ROSA-TP2_400_3,174471_ROSA-TP2_400,300,0,1
GEN_174471_ROSA-TP2_400_4,174471_ROSA-TP2_400,300,0,1
GEN_174472_OBRA4_400_5,174472_OBRA4_400,200,0,1
GEN_174472_OBRA4_400_6,174472_OBRA4_400,200,0,1
GEN_174472_OBRA4_400_7,174472_OBRA4_400,200,0,1
GEN_174472_OBRA4_400_8,174472_OBRA4_400,200,0,1
GEN_174472_OBRA4_400_9,174472_OBRA4_400,200,0,1
GEN_174565_TANDA2_400_1,174565_TANDA2_400,660,0,1
GEN_174565_TANDA2_400_2,174565_TANDA2_400,660,0,1
GEN_177405_ANPARAC_765_1,177405_ANPARAC_765,600,0,1
GEN_177405_ANPARAC_765_2,177405_ANPARAC_765,600,0,1
GEN_177406_ANPARA-D_765_1,177406_ANPARA-D_765,500,0,1
GEN_177406_ANPARA-D_765_2,177406_ANPARA-D_765,500,0,1
GEN_178710_LALITPUR_765_1,178710_LALITPUR_765,660,0,1
GEN_178710_LALITPUR_765_2,178710_LALITPUR_765,660,0,1
GEN_178710_LALITPUR_765_3,178710_LALITPUR_765,660,0,1
GEN_181100_SEWA-II_132_1,181100_SEWA-II_132,40,0,1
GEN_181100_SEWA-II_132_2,181100_SEWA-II_132,40,0,1
GEN_181100_SEWA-II_132_3,181100_SEWA-II_132,40,0,1
GEN_181111_MALAN-II_132_1,181111_MALAN-II_132,50,0,1
GEN_181111_MALAN-II_132_2,181111_MALAN-II_132,50,0,1
GEN_181126_GANGUWAL_132_1,181126_GANGUWAL_132,28,0,1
GEN_181126_GANGUWAL_132_2,181126_GANGUWAL_132,24,0,1
GEN_181126_GANGUWAL_132_3,181126_GANGUWAL_132,24,0,1
GEN_181135_KOTLA_132_1,181135_KOTLA_132,29,0,1
GEN_181135_KOTLA_132_2,181135_KOTLA_132,24,0,1
GEN_181135_KOTLA_132_3,181135_KOTLA_132,24,0,1
GEN_182201_BAIRASIUL2_220_1,182201_BAIRASIUL2_220,60,0,1
GEN_182201_BAIRASIUL2_220_2,182201_BAIRASIUL2_220,60,0,1
GEN_182201_BAIRASIUL2_220_3,182201_BAIRASIUL2_220,60,0,1
GEN_182202_ADHYDRO_220_1,182202_ADHYDRO_220,96,0,1
GEN_182202_ADHYDRO_220_2,182202_ADHYDRO_220,96,0,1
GEN_182204_SORANG_400_1,182204_SORANG_400,50,0,1
GEN_182204_SORANG_400_2,182204_SORANG_400,50,0,1
GEN_182214_PONG_220_1,182214_PONG_220,66,0,1
GEN_182214_PONG_220_2,182214_PONG_220,66,0,1
GEN_182214_PONG_220_3,182214_PONG_220,66,0,1
GEN_182214_PONG_220_4,182214_PONG_220,66,0,1
GEN_182214_PONG_220_5,182214_PONG_220,66,0,1
GEN_182214_PONG_220_6,182214_PONG_220,66,0,1
GEN_182216_BHAKRA_L_220_3,182216_BHAKRA_L_220,108,0,1
GEN_182216_BHAKRA_L_220_4,182216_BHAKRA_L_220,108,0,1
GEN_182216_BHAKRA_L_220_5,182216_BHAKRA_L_220,108,0,1
GEN_182216_BHAKRA_L_220_6,182216_BHAKRA_L_220,108,0,0
GEN_182216_BHAKRA_L_220_7,182216_BHAKRA_L_220,108,0,0
GEN_182217_BHAKRA_R_220_1,182217_BHAKRA_R_220,157,0,1
GEN_182217_BHAKRA_R_220_2,182217_BHAKRA_R_220,157,0,1
GEN_182217_BHAKRA_R_220_3,182217_BHAKRA_R_220,157,0,1
GEN_182217_BHAKRA_R_220_4,182217_BHAKRA_R_220,157,0,1
GEN_182217_BHAKRA_R_220_5,182217_BHAKRA_R_220,157,0,1
GEN_182218_DEHAR_220_1,182218_DEHAR_220,165,0,1
GEN_182218_DEHAR_220_2,182218_DEHAR_220,165,0,1
GEN_182219_BALLABGARH_220_1,182219_BALLABGARH_220,55,30,1
GEN_182219_BALLABGARH_220_2,182219_BALLABGARH_220,55,30,1
GEN_182219_BALLABGARH_220_3,182219_BALLABGARH_220,55,30,1
GEN_182227_SALAL2_220_1,182227_SALAL2_220,115,0,1
GEN_182227_SALAL2_220_2,182227_SALAL2_220,115,0,1
GEN_182227_SALAL2_220_3,182227_SALAL2_220,115,0,1
GEN_182227_SALAL2_220_4,182227_SALAL2_220,115,0,1
GEN_182227_SALAL2_220_5,182227_SALAL2_220,115,0,1
GEN_182227_SALAL2_220_6,182227_SALAL2_220,115,0,1
GEN_182229_TANAKPUR2_220_1,182229_TANAKPUR2_220,31.4,0,1
GEN_182229_TANAKPUR2_220_2,182229_TANAKPUR2_220,31.4,0,1
GEN_182229_TANAKPUR2_220_3,182229_TANAKPUR2_220,31.4,0,1
GEN_182234_AURYA2_220_G1,182234_AURYA2_220,111.19,0,1
GEN_182234_AURYA2_220_G2,182234_AURYA2_220,111.19,0,1
GEN_182234_AURYA2_220_G3,182234_AURYA2_220,111.19,0,1
GEN_182234_AURYA2_220_G4,182234_AURYA2_220,111.19,0,1
GEN_182234_AURYA2_220_S1,182234_AURYA2_220,109.3,0,1
GEN_182234_AURYA2_220_S2,182234_AURYA2_220,109.3,0,1
GEN_182236_ANTA2_220_G1,182236_ANTA2_220,88.7,0,1
GEN_182236_ANTA2_220_G2,182236_ANTA2_220,88.7,0,1
GEN_182236_ANTA2_220_G3,182236_ANTA2_220,88.7,0,1
GEN_182236_ANTA2_220_GT,182236_ANTA2_220,153.2,0,0
GEN_182236_ANTA2_220_S1,182236_ANTA2_220,153.2,0,1
GEN_182237_DHAULI2_400_1,182237_DHAULI2_400,70,0,1
GEN_182237_DHAULI2_400_2,182237_DHAULI2_400,70,0,1
GEN_182237_DHAULI2_400_3,182237_DHAULI2_400,70,0,1
GEN_182237_DHAULI2_400_4,182237_DHAULI2_400,70,0,1
GEN_182238_DADRI_G2_220_G1,182238_DADRI_G2_220,130.19,0,1
GEN_182238_DADRI_G2_220_G2,182238_DADRI_G2_220,130.19,0,1
GEN_182238_DADRI_G2_220_G3,182238_DADRI_G2_220,130.19,0,1
GEN_182238_DADRI_G2_220_G4,182238_DADRI_G2_220,130.19,0,1
GEN_182238_DADRI_G2_220_S1,182238_DADRI_G2_220,154.51,0,1
GEN_182238_DADRI_G2_220_S2,182238_DADRI_G2_220,154.51,0,1
GEN_182262_RAPS_B2_220_3,182262_RAPS_B2_220,220,0,1
GEN_182262_RAPS_B2_220_4,182262_RAPS_B2_220,220,0,1
GEN_182267_UNCHAHR2_220_1,182267_UNCHAHR2_220,210,0,1
GEN_182267_UNCHAHR2_220_2,182267_UNCHAHR2_220,210,0,1
GEN_182267_UNCHAHR2_220_3,182267_UNCHAHR2_220,210,0,1
GEN_182267_UNCHAHR2_220_4,182267_UNCHAHR2_220,210,0,1
GEN_182267_UNCHAHR2_220_5,182267_UNCHAHR2_220,210,0,1
GEN_182267_UNCHAHR2_220_S1,182267_UNCHAHR2_220,500,0,1
GEN_182907_DADRI_TH_220_1,182907_DADRI_TH_220,210,0,1
GEN_182907_DADRI_TH_220_2,182907_DADRI_TH_220,210,0,1
GEN_182907_DADRI_TH_220_3,182907_DADRI_TH_220,210,0,1
GEN_182907_DADRI_TH_220_4,182907_DADRI_TH_220,210,0,1
GEN_182907_DADRI_TH_220_SW,182907_DADRI_TH_220,210,0,1
GEN_182921_BADARPR2_220_1,182921_BADARPR2_220,95,0,1
GEN_182921_BADARPR2_220_2,182921_BADARPR2_220,95,0,1
GEN_182921_BADARPR2_220_3,182921_BADARPR2_220,95,0,1
GEN_182921_BADARPR2_220_4,182921_BADARPR2_220,210,0,1
GEN_182921_BADARPR2_220_5,182921_BADARPR2_220,210,0,1
GEN_182922_FARIDAB2_220_G1,182922_FARIDAB2_220,108,0,1
GEN_182922_FARIDAB2_220_G2,182922_FARIDAB2_220,108,0,1
GEN_182922_FARIDAB2_220_G3,182922_FARIDAB2_220,108,0,1
GEN_182922_FARIDAB2_220_G4,182922_FARIDAB2_220,108,0,0
GEN_182922_FARIDAB2_220_S1,182922_FARIDAB2_220,156,0,0
GEN_182927_NAPP2_220_1,182927_NAPP2_220,220,0,1
GEN_182927_NAPP2_220_2,182927_NAPP2_220,220,0,1
GEN_182928_CHAMER-3_220_1,182928_CHAMER-3_220,77,38.502,1
GEN_182928_CHAMER-3_220_2,182928_CHAMER-3_220,77,38.502,1
GEN_182928_CHAMER-3_220_3,182928_CHAMER-3_220,77,38.502,1
GEN_182929_KUTEHR_220_1,182929_KUTEHR_220,60,0,1
GEN_182929_KUTEHR_220_2,182929_KUTEHR_220,60,0,1
GEN_182929_KUTEHR_220_3,182929_KUTEHR_220,60,0,1
GEN_182929_KUTEHR_220_4,182929_KUTEHR_220,60,0,1
GEN_184067_UNCHAHAAR_400_1,184067_UNCHAHAAR_400,500,0,1
GEN_184400_JHAJJAR4_400_1,184400_JHAJJAR4_400,500,0,1
GEN_184400_JHAJJAR4_400_2,184400_JHAJJAR4_400,500,0,1
GEN_184400_JHAJJAR4_400_3,184400_JHAJJAR4_400,500,0,1
GEN_184401_CHAMERA-2_400_1,184401_CHAMERA-2_400,100,0,1
GEN_184401_CHAMERA-2_400_2,184401_CHAMERA-2_400,100,0,1
GEN_184401_CHAMERA-2_400_3,184401_CHAMERA-2_400,100,0,1
GEN_184405_RAPS_C4_400_5,184405_RAPS_C4_400,220,0,1
GEN_184405_RAPS_C4_400_6,184405_RAPS_C4_400,220,0,1
GEN_184405_RAPS_C4_400_7,184405_RAPS_C4_400,700,0,1
GEN_184405_RAPS_C4_400_8,184405_RAPS_C4_400,700,0,1
GEN_184409_PANIPAT_400_1,184409_PANIPAT_400,600,0,1
GEN_184409_PANIPAT_400_2,184409_PANIPAT_400,600,0,1
GEN_184411_CHAMERA-1_400_1,184411_CHAMERA-1_400,180,0,1
GEN_184411_CHAMERA-1_400_2,184411_CHAMERA-1_400,180,0,1
GEN_184411_CHAMERA-1_400_3,184411_CHAMERA-1_400,180,0,1
GEN_184414_URIG-1_400_1,184414_URIG-1_400,120,0,1
GEN_184414_URIG-1_400_2,184414_URIG-1_400,120,0,1
GEN_184414_URIG-1_400_3,184414_URIG-1_400,120,0,1
GEN_184414_URIG-1_400_4,184414_URIG-1_400,120,0,1
GEN_184416_RIHAND-G_400_1,184416_RIHAND-G_400,500,0,1
GEN_184416_RIHAND-G_400_2,184416_RIHAND-G_400,500,0,1
GEN_184416_RIHAND-G_400_3,184416_RIHAND-G_400,500,0,1
GEN_184416_RIHAND-G_400_4,184416_RIHAND-G_400,500,0,1
GEN_184418_DULHASTI_400_1,184418_DULHASTI_400,130,0,1
GEN_184418_DULHASTI_400_2,184418_DULHASTI_400,130,0,1
GEN_184418_DULHASTI_400_3,184418_DULHASTI_400,130,0,1
GEN_184419_DEHAR_400_3,184419_DEHAR_400,165,0,1
GEN_184419_DEHAR_400_4,184419_DEHAR_400,165,0,1
GEN_184419_DEHAR_400_5,184419_DEHAR_400,165,0,1
GEN_184419_DEHAR_400_6,184419_DEHAR_400,165,0,1
GEN_184424_DADR-NCR_400_5,184424_DADR-NCR_400,490,0,1
GEN_184424_DADR-NCR_400_6,184424_DADR-NCR_400,490,0,1
GEN_184431_KANPUR_400_1,184431_KANPUR_400,660,0,0
GEN_184431_KANPUR_400_2,184431_KANPUR_400,660,0,0
GEN_184440_KOLDAM_400_1,184440_KOLDAM_400,200,0,1
GEN_184440_KOLDAM_400_2,184440_KOLDAM_400,200,0,1
GEN_184440_KOLDAM_400_3,184440_KOLDAM_400,200,0,1
GEN_184440_KOLDAM_400_4,184440_KOLDAM_400,200,0,1
GEN_184446_RIHNDEXT_400_5,184446_RIHNDEXT_400,500,0,1
GEN_184446_RIHNDEXT_400_6,184446_RIHNDEXT_400,500,0,1
GEN_184452_KOTESHWA_400_1,184452_KOTESHWA_400,100,0,1
GEN_184452_KOTESHWA_400_2,184452_KOTESHWA_400,100,0,1
GEN_184452_KOTESHWA_400_3,184452_KOTESHWA_400,100,0,1
GEN_184452_KOTESHWA_400_4,184452_KOTESHWA_400,100,0,1
GEN_184453_URIG-2_400_1,184453_URIG-2_400,60,30,1
GEN_184453_URIG-2_400_2,184453_URIG-2_400,60,30,1
GEN_184453_URIG-2_400_3,184453_URIG-2_400,60,30,1
GEN_184453_URIG-2_400_4,184453_URIG-2_400,60,30,1
GEN_184456_KARCHAMW_400_1,184456_KARCHAMW_400,250,0,1
GEN_184456_KARCHAMW_400_2,184456_KARCHAMW_400,250,0,1
GEN_184456_KARCHAMW_400_3,184456_KARCHAMW_400,250,0,1
GEN_184456_KARCHAMW_400_4,184456_KARCHAMW_400,250,0,1
GEN_184458_SHRECEM_400_1,184458_SHRECEM_400,150,45,1
GEN_184458_SHRECEM_400_2,184458_SHRECEM_400,150,45,1
GEN_184470_PARBT-II_400_1,184470_PARBT-II_400,200,0,1
GEN_184470_PARBT-II_400_2,184470_PARBT-II_400,200,0,1
GEN_184470_PARBT-II_400_3,184470_PARBT-II_400,200,0,1
GEN_184470_PARBT-II_400_4,184470_PARBT-II_400,200,0,1
GEN_184471_PARBTI-3_400_1,184471_PARBTI-3_400,130,65,1
GEN_184471_PARBTI-3_400_2,184471_PARBTI-3_400,130,65,1
GEN_184471_PARBTI-3_400_3,184471_PARBTI-3_400,130,65,1
GEN_184471_PARBTI-3_400_4,184471_PARBTI-3_400,130,65,1
GEN_184478_RAMPUR_400_1,184478_RAMPUR_400,68.67,0,1
GEN_184478_RAMPUR_400_2,184478_RAMPUR_400,68.67,0,1
GEN_184478_RAMPUR_400_3,184478_RAMPUR_400,68.67,0,1
GEN_184478_RAMPUR_400_4,184478_RAMPUR_400,68.67,0,1
GEN_184478_RAMPUR_400_5,184478_RAMPUR_400,68.67,0,1
GEN_184478_RAMPUR_400_6,184478_RAMPUR_400,68.67,0,1
GEN_184485_BAJOLIHOLI_400_1,184485_BAJOLIHOLI_400,60,0,1
GEN_184485_BAJOLIHOLI_400_2,184485_BAJOLIHOLI_400,60,0,1
GEN_184485_BAJOLIHOLI_400_3,184485_BAJOLIHOLI_400,60,0,1
GEN_184486_GVAHP-NPCIL_400_1,184486_GVAHP-NPCIL_400,700,0,1
GEN_184486_GVAHP-NPCIL_400_2,184486_GVAHP-NPCIL_400,700,0,1
GEN_184499_TEHRI4_400_1,184499_TEHRI4_400,250,0,1
GEN_184499_TEHRI4_400_2,184499_TEHRI4_400,250,0,1
GEN_184499_TEHRI4_400_3,184499_TEHRI4_400,250,0,1
GEN_184499_TEHRI4_400_4,184499_TEHRI4_400,250,0,1
GEN_184499_TEHRI4_400_5,184499_TEHRI4_400,250,0,1
GEN_184499_TEHRI4_400_6,184499_TEHRI4_400,250,0,1
GEN_184499_TEHRI4_400_7,184499_TEHRI4_400,250,0,1
GEN_184499_TEHRI4_400_8,184499_TEHRI4_400,250,0,1
GEN_184540_RATLE_400_1,184540_RATLE_400,205,0,1
GEN_184540_RATLE_400_2,184540_RATLE_400,369,0,1
GEN_184540_RATLE_400_3,184540_RATLE_400,205,0,1
GEN_184540_RATLE_400_4,184540_RATLE_400,250,0,1
GEN_184540_RATLE_400_5,184540_RATLE_400,30,0,1
GEN_184542_PAKALDUL_400_1,184542_PAKALDUL_400,200,0,1
GEN_184542_PAKALDUL_400_2,184542_PAKALDUL_400,200,0,1
GEN_184542_PAKALDUL_400_3,184542_PAKALDUL_400,200,0,1
GEN_184542_PAKALDUL_400_4,184542_PAKALDUL_400,200,0,1
GEN_184542_PAKALDUL_400_5,184542_PAKALDUL_400,200,0,1
GEN_184572_TANGU-ROMAI1_400_1,184572_TANGU-ROMAI1_400,22,0,1
GEN_184572_TANGU-ROMAI1_400_2,184572_TANGU-ROMAI1_400,22,0,1
GEN_184579_MIYAR_400_1,184579_MIYAR_400,60,0,1
GEN_184579_MIYAR_400_2,184579_MIYAR_400,314,0,1
GEN_184903_NATHPA4_400_1,184903_NATHPA4_400,250,0,1
GEN_184903_NATHPA4_400_2,184903_NATHPA4_400,250,0,1
GEN_184903_NATHPA4_400_3,184903_NATHPA4_400,250,0,1
GEN_184903_NATHPA4_400_4,184903_NATHPA4_400,250,0,1
GEN_184903_NATHPA4_400_5,184903_NATHPA4_400,250,0,1
GEN_184903_NATHPA4_400_6,184903_NATHPA4_400,250,0,1
GEN_184923_SINGRL4_400_1,184923_SINGRL4_400,200,0,1
GEN_184923_SINGRL4_400_2,184923_SINGRL4_400,200,0,1
GEN_184923_SINGRL4_400_3,184923_SINGRL4_400,200,0,1
GEN_184923_SINGRL4_400_4,184923_SINGRL4_400,200,0,1
GEN_184923_SINGRL4_400_5,184923_SINGRL4_400,200,0,1
GEN_184923_SINGRL4_400_6,184923_SINGRL4_400,500,0,1
GEN_184923_SINGRL4_400_7,184923_SINGRL4_400,500,0,1
GEN_184927_GORAKHPU_400_1,184927_GORAKHPU_400,350,0,0
GEN_184927_GORAKHPU_400_2,184927_GORAKHPU_400,350,0,0
GEN_186015_BHAKRA-L_66_1,186015_BHAKRA-L_66,108,0,1
GEN_186015_BHAKRA-L_66_2,186015_BHAKRA-L_66,108,0,1
GEN_191123_DHAKRANI_132_1,191123_DHAKRANI_132,11.25,0,1
GEN_191123_DHAKRANI_132_2,191123_DHAKRANI_132,11.25,0,1
GEN_191123_DHAKRANI_132_3,191123_DHAKRANI_132,11.25,0,1
GEN_191137_KHATIMAH_132_1,191137_KHATIMAH_132,13.8,0,1
GEN_191137_KHATIMAH_132_2,191137_KHATIMAH_132,13.8,0,1
GEN_191137_KHATIMAH_132_3,191137_KHATIMAH_132,13.8,0,1
GEN_191191_KALAGARH_132_1,191191_KALAGARH_132,66,0,1
GEN_191191_KALAGARH_132_2,191191_KALAGARH_132,66,0,1
GEN_191191_KALAGARH_132_3,191191_KALAGARH_132,66,0,0
GEN_191195_CHILLA-H_132_1,191195_CHILLA-H_132,36,0,1
GEN_191195_CHILLA-H_132_2,191195_CHILLA-H_132,36,0,1
GEN_191195_CHILLA-H_132_3,191195_CHILLA-H_132,36,0,1
GEN_191195_CHILLA-H_132_4,191195_CHILLA-H_132,36,0,1
GEN_191197_KULHALHE_132_1,191197_KULHALHE_132,10,0,1
GEN_191197_KULHALHE_132_2,191197_KULHALHE_132,10,0,1
GEN_191197_KULHALHE_132_3,191197_KULHALHE_132,10,0,1
GEN_191903_DHALIPUR_132_1,191903_DHALIPUR_132,17,0,1
GEN_191903_DHALIPUR_132_2,191903_DHALIPUR_132,17,0,1
GEN_191903_DHALIPUR_132_3,191903_DHALIPUR_132,17,0,1
GEN_192050_JOSHIMATH_220_1,192050_JOSHIMATH_220,330,0,0
GEN_192051_ALAKNANDA_220_1,192051_ALAKNANDA_220,330,0,1
GEN_192053_KOTLIBHEL_220_1,192053_KOTLIBHEL_220,195,0,1
GEN_192055_LATATAPOVAN_220_1,192055_LATATAPOVAN_220,57,0,1
GEN_192055_LATATAPOVAN_220_2,192055_LATATAPOVAN_220,57,0,1
GEN_192055_LATATAPOVAN_220_3,192055_LATATAPOVAN_220,57,0,1
GEN_192056_GAMA_220_1,192056_GAMA_220,225,0,1
GEN_192057_BETA_220_1,192057_BETA_220,225,0,1
GEN_192058_SBHATWARI_220_1,192058_SBHATWARI_220,99,0,1
GEN_192059_PHATABYUNG_220_1,192059_PHATABYUNG_220,38,0,1
GEN_192059_PHATABYUNG_220_2,192059_PHATABYUNG_220,38,0,1
GEN_192253_BHILANGA_220_1,192253_BHILANGA_220,8,0,0
GEN_192253_BHILANGA_220_2,192253_BHILANGA_220,8,0,0
GEN_192253_BHILANGA_220_3,192253_BHILANGA_220,8,0,0
GEN_192292_SHRAVANT_220_1,192292_SHRAVANT_220,75,0,0
GEN_192292_SHRAVANT_220_2,192292_SHRAVANT_220,75,0,0
GEN_192292_SHRAVANT_220_3,192292_SHRAVANT_220,75,0,0
GEN_192298_MANERI_2_220_1,192298_MANERI_2_220,76,0,1
GEN_192298_MANERI_2_220_2,192298_MANERI_2_220,76,0,1
GEN_192298_MANERI_2_220_3,192298_MANERI_2_220,76,0,1
GEN_192298_MANERI_2_220_4,192298_MANERI_2_220,76,0,1
GEN_192299_CHIBRO-H_220_1,192299_CHIBRO-H_220,60,0,1
GEN_192299_CHIBRO-H_220_2,192299_CHIBRO-H_220,60,0,1
GEN_192299_CHIBRO-H_220_3,192299_CHIBRO-H_220,60,0,1
GEN_192299_CHIBRO-H_220_4,192299_CHIBRO-H_220,60,0,1
GEN_192600_MANERI_1_220_1,192600_MANERI_1_220,30,0,1
GEN_192600_MANERI_1_220_2,192600_MANERI_1_220,30,0,1
GEN_192600_MANERI_1_220_3,192600_MANERI_1_220,30,0,1
GEN_192902_KHODRIHE_220_1,192902_KHODRIHE_220,30,0,1
GEN_192902_KHODRIHE_220_2,192902_KHODRIHE_220,30,0,1
GEN_192902_KHODRIHE_220_3,192902_KHODRIHE_220,30,0,1
GEN_192902_KHODRIHE_220_4,192902_KHODRIHE_220,30,0,1
GEN_194056_TPVNVISHNUGD_400_1,194056_TPVNVISHNUGD_400,130,0,1
GEN_194056_TPVNVISHNUGD_400_2,194056_TPVNVISHNUGD_400,130,0,1
GEN_194056_TPVNVISHNUGD_400_3,194056_TPVNVISHNUGD_400,130,0,1
GEN_194056_TPVNVISHNUGD_400_4,194056_TPVNVISHNUGD_400,130,0,1
GEN_194057_PIPALKOTI_400_1,194057_PIPALKOTI_400,111,0,1
GEN_194057_PIPALKOTI_400_2,194057_PIPALKOTI_400,111,0,1
GEN_194057_PIPALKOTI_400_3,194057_PIPALKOTI_400,111,0,1
