Generator,Node,Max Capacity,Min Stable Level,Status
GEN_121105_KANGRA1_132_KH,121105_KANGRA1_132,12,0,1
GEN_121109_BASSI1_132_1,121109_BASSI1_132,15,0,1
GEN_121109_BASSI1_132_2,121109_BASSI1_132,15,0,1
GEN_121109_BASSI1_132_3,121109_BASSI1_132,15,0,1
GEN_121109_BASSI1_132_4,121109_BASSI1_132,15,0,1
GEN_121112_GIRI1_132_1,121112_GIRI1_132,30,0,1
GEN_121112_GIRI1_132_2,121112_GIRI1_132,30,0,1
GEN_121115_PALAMPUR_132_BN,121115_PALAMPUR_132,12,0,1
GEN_121115_PALAMPUR_132_BW,121115_PALAMPUR_132,6,0,1
GEN_121119_LARJI1_132_1,121119_LARJI1_132,42,0,1
GEN_121119_LARJI1_132_2,121119_LARJI1_132,42,0,1
GEN_121119_LARJI1_132_3,121119_LARJI1_132,42,0,1
GEN_121128_CHANJU-1_220_1,121128_CHANJU-1_220,36,0,1
GEN_121140_UHL-3_132_1,121140_UHL-3_132,30,24,1
GEN_121140_UHL-3_132_2,121140_UHL-3_132,30,24,1
GEN_121140_UHL-3_132_3,121140_UHL-3_132,30,24,1
GEN_122202_BUDHIL_220_1,122202_BUDHIL_220,35,0,1
GEN_122202_BUDHIL_220_2,122202_BUDHIL_220,35,0,1
GEN_122207_KASANG_220_1,122207_KASANG_220,65,0,1
GEN_122207_KASANG_220_2,122207_KASANG_220,65,0,1
GEN_122207_KASANG_220_3,122207_KASANG_220,65,0,1
GEN_122211_TIDONG_220_1,122211_TIDONG_220,50,0,1
GEN_122211_TIDONG_220_2,122211_TIDONG_220,50,0,1
GEN_122226_BHABA2_220_1,122226_BHABA2_220,30,0,1
GEN_122226_BHABA2_220_2,122226_BHABA2_220,30,0,1
GEN_122226_BHABA2_220_3,122226_BHABA2_220,30,0,1
GEN_122226_BHABA2_220_4,122226_BHABA2_220,650,0,1
GEN_124402_BASPA4_400_1,124402_BASPA4_400,100,0,1
GEN_124402_BASPA4_400_2,124402_BASPA4_400,100,0,1
GEN_124402_BASPA4_400_3,124402_BASPA4_400,100,0,1
GEN_124403_SHANGTONG_400_1,124403_SHANGTONG_400,150,0,1
GEN_124403_SHANGTONG_400_2,124403_SHANGTONG_400,150,0,1
GEN_124403_SHANGTONG_400_3,124403_SHANGTONG_400,150,0,1
GEN_124403_SHANGTONG_400_4,124403_SHANGTONG_400,120,0,0
GEN_124404_CHANGO-YANTG_400_1,124404_CHANGO-YANTG_400,90,0,1
GEN_124404_CHANGO-YANTG_400_2,124404_CHANGO-YANTG_400,90,0,1
GEN_124404_CHANGO-YANTG_400_3,124404_CHANGO-YANTG_400,90,0,1
GEN_124903_SAINJ_400_1,124903_SAINJ_400,50,0,1
GEN_124903_SAINJ_400_2,124903_SAINJ_400,50,0,1
GEN_124910_SAWRA-KUDDU_400_1,124910_SAWRA-KUDDU_400,37,28.5,1
GEN_124910_SAWRA-KUDDU_400_2,124910_SAWRA-KUDDU_400,37,28.5,1
GEN_124910_SAWRA-KUDDU_400_3,124910_SAWRA-KUDDU_400,37,28.5,1
GEN_131100_UBDCPH-1_132_1,131100_UBDCPH-1_132,15,0,1
GEN_131100_UBDCPH-1_132_2,131100_UBDCPH-1_132,16.5,0,1
GEN_131110_MUKERIAN-4_132_1,131110_MUKERIAN-4_132,19.5,0,1
GEN_131110_MUKERIAN-4_132_2,131110_MUKERIAN-4_132,19.5,0,1
GEN_131110_MUKERIAN-4_132_3,131110_MUKERIAN-4_132,19.5,0,1
GEN_131118_MUKERI-3_132_1,131118_MUKERI-3_132,19.5,0,1
GEN_131118_MUKERI-3_132_2,131118_MUKERI-3_132,19.5,0,1
GEN_131118_MUKERI-3_132_3,131118_MUKERI-3_132,19.5,0,1
GEN_131149_ANANDGARH-2_132_1,131149_ANANDGARH-2_132,33.5,0,1
GEN_131149_ANANDGARH-2_132_2,131149_ANANDGARH-2_132,33.5,0,1
GEN_131149_ANANDGARH-2_132_3,131149_ANANDGARH-2_132,33.5,0,1
GEN_131149_ANANDGARH-2_132_4,131149_ANANDGARH-2_132,33.5,0,1
GEN_131170_UBDCPH-3_132_1,131170_UBDCPH-3_132,15,0,1
GEN_131170_UBDCPH-3_132_2,131170_UBDCPH-3_132,16.5,0,1
GEN_131171_UBDCPH-2_132_1,131171_UBDCPH-2_132,15,0,1
GEN_131171_UBDCPH-2_132_2,131171_UBDCPH-2_132,16.5,0,1
GEN_131189_MUKERI-1_132_1,131189_MUKERI-1_132,15,0,1
GEN_131189_MUKERI-1_132_2,131189_MUKERI-1_132,15,0,1
GEN_131189_MUKERI-1_132_3,131189_MUKERI-1_132,15,0,1
GEN_131190_MUKERI-2_132_1,131190_MUKERI-2_132,15,0,1
GEN_131190_MUKERI-2_132_2,131190_MUKERI-2_132,15,0,1
GEN_131190_MUKERI-2_132_3,131190_MUKERI-2_132,15,0,1
GEN_131192_JOGINDERNAGA_132_1,131192_JOGINDERNAGA_132,15,0,1
GEN_131192_JOGINDERNAGA_132_2,131192_JOGINDERNAGA_132,15,0,1
GEN_131192_JOGINDERNAGA_132_3,131192_JOGINDERNAGA_132,15,0,1
GEN_131192_JOGINDERNAGA_132_4,131192_JOGINDERNAGA_132,15,0,1
GEN_131192_JOGINDERNAGA_132_5,131192_JOGINDERNAGA_132,50,0,1
GEN_131197_ANANDGARH-1_132_1,131197_ANANDGARH-1_132,33.5,0,1
GEN_131197_ANANDGARH-1_132_2,131197_ANANDGARH-1_132,33.5,0,1
GEN_131271_SHAPUR-KHAND_132_1,131271_SHAPUR-KHAND_132,70,0,1
GEN_131271_SHAPUR-KHAND_132_2,131271_SHAPUR-KHAND_132,70,0,1
GEN_131271_SHAPUR-KHAND_132_3,131271_SHAPUR-KHAND_132,70,0,1
GEN_131271_SHAPUR-KHAND_132_4,131271_SHAPUR-KHAND_132,70,0,1
GEN_132204_LEHRAMOHABBA_220_1,132204_LEHRAMOHABBA_220,210,0,1
GEN_132204_LEHRAMOHABBA_220_2,132204_LEHRAMOHABBA_220,210,0,1
GEN_132204_LEHRAMOHABBA_220_3,132204_LEHRAMOHABBA_220,250,0,1
GEN_132204_LEHRAMOHABBA_220_4,132204_LEHRAMOHABBA_220,250,0,1
GEN_132221_RSD_220_1,132221_RSD_220,150,0,1
GEN_132221_RSD_220_2,132221_RSD_220,150,0,1
GEN_132221_RSD_220_3,132221_RSD_220,150,0,1
GEN_132221_RSD_220_4,132221_RSD_220,150,0,1
GEN_132232_ROPAR_220_1,132232_ROPAR_220,210,0,1
GEN_132232_ROPAR_220_2,132232_ROPAR_220,210,0,1
GEN_132232_ROPAR_220_3,132232_ROPAR_220,210,0,1
GEN_132232_ROPAR_220_4,132232_ROPAR_220,210,0,1
GEN_132232_ROPAR_220_5,132232_ROPAR_220,210,0,1
GEN_132232_ROPAR_220_6,132232_ROPAR_220,210,0,1
GEN_132247_BATHINDA_220_1,132247_BATHINDA_220,110,0,1
GEN_132247_BATHINDA_220_2,132247_BATHINDA_220,110,0,1
GEN_132247_BATHINDA_220_3,132247_BATHINDA_220,110,0,1
GEN_132247_BATHINDA_220_4,132247_BATHINDA_220,110,0,1
GEN_132270_GOINDWAL_220_1,132270_GOINDWAL_220,270,0,1
GEN_132270_GOINDWAL_220_2,132270_GOINDWAL_220,270,0,1
GEN_134401_TALWANDISABO_400_1,134401_TALWANDISABO_400,660,0,1
GEN_134401_TALWANDISABO_400_2,134401_TALWANDISABO_400,660,0,1
GEN_134401_TALWANDISABO_400_3,134401_TALWANDISABO_400,660,0,1
GEN_134406_RAJPURA_TH_400_1,134406_RAJPURA_TH_400,700,0,1
GEN_134406_RAJPURA_TH_400_2,134406_RAJPURA_TH_400,700,0,1
GEN_142211_PANIPAT_OLD_220_1,142211_PANIPAT_OLD_220,110,0,1
GEN_142211_PANIPAT_OLD_220_2,142211_PANIPAT_OLD_220,110,0,1
GEN_142211_PANIPAT_OLD_220_3,142211_PANIPAT_OLD_220,110,0,1
GEN_142211_PANIPAT_OLD_220_4,142211_PANIPAT_OLD_220,110,0,1
GEN_142235_YAMUNA2_220_1,142235_YAMUNA2_220,300,0,1
GEN_142235_YAMUNA2_220_2,142235_YAMUNA2_220,300,0,1
GEN_142929_PANIPAT_NEW_220_5,142929_PANIPAT_NEW_220,210,0,1
GEN_142929_PANIPAT_NEW_220_6,142929_PANIPAT_NEW_220,210,0,1
GEN_142929_PANIPAT_NEW_220_7,142929_PANIPAT_NEW_220,250,0,1
GEN_142929_PANIPAT_NEW_220_8,142929_PANIPAT_NEW_220,250,0,1
GEN_144035_YAMUNANAGAR_400_1,144035_YAMUNANAGAR_400,660,0,0
GEN_144401_KHEDAR_400_1,144401_KHEDAR_400,600,0,1
GEN_144401_KHEDAR_400_2,144401_KHEDAR_400,600,0,1
GEN_144404_JHAJAR_N_400_1,144404_JHAJAR_N_400,660,0,1
GEN_144404_JHAJAR_N_400_2,144404_JHAJAR_N_400,660,0,1
GEN_152203_PRAGATI_BDR_220_G1,152203_PRAGATI_BDR_220,121.2,0,1
GEN_152207_PRAGATI_MND_220_1,152207_PRAGATI_MND_220,250,0,1
GEN_152207_PRAGATI_MND_220_2,152207_PRAGATI_MND_220,250,0,1
GEN_152207_PRAGATI_MND_220_3,152207_PRAGATI_MND_220,250,0,1
GEN_152207_PRAGATI_MND_220_G2,152207_PRAGATI_MND_220,104.6,0,1
GEN_152207_PRAGATI_MND_220_S1,152207_PRAGATI_MND_220,121.2,0,1
GEN_152217_ROHINI_220_1,152217_ROHINI_220,36,0,1
GEN_152217_ROHINI_220_2,152217_ROHINI_220,36,0,1
GEN_152217_ROHINI_220_3,152217_ROHINI_220,36,0,1
GEN_153006_RAJGHATG_33_1,153006_RAJGHATG_33,67.5,0,1
GEN_153006_RAJGHATG_33_2,153006_RAJGHATG_33,67.5,0,1
GEN_154426_BAWANA-G_400_G1,154426_BAWANA-G_400,343,0,1
GEN_154426_BAWANA-G_400_G2,154426_BAWANA-G_400,343,0,1
GEN_154426_BAWANA-G_400_G3,154426_BAWANA-G_400,343,0,0
GEN_154426_BAWANA-G_400_G4,154426_BAWANA-G_400,343,0,0
GEN_154426_BAWANA-G_400_S1,154426_BAWANA-G_400,250,0,0
GEN_154426_BAWANA-G_400_S2,154426_BAWANA-G_400,250,0,0
GEN_156001_DEL_GAS6_66_G1,156001_DEL_GAS6_66,30,0,0
GEN_156001_DEL_GAS6_66_G2,156001_DEL_GAS6_66,30,0,0
GEN_156001_DEL_GAS6_66_G3,156001_DEL_GAS6_66,30,0,0
GEN_156001_DEL_GAS6_66_G4,156001_DEL_GAS6_66,30,0,0
GEN_156001_DEL_GAS6_66_G5,156001_DEL_GAS6_66,30,0,0
GEN_156001_DEL_GAS6_66_G6,156001_DEL_GAS6_66,30,0,1
GEN_156001_DEL_GAS6_66_S1,156001_DEL_GAS6_66,34,0,1
GEN_156001_DEL_GAS6_66_S2,156001_DEL_GAS6_66,34,0,1
GEN_156001_DEL_GAS6_66_S3,156001_DEL_GAS6_66,34,0,1
GEN_161110_JAISALMER_132_W1,161110_JAISALMER_132,41.16,0,1
GEN_161117_RAMGARH21_132_1,161117_RAMGARH21_132,35.5,0,1
GEN_161117_RAMGARH21_132_2,161117_RAMGARH21_132,37.5,0,1
GEN_161117_RAMGARH21_132_3,161117_RAMGARH21_132,37.5,0,1
GEN_161117_RAMGARH21_132_G1,161117_RAMGARH21_132,35.5,0,0
GEN_161117_RAMGARH21_132_G2,161117_RAMGARH21_132,37.5,0,0
GEN_161117_RAMGARH21_132_G3,161117_RAMGARH21_132,37.5,0,0
GEN_161117_RAMGARH21_132_S1,161117_RAMGARH21_132,5,0,1
GEN_161122_RPS1_132_1,161122_RPS1_132,43,0,1
GEN_161122_RPS1_132_2,161122_RPS1_132,43,0,1
GEN_161122_RPS1_132_3,161122_RPS1_132,43,0,1
GEN_161122_RPS1_132_4,161122_RPS1_132,43,0,1
GEN_161160_MAHI-I_132_1,161160_MAHI-I_132,50,0,1
GEN_161623_JS1_132_1,161623_JS1_132,49.5,0,1
GEN_161623_JS1_132_2,161623_JS1_132,49.5,0,1
GEN_161623_JS1_132_3,161623_JS1_132,49.5,0,1
GEN_161685_MAHI-II_132_1,161685_MAHI-II_132,45,0,1
GEN_161685_MAHI-II_132_2,161685_MAHI-II_132,45,0,1
GEN_161762_PS-5_132_W1,161762_PS-5_132,2.1,0,1
GEN_161764_PS2-21_132_S1,161764_PS2-21_132,55,0,1
GEN_161764_PS2-21_132_S2,161764_PS2-21_132,10,0,1
GEN_161765_PS3-1_132_S1,161765_PS3-1_132,119.9,0,1
GEN_161765_PS3-1_132_S2,161765_PS3-1_132,8.1,0,1
GEN_161766_PSNO1_132_S2,161766_PSNO1_132,61,0,1
GEN_161863_TEMDRIA_132_W1,161863_TEMDRIA_132,150,0,0
GEN_162000_AAU-SW_220_S1,162000_AAU-SW_220,5,0,1
GEN_162202_NAGAUR-S_220_S1,162202_NAGAUR-S_220,40,0,1
GEN_162204_RAPS_A2_220_1,162204_RAPS_A2_220,200,0,1
GEN_162204_RAPS_A2_220_2,162204_RAPS_A2_220,200,0,1
GEN_162216_BARMER_220_1,162216_BARMER_220,300,0,1
GEN_162216_BARMER_220_2,162216_BARMER_220,300,0,0
GEN_162216_BARMER_220_3,162216_BARMER_220,300,0,0
GEN_162216_BARMER_220_V1,162216_BARMER_220,100,0,1
GEN_162216_BARMER_220_W1,162216_BARMER_220,49.6,0,1
GEN_162217_BHILWA-2_220_S1,162217_BHILWA-2_220,10,0,1
GEN_162217_BHILWA-2_220_S2,162217_BHILWA-2_220,5,0,1
GEN_162217_BHILWA-2_220_V1,162217_BHILWA-2_220,102,0,1
GEN_162218_GIRALTPS_220_1,162218_GIRALTPS_220,125,0,1
GEN_162218_GIRALTPS_220_2,162218_GIRALTPS_220,125,0,1
GEN_162220_DHOLPU-4_220_1,162220_DHOLPU-4_220,110,0,1
GEN_162220_DHOLPU-4_220_2,162220_DHOLPU-4_220,110,0,1
GEN_162220_DHOLPU-4_220_3,162220_DHOLPU-4_220,110,0,1
GEN_162220_DHOLPU-4_220_G1,162220_DHOLPU-4_220,110,0,0
GEN_162220_DHOLPU-4_220_G2,162220_DHOLPU-4_220,110,0,0
GEN_162220_DHOLPU-4_220_G3,162220_DHOLPU-4_220,110,0,0
GEN_162226_MADA-SUZ_220_1,162226_MADA-SUZ_220,300,0,1
GEN_162226_MADA-SUZ_220_2,162226_MADA-SUZ_220,300,0,0
GEN_162226_MADA-SUZ_220_3,162226_MADA-SUZ_220,300,0,0
GEN_162226_MADA-SUZ_220_W1,162226_MADA-SUZ_220,221,0,1
GEN_162231_BALOTRA_220_S1,162231_BALOTRA_220,5,0,1
GEN_162236_NEEMR-RS_220_S2,162236_NEEMR-RS_220,5,0,1
GEN_162237_AMARSAGAR-W_220_1,162237_AMARSAGAR-W_220,300,0,1
GEN_162237_AMARSAGAR-W_220_2,162237_AMARSAGAR-W_220,300,0,0
GEN_162237_AMARSAGAR-W_220_3,162237_AMARSAGAR-W_220,300,0,0
GEN_162237_AMARSAGAR-W_220_W1,162237_AMARSAGAR-W_220,818,0,1
GEN_162238_TINWARI-WS_220_1,162238_TINWARI-WS_220,300,0,1
GEN_162238_TINWARI-WS_220_2,162238_TINWARI-WS_220,300,0,0
GEN_162238_TINWARI-WS_220_3,162238_TINWARI-WS_220,300,0,0
GEN_162238_TINWARI-WS_220_S1,162238_TINWARI-WS_220,15,0,1
GEN_162238_TINWARI-WS_220_W1,162238_TINWARI-WS_220,174,0,1
GEN_162239_PHALODI_220_1,162239_PHALODI_220,300,0,1
GEN_162239_PHALODI_220_2,162239_PHALODI_220,300,0,0
GEN_162239_PHALODI_220_3,162239_PHALODI_220,300,0,0
GEN_162240_BHOPALGA_220_V1,162240_BHOPALGA_220,18,0,1
GEN_162240_BHOPALGA_220_W1,162240_BHOPALGA_220,27.5,0,1
GEN_162240_BHOPALGA_220_W2,162240_BHOPALGA_220,59.4,0,1
GEN_162241_KHINVSAR_220_S1,162241_KHINVSAR_220,5,0,1
GEN_162242_BARSINGS_220_1,162242_BARSINGS_220,125,0,1
GEN_162242_BARSINGS_220_2,162242_BARSINGS_220,125,0,1
GEN_162257_SURATGARH-42_220_1,162257_SURATGARH-42_220,250,0,1
GEN_162257_SURATGARH-42_220_2,162257_SURATGARH-42_220,250,0,1
GEN_162260_BANSWARA-W_220_V1,162260_BANSWARA-W_220,440,0,1
GEN_162261_KTPS_220_1,162261_KTPS_220,110,0,1
GEN_162261_KTPS_220_2,162261_KTPS_220,110,0,1
GEN_162261_KTPS_220_3,162261_KTPS_220,210,0,1
GEN_162261_KTPS_220_4,162261_KTPS_220,210,0,1
GEN_162261_KTPS_220_5,162261_KTPS_220,210,0,1
GEN_162261_KTPS_220_6,162261_KTPS_220,195,0,1
GEN_162261_KTPS_220_7,162261_KTPS_220,195,0,1
GEN_162262_BADISID-S_220_S1,162262_BADISID-S_220,130,0,1
GEN_162262_BADISID-S_220_S2,162262_BADISID-S_220,70,0,1
GEN_162266_BALI_220_S1,162266_BALI_220,40,0,1
GEN_162277_GULABPUR_220_S1,162277_GULABPUR_220,5,0,1
GEN_162278_RAJWEST_220_7,162278_RAJWEST_220,135,0,1
GEN_162278_RAJWEST_220_8,162278_RAJWEST_220,135,0,1
GEN_162280_AKAL-2_220_1,162280_AKAL-2_220,300,0,1
GEN_162280_AKAL-2_220_2,162280_AKAL-2_220,300,0,0
GEN_162280_AKAL-2_220_3,162280_AKAL-2_220,300,0,0
GEN_162280_AKAL-2_220_V1,162280_AKAL-2_220,79,0,1
GEN_162280_AKAL-2_220_W1,162280_AKAL-2_220,1522,0,1
GEN_162282_BAP_2_220_1,162282_BAP_2_220,300,0,1
GEN_162282_BAP_2_220_2,162282_BAP_2_220,300,0,0
GEN_162282_BAP_2_220_3,162282_BAP_2_220,300,0,0
GEN_162282_BAP_2_220_S1,162282_BAP_2_220,201,0,1
GEN_162282_BAP_2_220_S2,162282_BAP_2_220,20,0,1
GEN_162283_BHU-ENER_220_1,162283_BHU-ENER_220,300,0,1
GEN_162283_BHU-ENER_220_2,162283_BHU-ENER_220,300,0,0
GEN_162283_BHU-ENER_220_3,162283_BHU-ENER_220,300,0,0
GEN_162283_BHU-ENER_220_W1,162283_BHU-ENER_220,200,0,0
GEN_162284_BARLI_2_220_W1,162284_BARLI_2_220,99,0,1
GEN_162285_BHADLA-S_220_S1,162285_BHADLA-S_220,75,0,1
GEN_162285_BHADLA-S_220_S2,162285_BHADLA-S_220,1430,0,1
GEN_162293_DECHU_220_1,162293_DECHU_220,300,0,1
GEN_162293_DECHU_220_2,162293_DECHU_220,300,0,0
GEN_162293_DECHU_220_3,162293_DECHU_220,300,0,0
GEN_162293_DECHU_220_S1,162293_DECHU_220,140,0,1
GEN_162293_DECHU_220_S2,162293_DECHU_220,160,0,1
GEN_162293_DECHU_220_V1,162293_DECHU_220,150,0,1
GEN_162295_GAJNER_220_S1,162295_GAJNER_220,18.5,0,1
GEN_162295_GAJNER_220_S2,162295_GAJNER_220,17.5,0,1
GEN_162302_KETUKALA_220_W1,162302_KETUKALA_220,140,0,0
GEN_162314_RAMGARH_220_1,162314_RAMGARH_220,300,0,1
GEN_162314_RAMGARH_220_2,162314_RAMGARH_220,300,0,0
GEN_162314_RAMGARH_220_3,162314_RAMGARH_220,300,0,0
GEN_162314_RAMGARH_220_4,162314_RAMGARH_220,50,0,1
GEN_162314_RAMGARH_220_5,162314_RAMGARH_220,110,0,1
GEN_162314_RAMGARH_220_G4,162314_RAMGARH_220,50,0,0
GEN_162314_RAMGARH_220_G5,162314_RAMGARH_220,110,0,0
GEN_162314_RAMGARH_220_G6,162314_RAMGARH_220,110,0,0
GEN_162314_RAMGARH_220_G7,162314_RAMGARH_220,50,0,0
GEN_162321_VSLP_220_1,162321_VSLP_220,135,0,0
GEN_162359_BHADLA-SP_220_S2,162359_BHADLA-SP_220,1000,0,1
GEN_162360_FATEHGARH_220_SF,162360_FATEHGARH_220,3000,0,0
GEN_162361_PAREWAR_220_SF,162361_PAREWAR_220,3000,0,0
GEN_162379_BHAWAD-S_220_S1,162379_BHAWAD-S_220,101,0,1
GEN_162390_BAITHWARA-W_220_S1,162390_BAITHWARA-W_220,10,0,1
GEN_162390_BAITHWARA-W_220_S2,162390_BAITHWARA-W_220,10,0,1
GEN_162390_BAITHWARA-W_220_W1,162390_BAITHWARA-W_220,30,0,1
GEN_162395_SANWREEJ-WS_220_S1,162395_SANWREEJ-WS_220,20,0,1
GEN_162395_SANWREEJ-WS_220_V1,162395_SANWREEJ-WS_220,60,0,1
GEN_162654_KOLAYAT-S_220_S1,162654_KOLAYAT-S_220,71.64,0,1
GEN_162654_KOLAYAT-S_220_S2,162654_KOLAYAT-S_220,29.61,0,1
GEN_162757_POKARAN-S_220_S1,162757_POKARAN-S_220,150,0,1
GEN_162757_POKARAN-S_220_S2,162757_POKARAN-S_220,50,0,1
GEN_162760_PRATAPGARH-W_220_V1,162760_PRATAPGARH-W_220,220,0,1
GEN_162760_PRATAPGARH-W_220_W1,162760_PRATAPGARH-W_220,240.4,0,1
GEN_162874_UNDOO-WS_220_S2,162874_UNDOO-WS_220,110,0,1
GEN_164110_JAISALMER_400_V1,164110_JAISALMER_400,500,0,1
GEN_164402_BARMER-4_400_W1,164402_BARMER-4_400,300,0,1
GEN_164403_RAMGARH_400_S1,164403_RAMGARH_400,5,0,1
GEN_164403_RAMGARH_400_S2,164403_RAMGARH_400,114,0,1
GEN_164403_RAMGARH_400_V1,164403_RAMGARH_400,600,0,1
GEN_164403_RAMGARH_400_W1,164403_RAMGARH_400,25.2,0,1
GEN_164411_CHABRA-4_400_1,164411_CHABRA-4_400,250,0,1
GEN_164411_CHABRA-4_400_2,164411_CHABRA-4_400,250,0,1
GEN_164411_CHABRA-4_400_3,164411_CHABRA-4_400,250,0,1
GEN_164411_CHABRA-4_400_4,164411_CHABRA-4_400,250,0,1
GEN_164411_CHABRA-4_400_5,164411_CHABRA-4_400,660,0,1
GEN_164411_CHABRA-4_400_6,164411_CHABRA-4_400,660,0,1
GEN_164411_CHABRA-4_400_7,164411_CHABRA-4_400,660,0,1
GEN_164412_KALISI-4_400_1,164412_KALISI-4_400,600,0,1
GEN_164412_KALISI-4_400_2,164412_KALISI-4_400,600,0,1
GEN_164413_RAJWEST_400_1,164413_RAJWEST_400,135,0,1
GEN_164413_RAJWEST_400_2,164413_RAJWEST_400,135,0,1
GEN_164413_RAJWEST_400_3,164413_RAJWEST_400,135,0,1
GEN_164413_RAJWEST_400_4,164413_RAJWEST_400,135,0,1
GEN_164413_RAJWEST_400_5,164413_RAJWEST_400,135,0,1
GEN_164413_RAJWEST_400_6,164413_RAJWEST_400,135,0,1
GEN_164414_KAWAI_400_1,164414_KAWAI_400,660,0,1
GEN_164414_KAWAI_400_2,164414_KAWAI_400,660,0,1
GEN_164457_SURATG-4_400_3,164457_SURATG-4_400,250,0,1
GEN_164457_SURATG-4_400_4,164457_SURATG-4_400,250,0,1
GEN_164457_SURATG-4_400_5,164457_SURATG-4_400,250,0,1
GEN_164457_SURATG-4_400_6,164457_SURATG-4_400,250,0,1
GEN_164457_SURATG-4_400_7,164457_SURATG-4_400,660,0,1
GEN_164457_SURATG-4_400_8,164457_SURATG-4_400,660,0,1
GEN_164458_BIKANER-NW_400_SF,164458_BIKANER-NW_400,3000,-9999,0
GEN_164459_BHADLA-N_400_S,164459_BHADLA-N_400,2000,-9999,0
GEN_171170_OBRAH1_132_1,171170_OBRAH1_132,33,0,0
GEN_171170_OBRAH1_132_2,171170_OBRAH1_132,33,0,0
GEN_171170_OBRAH1_132_3,171170_OBRAH1_132,33,0,0
GEN_171189_RIHND1_132_1,171189_RIHND1_132,50,0,1
GEN_171189_RIHND1_132_2,171189_RIHND1_132,50,0,1
GEN_171189_RIHND1_132_3,171189_RIHND1_132,50,0,1
GEN_171189_RIHND1_132_4,171189_RIHND1_132,50,0,1
GEN_171189_RIHND1_132_5,171189_RIHND1_132,50,0,1
GEN_171189_RIHND1_132_6,171189_RIHND1_132,50,0,1
GEN_171610_KHAMBAKH_132_1,171610_KHAMBAKH_132,45,0,1
GEN_171610_KHAMBAKH_132_2,171610_KHAMBAKH_132,45,0,1
GEN_171627_UTRAULA_132_1,171627_UTRAULA_132,45,0,1
GEN_171627_UTRAULA_132_2,171627_UTRAULA_132,45,0,1
GEN_171663_MAQSUDPR_132_1,171663_MAQSUDPR_132,45,0,1
GEN_171663_MAQSUDPR_132_2,171663_MAQSUDPR_132,45,0,1
GEN_171666_BARKHER_132_1,171666_BARKHER_132,45,0,1
GEN_171666_BARKHER_132_2,171666_BARKHER_132,45,0,1
GEN_171668_KUNDARK_132_1,171668_KUNDARK_132,45,0,1
GEN_171668_KUNDARK_132_2,171668_KUNDARK_132,45,0,1
GEN_171700_AKBCHIN_132_1,171700_AKBCHIN_132,13,0,0
GEN_171701_BALRCHIN_132_1,171701_BALRCHIN_132,25,0,0
GEN_171702_DCM01_132_1,171702_DCM01_132,20,0,0
